phy,Consensus mycorrhizal state
Primula_bayernii,AM
Primula_elatior,AM
Primula_farinosa,AM
Primula_macrocalyx,AM
Primula_meyeri,AM
Primula_minima,AMNM
Primula_obconica,AM
Primula_olgae,AM
Primula_ossetica,NM
Primula_pallasii,NM
Primula_pseudoelatior,NM
Primula_veris,AMNM
Primula_vulgaris,AM
Pringlea_antiscorbutica,NM
Prinsepia_sinensis,AMNM
Prioria_copaifera,AM
Prismatomeris_tetrandra,AM
Proserpinaca_palustris,AM
Prosopis_articulata,AM
Prosopis_cineraria,AM
Prosopis_glandulosa,AM
Prosopis_juliflora,AM
Prosopis_laevigata,AM
Prosopis_stephaniana,AM
Protium_crenatum,AM
Protium_decandrum,AM
Protium_giganteum,AM
Prumnopitys_taxifolia,AM
Prunella_grandiflora,AM
Prunella_vulgaris,AMNM
Prunus_africana,AM
Prunus_asiatica,NM
Prunus_besseyi,AM
Prunus_cerasifera,AM
Prunus_cistena,AM
Prunus_domestica,AMNM
Prunus_mahaleb,AM
Prunus_maritima,AM
Prunus_mongolica,AM
Prunus_pensylvanica,AM
Prunus_persica,AM
Prunus_reflexa,AM
Prunus_serotina,AM
Prunus_spinosa,AMNM
Prunus_spinosissima,AM
Prunus_tomentosa,AM
Prunus_triloba,AM
Prunus_ussuriensis,AMNM
Prunus_virginiana,AM
Psathyrostachys_juncea,AMNM
Psephellus_caucasicus,AM
Psephellus_hypoleucus,AM
Psephellus_maleevii,AM
Psephellus_sibiricus,AM
Pseuderanthemum_latifolium,AM
Pseudobombax_grandiflorum,AM
Pseudognaphalium_luteoalbum,AM
Pseudohandelia_umbellifera,AM
Pseudolarix_amabilis,EM
Pseudolysimachion_spicatum,AM
Pseudomuscari_pallens,AM
Pseudoroegneria_spicata,AM
Pseudotsuga_macrocarpa,EM
Pseudotsuga_menziesii,EM
Pseuduvaria_trimera,NM
Psidium_cattleianum,AM
Psidium_guajava,AM
Psoralea_bituminosa,AM
Psychotria_calocarpa,AM
Psychotria_henryi,AM
Psychotria_prainii,NM
Ptarmica_clavennae,AM
Ptarmica_vulgaris,AM
Ptelea_trifoliata,AM
Pterocarpus_angolensis,AM
Pterocarpus_mildbraedii,AM
Pterocarpus_soyauxii,AM
Pterogyne_nitens,AM
Pterospermum_menglunense,AM
Pterospermum_yunnanense,AM
Pterygota_macrocarpa,AM
Ptilotus_latifolius,NM
Ptilotus_obovatus,NM
Ptilotus_sessilifolius,NM
Puccinellia_angustata,AMNM
Puccinellia_distans,AMNM
Puccinellia_gigantea,NM
Puccinellia_limosa,AM
Puccinellia_macquariensis,AM
Puccinellia_maritima,AMNM
Puccinellia_nuttalliana,AM
Puccinellia_phryganodes,NM
Puccinellia_subspicata,AM
Puccinellia_tenuissima,AM
Pueraria_maximum,AM
Pueraria_phaseoloides,AM
Pulicaria_angustifolia,AM
Pulicaria_dysenterica,AM
Pulmonaria_mollis,AMNM
Pulmonaria_obscura,AM
Pulmonaria_officinalis,AMNM
Pulsatilla_alpina,AM
Pulsatilla_aurea,AM
Pulsatilla_patens,AM
Pulsatilla_pratensis,AM
Pulsatilla_violacea,AMNM
Pulsatilla_vulgaris,AMNM
Pultenaea_elliptica,EM
Pycnanthemum_tenuifolium,AM
Pycnanthemum_virginianum,AM
Pycnanthus_angolensis,AM
Pycnocomon_rutifolium,AM
Pycreus_flavescens,AM
Pycreus_flavidus,AM
Pycreus_polystachyos,AM
Pycreus_pumilus,AM
Pycreus_puncticulatus,NM
Pyrenaria_diospyricarpa,AM
Pyrethrum_achilleifolium,AM
Pyrethrum_parthenifolium,AMNM
Pyrola_media,AM
Pyrus_communis,AM
Pyrus_malus,AM
Pyrus_micromalus,AM
Pyrus_pyraster,AM
Pyrus_ussuriensis,AMNM
Pythius_dulcis,AM
Quercus_alba,EM
Quercus_cerris,EM
Quercus_colombiana,EM
Quercus_dentata,EM
Quercus_humboldtii,EM
Quercus_ilex,EM
Quercus_lobata,EM
Quercus_mongolica,EM
Quercus_palustris,EM
Quercus_petraea,EM
Quercus_pubescens,EM
Quercus_robur,EM
Quercus_rubra,EM
Quercus_suber,EM
Quercus_velutina,EM
Racosperma_ampliceps,AM
Racosperma_eriopodum,AM
Racosperma_leptocarpum,AM
Racosperma_obtusifolium,EM
Racosperma_ulicifolium,EM
Raddiella_esenbeckii,AM
Ranunculus_abchasicus,AM
Ranunculus_acris,AM
Ranunculus_adoneus,AM
Ranunculus_alpestris,AM
Ranunculus_ampelophyllus,AM
Ranunculus_aquatilis,AM
Ranunculus_arvensis,AM
Ranunculus_auricomus,AMNM
Ranunculus_biternatus,AM
Ranunculus_brachylobus,AM
Ranunculus_brevirostris,AM
Ranunculus_buhsei,AM
Ranunculus_bulbosus,AM
Ranunculus_cassubicus,AM
Ranunculus_caucasicus,AM
Ranunculus_crassifolius,AM
Ranunculus_crassipes,AM
Ranunculus_cymbalaria,AM
Ranunculus_czimganicus,AM
Ranunculus_ficaria,AMNM
Ranunculus_flammula,AMNM
Ranunculus_glacialis,AMNM
Ranunculus_japonicus,AMNM
Ranunculus_lingua,AMNM
Ranunculus_lojkae,AM
Ranunculus_monophyllus,AM
Ranunculus_montanus,AM
Ranunculus_nemorosus,AM
Ranunculus_oreophilus,AM
Ranunculus_oreophytus,AM
Ranunculus_osseticus,AM
Ranunculus_paludosus,AM
Ranunculus_platyspermus,AM
Ranunculus_polyanthemos,AM
Ranunculus_polyrhizos,AM
Ranunculus_pygmaeus,AM
Ranunculus_repens,AMNM
Ranunculus_reptans,AM
Ranunculus_rufosepalus,AM
Ranunculus_samojedorum,NM
Ranunculus_sardous,AM
Ranunculus_sceleratus,AMNM
Ranunculus_sewerzowii,AM
Ranunculus_silerifolius,AM
Ranunculus_sulphureus,NM
Ranunculus_svaneticus,AM
Ranunculus_testiculatus,AMNM
Ranunculus_turkestanicus,AM
Raphanus_raphanistrum,NM
Raphanus_sativus,AMNM
Ratibida_columnifera,AM
Ratibida_pinnata,AM
Raukaua_laetevirens,AM
Rauvolfia_serpentina,AM
Rauvolfia_verticillata,AM
Relbunium_richardianum,AM
Remya_kauaiensis,AM
Renealmia_guianensis,AM
Reseda_alba,NM
Reseda_lutea,AMNM
Reseda_luteola,AMNM
Retrophyllum_rospigliosii,AM
Rhammatophyllum_frutex,NM
Rhamnoluma_robusta,AM
Rhamnus_alnus,AMNM
Rhamnus_cathartica,AMNM
Rhamnus_davurica,AMNM
Rhamnus_frangula,AMNM
Rhamnus_lycioides,AM
Rhamnus_purshiana,AM
Rhamnus_ussuriensis,NM
Rhaphidophora_decursiva,AM
Rhaponticoides_ruthenica,AM
Rhaponticum_repens,AM
Rheum_tataricum,NM
Rhinanthus_alpinus,NM
Rhinanthus_angustifolius,AMNM
Rhinanthus_glaber,NM
Rhinanthus_minor,AMNM
Rhinanthus_serotinus,NM
Rhipsalis_baccifera,NM
Rhodanthe_chlorocephala,AM
Rhodanthe_floribunda,AM
Rhodanthe_moschata,AM
Rhodiola_heterodonta,NM
Rhodiola_quadrifida,NM
Rhodiola_rosea,AMNM
Rhododendron_mucronulatum,NM
Rhodomyrtus_tomentosa,AM
Rhus_chinensis,AM
Rhus_coriaria,NM
Rhus_typhina,AMNM
Rhynchocorys_orientalis,NM
Rhynchopera_paniculata,NM
Rhynchosia_minima,AM
Rhynchospora_alba,NM
Rhynchospora_barbata,AM
Rhynchospora_brasiliensis,AM
Rhynchospora_cephalotes,AM
Rhynchospora_ciliata,NM
Rhynchospora_corymbosa,AM
Rhynchospora_puber,AM
Ribes_aciculare,AM
Ribes_alpinum,AMNM
Ribes_alpinunum,AM
Ribes_aureum,AMNM
Ribes_biebersteinii,AM
Ribes_magellanicum,AM
Ribes_mandshuricum,AM
Ribes_nigrum,AM
Ribes_palczewskii,AM
Ribes_reclinatum,AM
Ribes_rubrum,AM
Ribes_uva-crispa,AM
Richteria_pyrethroides,AM
Ricinodendron_heudelotii,AM
Ricinus_communis,AM
Rindera_ochroleuca,AM
Rindera_tetraspis,AM
Robinia_pseudoacacia,EM
Rochelia_disperma,AM
Roemeria_refracta,NM
Rorippa_amphibia,NM
Rorippa_islandica,AM
Rorippa_palustris,NM
Rosa_acicularis,AMNM
Rosa_arvensis,AM
Rosa_beggeriana,AM
Rosa_canina,AM
Rosa_davurica,AMNM
Rosa_kokanica,AM
Rosa_majalis,AM
Rosa_maximowicziana,AM
Rosa_mollis,AM
Rosa_multiflora,AMNM
Rosa_persica,AM
Rosa_rubiginosa,AM
Rosa_rubrifolia,AM
Rosa_rugosa,AMNM
Rosa_sempervirens,AM
Rosa_spinosissima,AM
Rosa_turcica,AM
Rosmarinus_officinalis,AM
Rubia_cruciata,AM
Rubia_peregrina,AM
Rubia_tibetica,NM
Rubus_allegheniensis,AM
Rubus_arcticus,AMNM
Rubus_bushii,AM
Rubus_caesius,AMNM
Rubus_chamaemorus,AMNM
Rubus_crataegifolius,NM
Rubus_fruticosus,AM
Rubus_hirtus,AM
Rubus_idaeus,AMNM
Rubus_nessensis,AM
Rubus_odoratus,AM
Rubus_phoenicolasius,AM
Rubus_plicatus,AM
Rubus_rufus,AM
Rubus_sachalinensis,AM
Rubus_saxatilis,AMNM
Rubus_ulmifolius,AM
Rubus_vestitus,AM
Rudbeckia_hirta,AM
Rudbeckia_laciniata,AM
Ruellia_peninsularis,AM
Rumex_acetosa,AMNM
Rumex_acetosella,AMNM
Rumex_alpestris,NM
Rumex_alpinus,AMNM
Rumex_altissimus,AM
Rumex_arcticus,NM
Rumex_confertus,AMNM
Rumex_conglomeratus,NM
Rumex_crispus,AMNM
Rumex_hastatus,AM
Rumex_japonicus,NM
Rumex_longifolius,AMNM
Rumex_obtusifolius,AMNM
Rumex_palustris,NM
Rumex_scutatus,AMNM
Rumex_thyrsiflorus,NM
Ruprechtia_laxiflora,AMNM
Ruscus_aculeatus,AM
Ruscus_hypophyllum,AM
Ruscus_ponticus,AM
Ruta_graveolens,AM
Saba_senegalensis,NM
Sabina_foetidissima,AM
Sabina_isophyllos,AM
Sabina_procera,AM
Sabina_thurifera,AM
Sabinella_phoenicea,AM
Saccharum_officinarum,AM
Saccharum_paniceum,AM
Saccharum_spontaneum,AM
Sacoglottis_gabonensis,AM
Sagina_apetala,NM
Sagina_maritima,AM
Sagina_nivalis,NM
Sagina_procumbens,NM
Sagina_subulata,NM
Sagittaria_latifolia,AM
Sagittaria_sagittifolia,AMNM
Salicornia_europaea,AMNM
Salicornia_patula,NM
Salix_acutifolia,EM
Salix_alba,EM
Salix_arbuscula,EM
Salix_arctica,EM
Salix_aurita,EM
Salix_babylonica,EM
Salix_bebbiana,EM
Salix_blakii,EM
Salix_caprea,EM
Salix_caspica,EM
Salix_cinerea,EM
Salix_daphnoides,EM
Salix_dasyclados,EM
Salix_fragilis,EM
Salix_glauca,EM
Salix_gracilistyla,AMNM
Salix_hastata,EM
Salix_herbacea,EM
Salix_lanata,EM
Salix_lapponum,EM
Salix_ledebouriana,AM
Salix_myrsinifolia,EM
Salix_myrsinites,EM
Salix_myrtilloides,NM
Salix_nigra,AM
Salix_nipponica,EM
Salix_nummularia,EM
Salix_phylicifolia,EM
Salix_pierotii,EM
Salix_polaris,EM
Salix_purpurea,EM
Salix_reinii,EM
Salix_repens,EM
Salix_reptans,EM
Salix_reticulata,EM
Salix_retusa,EM
Salix_rorida,EM
Salix_rosmarinifolia,EM
Salix_rotundifolia,EM
Salix_siuzevii,EM
Salix_songarica,EM
Salix_taimyrensis,EM
Salix_triandra,EM
Salix_viminalis,EM
Salix_wilhelmsiana,EM
Salsola_arbuscula,NM
Salsola_brachiata,NM
Salsola_kali,AMNM
Salsola_lanata,NM
Salsola_laricifolia,AM
Salsola_orientalis,NM
Salsola_paulsenii,NM
Salsola_richteri,NM
Salsola_sogdiana,NM
Salsola_tamariscina,NM
Salvia_azurea,AM
Salvia_nemorosa,AM
Salvia_nubicola,AM
Salvia_officinalis,AM
Salvia_pratensis,AM
Salvia_splendens,AM
Salvia_stepposa,AM
Salvia_verbenaca,AM
Salvia_verticillata,AM
Salvia_virgata,AM
Samanea_saman,AM
Sambucus_canadensis,AM
Sambucus_miquelii,NM
Sambucus_nigra,AMNM
Sambucus_racemosa,AMNM
Sambucus_sibirica,AM
Sameraria_armena,NM
Samolus_valerandi,AM
Sanguisorba_minor,AM
Sanguisorba_officinalis,AMNM
Sanguisorba_spinosum,AM
Sanicula_europaea,AM
Sansevieria_trifasciata,AM
Santalum_ellipticum,NM
Santalum_paniculatum,AM
Sanvitalia_procumbens,AM
Sapindus_saponaria,AM
Saponaria_officinalis,NM
Saranthe_composita,NM
Sasa_veitchii,AM
Satureja_gracilis,AM
Satureja_hortensis,AM
Satureja_montana,AM
Sauromatum_venosum,AM
Sauropus_androgynus,AM
Saussurea_alpina,AM
Saussurea_amara,AM
Saussurea_nuda,NM
Saxifraga_aizoides,AMNM
Saxifraga_bronchialis,AM
Saxifraga_bryoides,NM
Saxifraga_carpathica,NM
Saxifraga_cartilaginea,AMNM
Saxifraga_cernua,NM
Saxifraga_cespitosa,NM
Saxifraga_cymbalaria,AM
Saxifraga_exarata,NM
Saxifraga_flagellaris,NM
Saxifraga_granulate,AMNM
Saxifraga_hirculus,NM
Saxifraga_juniperifolia,NM
Saxifraga_kolenatiana,NM
Saxifraga_kusnezowiana,NM
Saxifraga_moschata,NM
Saxifraga_oppositifolia,AMNM
Saxifraga_paniculata,AMNM
Saxifraga_pseudolaevis,NM
Saxifraga_punctata,NM
Saxifraga_scleropoda,NM
Saxifraga_serotina,NM
Saxifraga_serpyllifolia,NM
Saxifraga_sibirica,NM
Scabiosa_caucasica,AM
Scabiosa_columbaria,AM
Scabiosa_lucida,AM
Scabiosa_ochroleuca,AM
Scadoxus_multiflorus,AM
Scaevola_chamissoniana,AM
Scaevola_gaudichaudii,AM
Scaevola_parvibarbata,AM
Scaevola_procera,AM
Scaevola_taccada,AM
Scandix_pecten-veneris,AM
Scandix_stellata,NM
Schefflera_angustissima,AM
Scheuchzeria_palustris,NM
Schiedea_spergulina,AM
Schinus_patagonicus,AM
Schinus_terebinthifolius,AM
Schisandra_chinensis,AMNM
Schisandra_sphenanthera,AM
Schismus_arabicus,AMNM
Schismus_barbatus,NM
Schivereckia_podolica,NM
Schizachne_purpurascens,AM
Schizachyrium_scoparium,AM
Schizachyrium_tenerum,AM
Schizanthus_pinnatus,AM
Schizolobium_parahyba,AM
Schlumbergera_truncata,AM
Schoenoplectiella_juncoides,NM
Schoenoplectus_acutus,AM
Schoenoplectus_pungens,AM
Schoenoplectus_senegalensis,NM
Schoenoplectus_supinus,AM
Schoenoplectus_tabernaemontani,AMNM
Schoenoplectus_validus,AM
Schoenus_nigricans,AMNM
Scilla_autumnalis,AM
Scilla_siberica,AM
Scirpoides_holoschoenus,NM
Scirpoides_vulgaris,NM
Scirpus_atrovirens,AM
Scirpus_cespitosus,NM
Scirpus_cyperinus,AM
Scirpus_pendulus,AM
Scirpus_sylvaticus,NM
Scleranthus_annuus,AMNM
Scleria_latifolia,AM
Scleria_lithosperma,AM
Scleria_melaleuca,AM
Sclerocarya_birrea,AM
Sclerolaena_diacantha,AM
Sclerolaena_holtiana,NM
Scolochloa_festucacea,AMNM
Scorodophloeus_zenkeri,AM
Scorpiurus_muricatus,AM
Scorzonera_acanthoclada,AM
Scorzonera_humilis,AM
Scorzonera_ketzkhowelii,AM
Scorzonera_purpurea,AM
Scorzonera_pusilla,AM
Scorzonera_radiata,AM
Scorzonera_sericeo-lanata,AM
Scorzonera_tuberosa,AM
Scrophucephalus_minimus,AM
Scrophularia_auriculata,AM
Scrophularia_lateriflora,AM
Scrophularia_nodosa,AMNM
Scrophularia_pamirica,NM
Scrophularia_ruprechtii,NM
Scrophularia_umbrosa,NM
Scutellaria_chaematochlora,AM
Scutellaria_galericulata,AMNM
Scutellaria_orientalis,AM
Scutellaria_scordifolia,AM
Scutellaria_sieversii,AM
Sebastiania_commersoniana,AM
Secale_cereale,AMNM
Securinega_virgata,AM
Sedum_acre,AMNM
Sedum_adolphii,AM
Sedum_album,AMNM
Sedum_alpestre,NM
Sedum_caespitosum,NM
Sedum_dasyphyllum,NM
Sedum_forsteranum,NM
Sedum_gracile,NM
Sedum_hispanicum,NM
Sedum_involucratum,NM
Sedum_maximowiczii,NM
Sedum_pseudohybridum,AMNM
Sedum_rubens,NM
Sedum_rupestre,NM
Sedum_sarmentosum,AM
Sedum_stahlii,NM
Sedum_sukaczevii,AMNM
Selenicereus_macdonaldiae,AM
Sempervivum_arachnoideum,NM
Sempervivum_caucasicum,NM
Sempervivum_pumilum,NM
Sempervivum_ruthenicum,NM
Sempervivum_tectorum,NM
Senecio_albopurpureus,AM
Senecio_articulatus,AM
Senecio_atropurpureus,AM
Senecio_bicolor,AM
Senecio_candolleanus,AM
Senecio_erucifolius,AM
Senecio_inaequidens,AMNM
Senecio_incanus,AM
Senecio_integrifolius,AM
Senecio_jacobaea,AMNM
Senecio_jacquinianus,AM
Senecio_karjaginii,NM
Senecio_nemorensis,AM
Senecio_porteri,AMNM
Senecio_pyroglossus,AM
Senecio_sosnovskyi,AMNM
Senecio_squalidus,AM
Senecio_subalpinus,AM
Senecio_subdentatus,AMNM
Senecio_sylvaticus,AMNM
Senecio_vernalis,AM
Senecio_viscosus,AM
Senecio_vulgaris,AMNM
Senegalia_bonariensis,EM
Senna_corymbosa,AM
Senna_macranthera,AM
Senna_multijuga,AM
Senna_reticulata,AM
Senna_siamea,AM
Senna_spectabilis,AM
Sequoia_sempervirens,AM
Sequoiadendron_giganteum,AM
Serenoa_repens,AM
Seriphidium_cinum,AM
Seriphidium_ferganense,AM
Seriphidium_nitrosum,AM
Seriphidium_transiliense,AM
Serratula_coronata,AM
Serratula_tinctoria,AM
Sesamum_indicum,AM
Sesbania_formosa,AM
Sesbania_grandiflora,AM
Sesbania_javanica,AM
Sesbania_nudica,AM
Sesbania_pachycarpa,AM
Sesbania_punicea,AM
Sesbania_sesban,AM
Sesbania_tomentosa,AM
Seseli_ledebourii,AM
Seseli_libanotis,AM
Seseli_tortuosum,AM
Sesleria_caerulea,AMNM
Sesleria_coerulans,AM
Sesleria_phleoides,AM
Sesleria_varia,AM
Sesuvium_portulacastrum,AMNM
Setaria_flavida,AM
Setaria_glauca,AM
Setaria_italica,AM
Setaria_palmifolia,AM
Setaria_parviflora,AM
Setaria_pumila,AM
Setaria_verticillata,AM
Setaria_viridis,AMNM
Shepherdia_canadensis,AM
Sherardia_arvensis,AM
Shibataea_kumasaca,AM
Shora_macrophylla,EM
Shorea_balangeran,AM
Shorea_beccariana,EM
Shorea_laxa,EM
Shorea_leprosula,EM
Shorea_pinanga,EM
Shorea_robusta,EM
Shorea_teysmanniana,AM
Shorea_uliginosa,AM
Shorea_xanthophylla,EM
Sibbaldia_procumbens,AMNM
Sibiraea_laevigata,AM
Sida_ammophila,AMNM
Sida_cordifolia,AM
Sida_fallax,AM
Sida_szechuensis,AM
Sideritis_montana,AM
Sieversia_glacialis,NM
Sigesbeckia_jorullensis,AM
Sigesbeckia_orientalis,AM
Silaum_silaus,AM
Silene_acaulis,AMNM
Silene_alba,NM
Silene_andicola,NM
Silene_chalcedonica,NM
Silene_colorata,AM
Silene_dioica,AMNM
Silene_flos-cuculi,AMNM
Silene_inflata,NM
Silene_involucrata,NM
Silene_latifolia,NM
Silene_marcowiczii,NM
Silene_maritima,NM
Silene_multiflora,NM
Silene_nana,NM
Silene_noctiflora,NM
Silene_nutans,AMNM
Silene_odoratissima,NM
Silene_otites,AM
Silene_sibirica,NM
Silene_suffrutescens,NM
Silene_tachtensis,NM
Silene_uralensis,NM
Silene_viscaria,NM
Silene_vulgaris,AMNM
Silene_wolgensis,NM
Simarouba_amara,AM
Sinapis_alba,NM
Sinapis_arvensis,AMNM
Sisymbrium_altissimum,NM
Sisymbrium_erucastrifolium,NM
Sisymbrium_irio,AM
Sisymbrium_loeselii,AMNM
Sisymbrium_officinale,AMNM
Sisymbrium_orientale,AMNM
Sisyrinchium_atlanticum,AM
Sium_latifolium,NM
Sloanea_guianensis,AM
Smilacina_racemosa,AM
Smilax_aspera,AM
Smilax_corbularia,AM
Smilax_excelsa,AM
Smilax_hypoglauca,AM
Smilax_indica,AM
Socratea_exorrhiza,AM
Solanum_aculeatissimum,AM
Solanum_argenteum,AM
Solanum_dulcamara,AMNM
Solanum_hazenii,AM
Solanum_hindsianum,AM
Solanum_johannae,AM
Solanum_nigrum,AMNM
Solanum_pseudocapsicum,AM
Solanum_surattense,AM
Solanum_torvum,NM
Solanum_tuberosum,AM
Soldanella_alpina,AMNM
Solidago_altissima,AM
Solidago_canadensis,AMNM
Solidago_caucasica,AM
Solidago_chilensis,AM
Solidago_gigantea,AM
Solidago_graminifolia,AM
Solidago_litoralis,AM
Solidago_nemoralis,AM
Solidago_rigida,AM
Solidago_rugosa,AM
Solidago_sempervirens,AM
Solidago_virgaurea,AM
Sonchus_arvensis,AMNM
Sonchus_asper,AMNM
Sonchus_oleraceus,AM
Sophora_chrysophylla,AM
Sorbaria_sorbifolia,AMNM
Sorbus_alnifolia,AMNM
Sorbus_aria,AM
Sorbus_aucuparia,AMNM
Sorbus_caucasica,AM
Sorbus_intermedia,AM
Sorbus_persica,AM
Sorbus_pohuashanensis,AMNM
Sorbus_sibirica,AM
Sorghastrum_nutans,AM
Sorghum_bicolor,AM
Sorghum_halepense,AMNM
Sorghum_nitidum,AM
Sorghum_saccharatum,NM
Sorghum_x,AM
Sorocea_bonplandii,AM
Sparaxis_tricolor,AM
Sparganium_angustifolium,NM
Sparganium_emersum,AMNM
Sparganium_erectum,AMNM
Sparganium_eurycarpum,AM
Sparganium_natans,NM
Spartina_alterniflora,AMNM
Spartina_anglica,NM
Spartina_cynosuroides,AM
Spartina_gracilis,AM
Spartina_patens,AM
Spartina_pectinata,AM
Spartium_junceum,AM
Spergula_arvensis,AMNM
Spergularia_marina,AMNM
Spergularia_media,AMNM
Spergularia_rubra,NM
Spergularia_salina,AMNM
Spermacoce_articularis,AM
Spermacoce_pusilla,AM
Sphaeromeria_cana,AM
Sphagneticola_trilobata,AM
Sphenopholis_obtusata,AM
Spiesia_cyanea,AMNM
Spinacia_turkestanica,NM
Spiraea_baldshuanica,AM
Spiraea_beauverdiana,AM
Spiraea_betulifolia,AM
Spiraea_canescens,AM
Spiraea_chamaedryfolia,AM
Spiraea_crenata,AM
Spiraea_decumbens,AM
Spiraea_hypericifolia,AM
Spiraea_japonica,AMNM
Spiraea_latifolia,AM
Spiraea_media,AM
Spiraea_mongolica,AM
Spiraea_salicifolia,NM
Spiraea_tomentosa,AM
Spiraea_trilobata,AM
Spiraea_xbumalda,AM
Spiraea_xvanhouttei,AM
Spirodela_polyrhiza,AM
Spirorhynchus_sabulosus,NM
Spodiopogon_cotulifer,AM
Sporobolus_airoides,AM
Sporobolus_cryptandrus,AM
Sporobolus_fertilis,AM
Sporobolus_heterolepis,AM
Sporobolus_virginicus,AM
Sporobolus_wrightii,AM
Staavia_radiata,AM
Stachypitys_ferruginea,AM
Stachys_balansae,AM
Stachys_germanica,AM
Stachys_macrantha,AMNM
Stachys_maritima,AM
Stachys_nivea,AM
Stachys_orientalis,AM
Stachys_ossetica,AM
Stachys_palustris,AM
Stachys_recta,NM
Stachys_sylvatica,AMNM
Stapelia_glabricaulis,AM
Staphylea_colchica,AMNM
Staphylodendrum_pinnatum,NM
Staudtia_kamerunensis,AM
Stegnosperma_halimifolium,AM
Steinchisma_laxum,AM
Stellaria_alsine,NM
Stellaria_fontana,NM
Stellaria_graminea,AMNM
Stellaria_holostea,AMNM
Stellaria_humifusa,NM
Stellaria_longipes,NM
Stellaria_media,AMNM
Stellaria_nemorum,AMNM
Stellaria_pallida,AMNM
Stellaria_palustris,NM
Stellaria_parviflora,NM
Stenocereus_gummosus,AM
Stenocereus_queretaroensis,AM
Stenocereus_stellatus,AM
Stenocereus_thurberi,AM
Stenogyne_purpurea,AM
Sterculia_pruriens,AM
Stilbocarpa_polaris,NM
Stipa_arabica,AM
Stipa_aristiglumis,AM
Stipa_bungeana,AM
Stipa_capillata,AMNM
Stipa_caragana,AM
Stipa_hohenackeriana,AM
Stipa_holosericea,AM
Stipa_kirghisorum,AM
Stipa_lessingiana,AM
Stipa_letourneuxii,AM
Stipa_orientalis,AM
Stipa_pennata,AM
Stipa_pulcherrima,AM
Stipa_regeliana,AM
Stipa_sareptana,AM
Stipa_tenacissima,AM
Stipa_tirsa,AM
Stipa_ucrainica,AM
Stipa_zalesskii,AM
Stipagrostis_pennata,NM
Streptoloma_desertorum,NM
Strigosella_africana,NM
Strobus_cembra,EM
Strobus_peuce,EM
Stromanthe_porteana,AM
Strombosia_grandifolia,AM
Strophanthus_capensis,AM
Strophostyles_helvola,AM
Strophostyles_umbellata,AM
Strychnos_brasiliensis,AM
Stryphnodendron_microstachyum,AM
Stuckenia_pectinata,NM
Stylosanthes_capitata,AM
Stylosanthes_guianensis,AM
Stylosanthes_leiocarpa,AM
Stylosanthes_macrocephala,AM
Stylosanthes_scarbaeoidesand,AM
Styphelia_tameiameiae,AM
Suaeda_altissima,NM
Suaeda_glauca,AM
Suaeda_maritima,AMNM
Suaeda_vera,AMNM
Succisa_pratensis,AM
Swainsona_phacoides,AM
Swartzia_jenmanii,AM
Swertia_dichotoma,AM
Swertia_iberica,AM
Swertia_lactea,AM
Swertia_perennis,AM
Swietenia_macrophylla,AM
Syagrus_romanzoffiana,AM
Symphonia_globulifera,AM
Symphoria_racemosa,AM
Symphoricarpos_albus,AM
Symphoricarpos_rivularis,AMNM
Symphyoloma_graveolens,AM
Symphyotrichum_ericoides,AM
Symphyotrichum_laeve,AM
Symphyotrichum_lateriflorum,AM
Symphyotrichum_novae-angliae,AM
Symphyotrichum_novi-belgii,AM
Symphyotrichum_subulatum,AM
Symphytum_officinale,AM
Symphytum_tuberosum,AMNM
Synedrella_nodiflora,AM
Synema_perenne,AMNM
Syngonium_podophyllum,AM
Syrenia_montana,NM
Syringa_amurensis,AM
Syringa_josikaea,AM
Syringa_persica,AM
Syringa_pubescens,AM
Syringa_vulgaris,AMNM
Syringa_wolfii,AMNM
Syzygium_cumini,AMNM
Syzygium_firmum,AM
Syzygium_guineense,AM
Syzygium_megacarpum,AM
Syzygium_nervosum,AM
Syzygium_resa,AM
Tabebuia_impetiginosa,AM
Tabebuia_roseoalba,AM
Tabernaemontana_catharinensis,AM
Tabernaemontana_donnell-smithii,AM
Tabernaemontana_rupicola,AM
Tacca_chantrieri,NM
Tagetes_erecta,AMNM
Tagetes_tenuifolia,AM
Talauma_ovata,AMNM
Tamarindus_indica,AM
Tamarix_arceuthoides,AM
Tamarix_chinensis,AM
Tamarix_hispida,AM
Tamarix_ramosissima,AMNM
Tanacetum_balsamita,AM
Tanacetum_bipinnatum,AM
Tanacetum_chamaemelifolium,AM
Tanacetum_cinerariifolium,AM
Tanacetum_coccineum,AMNM
Tanacetum_corymbosum,AM
Tanacetum_daghestanicum,AM
Tanacetum_parthenium,AMNM
Tanacetum_vulgare,AMNM
Tanarius_peltatus,AM
Tapirira_obtusa,AM
Tapura_guianensis,AM
Taraxacum_arcticum,NM
Taraxacum_ceratophorum,AM
Taraxacum_confusum,AM
Taraxacum_erythrospermum,AM
Taraxacum_glabrum,AM
Taraxacum_glaucanthum,AM
Taraxacum_japonicum,AM
Taraxacum_monochlamydeum,AM
Taraxacum_officinale,AM
Taraxacum_stevenii,AMNM
Tauscheria_lasiocarpa,NM
Taxus_baccata,AM
Taxus_x,AM
Tecoma_stans,AM
Tectona_grandis,AM
Telekia_speciosa,AMNM
Telopea_speciosissima,AM
Tephroseris_palustris,NM
Tephrosia_purpurea,AM
Tephrosia_sphaerospora,AM
Terminalia_catappa,AM
