phy,Consensus mycorrhizal state
Abelmoschus_esculentus,AM
Abies_alba,EM
Abies_amabilis,EM
Abies_balsamea,EM
Abies_bifolia,EM
Abies_cephalonica,EM
Abies_concolor,EM
Abies_firma,EM
Abies_fraseri,EM
Abies_grandis,EM
Abies_holophylla,EM
Abies_homolepis,EM
Abies_koreana,EM
Abies_lasiocarpa,EM
Abies_magnifica,EM
Abies_mayriana,EM
Abies_nephrolepis,EM
Abies_nobilis,EM
Abies_nordmanniana,EM
Abies_omorika,EM
Abies_pindrow,EM
Abies_pinsapo,EM
Abies_sachalinensis,EM
Abies_sibirica,EM
Abildgaardia_ovata,AM
Abildgaardia_triflora,NM
Abronia_maritima,AM
Abronia_umbellata,AM
Abutilon_hybridum,AM
Abutilon_indicum,AM
Abutilon_otocarpum,AM
Abutilon_theophrasti,AM
Acacia_albida,AM
Acacia_auriculiformis,AM
Acacia_cochliacantha,AM
Acacia_constricta,AM
Acacia_dealbata,AM
Acacia_farnesiana,AM
Acacia_holosericea,EM
Acacia_koa,AM
Acacia_linifolia,EM
Acacia_mangium,EM
Acacia_pennatula,AM
Acacia_polyphylla,AM
Acacia_suaveolens,EM
Acacia_tortilis,AM
Acaena_magellanica,AM
Acaena_minor,AMNM
Acaena_novae-zelandiae,AM
Acaena_ovalifolia,AM
Acaena_pinnatifida,AM
Acalypha_acmophylla,AM
Acalypha_wilkesiana,NM
Acanthophyllum_borsczowi,NM
Acanthophyllum_korolkowi,NM
Acanthophyllum_krascheninnikovii,NM
Acca_sellowiana,AM
Acer_buergerianum,AM
Acer_campestre,AMNM
Acer_cappadocicum,AM
Acer_davidii,AM
Acer_ginnala,AM
Acer_negundo,AMNM
Acer_pictum,AMNM
Acer_platanoides,AMNM
Acer_pseudoplatanus,AMNM
Acer_pseudosieboldianum,AMNM
Acer_pubescens,AM
Acer_rubrum,AM
Acer_saccharinum,AM
Acer_saccharum,AM
Acer_spicatum,AM
Acer_tataricum,AMNM
Acer_tegmentosum,AMNM
Acer_turkestanicum,AM
Achillea_millefolium,AMNM
Achillea_nobilis,AM
Achillea_ptarmica,AMNM
Achillea_salicifolia,NM
Achillea_setacea,AMNM
Achnatherum_sibiricum,AM
Achnatherum_splendens,AM
Achyranthes_aspera,AMNM
Achyranthes_fauriei,NM
Achyranthes_splendens,NM
Achyroseris_tragopogonoides,AM
Acinos_alpinus,AM
Acmella_calva,AM
Aconitum_confertiflorum,AM
Aconitum_delphiniifolium,AM
Aconitum_napellus,AMNM
Aconitum_nasutum,AMNM
Aconitum_septentrionale,AM
Acorus_calamus,AMNM
Acronychia_pedunculata,AM
Actaea_spicata,AMNM
Actinidia_chinensis,AM
Actinidia_kolomikta,NM
Actinidia_polygama,NM
Actinoscirpus_grossus,NM
Actinostemon_concolor,AM
Actinotis_helianthi,AM
Adamsia_scilloides,AM
Adansonia_digitata,AM
Adenanthera_pavonina,AM
Adenium_obesum,AM
Adenophora_liliifolia,AM
Adenostoma_fasciculatum,AM
Adonis_aestivalis,AM
Adonis_turkestanica,AM
Adonis_vernalis,AM
Adoxa_moschatellina,AMNM
Aechmea_stelligera,NM
Aegilops_crassa,AM
Aegilops_cylindrica,NM
Aegilops_juvenalis,AM
Aegilops_speltoides,AM
Aegilops_tauschii,AM
Aegilops_triuncialis,AMNM
Aegiphila_verticillata,AM
Aegonychon_purpurea-coeruleum,AM
Aegopodium_alpestre,AM
Aegopodium_podagraria,AMNM
Aeluropus_sinensis,AM
Aeonium_decorum,AM
Aeschynomene_indica,AM
Aesculus_hippocastanum,AM
Aethionema_rotundifolium,NM
Aethusa_cynapium,AM
Afzelia_bella,EM
Afzelia_bipindensis,EM
Afzelia_pachyloba,EM
Afzelia_quanzensis,EM
Agathis_australis,AM
Agathis_lanceolata,AM
Agathis_robusta,AM
Agathosma_ovata,AM
Agave_americana,AM
Agave_datylio,AM
Agave_deserti,AM
Agave_marmorata,AM
Agave_salmiana,AM
Agave_univittata,AM
Ageratina_espinosarum,AM
Ageratum_conyzoides,AM
Ageratum_houstonianum,AM
Aglaonema_modestum,AM
Agrestis_alpina,AM
Agrimonia_eupatoria,AM
Agriophyllum_squarrosum,NM
Agropyron_cristatum,AM
Agropyron_desertorum,AM
Agropyron_fragile,AM
Agropyron_lavrenkoanum,AM
Agrostemma_githago,NM
Agrostis_canina,AMNM
Agrostis_capillaris,AMNM
Agrostis_flaccida,AM
Agrostis_gigantea,AM
Agrostis_perennans,AM
Agrostis_planifolia,AM
Agrostis_scabra,AM
Agrostis_stolonifera,AMNM
Agrostis_vinealis,AM
Ailanthus_altissima,AMNM
Aira_caryophyllea,AMNM
Aira_praecox,AMNM
Ajuga_genevensis,AM
Ajuga_pyramidalis,AM
Ajuga_reptans,AM
Alajja_anomala,AM
Albizia_corniculata,AM
Albizia_ferruginea,AM
Albizia_gummifera,AM
Albizia_inundata,AM
Albizia_julibrissin,AM
Albizia_kalkora,AM
Albizia_lebbeck,AM
Albizia_niopoides,AM
Alcea_nudiflora,AM
Alcea_rosea,AM
Alchemilla_alpina,AM
Alchemilla_caucasica,AM
Alchemilla_cleistophylla,AMNM
Alchemilla_connivens,AMNM
Alchemilla_coriacea,AMNM
Alchemilla_crinita,AMNM
Alchemilla_debilis,AM
Alchemilla_decumbens,AMNM
Alchemilla_dura,AM
Alchemilla_effusa,AMNM
Alchemilla_filicaulis,AMNM
Alchemilla_glabra,AM
Alchemilla_glaucescens,AM
Alchemilla_glomerulans,AM
Alchemilla_gracilis,AMNM
Alchemilla_haraldi,AM
Alchemilla_impexa,AMNM
Alchemilla_inconcinna,AMNM
Alchemilla_leiophylla,AM
Alchemilla_lineata,AMNM
Alchemilla_lunaria,AMNM
Alchemilla_monticola,AMNM
Alchemilla_obscura,AMNM
Alchemilla_obtusa,AMNM
Alchemilla_persica,AM
Alchemilla_propinqua,AMNM
Alchemilla_reniformis,AMNM
Alchemilla_retinervis,NM
Alchemilla_rubristipula,AMNM
Alchemilla_sericata,AM
Alchemilla_sericea,AM
Alchemilla_sibirica,AM
Alchemilla_sinuata,AMNM
Alchemilla_smirnovii,AM
Alchemilla_straminea,AMNM
Alchemilla_strictissima,AM
Alchemilla_strigosula,AMNM
Alchemilla_subcrenata,AMNM
Alchemilla_subglobosa,AMNM
Alchemilla_tenuis,AMNM
Alchemilla_tirolensis,AMNM
Alchemilla_trunciloba,AMNM
Alchemilla_undulata,AMNM
Alchemilla_versipila,AMNM
Alchemilla_vulgaris,AMNM
Alchemilla_xanthochlora,AM
Alchornea_cordifolia,AM
Alchornea_tiliifolia,AM
Alchorneopsis_floribunda,AM
Aldina_insignis,EM
Aleurites_moluccanus,AM
Alexgeorgea_nitens,AM
Alhagi_maurorum,AM
Alhagi_pseudalhagi,AM
Alisma_lanceolatum,AMNM
Alisma_plantago-aquatica,AMNM
Alisma_subcordatum,AM
Alisma_triviale,AM
Allamanda_schottii,AM
Allamanda_violacea,AM
Allardia_tridactylites,AM
Alliaria_petiolata,NM
Allium_albidum,AM
Allium_ampeloprasum,AM
Allium_borszczowii,AM
Allium_canadense,AM
Allium_carolinianum,AM
Allium_caspium,AM
Allium_cepa,AM
Allium_decipiens,AM
Allium_fedschenkoanum,AM
Allium_fetisowii,AM
Allium_fistulosum,AM
Allium_jodanthum,AM
Allium_karsianum,AM
Allium_oleraceum,AMNM
Allium_pallasii,NM
Allium_porrum,AM
Allium_pseudostrictum,AM
Allium_sabulosum,AM
Allium_sativum,AM
Allium_saxatile,AM
Allium_schoenoprasum,AM
Allium_schubertii,AM
Allium_scorodoprasum,AM
Allium_stellatum,AM
Allium_strictum,AM
Allium_subhirsutum,AM
Allium_tenuissimum,AM
Allium_triquetrum,AM
Allium_ursinum,AM
Allium_victorialis,AM
Allium_vineale,AM
Allium_waldsteinii,AM
Allochrusa_paniculata,NM
Allophylus_schweinfurthii,AM
Alnus_acuminata,EM
Alnus_cordata,AM
Alnus_glutinosa,EM
Alnus_incana,EM
Alnus_japonica,EM
Alnus_viridis,EM
Alocasia_longiloba,AM
Alocasia_macrorrhizos,AMNM
Aloe_arborescens,AM
Alopecurus_aequalis,NM
Alopecurus_arundinaceus,AM
Alopecurus_geniculatus,AM
Alopecurus_glacialis,AMNM
Alopecurus_magellanicus,AMNM
Alopecurus_myosuroides,AM
Alopecurus_pratensis,AM
Alopecurus_vaginatus,AMNM
Alpinia_conchigera,AM
Alstonia_boonei,AM
Alstroemeria_aurea,AM
Althaea_officinalis,AM
Alysicarpus_rugosus,AM
Alysicarpus_vaginalis,AM
Alyssum_alyssoides,NM
Alyssum_dasycarpum,NM
Alyssum_linifolium,NM
Alyssum_montanum,NM
Alyssum_turkestanicum,NM
Alyxia_oliviformis,AM
Amaranthus_blitum,AM
Amaranthus_caudatus,AMNM
Amaranthus_graecizans,NM
Amaranthus_hypochondriacus,AM
Amaranthus_powellii,NM
Amaranthus_retroflexus,AMNM
Amaranthus_spinosus,AMNM
Amaranthus_tricolor,AM
Amaranthus_viridis,AM
Amberboa_turanica,NM
Ambrosia_artemisiifolia,AM
Ambrosia_trifida,AM
Amelanchier_florida,AM
Amelanchier_ovalis,AM
Amelanchier_spicata,AM
Amischotolype_hispida,AM
Ammodendron_bifolium,AM
Ammodendron_conollyi,AMNM
Ammophila_arenaria,AMNM
Ammophila_breviligulata,AM
Amomum_petaloideum,AM
Amomum_villosum,AM
Amorpha_canescens,AM
Amorpha_crenulata,AM
Amorpha_fruticosa,AMNM
Amorphophallus_bannaensis,AM
Ampelodesmos_mauritanicus,AM
Amphimas_ferrugineus,AM
Amphimas_pterocarpoides,AM
Amsonia_tabernaemontana,AM
Amygdalus_bucharica,AM
Anabasis_aphylla,NM
Anabasis_salsa,NM
Anacardium_excelsum,AM
Anacardium_occidentale,AM
Anadelphia_longifolia,AM
Anadenanthera_colubrina,AM
Anadenanthera_peregrina,AM
Anagallis_arvensis,AM
Anagallis_tenella,AM
Ananas_comosus,AM
Anaphalis_margaritacea,AM
Anchusa_officinalis,AM
Andropogon_gayanus,AM
Andropogon_gerardii,AM
Andropogon_pintoi,AM
Andropogon_virginicus,AM
Androsace_caduca,NM
Androsace_chamaejasme,NM
Androsace_filiformis,NM
Androsace_glacialis,NM
Androsace_obtusifolia,AM
Androsace_septentrionalis,AMNM
Androsace_triflora,NM
Androsace_villosa,AMNM
Anemonastrum_speciosum,AM
Anemone_altaica,AM
Anemone_narcissiflora,AM
Anemone_sylvestris,AM
Anemonoides_nemorosa,AMNM
Anemonoides_ranunculoides,AM
Anethum_graveolens,AM
Angelica_archangelica,AM
Angelica_sylvestris,AM
Angianthus_sp.,AM
Aniba_citrifolia,AM
Anisoptera_grossivenia,EM
Annona_cherimola,AM
Annona_symphyocarpa,AM
Antennaria_caucasica,AM
Antennaria_dioica,AM
Anthemis_abagensis,AM
Anthemis_arvensis,AM
Anthemis_cotula,AM
Anthemis_iberica,NM
Anthemis_marschalliana,AM
Anthemis_rigescens,AM
Anthemis_sosnovskyana,AM
Anthericum_ramosum,AMNM
Anthocleista_schweinfurthii,AM
Anthonotha_fragrans,EM
Anthonotha_macrophylla,EM
Anthoxanthum_arcticum,AM
Anthoxanthum_australe,AM
Anthoxanthum_monticola,AMNM
Anthoxanthum_odoratum,AMNM
Anthriscus_cerefolium,AM
Anthriscus_ruprechtii,AM
Anthriscus_sylvestris,AMNM
Anthurium_affine,AM
Anthurium_pentaphyllum,AM
Anthurium_pittieri,AM
Anthyllis_cytisoides,AM
Anthyllis_macrocephala,AM
Anthyllis_tetraphylla,AM
Anthyllis_variegata,AM
Anthyllis_vulneraria,AMNM
Antirrhinum_majus,AM
Antrocaryon_klaineanum,AM
Apeiba_echinata,AM
Apera_spica-venti,AMNM
Aphanes_arvensis,AM
Aphanocalyx_cynometroides,EM
Apinus_pinea,EM
Apium_graveolens,AM
Apium_nodiflorum,NM
Apocynum_cannabinum,AM
Apocynum_medium,AM
Aquilegia_olympica,AM
Aquilegia_vulgaris,AMNM
Arabidopsis_arenosa,AM
Arabidopsis_lyrata,NM
Arabidopsis_thaliana,NM
Arabis_alpina,NM
Arabis_caerulea,NM
Arabis_hirsuta,AMNM
Arachis_hypogaea,AM
Aralia_elata,AMNM
Araucaria_angustifolia,AM
Araucaria_bidwillii,AM
Araucaria_columnaris,AM
Araucaria_cunninghamii,AM
Arbutus_menziesii,EM
Arbutus_unedo,EM
Arceuthos_drupaceae,AM
Arctagrostis_latifolia,AM
Arctium_lappa,AMNM
Arctium_minus,AM
Arctium_nemorosum,AM
Arctophila_fulva,AMNM
Arctostaphylos_uva-ursi,EM
Arctous_alpina,EM
Ardisia_crenata,AM
Ardisia_thyrsiflora,AM
Arenaria_griffithii,NM
Arenaria_serpyllifolia,NM
Argania_spinosa,AM
Argemone_mexicana,AM
Argusia_sogdiana,NM
Aristida_adscensionis,AM
Aristida_contorta,AM
Aristida_holathera,NM
Aristida_mutabilis,AM
Aristida_purpurascens,AM
Aristida_purpurea,AM
Aristida_stricta,NM
Aristotelia_chilensis,AM
Armeniaca_mandshurica,NM
Armeniaca_vulgaris,AM
Armenoprunus_dasycarpa,NM
Armeria_arenaria,AM
Armeria_maritima,AMNM
Armoracia_rusticana,AMNM
Arnebia_decumbens,AM
Arnebia_echioides,AMNM
Arnebia_hispidissima,AM
Arnica_angustifolia,AM
Arnica_montana,AM
Arrhenatherum_elatius,AMNM
Artemisia_absinthium,AMNM
Artemisia_alpina,AM
Artemisia_annua,AM
Artemisia_aralensis,AM
Artemisia_arenaria,AM
Artemisia_armeniaca,AM
Artemisia_borealis,NM
Artemisia_californica,AM
Artemisia_campestris,AM
Artemisia_dracunculus,AM
Artemisia_frigida,AM
Artemisia_latifolia,AM
Artemisia_lavandulifolia,AM
Artemisia_leucodes,AM
Artemisia_ludoviciana,AM
Artemisia_maritima,AMNM
Artemisia_marschalliana,AM
Artemisia_pauciflora,AM
Artemisia_pontica,AM
Artemisia_princeps,AM
Artemisia_procera,AM
Artemisia_quinqueloba,AM
Artemisia_rupestris,AM
Artemisia_scoparia,AM
Artemisia_sericea,AM
Artemisia_songarica,AM
Artemisia_tilesii,AM
Artemisia_tomentella,AM
Artemisia_tridentata,AM
Artemisia_turanica,AMNM
Artemisia_umbelliformis,AM
Artemisia_vulgaris,AMNM
Arthraxon_hispidus,AM
Arthrophytum_pulvinatum,NM
Artocarpus_altilis,AM
Arum_italicum,AM
Arum_maculatum,AM
Arum_neglectum,AM
Arundinella_hirta,AM
Arundo_donax,AM
Asarum_europaeum,AMNM
Asclepias_incarnata,AM
Asclepias_syriaca,AM
Asclepias_tuberosa,AM
Asclepias_verticillata,AM
Asparagus_acutifolius,AM
Asparagus_breslerianus,AM
Asparagus_densiflorus,AM
Asparagus_inderiensis,AM
Asparagus_officinalis,AM
Asparagus_setaceus,AM
Asperugo_procumbens,AMNM
Asperula_cynanchica,AM
Asperula_danilewskiana,NM
Asperula_prostrata,NM
Asphodelus_fistulosus,AM
Aspidistra_elatior,AM
Aspidosperma_oblongum,AM
Aspidosperma_parvifolium,AMNM
Aspidosperma_polyneuron,AMNM
Asplundia_gardneri,NM
Astelia_menziesiana,AM
Aster_alpinus,AMNM
Aster_amellus,AM
Aster_biennis,AM
Aster_lanceolatus,AM
Astracantha_aurea,AM
Astragalus_alatavicus,AM
Astragalus_alopecias,AM
Astragalus_alpinus,NM
Astragalus_applegatei,AM
Astragalus_arpilobus,AM
Astragalus_bornmuellerianus,AM
Astragalus_brachypus,AM
Astragalus_captiosus,AM
Astragalus_cicer,AM
Astragalus_contortuplicatus,AM
Astragalus_crassicarpus,AM
Astragalus_danicus,AMNM
Astragalus_deserti,NM
Astragalus_filicaulis,AM
Astragalus_flexus,AM
Astragalus_frigidus,NM
Astragalus_glycyphyllos,NM
Astragalus_jagnobicus,AM
Astragalus_lasioglottis,AM
Astragalus_lasiosemius,AM
Astragalus_lehmannianus,NM
Astragalus_macrostachys,AM
Astragalus_monspessulanus,AMNM
Astragalus_onobrychis,AM
Astragalus_paucijugus,AM
Astragalus_peduncularis,AM
Astragalus_penduliflorus,AM
Astragalus_supinus,NM
Astragalus_testiculatus,AM
Astragalus_turczaninowii,AM
Astragalus_umbellatus,NM
Astragalus_villosissimus,AM
Astragalus_vulpinus,AM
Astrantia_major,AMNM
Astrantia_maxima,AM
Astrantia_ossica,AM
Astrebla_lappacea,AM
Astrocaryum_mexicanum,AM
Astrodaucus_orientalis,NM
Astronium_graveolens,AM
Asyneuma_campanuloides,AM
Asyneuma_canescens,AM
Atamisquea_emarginata,AM
Atocion_rupestre,NM
Atraphaxis_pyrifolia,NM
Atraphaxis_spinosa,NM
Atriplex_barclayana,AM
Atriplex_cana,NM
Atriplex_canescens,AM
Atriplex_dimorphostegia,NM
Atriplex_glabriuscula,NM
Atriplex_halimus,NM
Atriplex_hastata,NM
Atriplex_hortensis,NM
Atriplex_julacea,AM
Atriplex_limbata,NM
Atriplex_littoralis,AMNM
Atriplex_patula,AM
Atriplex_prostrata,NM
Atriplex_rosea,NM
Atriplex_sagittata,AMNM
Atriplex_semibaccata,NM
Atriplex_verrucifera,AM
Atriplex_vesicaria,AM
Atropa_belladonna,AM
Atropa_bella-donna,AM
Aubrieta_deltoidea,NM
Aucuba_japonica,AM
Aulacospermum_simplex,AM
Austrocedrus_chilensis,AM
Autranella_congolensis,AM
Avena_barbata,AM
Avena_fatua,AM
Avena_nuda,AM
Avena_sativa,AMNM
Avena_sterilis,AM
Avena_strigosa,AM
Axonopus_anceps,AM
Azadirachta_excelsa,AM
Azadirachta_indica,AM
Azorella_macquariensis,AM
Baccaurea_ramiflora,AM
Baccharis_halimifolia,AM
Baccharis_racemosa,AM
Bactris_gasipaes,AM
Baillonella_toxisperma,AM
Balanites_aegyptiacus,AM
Baldellia_ranunculoides,AM
Balduina_angustifolia,AM
Ballota_nigra,AMNM
Banksia_ericifolia,AM
Baphia_nitida,AM
Baptisia_alba,AM
Baptisia_australis,AM
Baptisia_bracteata,AM
Baptisia_lactea,AM
Barbarea_vulgaris,NM
Barleria_cristata,AM
Barringtonia_racemosa,AM
Bartsia_alpina,AMNM
Bastardiopsis_densiflora,AM
Batis_maritima,NM
Batrachium_fluitans,NM
Batrachium_foeniculaceum,NM
Batrachium_peltatum,NM
Bauhinia_forficata,AM
Bauhinia_guianensis,AM
Bebbia_juncea,AM
Beckmannia_syzigachne,AM
Becquerelia_cymosa,AM
Begonia_augustinei,AM
Begonia_cathayana,AM
Begonia_corallina,AM
Begonia_diadema,AM
Begonia_fusca,NM
Begonia_maculata,AM
Begonia_metallica,AM
Begonia_rex,AM
Begonia_semperflorens,AM
Beilschmiedia_pendula,AM
Beilschmiedia_tarairi,AM
Bellis_perennis,AMNM
Berberis_amurensis,AMNM
Berberis_canadensis,AM
Berberis_darwinii,NM
Berberis_heteropoda,AM
Berberis_microphylla,AM
Berberis_oblonga,AM
Berberis_sibirica,AM
Berberis_thunbergii,AM
Berberis_vulgaris,AM
Berkheya_coddii,AM
Berlinia_bracteosa,EM
Berlinia_confusa,EM
Berteroa_incana,NM
Berula_erecta,AMNM
Beta_vulgaris,AM
Betonica_officinalis,AM
Betula_alleghaniensis,EM
Betula_costata,EM
Betula_davurica,EM
Betula_ermanii,EM
Betula_fruticosa,EM
Betula_glandulosa,EM
Betula_humilis,EM
Betula_lenta,EM
Betula_lutea,EM
Betula_microphylla,EM
Betula_nana,EM
Betula_occidentalis,EM
Betula_papyrifera,EM
Betula_pendula,EM
Betula_platyphylla,EM
Betula_populifolia,EM
Betula_pubescens,EM
Betula_raddeana,EM
Betula_rotundifolia,EM
Betula_schmidtii,EM
Bidens_asymmetrica,AM
Bidens_bipinnata,AM
Bidens_cosmoides,AM
Bidens_frondosa,AM
Bidens_pilosa,AM
Bidens_sandvicensis,AM
Bidens_tripartita,AMNM
Biebersteinia_multifida,AM
Biscutella_laevigata,AMNM
Bistorta_bistortoides,AM
Bistorta_officinalis,EM
Bistorta_vivipara,EM
Bitteria_digitata,NM
Bitteria_pilulifera,NM
Blackstonia_perfoliata,AMNM
Blainvillea_acmella,AM
Blennodia_pterosperma,NM
Blighia_welwitschii,AM
Blysmopsis_rufa,AM
Boehmeria_zollingeriana,AM
Boerhavia_repens,NM
Bolboschoenus_fluviatilis,AM
Bolboschoenus_maritimus,AMNM
Bolboschoenus_robustus,AM
Bombax_ceiba,AM
Bonellia_macrocarpa,AM
Borago_officinalis,AMNM
Boronia_thujona,AM
Bossiaea_obcordata,AM
Bothriochloa_bladhii,AM
Bothriochloa_ischaemum,AM
Bothriochloa_pertusa,AM
Bougainvillea_spectabilis,AMNM
Bourreria_sonorae,AM
Bouteloua_curtipendula,AM
Bouteloua_dactyloides,AM
Bouteloua_eriopoda,AM
Bouteloua_gracilis,AM
Bouteloua_repens,AM
Brachiaria_eruciformis,AM
Brachyloma_daphnoides,AM
Brachypodium_distachyon,AMNM
Brachypodium_pinnatum,AMNM
Brachypodium_retusum,AM
Brachypodium_rupestre,AM
Brachypodium_sylvaticum,AM
Brachystegia_cynometroides,EM
Brachystegia_eurycoma,EM
Brachystegia_laurentii,EM
Brachystegia_leonensis,EM
Brachystegia_zenkeri,EM
Brassica_juncea,NM
Brassica_napus,AMNM
Brassica_nigra,NM
Brassica_oleracea,AMNM
Brassica_rapa,NM
Braya_glabella,NM
Breynia_disticha,NM
Breynia_fruticosa,AM
Brickellia_eupatorioides,AM
Brighamia_insignis,AM
Briza_marcowiczii,AM
Briza_maxima,AM
Briza_media,AMNM
Briza_minor,AM
Bromopsis_ornans,AM
Bromus_arvensis,AM
Bromus_benekenii,AM
Bromus_briziformis,AM
Bromus_carinatus,AM
Bromus_catharticus,AM
Bromus_danthoniae,AM
Bromus_erectus,AM
Bromus_hordeaceus,AMNM
Bromus_inermis,AMNM
Bromus_japonicus,AM
Bromus_lanceolatus,AM
Bromus_madritensis,AM
Bromus_pauciflorus,AM
Bromus_paulsenii,AM
Bromus_racemosus,AM
Bromus_remotiflorus,AM
Bromus_riparius,AM
Bromus_rubens,AM
Bromus_scoparius,AM
Bromus_secalinus,AM
Bromus_sewerzowii,AMNM
Bromus_squarrosus,AM
Bromus_sterilis,AMNM
Bromus_tectorum,AMNM
Bromus_variegatus,AM
Brosimum_alicastrum,AM
Brosimum_lactescens,AM
Broussonetia_papyrifera,AM
Bryonia_dioica,AM
Bryophyllum_tubiflorum,AM
Buddleja_asiatica,AM
Buddleja_davidii,AMNM
Buglossoides_arvensis,NM
Bulbine_alata,AM
Bulboschoneus_maritimus,AM
Bulbostylis_barbata,AM
Bulbostylis_capillaris,AMNM
Bulbostylis_conifera,AM
Bulbostylis_densa,AM
Bulbostylis_paradoxa,AM
Bulbostylis_puberula,NM
Bulga_orientalis,AM
Bunias_orientalis,AMNM
Bunium_chaerophylloides,AM
Bupleurum_falcatum,AMNM
Bupleurum_lancifolium,AM
Bupleurum_multinerve,AM
Bupleurum_nordmannianum,AM
Bupleurum_odontites,AM
Bursera_fagaroides,AMNM
Bursera_hindsiana,AM
Bursera_microphylla,AM
Bussea_occidentalis,AM
Butomus_umbellatus,NM
Buxus_colchica,AM
Buxus_sempervirens,AM
Byrsonima_aerugo,AM
Byrsonima_stipulacea,AM
Cabralea_canjerana,AM
Caesalpinia_ferrea,AM
Caesalpinia_pannosa,AM
Caiophora_sylvestris,NM
Cajanus_cajan,AM
Cajanus_scarabaeoides,AM
Cakile_maritima,AMNM
Caladium_bicolor,AM
Calamagrostis_arundinacea,AM
Calamagrostis_canescens,AMNM
Calamagrostis_epigeios,AM
Calamagrostis_epigejos,AMNM
Calamagrostis_obtusata,AMNM
Calamagrostis_pseudophragmites,AM
Calamagrostis_varia,AM
Calamagrostis_villosa,AM
Calamintha_grandiflora,AM
Calamintha_nepeta,AM
Calamovilfa_longifolia,AM
Calathea_leopardina,AM
Calceolaria_crenatiflora,AM
Calceolaria_polyrrhiza,AM
Calendula_officinalis,AMNM
Calestania_palustris,AMNM
Calla_palustris,NM
Calliandra_brevipes,AM
Calliandra_eriophylla,AM
Calliandra_parvifolia,EM
Calliandra_tweediei,EM
Calligonum_aphyllum,NM
Calligonum_caput-medusae,NM
Calligonum_junceum,NM
Calligonum_leucocladum,NM
Calligonum_murex,NM
Callistephus_chinensis,AMNM
Callitriche_cophocarpa,NM
Callitriche_hamulata,AMNM
Callitriche_palustris,NM
Callitriche_stagnalis,NM
Callitris_endlicheri,AM
Callitris_hugelii,AM
Callitris_oblonga,AM
Callitris_rhomboidea,AM
Callitropsis_macrocarpa,AM
Callitropsis_nootkatensis,AM
Calocedrus_decurrens,AM
Calophyllum_sclerophyllum,AM
Calophyllum_soulattri,AM
Calopogonium_caeruleum,AM
Calopogonium_mucunoides,AM
Calotropis_gigantea,AM
Caltha_palustris,AMNM
Calycomelia_lanceolata,AM
Calycomelia_viridis,AMNM
Calystegia_sepium,AM
Calystegia_soldanella,NM
Camelina_microcarpa,AMNM
Camissonia_californica,AM
Campanula_alpina,AM
Campanula_altaica,AM
Campanula_aucheri,AM
Campanula_bellidifolia,AM
Campanula_cervicaria,AM
Campanula_collina,AMNM
Campanula_darialica,AM
Campanula_fragilis,AM
Campanula_glomerata,AMNM
Campanula_grossheimii,AM
Campanula_hohenackeri,AMNM
Campanula_lasiocarpa,AM
Campanula_latifolia,AM
Campanula_linifolia,AM
Campanula_ochroleuca,AM
Campanula_patula,AM
Campanula_persicifolia,AMNM
Campanula_punctata,AM
Campanula_rapunculoides,AM
Campanula_rotundifolia,AMNM
Campanula_saxifraga,NM
Campanula_sibirica,AM
Campanula_thyrsoides,AM
Campanula_torundifolia,AM
Campanula_trachelium,AMNM
Campanula_trautvetteri,AMNM
Campanula_tridentata,AM
Campeiostachys_dahurica,AM
Campnosperma_auriculatum,AM
Campomanesia_xanthocarpa,AM
Canarium_schweinfurthii,AM
Canavalia_rosea,AM
Canna_indica,NM
Cannabis_sativa,AM
Capparis_sandwichiana,NM
Capsella_bursa-pastoris,AMNM
Capsicum_annuum,AM
Caragana_arborescens,AMNM
Caragana_pygmaea,AM
Caragana_spinosa,AM
Caragana_turkestanica,AM
Carapa_guianensis,AM
Cardamine_amara,NM
Cardamine_bellidifolia,NM
Cardamine_bulbifera,AMNM
Cardamine_concatenata,NM
Cardamine_corymbosa,NM
Cardamine_flexuosa,AMNM
Cardamine_hirsuta,AMNM
Cardamine_impatiens,NM
Cardamine_microphylla,NM
Cardamine_pratensis,NM
Cardamine_raphanifolia,NM
Cardamine_trifolia,NM
Cardamine_uliginosa,NM
Cardiospermum_corindum,AM
Carduus_acanthoides,AM
Carduus_nutans,AM
Carex_acuta,NM
Carex_acutiformis,NM
Carex_alba,NM
Carex_albonigra,NM
Carex_amphibola,NM
Carex_annectens,AM
Carex_aphylla,NM
Carex_aquatilis,NM
Carex_arenaria,AMNM
Carex_atherodes,AMNM
Carex_atrata,NM
Carex_atropicta,NM
Carex_aurea,AM
Carex_baccans,AM
Carex_bicknellii,AM
Carex_bigelowii,NM
Carex_blanda,AM
Carex_boelckeiana,NM
Carex_bostrychostigma,NM
Carex_brevior,AM
Carex_buschiorum,NM
Carex_buxbaumii,AMNM
Carex_canescens,NM
Carex_capillaris,NM
Carex_capitata,NM
Carex_caryophyllea,NM
Carex_cephalophora,AM
Carex_cespitosa,NM
Carex_chillanensis,AMNM
Carex_chordorrhiza,NM
Carex_contigua,NM
Carex_crassiflora,AMNM
Carex_crawei,AM
Carex_cristatella,AM
Carex_curta,NM
Carex_davalliana,AM
Carex_diandra,NM
Carex_diluta,NM
Carex_dioica,NM
Carex_distans,NM
Carex_disticha,AMNM
Carex_divulsa,AM
Carex_duriuscula,NM
Carex_ebenea,NM
Carex_echinata,NM
Carex_enervis,NM
Carex_ericetorum,NM
Carex_ferruginea,AMNM
