"","Phy","Valid","abs_lat_native","total.area.introduced","Stratum","Phy_all_underscore","total.area.native","LogArea.native","Name","EFN","Domatia","Seed_Dispersal"
"701","Cataglyphis_viaticoides","Cataglyphis.viaticoides",29.70480058,0,NA,"Cataglyphis_viaticoides",8077389.717,6.907271037,"Cataglyphis viaticoides",0,0,0
"702","Cataglyphis_zakharovi","Cataglyphis.zakharovi",38.96965058,0,NA,"Cataglyphis_zakharovi",554577.7465,5.743962439,"Cataglyphis zakharovi",0,0,0
"703","Cataulacus_erinaceus","Cataulacus.erinaceus",0.18644942,0,NA,"Cataulacus_erinaceus",4321305.106,6.635614931,"Cataulacus erinaceus",0,0,0
"704","Cataulacus_guineensis","Cataulacus.guineensis",15.13839942,0,NA,"Cataulacus_guineensis",7690244.485,6.885940147,"Cataulacus guineensis",0,0,0
"705","Cataulacus_intrudens","Cataulacus.intrudens",12.36879942,0,NA,"Cataulacus_intrudens",12283936.25,7.089337554,"Cataulacus intrudens",0,1,0
"706","Cataulacus_mckeyi","Cataulacus.mckeyi",7.36965058,0,NA,"Cataulacus_mckeyi",464295.6281,5.666794594,"Cataulacus mckeyi",1,1,0
"707","Cataulacus_muticus","Cataulacus.muticus",14.87535058,0,NA,"Cataulacus_muticus",807722.255,5.907262049,"Cataulacus muticus",0,0,0
"708","Cataulacus_setosus","Cataulacus.setosus",4.98065058,0,NA,"Cataulacus_setosus",1184111.243,6.073392505,"Cataulacus setosus",0,0,0
"709","Cataulacus_tardus","Cataulacus.tardus",0.18644942,0,NA,"Cataulacus_tardus",4117552.878,6.614639185,"Cataulacus tardus",0,0,0
"710","Centromyrmex_alfaroi","Centromyrmex.alfaroi",7.05069942,0,NA,"Centromyrmex_alfaroi",3603139.948,6.556681131,"Centromyrmex alfaroi",0,0,0
"711","Centromyrmex_bequaerti","Centromyrmex.bequaerti",16.94229942,0,NA,"Centromyrmex_bequaerti",7398616.411,6.869150511,"Centromyrmex bequaerti",0,0,0
"712","Centromyrmex_feae","Centromyrmex.feae",12.46885058,0,NA,"Centromyrmex_feae",7321549.856,6.864603024,"Centromyrmex feae",0,0,0
"713","Cephalotes_alfaroi","Cephalotes.alfaroi",4.99665058,0,NA,"Cephalotes_alfaroi",265297.9647,5.423733918,"Cephalotes alfaroi",0,0,0
"714","Cephalotes_atratus","Cephalotes.atratus",8.11459942,0,NA,"Cephalotes_atratus",13880449.2,7.142403521,"Cephalotes atratus",1,0,0
"715","Cephalotes_basalis","Cephalotes.basalis",0.06819942,0,NA,"Cephalotes_basalis",2557189.835,6.407762969,"Cephalotes basalis",0,0,0
"716","Cephalotes_clypeatus","Cephalotes.clypeatus",5.99984942,0,NA,"Cephalotes_clypeatus",12367834.22,7.092293655,"Cephalotes clypeatus",0,0,0
"717","Cephalotes_cristatus","Cephalotes.cristatus",13.66475058,0,NA,"Cephalotes_cristatus",1173741.37,6.069572412,"Cephalotes cristatus",0,0,0
"718","Cephalotes_depressus","Cephalotes.depressus",10.62739942,0,NA,"Cephalotes_depressus",11734129.37,7.069450872,"Cephalotes depressus",0,0,0
"719","Cephalotes_goniodontus","Cephalotes.goniodontus",20.49445058,0,NA,"Cephalotes_goniodontus",171664.0719,5.23467941,"Cephalotes goniodontus",0,0,0
"720","Cephalotes_insularis","Cephalotes.insularis",23.00820058,0,NA,"Cephalotes_insularis",164256.235,5.215521864,"Cephalotes insularis",0,0,0
"721","Cephalotes_minutus","Cephalotes.minutus",2.87595058,0,NA,"Cephalotes_minutus",14882995.47,7.17269035,"Cephalotes minutus",1,0,0
"722","Cephalotes_multispinosus","Cephalotes.multispinosus",24.85815058,0,NA,"Cephalotes_multispinosus",1816785.521,6.25930366,"Cephalotes multispinosus",0,1,0
"723","Cephalotes_pusillus","Cephalotes.pusillus",8.50544942,35607.34397,"Arboreal","Cephalotes_pusillus",14323258.72,7.156041837,"Cephalotes pusillus",1,0,1
"724","Cephalotes_rohweri","Cephalotes.rohweri",29.73570058,0,NA,"Cephalotes_rohweri",847848.5167,5.928318265,"Cephalotes rohweri",0,0,0
"725","Cephalotes_setulifer","Cephalotes.setulifer",11.71370058,0,NA,"Cephalotes_setulifer",727134.2897,5.861614625,"Cephalotes setulifer",0,1,0
"726","Cephalotes_specularis","Cephalotes.specularis",15.11904942,0,NA,"Cephalotes_specularis",1489812.615,6.173131647,"Cephalotes specularis",0,0,0
"727","Cephalotes_spinosus","Cephalotes.spinosus",2.07624942,0,NA,"Cephalotes_spinosus",9504354.516,6.977922627,"Cephalotes spinosus",0,0,0
"728","Cephalotes_umbraculatus","Cephalotes.umbraculatus",0.06819942,0,NA,"Cephalotes_umbraculatus",11077400.42,7.044437855,"Cephalotes umbraculatus",0,0,0
"729","Cephalotes_varians","Cephalotes.varians",6.48180058,0,NA,"Cephalotes_varians",2416310.494,6.38315274,"Cephalotes varians",0,0,0
"730","Cerapachys_jacobsoni","Cerapachys.jacobsoni",6.16775058,0,NA,"Cerapachys_jacobsoni",1622860.221,6.210281115,"Cerapachys jacobsoni",0,0,0
"731","Cerapachys_sulcinodis","Cerapachys.sulcinodis",18.42095058,0,NA,"Cerapachys_sulcinodis",7814157.783,6.892882176,"Cerapachys sulcinodis",0,0,0
"732","Cheliomyrmex_andicola","Cheliomyrmex.andicola",4.72109942,0,NA,"Cheliomyrmex_andicola",2252250.291,6.352616652,"Cheliomyrmex andicola",0,0,0
"733","Cheliomyrmex_megalonyx","Cheliomyrmex.megalonyx",0.59709942,0,NA,"Cheliomyrmex_megalonyx",3177713.856,6.502114788,"Cheliomyrmex megalonyx",0,0,0
"734","Cheliomyrmex_morosus","Cheliomyrmex.morosus",2.44760058,0,NA,"Cheliomyrmex_morosus",2570714.902,6.410053915,"Cheliomyrmex morosus",0,0,0
"735","Chronoxenus_myops","Chronoxenus.myops",24.69515058,0,NA,"Chronoxenus_myops",3795477.552,6.579266427,"Chronoxenus myops",0,0,0
"736","Cladomyrma_andrei","Cladomyrma.andrei",1.14275058,0,NA,"Cladomyrma_andrei",737781.7092,5.867927884,"Cladomyrma andrei",0,0,0
"737","Cladomyrma_hewitti","Cladomyrma.hewitti",1.14275058,0,NA,"Cladomyrma_hewitti",737781.7092,5.867927884,"Cladomyrma hewitti",0,0,0
"738","Cladomyrma_petalae","Cladomyrma.petalae",1.14275058,0,NA,"Cladomyrma_petalae",870096.226,5.939567285,"Cladomyrma petalae",1,1,0
"739","Cladomyrma_scopulosa","Cladomyrma.scopulosa",15.89620058,0,NA,"Cladomyrma_scopulosa",326033.7914,5.513262614,"Cladomyrma scopulosa",0,0,0
"740","Cladomyrma_sirindhornae","Cladomyrma.sirindhornae",14.50455058,0,NA,"Cladomyrma_sirindhornae",839361.6043,5.923949099,"Cladomyrma sirindhornae",0,0,0
"741","Crematogaster_abstinens","Crematogaster.abstinens",NA,0,NA,"Crematogaster_abstinens",7685701.1,6.885683491,"Crematogaster abstinens",0,0,0
"742","Crematogaster_acuta","Crematogaster.acuta",5.76834942,0,NA,"Crematogaster_acuta",12083871.45,7.082206097,"Crematogaster acuta",0,0,0
"743","Crematogaster_aegyptiaca","Crematogaster.aegyptiaca",16.20925058,0,NA,"Crematogaster_aegyptiaca",10793336.93,7.033155734,"Crematogaster aegyptiaca",0,0,0
"744","Crematogaster_africana","Crematogaster.africana",0.21670058,0,NA,"Crematogaster_africana",5891731.464,6.770242944,"Crematogaster africana",0,0,0
"745","Crematogaster_alafara","Crematogaster.alafara",18.77294942,0,NA,"Crematogaster_alafara",593087.2472,5.773118586,"Crematogaster alafara",0,0,0
"746","Crematogaster_algirica","Crematogaster.algirica",35.03375058,35607.34397,"Arboreal & Epigaeic","Crematogaster_algirica",4966914.434,6.696086678,"Crematogaster algirica",0,0,0
"747","Crematogaster_ampla","Crematogaster.ampla",2.15544942,0,NA,"Crematogaster_ampla",1536737.376,6.186599654,"Crematogaster ampla",0,0,0
"748","Crematogaster_angusticeps","Crematogaster.angusticeps",5.77105058,0,NA,"Crematogaster_angusticeps",3579519.083,6.553824682,"Crematogaster angusticeps",0,0,0
"749","Crematogaster_antaris","Crematogaster.antaris",26.18660058,0,NA,"Crematogaster_antaris",8337949.824,6.921059277,"Crematogaster antaris",0,0,0
"750","Crematogaster_anthracina","Crematogaster.anthracina",15.19735058,0,NA,"Crematogaster_anthracina",3929688.303,6.594358104,"Crematogaster anthracina",0,0,0
"751","Crematogaster_ashmeadi","Crematogaster.ashmeadi",32.73110058,330002.6356,"Arboreal & Epigaeic","Crematogaster_ashmeadi",3757620.901,6.574912963,"Crematogaster ashmeadi",0,0,1
"752","Crematogaster_auberti","Crematogaster.auberti",26.37260058,0,NA,"Crematogaster_auberti",15632503.46,7.194028533,"Crematogaster auberti",0,0,0
"753","Crematogaster_bequaerti","Crematogaster.bequaerti",0.21670058,0,NA,"Crematogaster_bequaerti",3474140.688,6.540847402,"Crematogaster bequaerti",0,0,0
"754","Crematogaster_biroi","Crematogaster.biroi",13.61955058,0,NA,"Crematogaster_biroi",5487448.118,6.739370427,"Crematogaster biroi",0,0,0
"755","Crematogaster_borneensis","Crematogaster.borneensis",0.72065058,0,NA,"Crematogaster_borneensis",1326505.321,6.122708996,"Crematogaster borneensis",0,1,0
"756","Crematogaster_brasiliensis","Crematogaster.brasiliensis",3.28319942,0,NA,"Crematogaster_brasiliensis",11939491.61,7.076985835,"Crematogaster brasiliensis",0,1,0
"757","Crematogaster_brevis","Crematogaster.brevis",7.10959942,0,NA,"Crematogaster_brevis",131805.4105,5.119933238,"Crematogaster brevis",0,0,0
"758","Crematogaster_brunnea","Crematogaster.brunnea",13.73425058,0,NA,"Crematogaster_brunnea",2432289.002,6.386015176,"Crematogaster brunnea",0,0,0
"759","Crematogaster_buchneri","Crematogaster.buchneri",2.07354942,0,NA,"Crematogaster_buchneri",3361708.749,6.526560084,"Crematogaster buchneri",0,0,0
"760","Crematogaster_carinata","Crematogaster.carinata",3.28319942,35607.34397,"Arboreal & Epigaeic","Crematogaster_carinata",9999860.845,6.999993957,"Crematogaster carinata",0,1,0
"761","Crematogaster_castanea","Crematogaster.castanea",4.04340058,0,NA,"Crematogaster_castanea",9045475.308,6.956431392,"Crematogaster castanea",0,0,0
"762","Crematogaster_cephalotes","Crematogaster.cephalotes",0.47904942,0,NA,"Crematogaster_cephalotes",815174.8295,5.911250761,"Crematogaster cephalotes",1,0,0
"763","Crematogaster_cerasi","Crematogaster.cerasi",39.92485058,0,NA,"Crematogaster_cerasi",11609217.23,7.064802938,"Crematogaster cerasi",0,0,1
"764","Crematogaster_chiarinii","Crematogaster.chiarinii",7.40744942,0,NA,"Crematogaster_chiarinii",10416170.57,7.017708083,"Crematogaster chiarinii",0,0,0
"765","Crematogaster_clariventris","Crematogaster.clariventris",2.07354942,0,NA,"Crematogaster_clariventris",7012311.377,6.845861192,"Crematogaster clariventris",0,0,0
"766","Crematogaster_coriaria","Crematogaster.coriaria",8.79875058,0,NA,"Crematogaster_coriaria",2007900.376,6.302742161,"Crematogaster coriaria",0,0,0
"767","Crematogaster_crinosa","Crematogaster.crinosa",NA,35607.34397,"Arboreal & Epigaeic","Crematogaster_crinosa",17315517.78,7.238435483,"Crematogaster crinosa",1,0,1
"768","Crematogaster_curvispinosa","Crematogaster.curvispinosa",1.12969942,35607.34397,"Arboreal & Epigaeic","Crematogaster_curvispinosa",14057204.69,7.147898969,"Crematogaster curvispinosa",0,1,0
"769","Crematogaster_degeeri","Crematogaster.degeeri",18.77294942,0,NA,"Crematogaster_degeeri",593087.2472,5.773118586,"Crematogaster degeeri",0,0,0
"770","Crematogaster_depilis","Crematogaster.depilis",28.82180058,0,NA,"Crematogaster_depilis",3462258.86,6.539359535,"Crematogaster depilis",1,0,0
"771","Crematogaster_depressa","Crematogaster.depressa",1.61745058,0,NA,"Crematogaster_depressa",5011494.854,6.699967289,"Crematogaster depressa",0,0,0
"772","Crematogaster_difformis","Crematogaster.difformis",8.69620058,0,NA,"Crematogaster_difformis",3933042.818,6.594728674,"Crematogaster difformis",0,1,0
"773","Crematogaster_distans","Crematogaster.distans",NA,0,NA,"Crematogaster_distans",11447249.75,7.058701158,"Crematogaster distans",0,0,0
"774","Crematogaster_dohrni","Crematogaster.dohrni",18.41260058,0,NA,"Crematogaster_dohrni",2093578.134,6.320889174,"Crematogaster dohrni",1,0,0
"775","Crematogaster_egidyi","Crematogaster.egidyi",13.78680058,36261.8317,"Arboreal & Epigaeic","Crematogaster_egidyi",2003375.508,6.30176236,"Crematogaster egidyi",0,0,0
"776","Crematogaster_erecta","Crematogaster.erecta",4.17410058,0,NA,"Crematogaster_erecta",9956573.267,6.998109894,"Crematogaster erecta",1,0,0
"777","Crematogaster_evallans","Crematogaster.evallans",11.61379942,0,NA,"Crematogaster_evallans",6941762.505,6.841469751,"Crematogaster evallans",0,0,0
"778","Crematogaster_excisa","Crematogaster.excisa",0.21670058,0,NA,"Crematogaster_excisa",4492150.115,6.652454261,"Crematogaster excisa",0,0,0
"779","Crematogaster_ferrarii","Crematogaster.ferrarii",13.87470058,0,NA,"Crematogaster_ferrarii",6044139.619,6.781334488,"Crematogaster ferrarii",0,0,0
"780","Crematogaster_flava","Crematogaster.flava",21.12580058,0,NA,"Crematogaster_flava",2272306.697,6.356466948,"Crematogaster flava",0,0,0
"781","Crematogaster_formosa","Crematogaster.formosa",20.76995058,0,NA,"Crematogaster_formosa",464691.1986,5.667164447,"Crematogaster formosa",1,0,0
"782","Crematogaster_fraxatrix","Crematogaster.fraxatrix",7.67190058,0,NA,"Crematogaster_fraxatrix",1383424.039,6.140955318,"Crematogaster fraxatrix",0,0,0
"783","Crematogaster_gabonensis","Crematogaster.gabonensis",0.21670058,0,NA,"Crematogaster_gabonensis",5104700.138,6.707970236,"Crematogaster gabonensis",0,0,0
"784","Crematogaster_gerstaeckeri","Crematogaster.gerstaeckeri",16.53914942,0,NA,"Crematogaster_gerstaeckeri",5818453.371,6.764807558,"Crematogaster gerstaeckeri",0,0,0
"785","Crematogaster_gordani","Crematogaster.gordani",42.73385058,0,NA,"Crematogaster_gordani",124756.9383,5.096064708,"Crematogaster gordani",0,0,0
"786","Crematogaster_grevei","Crematogaster.grevei",18.77294942,0,NA,"Crematogaster_grevei",593087.2472,5.773118586,"Crematogaster grevei",0,0,0
"787","Crematogaster_hova","Crematogaster.hova",18.77294942,0,NA,"Crematogaster_hova",593087.2472,5.773118586,"Crematogaster hova",0,0,0
"788","Crematogaster_impressa","Crematogaster.impressa",11.72374942,0,NA,"Crematogaster_impressa",6359147.819,6.80339892,"Crematogaster impressa",0,0,0
"789","Crematogaster_impressiceps","Crematogaster.impressiceps",0.18644942,0,NA,"Crematogaster_impressiceps",2794201.589,6.446257735,"Crematogaster impressiceps",0,0,0
"790","Crematogaster_inermis","Crematogaster.inermis",21.63695058,913991.2024,"Arboreal & Epigaeic","Crematogaster_inermis",10402366.63,7.017132156,"Crematogaster inermis",0,0,0
"791","Crematogaster_inflata","Crematogaster.inflata",9.11210058,0,NA,"Crematogaster_inflata",3436595.554,6.536128424,"Crematogaster inflata",0,0,1
"792","Crematogaster_ionia","Crematogaster.ionia",37.86580058,0,NA,"Crematogaster_ionia",1420119.395,6.152324859,"Crematogaster ionia",0,0,0
"793","Crematogaster_irritabilis","Crematogaster.irritabilis",5.04349942,132314.5167,"Arboreal & Epigaeic","Crematogaster_irritabilis",801827.581,5.904080991,"Crematogaster irritabilis",0,0,0
"794","Crematogaster_jacobsoni","Crematogaster.jacobsoni",7.10959942,0,NA,"Crematogaster_jacobsoni",131832.8406,5.12002361,"Crematogaster jacobsoni",0,0,0
"795","Crematogaster_jehovae","Crematogaster.jehovae",30.88300058,0,NA,"Crematogaster_jehovae",7324747.466,6.864792656,"Crematogaster jehovae",0,0,0
"796","Crematogaster_kirbii","Crematogaster.kirbii",18.81465058,0,NA,"Crematogaster_kirbii",312812.6412,5.495284295,"Crematogaster kirbii",0,0,0
"797","Crematogaster_laestrygon","Crematogaster.laestrygon",28.19270058,0,NA,"Crematogaster_laestrygon",10930886.15,7.038655371,"Crematogaster laestrygon",0,0,0
"798","Crematogaster_laevis","Crematogaster.laevis",0.20000058,0,NA,"Crematogaster_laevis",2948896.602,6.469659545,"Crematogaster laevis",0,1,0
"799","Crematogaster_laeviuscula","Crematogaster.laeviuscula",18.68920058,0,NA,"Crematogaster_laeviuscula",7327726.426,6.864969247,"Crematogaster laeviuscula",0,0,0
"800","Crematogaster_levior","Crematogaster.levior",5.20599942,0,NA,"Crematogaster_levior",7776289.898,6.890772443,"Crematogaster levior",0,0,0
"801","Crematogaster_liengmei","Crematogaster.liengmei",28.72044942,0,NA,"Crematogaster_liengmei",2006385.112,6.302414297,"Crematogaster liengmei",0,0,0
"802","Crematogaster_limata","Crematogaster.limata",3.44279942,0,NA,"Crematogaster_limata",11986363.32,7.078687438,"Crematogaster limata",0,1,0
"803","Crematogaster_lineolata","Crematogaster.lineolata",40.24290058,16654.44205,"Arboreal & Epigaeic","Crematogaster_lineolata",10387448.3,7.016508875,"Crematogaster lineolata",0,0,1
"804","Crematogaster_longicephala","Crematogaster.longicephala",24.52124942,0,NA,"Crematogaster_longicephala",2332568.93,6.367834486,"Crematogaster longicephala",0,0,0
"805","Crematogaster_longiceps","Crematogaster.longiceps",18.48674942,0,NA,"Crematogaster_longiceps",1348376.173,6.129811069,"Crematogaster longiceps",0,0,0
"806","Crematogaster_longispina","Crematogaster.longispina",4.44389942,0,NA,"Crematogaster_longispina",10230455.94,7.009894989,"Crematogaster longispina",0,0,0
"807","Crematogaster_lorteti","Crematogaster.lorteti",37.68515058,0,NA,"Crematogaster_lorteti",1318527.944,6.120089338,"Crematogaster lorteti",0,0,0
"808","Crematogaster_lucayana","Crematogaster.lucayana",23.92215058,0,NA,"Crematogaster_lucayana",12839.15863,4.108536565,"Crematogaster lucayana",1,0,0
"809","Crematogaster_macaoensis","Crematogaster.macaoensis",27.26245058,0,NA,"Crematogaster_macaoensis",995353.5411,5.997977366,"Crematogaster macaoensis",0,0,0
"810","Crematogaster_madecassa","Crematogaster.madecassa",18.48364942,0,NA,"Crematogaster_madecassa",595132.4374,5.774613622,"Crematogaster madecassa",0,0,0
"811","Crematogaster_mahery","Crematogaster.mahery",18.77294942,0,NA,"Crematogaster_mahery",593087.2472,5.773118586,"Crematogaster mahery",0,0,0
"812","Crematogaster_matsumurai","Crematogaster.matsumurai",49.14380058,0,NA,"Crematogaster_matsumurai",9171169.738,6.962424731,"Crematogaster matsumurai",0,0,1
"813","Crematogaster_melanogaster","Crematogaster.melanogaster",10.23034942,0,NA,"Crematogaster_melanogaster",2932502.976,6.467238462,"Crematogaster melanogaster",0,0,0
"814","Crematogaster_menilekii","Crematogaster.menilekii",8.26885058,0,NA,"Crematogaster_menilekii",1837020.793,6.264114072,"Crematogaster menilekii",0,0,0
"815","Crematogaster_mimosae","Crematogaster.mimosae",13.74105058,0,NA,"Crematogaster_mimosae",7588473.236,6.880154407,"Crematogaster mimosae",0,1,0
"816","Crematogaster_minutissima","Crematogaster.minutissima",19.23400058,0,NA,"Crematogaster_minutissima",7135373.687,6.853416723,"Crematogaster minutissima",0,0,0
"817","Crematogaster_modiglianii","Crematogaster.modiglianii",11.29675058,0,NA,"Crematogaster_modiglianii",3555626.02,6.550916076,"Crematogaster modiglianii",0,0,0
"818","Crematogaster_nigriceps","Crematogaster.nigriceps",14.30965058,0,NA,"Crematogaster_nigriceps",6477291.334,6.811393431,"Crematogaster nigriceps",0,1,0
"819","Crematogaster_nigropilosa","Crematogaster.nigropilosa",3.44279942,0,NA,"Crematogaster_nigropilosa",11784305.95,7.071304009,"Crematogaster nigropilosa",0,0,0
"820","Crematogaster_obscurata","Crematogaster.obscurata",2.11834942,1166864.013,"Arboreal & Epigaeic","Crematogaster_obscurata",4100026.601,6.612786674,"Crematogaster obscurata",0,0,0
"821","Crematogaster_opaca","Crematogaster.opaca",24.99140058,0,NA,"Crematogaster_opaca",1689343.422,6.227717945,"Crematogaster opaca",1,0,0
"822","Crematogaster_osakensis","Crematogaster.osakensis",48.69080058,0,NA,"Crematogaster_osakensis",10345666.49,7.014758474,"Crematogaster osakensis",0,0,1
"823","Crematogaster_painei","Crematogaster.painei",7.36965058,0,NA,"Crematogaster_painei",819307.2165,5.91344678,"Crematogaster painei",0,0,0
"824","Crematogaster_paradoxa","Crematogaster.paradoxa",5.04349942,0,NA,"Crematogaster_paradoxa",804900.109,5.905741986,"Crematogaster paradoxa",0,0,0
"825","Crematogaster_peringueyi","Crematogaster.peringueyi",27.58074942,0,NA,"Crematogaster_peringueyi",2796971.049,6.446687971,"Crematogaster peringueyi",1,0,1
"826","Crematogaster_pilosa","Crematogaster.pilosa",22.63910058,0,NA,"Crematogaster_pilosa",3110032.134,6.492764876,"Crematogaster pilosa",1,0,0
"827","Crematogaster_pinicola","Crematogaster.pinicola",30.61365058,0,NA,"Crematogaster_pinicola",623145.6735,5.794589584,"Crematogaster pinicola",0,0,0
"828","Crematogaster_polita","Crematogaster.polita",5.04349942,0,NA,"Crematogaster_polita",801827.581,5.904080991,"Crematogaster polita",0,0,0
"829","Crematogaster_politula","Crematogaster.politula",21.22480058,0,NA,"Crematogaster_politula",3891790.841,6.590149492,"Crematogaster politula",0,0,0
"830","Crematogaster_pradipi","Crematogaster.pradipi",15.05870058,0,NA,"Crematogaster_pradipi",443474.0612,5.646868223,"Crematogaster pradipi",0,0,0
"831","Crematogaster_pygmaea","Crematogaster.pygmaea",5.32224942,0,NA,"Crematogaster_pygmaea",149657.3918,5.175098172,"Crematogaster pygmaea",1,0,0
"832","Crematogaster_quadriformis","Crematogaster.quadriformis",14.27979942,0,NA,"Crematogaster_quadriformis",12057271.03,7.081249023,"Crematogaster quadriformis",0,0,0
"833","Crematogaster_ranavalonae","Crematogaster.ranavalonae",14.93736861,0,NA,"Crematogaster_ranavalonae",595618.6694,5.774968302,"Crematogaster ranavalonae",0,0,0
"834","Crematogaster_ransonneti","Crematogaster.ransonneti",12.89805058,0,NA,"Crematogaster_ransonneti",1448521.414,6.16092492,"Crematogaster ransonneti",0,0,0
"835","Crematogaster_reticulata","Crematogaster.reticulata",12.50625058,0,NA,"Crematogaster_reticulata",1831055.463,6.262701499,"Crematogaster reticulata",0,0,0
"836","Crematogaster_rochai","Crematogaster.rochai",3.66669942,35607.34397,"Arboreal & Epigaeic","Crematogaster_rochai",11534365.49,7.061993709,"Crematogaster rochai",0,0,0
"837","Crematogaster_rogenhoferi","Crematogaster.rogenhoferi",18.31444429,35607.34397,"Arboreal & Epigaeic","Crematogaster_rogenhoferi",9534912.757,6.979316724,"Crematogaster rogenhoferi",0,0,0
"838","Crematogaster_rothneyi","Crematogaster.rothneyi",14.76380058,0,NA,"Crematogaster_rothneyi",5949098.458,6.774451157,"Crematogaster rothneyi",1,0,0
"839","Crematogaster_rudis","Crematogaster.rudis",2.77129942,0,NA,"Crematogaster_rudis",4969018.042,6.696270574,"Crematogaster rudis",0,0,0
"840","Crematogaster_sanguinea","Crematogaster.sanguinea",23.37550058,0,NA,"Crematogaster_sanguinea",123059.2568,5.090114288,"Crematogaster sanguinea",0,0,0
"841","Crematogaster_schimmeri","Crematogaster.schimmeri",24.14150058,0,NA,"Crematogaster_schimmeri",36261.8317,4.559449738,"Crematogaster schimmeri",0,0,0
"842","Crematogaster_schmidti","Crematogaster.schmidti",32.58735058,0,NA,"Crematogaster_schmidti",10306661.29,7.013118004,"Crematogaster schmidti",0,0,0
"843","Crematogaster_scutellaris","Crematogaster.scutellaris",28.35535058,1219530.341,"Arboreal & Epigaeic","Crematogaster_scutellaris",9820139.978,6.992117678,"Crematogaster scutellaris",0,0,1
"844","Crematogaster_sericea","Crematogaster.sericea",24.60694942,0,NA,"Crematogaster_sericea",1683581.415,6.226234123,"Crematogaster sericea",0,0,0
"845","Crematogaster_sewardi","Crematogaster.sewardi",6.18970058,0,NA,"Crematogaster_sewardi",2390922.243,6.378565452,"Crematogaster sewardi",0,0,0
"846","Crematogaster_sordidula","Crematogaster.sordidula",4.23745058,409664.605,"Arboreal & Epigaeic","Crematogaster_sordidula",15068274.77,7.178063531,"Crematogaster sordidula",0,0,0
"847","Crematogaster_sotobosque","Crematogaster.sotobosque",7.05100058,0,NA,"Crematogaster_sotobosque",9344380.544,6.970550517,"Crematogaster sotobosque",0,0,0
"848","Crematogaster_stadelmanni","Crematogaster.stadelmanni",16.94229942,0,NA,"Crematogaster_stadelmanni",6993550.801,6.844697734,"Crematogaster stadelmanni",0,0,0
"849","Crematogaster_steinheili","Crematogaster.steinheili",21.49905058,39.41308581,"Arboreal & Epigaeic","Crematogaster_steinheili",373650.9248,5.572466061,"Crematogaster steinheili",1,0,0
"850","Crematogaster_stollii","Crematogaster.stollii",2.53999942,0,NA,"Crematogaster_stollii",10451487.06,7.019178087,"Crematogaster stollii",0,0,0
"851","Crematogaster_striatula","Crematogaster.striatula",0.21670058,0,NA,"Crematogaster_striatula",5602835.219,6.74840785,"Crematogaster striatula",0,0,0
"852","Crematogaster_subdentata","Crematogaster.subdentata",40.25995058,2239962.317,"Arboreal & Epigaeic","Crematogaster_subdentata",10385766.21,7.016438542,"Crematogaster subdentata",0,0,0
"853","Crematogaster_subnuda","Crematogaster.subnuda",14.77525058,0,NA,"Crematogaster_subnuda",4410983.237,6.644535407,"Crematogaster subnuda",0,0,0
"854","Crematogaster_tenuicula","Crematogaster.tenuicula",5.30459942,0,NA,"Crematogaster_tenuicula",11083880.67,7.044691841,"Crematogaster tenuicula",0,0,0
"855","Crematogaster_teranishii","Crematogaster.teranishii",34.77500058,36261.8317,"Arboreal & Epigaeic","Crematogaster_teranishii",471395.8447,5.67338575,"Crematogaster teranishii",0,0,1
"856","Crematogaster_torosa","Crematogaster.torosa",1.97580058,35607.34397,"Arboreal & Epigaeic","Crematogaster_torosa",13552190.65,7.132009503,"Crematogaster torosa",0,0,0
"857","Crematogaster_treubi","Crematogaster.treubi",10.00995058,0,NA,"Crematogaster_treubi",4719519.074,6.673897746,"Crematogaster treubi",0,1,0
"858","Crematogaster_tricolor","Crematogaster.tricolor",20.79419942,0,NA,"Crematogaster_tricolor",5517748.298,6.741761885,"Crematogaster tricolor",0,0,0
"859","Crematogaster_vagula","Crematogaster.vagula",29.42940058,0,NA,"Crematogaster_vagula",1971897.243,6.29488428,"Crematogaster vagula",0,0,0
"860","Crematogaster_vermiculata","Crematogaster.vermiculata",38.78185058,0,NA,"Crematogaster_vermiculata",5337891.714,6.727369759,"Crematogaster vermiculata",0,0,0
"861","Crematogaster_vicina","Crematogaster.vicina",18.10955058,0,NA,"Crematogaster_vicina",11008.7673,4.041738692,"Crematogaster vicina",0,0,0
"862","Crematogaster_victima","Crematogaster.victima",0.73155058,0,NA,"Crematogaster_victima",9352892.509,6.970945943,"Crematogaster victima",0,0,0
"863","Crematogaster_walshi","Crematogaster.walshi",20.08395058,0,NA,"Crematogaster_walshi",2262851.423,6.354656039,"Crematogaster walshi",0,0,0
"864","Crematogaster_wellmani","Crematogaster.wellmani",4.26164942,0,NA,"Crematogaster_wellmani",4766573.942,6.678206334,"Crematogaster wellmani",0,0,0
"865","Crematogaster_zoceensis","Crematogaster.zoceensis",31.88215058,0,NA,"Crematogaster_zoceensis",2487008.654,6.395677296,"Crematogaster zoceensis",0,0,0
"866","Cryptopone_arabica","Cryptopone.arabica",22.37380058,0,NA,"Cryptopone_arabica",2685008.068,6.428945595,"Cryptopone arabica",0,0,0
"867","Cryptopone_gilva","Cryptopone.gilva",21.94675058,0,NA,"Cryptopone_gilva",2582589.499,6.412055381,"Cryptopone gilva",0,0,0
"868","Cryptopone_ochracea","Cryptopone.ochracea",15.05830058,0,NA,"Cryptopone_ochracea",7720476.329,6.887644096,"Cryptopone ochracea",0,0,0
