"","Phy","Valid","abs_lat_native","total.area.introduced","Stratum","Phy_all_underscore","total.area.native","LogArea.native","Name","EFN","Domatia","Seed_Dispersal"
"1","Acanthognathus_brevicornis","Acanthognathus.brevicornis",12.05909942,0,NA,"Acanthognathus_brevicornis",5211436.976,6.71695749,"Acanthognathus brevicornis",0,0,0
"2","Acanthognathus_ocellatus","Acanthognathus.ocellatus",5.63584942,0,NA,"Acanthognathus_ocellatus",7043580.208,6.847793464,"Acanthognathus ocellatus",0,0,0
"3","Acanthognathus_rudis","Acanthognathus.rudis",14.13059942,0,NA,"Acanthognathus_rudis",3311084.056,6.519970206,"Acanthognathus rudis",0,0,0
"4","Acanthognathus_teledectus","Acanthognathus.teledectus",0.20000058,0,NA,"Acanthognathus_teledectus",2202699.504,6.342955254,"Acanthognathus teledectus",0,0,0
"5","Acanthomyrmex_ferox","Acanthomyrmex.ferox",7.24980058,0,NA,"Acanthomyrmex_ferox",1839833.134,6.264778436,"Acanthomyrmex ferox",0,0,0
"6","Acanthomyrmex_glabfemoralis","Acanthomyrmex.glabfemoralis",17.39995058,0,NA,"Acanthomyrmex_glabfemoralis",738168.3433,5.868155416,"Acanthomyrmex glabfemoralis",0,0,0
"7","Acanthomyrmex_humilis","Acanthomyrmex.humilis",15.89620058,0,NA,"Acanthomyrmex_humilis",326033.7914,5.513262614,"Acanthomyrmex humilis",0,0,0
"8","Acanthomyrmex_luciolae","Acanthomyrmex.luciolae",17.57025058,0,NA,"Acanthomyrmex_luciolae",449684.8463,5.652908253,"Acanthomyrmex luciolae",0,0,0
"9","Acanthomyrmex_thailandensis","Acanthomyrmex.thailandensis",13.04315058,0,NA,"Acanthomyrmex_thailandensis",513327.8129,5.710394796,"Acanthomyrmex thailandensis",0,0,0
"10","Acanthoponera_mucronata","Acanthoponera.mucronata",11.25659942,0,NA,"Acanthoponera_mucronata",9674292.032,6.985619193,"Acanthoponera mucronata",0,0,0
"11","Acanthostichus_brevicornis","Acanthostichus.brevicornis",6.37944942,0,NA,"Acanthostichus_brevicornis",5466932.68,6.737743726,"Acanthostichus brevicornis",0,0,0
"12","Acanthostichus_fuscipennis","Acanthostichus.fuscipennis",8.43434942,0,NA,"Acanthostichus_fuscipennis",7777094.356,6.890817368,"Acanthostichus fuscipennis",0,0,0
"13","Acanthostichus_longinodis","Acanthostichus.longinodis",22.38684942,0,NA,"Acanthostichus_longinodis",755026.1652,5.877962002,"Acanthostichus longinodis",0,0,0
"14","Acanthostichus_quadratus","Acanthostichus.quadratus",14.42194942,0,NA,"Acanthostichus_quadratus",9551677.18,6.980079636,"Acanthostichus quadratus",0,0,0
"15","Acanthostichus_serratulus","Acanthostichus.serratulus",14.15049942,0,NA,"Acanthostichus_serratulus",5370973.664,6.730053023,"Acanthostichus serratulus",0,0,0
"16","Acromyrmex_ambiguus","Acromyrmex.ambiguus",25.27044942,0,NA,"Acromyrmex_ambiguus",3687279.58,6.566706068,"Acromyrmex ambiguus",0,0,0
"17","Acromyrmex_ameliae","Acromyrmex.ameliae",18.56749942,0,NA,"Acromyrmex_ameliae",586444.909,5.76822722,"Acromyrmex ameliae",0,0,0
"18","Acromyrmex_aspersus","Acromyrmex.aspersus",NA,0,NA,"Acromyrmex_aspersus",9723978.984,6.987844012,"Acromyrmex aspersus",0,0,0
"19","Acromyrmex_balzani","Acromyrmex.balzani",11.24434942,0,NA,"Acromyrmex_balzani",8899037.551,6.949343039,"Acromyrmex balzani",0,0,0
"20","Acromyrmex_coronatus","Acromyrmex.coronatus",NA,35607.34397,"Epigaeic","Acromyrmex_coronatus",12576759.32,7.09956875,"Acromyrmex coronatus",0,0,0
"21","Acromyrmex_crassispinus","Acromyrmex.crassispinus",18.87489942,0,NA,"Acromyrmex_crassispinus",2653277.035,6.423782598,"Acromyrmex crassispinus",0,0,0
"22","Acromyrmex_disciger","Acromyrmex.disciger",23.98999942,0,NA,"Acromyrmex_disciger",1843506.801,6.265644744,"Acromyrmex disciger",0,0,0
"23","Acromyrmex_echinatior","Acromyrmex.echinatior",13.38735058,0,NA,"Acromyrmex_echinatior",1575045.407,6.197293079,"Acromyrmex echinatior",0,0,0
"24","Acromyrmex_heyeri","Acromyrmex.heyeri",14.27979942,0,NA,"Acromyrmex_heyeri",4969221.938,6.696288394,"Acromyrmex heyeri",0,0,0
"25","Acromyrmex_hispidus","Acromyrmex.hispidus",20.54004942,0,NA,"Acromyrmex_hispidus",5151017.005,6.711892984,"Acromyrmex hispidus",0,0,0
"26","Acromyrmex_hystrix","Acromyrmex.hystrix",14.27979942,0,NA,"Acromyrmex_hystrix",10038958.34,7.001688652,"Acromyrmex hystrix",0,0,1
"27","Acromyrmex_insinuator","Acromyrmex.insinuator",8.41510058,0,NA,"Acromyrmex_insinuator",74376.33539,4.871434776,"Acromyrmex insinuator",0,0,0
"28","Acromyrmex_landolti","Acromyrmex.landolti",NA,0,NA,"Acromyrmex_landolti",13698169.98,7.136662551,"Acromyrmex landolti",0,0,0
"29","Acromyrmex_laticeps","Acromyrmex.laticeps",16.18014942,0,NA,"Acromyrmex_laticeps",5514802.207,6.741529941,"Acromyrmex laticeps",0,0,0
"30","Acromyrmex_lobicornis","Acromyrmex.lobicornis",30.45624942,320854.5999,"Epigaeic","Acromyrmex_lobicornis",5255631.16,6.720624879,"Acromyrmex lobicornis",0,0,1
"31","Acromyrmex_lundii","Acromyrmex.lundii",18.51544942,35607.34397,"Epigaeic","Acromyrmex_lundii",7472987.763,6.873494271,"Acromyrmex lundii",0,0,0
"32","Acromyrmex_niger","Acromyrmex.niger",19.21559942,0,NA,"Acromyrmex_niger",5565907.201,6.745535961,"Acromyrmex niger",1,0,0
"33","Acromyrmex_nobilis","Acromyrmex.nobilis",1.32545058,0,NA,"Acromyrmex_nobilis",2882278.107,6.459735883,"Acromyrmex nobilis",0,0,0
"34","Acromyrmex_octospinosus","Acromyrmex.octospinosus",NA,117997.3122,"Epigaeic","Acromyrmex_octospinosus",9010305.52,6.954739517,"Acromyrmex octospinosus",0,0,1
"35","Acromyrmex_rugosus","Acromyrmex.rugosus",14.27979942,0,NA,"Acromyrmex_rugosus",12837786.13,7.108490136,"Acromyrmex rugosus",0,0,0
"36","Acromyrmex_striatus","Acromyrmex.striatus",24.37389942,0,NA,"Acromyrmex_striatus",4799572.748,6.681202579,"Acromyrmex striatus",0,0,1
"37","Acromyrmex_subterraneus","Acromyrmex.subterraneus",14.27979942,0,NA,"Acromyrmex_subterraneus",11411935.33,7.057359302,"Acromyrmex subterraneus",0,0,1
"38","Acromyrmex_versicolor","Acromyrmex.versicolor",21.59275058,0,NA,"Acromyrmex_versicolor",2939841.603,6.468323932,"Acromyrmex versicolor",0,0,0
"39","Acromyrmex_volcanus","Acromyrmex.volcanus",11.11475058,0,NA,"Acromyrmex_volcanus",254327.891,5.40539399,"Acromyrmex volcanus",0,0,0
"40","Acropyga_acutiventris","Acropyga.acutiventris",2.97674942,0,NA,"Acropyga_acutiventris",9482774.129,6.976935406,"Acropyga acutiventris",0,0,0
"41","Acropyga_arnoldi","Acropyga.arnoldi",31.29294942,0,NA,"Acropyga_arnoldi",2434625.157,6.386432105,"Acropyga arnoldi",0,0,0
"42","Acropyga_ayanganna","Acropyga.ayanganna",4.86035058,0,NA,"Acropyga_ayanganna",210319.4369,5.32287941,"Acropyga ayanganna",0,0,0
"43","Acropyga_bakwele","Acropyga.bakwele",0.79919942,0,NA,"Acropyga_bakwele",260521.2609,5.415843171,"Acropyga bakwele",0,0,0
"44","Acropyga_decedens","Acropyga.decedens",11.80114942,0,NA,"Acropyga_decedens",3298771.985,6.518352298,"Acropyga decedens",0,0,0
"45","Acropyga_epedana","Acropyga.epedana",34.16780058,0,NA,"Acropyga_epedana",294395.2916,5.46893086,"Acropyga epedana",0,0,0
"46","Acropyga_exsanguis","Acropyga.exsanguis",NA,0,NA,"Acropyga_exsanguis",2169150.442,6.336289674,"Acropyga exsanguis",0,0,0
"47","Acropyga_fuhrmanni","Acropyga.fuhrmanni",2.11834942,0,NA,"Acropyga_fuhrmanni",8684843.265,6.938761985,"Acropyga fuhrmanni",0,0,0
"48","Acropyga_goeldii","Acropyga.goeldii",3.56369942,0,NA,"Acropyga_goeldii",7589142.792,6.880192724,"Acropyga goeldii",0,0,0
"49","Acropyga_kinomurai","Acropyga.kinomurai",14.54425058,0,NA,"Acropyga_kinomurai",297411.3083,5.473357477,"Acropyga kinomurai",0,0,0
"50","Acropyga_myops","Acropyga.myops",24.21129942,0,NA,"Acropyga_myops",6135086.996,6.787820725,"Acropyga myops",0,0,0
"51","Acropyga_nipponensis","Acropyga.nipponensis",14.83815058,0,NA,"Acropyga_nipponensis",2649588.125,6.423178369,"Acropyga nipponensis",0,0,0
"52","Acropyga_paleartica","Acropyga.paleartica",38.27935058,0,NA,"Acropyga_paleartica",129677.6643,5.112865179,"Acropyga paleartica",0,0,0
"53","Acropyga_sauteri","Acropyga.sauteri",29.42940058,0,NA,"Acropyga_sauteri",543020.6995,5.734816385,"Acropyga sauteri",0,0,0
"54","Adelomyrmex_betoi","Adelomyrmex.betoi",19.05790058,0,NA,"Adelomyrmex_betoi",185319.8279,5.267921888,"Adelomyrmex betoi",0,0,0
"55","Adelomyrmex_brenesi","Adelomyrmex.brenesi",9.61960058,0,NA,"Adelomyrmex_brenesi",51395.81018,4.710927716,"Adelomyrmex brenesi",0,0,0
"56","Adelomyrmex_laevigatus","Adelomyrmex.laevigatus",9.20905058,0,NA,"Adelomyrmex_laevigatus",125772.1456,5.09958447,"Adelomyrmex laevigatus",0,0,0
"57","Adelomyrmex_myops","Adelomyrmex.myops",11.32985058,7801.23693,"Epigaeic & Hypogaeic","Adelomyrmex_myops",1257356.474,6.099458422,"Adelomyrmex myops",0,0,0
"58","Adelomyrmex_tristani","Adelomyrmex.tristani",11.32985058,0,NA,"Adelomyrmex_tristani",1289301.067,6.110354342,"Adelomyrmex tristani",0,0,0
"59","Adetomyrma_venatrix","Adetomyrma.venatrix",18.77294942,0,NA,"Adetomyrma_venatrix",593087.2472,5.773118586,"Adetomyrma venatrix",0,0,0
"60","Adlerzia_froggatti","Adlerzia.froggatti",24.21129942,0,NA,"Adlerzia_froggatti",4786710.823,6.680037192,"Adlerzia froggatti",0,0,0
"61","Aenictogiton_fossiceps","Aenictogiton.fossiceps",6.34739942,0,NA,"Aenictogiton_fossiceps",4670335.905,6.669348118,"Aenictogiton fossiceps",0,0,0
"62","Aenictus_appressipilosus","Aenictus.appressipilosus",9.13330058,0,NA,"Aenictus_appressipilosus",1063815.501,6.026866314,"Aenictus appressipilosus",0,0,0
"63","Aenictus_arabicus","Aenictus.arabicus",23.88590058,0,NA,"Aenictus_arabicus",1955714.508,6.291305457,"Aenictus arabicus",0,0,0
"64","Aenictus_aratus","Aenictus.aratus",2.01160058,0,NA,"Aenictus_aratus",6885705.388,6.837948437,"Aenictus aratus",0,0,0
"65","Aenictus_asantei","Aenictus.asantei",7.94650058,0,NA,"Aenictus_asantei",238971.7683,5.378346597,"Aenictus asantei",0,0,0
"66","Aenictus_baliensis","Aenictus.baliensis",9.38669942,0,NA,"Aenictus_baliensis",87151.47331,4.940274733,"Aenictus baliensis",0,0,0
"67","Aenictus_binghami","Aenictus.binghami",17.54985058,0,NA,"Aenictus_binghami",2763131.35,6.44140153,"Aenictus binghami",0,0,0
"68","Aenictus_bobaiensis","Aenictus.bobaiensis",20.84030058,0,NA,"Aenictus_bobaiensis",883684.586,5.94629728,"Aenictus bobaiensis",0,0,0
"69","Aenictus_brevipodus","Aenictus.brevipodus",15.89620058,0,NA,"Aenictus_brevipodus",326033.7914,5.513262614,"Aenictus brevipodus",0,0,0
"70","Aenictus_camposi","Aenictus.camposi",12.93125058,0,NA,"Aenictus_camposi",4106907.12,6.613514881,"Aenictus camposi",0,0,0
"71","Aenictus_ceylonicus","Aenictus.ceylonicus",8.53599942,0,NA,"Aenictus_ceylonicus",11887700.6,7.075097859,"Aenictus ceylonicus",0,0,0
"72","Aenictus_changmaianus","Aenictus.changmaianus",14.50455058,0,NA,"Aenictus_changmaianus",1021277.604,6.009143808,"Aenictus changmaianus",0,0,0
"73","Aenictus_concavus","Aenictus.concavus",14.50455058,0,NA,"Aenictus_concavus",839361.6043,5.923949099,"Aenictus concavus",0,0,0
"74","Aenictus_congolensis","Aenictus.congolensis",4.03300058,0,NA,"Aenictus_congolensis",1068712.033,6.028860699,"Aenictus congolensis",0,0,0
"75","Aenictus_currax","Aenictus.currax",3.17509942,0,NA,"Aenictus_currax",988611.5221,5.995025668,"Aenictus currax",0,0,0
"76","Aenictus_cylindripetiolus","Aenictus.cylindripetiolus",13.04315058,0,NA,"Aenictus_cylindripetiolus",513327.8129,5.710394796,"Aenictus cylindripetiolus",0,0,0
"77","Aenictus_decolor","Aenictus.decolor",1.36740058,0,NA,"Aenictus_decolor",3692661.579,6.567339508,"Aenictus decolor",0,0,0
"78","Aenictus_dentatus","Aenictus.dentatus",10.67070058,0,NA,"Aenictus_dentatus",3618192.096,6.558491621,"Aenictus dentatus",0,0,0
"79","Aenictus_dlusskyi","Aenictus.dlusskyi",33.18615058,0,NA,"Aenictus_dlusskyi",1708835.801,6.232700334,"Aenictus dlusskyi",0,0,0
"80","Aenictus_doryloides","Aenictus.doryloides",25.54385058,0,NA,"Aenictus_doryloides",941074.0415,5.973623794,"Aenictus doryloides",0,0,0
"81","Aenictus_eguchii","Aenictus.eguchii",15.89620058,0,NA,"Aenictus_eguchii",326033.7914,5.513262614,"Aenictus eguchii",0,0,0
"82","Aenictus_eugenii","Aenictus.eugenii",20.79419942,0,NA,"Aenictus_eugenii",5473707.937,6.738281621,"Aenictus eugenii",0,0,0
"83","Aenictus_fergusoni","Aenictus.fergusoni",16.13875058,0,NA,"Aenictus_fergusoni",4448558.283,6.648219285,"Aenictus fergusoni",0,0,0
"84","Aenictus_fuchuanensis","Aenictus.fuchuanensis",17.85205058,0,NA,"Aenictus_fuchuanensis",1656292.464,6.219137026,"Aenictus fuchuanensis",0,0,0
"85","Aenictus_glabratus","Aenictus.glabratus",3.95635058,0,NA,"Aenictus_glabratus",132314.5167,5.121607495,"Aenictus glabratus",0,0,0
"86","Aenictus_gonioccipus","Aenictus.gonioccipus",1.36424942,0,NA,"Aenictus_gonioccipus",186783.9411,5.271339535,"Aenictus gonioccipus",0,0,0
"87","Aenictus_gracilis","Aenictus.gracilis",14.77525058,0,NA,"Aenictus_gracilis",6477198.784,6.811387226,"Aenictus gracilis",0,0,0
"88","Aenictus_gutianshanensis","Aenictus.gutianshanensis",29.16715058,0,NA,"Aenictus_gutianshanensis",100328.3107,5.0014235,"Aenictus gutianshanensis",0,0,0
"89","Aenictus_hodgsoni","Aenictus.hodgsoni",10.08900058,0,NA,"Aenictus_hodgsoni",3210041.825,6.506510691,"Aenictus hodgsoni",0,0,0
"90","Aenictus_hottai","Aenictus.hottai",7.24980058,0,NA,"Aenictus_hottai",1839833.134,6.264778436,"Aenictus hottai",0,0,0
"91","Aenictus_idoneus","Aenictus.idoneus",1.43429942,0,NA,"Aenictus_idoneus",588214.5057,5.76953573,"Aenictus idoneus",0,0,0
"92","Aenictus_indicus","Aenictus.indicus",12.42570058,0,NA,"Aenictus_indicus",169348.2775,5.228780784,"Aenictus indicus",0,0,0
"93","Aenictus_itoi","Aenictus.itoi",1.43429942,0,NA,"Aenictus_itoi",588214.5057,5.76953573,"Aenictus itoi",0,0,0
"94","Aenictus_javanus","Aenictus.javanus",7.29775058,0,NA,"Aenictus_javanus",1742772.312,6.241240651,"Aenictus javanus",0,0,0
"95","Aenictus_jawadwipa","Aenictus.jawadwipa",0.69279942,0,NA,"Aenictus_jawadwipa",869587.1197,5.939313098,"Aenictus jawadwipa",0,0,0
"96","Aenictus_khaoyaiensis","Aenictus.khaoyaiensis",14.50455058,0,NA,"Aenictus_khaoyaiensis",839361.6043,5.923949099,"Aenictus khaoyaiensis",0,0,0
"97","Aenictus_kutai","Aenictus.kutai",1.14275058,0,NA,"Aenictus_kutai",737781.7092,5.867927884,"Aenictus kutai",0,0,0
"98","Aenictus_laeviceps","Aenictus.laeviceps",13.78680058,0,NA,"Aenictus_laeviceps",6588624.573,6.818794762,"Aenictus laeviceps",0,0,0
"99","Aenictus_latifemoratus","Aenictus.latifemoratus",0.69279942,0,NA,"Aenictus_latifemoratus",1325996.215,6.122542284,"Aenictus latifemoratus",0,0,0
"100","Aenictus_lifuiae","Aenictus.lifuiae",24.49480058,0,NA,"Aenictus_lifuiae",38429.87469,4.584668968,"Aenictus lifuiae",0,0,0
"101","Aenictus_longicephalus","Aenictus.longicephalus",9.38669942,0,NA,"Aenictus_longicephalus",87151.47331,4.940274733,"Aenictus longicephalus",0,0,0
"102","Aenictus_maneerati","Aenictus.maneerati",17.42695058,0,NA,"Aenictus_maneerati",1222747.985,6.087336956,"Aenictus maneerati",0,0,0
"103","Aenictus_minipetiolus","Aenictus.minipetiolus",9.38669942,0,NA,"Aenictus_minipetiolus",87151.47331,4.940274733,"Aenictus minipetiolus",0,0,0
"104","Aenictus_minutulus","Aenictus.minutulus",5.83635058,0,NA,"Aenictus_minutulus",1845395.031,6.266089347,"Aenictus minutulus",0,0,0
"105","Aenictus_pachycerus","Aenictus.pachycerus",20.71190058,0,NA,"Aenictus_pachycerus",1567590.778,6.1952327,"Aenictus pachycerus",0,0,0
"106","Aenictus_pangantihoni","Aenictus.pangantihoni",12.80925058,0,NA,"Aenictus_pangantihoni",296864.0057,5.472557543,"Aenictus pangantihoni",0,0,0
"107","Aenictus_paradentatus","Aenictus.paradentatus",17.42695058,0,NA,"Aenictus_paradentatus",1452595.761,6.162144772,"Aenictus paradentatus",0,0,0
"108","Aenictus_philippinensis","Aenictus.philippinensis",12.80925058,0,NA,"Aenictus_philippinensis",296864.0057,5.472557543,"Aenictus philippinensis",0,0,0
"109","Aenictus_piercei","Aenictus.piercei",18.84715058,0,NA,"Aenictus_piercei",735155.113,5.866378982,"Aenictus piercei",0,0,0
"110","Aenictus_pilosus","Aenictus.pilosus",12.80925058,0,NA,"Aenictus_pilosus",296864.0057,5.472557543,"Aenictus pilosus",0,0,0
"111","Aenictus_pinkaewi","Aenictus.pinkaewi",13.04315058,0,NA,"Aenictus_pinkaewi",513327.8129,5.710394796,"Aenictus pinkaewi",0,0,0
"112","Aenictus_rabori","Aenictus.rabori",12.80925058,0,NA,"Aenictus_rabori",296864.0057,5.472557543,"Aenictus rabori",0,0,0
"113","Aenictus_rhodiensis","Aenictus.rhodiensis",33.59260058,0,NA,"Aenictus_rhodiensis",2607954.747,6.416300051,"Aenictus rhodiensis",0,0,0
"114","Aenictus_rixator","Aenictus.rixator",34.54684942,0,NA,"Aenictus_rixator",1220325.69,6.086475754,"Aenictus rixator",0,0,0
"115","Aenictus_rotundatus","Aenictus.rotundatus",16.53914942,0,NA,"Aenictus_rotundatus",3678619.145,6.565684827,"Aenictus rotundatus",0,0,0
"116","Aenictus_silvestrii","Aenictus.silvestrii",1.14275058,0,NA,"Aenictus_silvestrii",870096.226,5.939567285,"Aenictus silvestrii",0,0,0
"117","Aenictus_stenocephalus","Aenictus.stenocephalus",13.04315058,0,NA,"Aenictus_stenocephalus",513327.8129,5.710394796,"Aenictus stenocephalus",0,0,0
"118","Aenictus_sulawesiensis","Aenictus.sulawesiensis",1.36424942,0,NA,"Aenictus_sulawesiensis",186783.9411,5.271339535,"Aenictus sulawesiensis",0,0,0
"119","Aenictus_sundalandensis","Aenictus.sundalandensis",0.69279942,0,NA,"Aenictus_sundalandensis",1325996.215,6.122542284,"Aenictus sundalandensis",0,0,0
"120","Aenictus_thailandianus","Aenictus.thailandianus",17.87750058,0,NA,"Aenictus_thailandianus",1609703.083,6.206745776,"Aenictus thailandianus",0,0,0
"121","Aenictus_turneri","Aenictus.turneri",18.22149942,0,NA,"Aenictus_turneri",7212338.651,6.858076111,"Aenictus turneri",0,0,0
"122","Aenictus_vieti","Aenictus.vieti",16.00555058,0,NA,"Aenictus_vieti",875623.436,5.942317377,"Aenictus vieti",0,0,0
"123","Aenictus_watanasiti","Aenictus.watanasiti",17.43940058,0,NA,"Aenictus_watanasiti",1015149.782,6.006530126,"Aenictus watanasiti",0,0,0
"124","Aenictus_wilaiae","Aenictus.wilaiae",13.04315058,0,NA,"Aenictus_wilaiae",513327.8129,5.710394796,"Aenictus wilaiae",0,0,0
"125","Aenictus_wilsoni","Aenictus.wilsoni",31.78385058,0,NA,"Aenictus_wilsoni",54904.72612,4.73960973,"Aenictus wilsoni",0,0,0
"126","Aenictus_wiwatwitayai","Aenictus.wiwatwitayai",14.50455058,0,NA,"Aenictus_wiwatwitayai",839361.6043,5.923949099,"Aenictus wiwatwitayai",0,0,0
"127","Aenictus_wroughtonii","Aenictus.wroughtonii",16.52480058,0,NA,"Aenictus_wroughtonii",1921126.281,6.283555913,"Aenictus wroughtonii",0,0,0
"128","Aenictus_wudangshanensis","Aenictus.wudangshanensis",30.21195058,0,NA,"Aenictus_wudangshanensis",286343.4379,5.456887235,"Aenictus wudangshanensis",0,0,0
"129","Aenictus_yamanei","Aenictus.yamanei",1.14275058,0,NA,"Aenictus_yamanei",870096.226,5.939567285,"Aenictus yamanei",0,0,0
"130","Aenictus_yangi","Aenictus.yangi",25.18120058,0,NA,"Aenictus_yangi",383386.3812,5.583636682,"Aenictus yangi",0,0,0
"131","Agraulomyrmex_meridionalis","Agraulomyrmex.meridionalis",31.29294942,0,NA,"Agraulomyrmex_meridionalis",1609941.122,6.206809994,"Agraulomyrmex meridionalis",0,0,0
"132","Agraulomyrmex_wilsoni","Agraulomyrmex.wilsoni",19.01544942,0,NA,"Agraulomyrmex_wilsoni",389615.4325,5.590636151,"Agraulomyrmex wilsoni",0,0,0
"133","Allomerus_brevipilosus","Allomerus.brevipilosus",3.80454942,0,NA,"Allomerus_brevipilosus",1566026.545,6.194799119,"Allomerus brevipilosus",0,0,0
"134","Allomerus_decemarticulatus","Allomerus.decemarticulatus",2.04434942,0,NA,"Allomerus_decemarticulatus",3271704.163,6.514774027,"Allomerus decemarticulatus",1,1,0
"135","Allomerus_octoarticulatus","Allomerus.octoarticulatus",7.18294942,0,NA,"Allomerus_octoarticulatus",7079497.036,6.850002404,"Allomerus octoarticulatus",0,1,0
"136","Amblyopone_australis","Amblyopone.australis",15.68794942,269073.3497,"Epigaeic & Hypogaeic","Amblyopone_australis",7536875.769,6.877191357,"Amblyopone australis",0,0,0
"137","Aneuretus_simoni","Aneuretus.simoni",7.87300058,0,NA,"Aneuretus_simoni",66298.46513,4.821503474,"Aneuretus simoni",0,0,0
"138","Anillidris_bruchi","Anillidris.bruchi",21.79694942,0,NA,"Anillidris_bruchi",1514544.15,6.180281938,"Anillidris bruchi",0,0,0
"139","Anillomyrma_decamera","Anillomyrma.decamera",14.80665058,0,NA,"Anillomyrma_decamera",2057381.022,6.313314729,"Anillomyrma decamera",0,0,0
"140","Anillomyrma_tridens","Anillomyrma.tridens",1.14275058,0,NA,"Anillomyrma_tridens",737781.7092,5.867927884,"Anillomyrma tridens",0,0,0
"141","Anochetus_armstrongi","Anochetus.armstrongi",24.21129942,0,NA,"Anochetus_armstrongi",7622563.684,6.882101061,"Anochetus armstrongi",0,0,0
"142","Anochetus_bispinosus","Anochetus.bispinosus",2.12209942,0,NA,"Anochetus_bispinosus",8324053.288,6.920334852,"Anochetus bispinosus",0,0,0
"143","Anochetus_brevis","Anochetus.brevis",12.80925058,0,NA,"Anochetus_brevis",296864.0057,5.472557543,"Anochetus brevis",0,0,0
"144","Anochetus_bytinskii","Anochetus.bytinskii",31.38930058,0,NA,"Anochetus_bytinskii",27022.17176,4.43172025,"Anochetus bytinskii",0,0,0
"145","Anochetus_cryptus","Anochetus.cryptus",32.94000058,0,NA,"Anochetus_cryptus",159671.4654,5.203227311,"Anochetus cryptus",0,0,0
"146","Anochetus_evansi","Anochetus.evansi",32.42785058,0,NA,"Anochetus_evansi",1678929.872,6.225032556,"Anochetus evansi",0,0,0
"147","Anochetus_faurei","Anochetus.faurei",34.54684942,0,NA,"Anochetus_faurei",1220325.69,6.086475754,"Anochetus faurei",0,0,0
"148","Anochetus_ghilianii","Anochetus.ghilianii",18.40465058,493663.7919,"Arboreal & Epigaeic","Anochetus_ghilianii",2628751.67,6.419749562,"Anochetus ghilianii",0,0,0
"149","Anochetus_graeffei","Anochetus.graeffei",1.00329942,7533675.295,"Arboreal & Epigaeic","Anochetus_graeffei",13511479.9,7.130702919,"Anochetus graeffei",0,0,0
"150","Anochetus_grandidieri","Anochetus.grandidieri",18.77294942,0,NA,"Anochetus_grandidieri",593087.2472,5.773118586,"Anochetus grandidieri",0,0,0
"151","Anochetus_hohenbergiae","Anochetus.hohenbergiae",13.42824942,0,NA,"Anochetus_hohenbergiae",560063.2996,5.748237115,"Anochetus hohenbergiae",0,0,0
"152","Anochetus_horridus","Anochetus.horridus",2.77449942,0,NA,"Anochetus_horridus",5857526.588,6.767714269,"Anochetus horridus",0,0,0
"153","Anochetus_incultus","Anochetus.incultus",8.00330058,0,NA,"Anochetus_incultus",1166960.232,6.067056056,"Anochetus incultus",0,0,0
"154","Anochetus_isolatus","Anochetus.isolatus",4.02629942,0,NA,"Anochetus_isolatus",3006306.64,6.478033276,"Anochetus isolatus",0,0,0
"155","Anochetus_kempfi","Anochetus.kempfi",15.37250058,0,NA,"Anochetus_kempfi",16811.43536,4.225604795,"Anochetus kempfi",0,0,0
"156","Anochetus_leyticus","Anochetus.leyticus",12.80925058,0,NA,"Anochetus_leyticus",296864.0057,5.472557543,"Anochetus leyticus",0,0,0
"157","Anochetus_maryatiae","Anochetus.maryatiae",3.95635058,0,NA,"Anochetus_maryatiae",132314.5167,5.121607495,"Anochetus maryatiae",0,0,0
"158","Anochetus_mayri","Anochetus.mayri",4.03659942,434174.597,"Arboreal & Epigaeic","Anochetus_mayri",13017867.06,7.114539832,"Anochetus mayri",0,0,0
"159","Anochetus_micans","Anochetus.micans",17.47735058,0,NA,"Anochetus_micans",482712.1808,5.683688258,"Anochetus micans",0,0,0
"160","Anochetus_miserabilis","Anochetus.miserabilis",23.64974942,0,NA,"Anochetus_miserabilis",574234.6992,5.759089432,"Anochetus miserabilis",0,0,0
"161","Anochetus_modicus","Anochetus.modicus",6.16775058,0,NA,"Anochetus_modicus",1812093.455,6.258180592,"Anochetus modicus",0,0,0
"162","Anochetus_oriens","Anochetus.oriens",14.90309942,0,NA,"Anochetus_oriens",605869.1946,5.782378871,"Anochetus oriens",0,0,0
"163","Anochetus_pangantihoni","Anochetus.pangantihoni",12.80925058,0,NA,"Anochetus_pangantihoni",296864.0057,5.472557543,"Anochetus pangantihoni",0,0,0
"164","Anochetus_princeps","Anochetus.princeps",9.88330058,0,NA,"Anochetus_princeps",3449328.049,6.5377345,"Anochetus princeps",0,0,0
"165","Anochetus_rectangularis","Anochetus.rectangularis",23.39399942,0,NA,"Anochetus_rectangularis",5369943.366,6.729969705,"Anochetus rectangularis",0,0,0
"166","Anochetus_risii","Anochetus.risii",4.61785058,0,NA,"Anochetus_risii",1760780.535,6.245705228,"Anochetus risii",0,0,0
"167","Anochetus_ruginotus","Anochetus.ruginotus",15.83590058,0,NA,"Anochetus_ruginotus",382244.2764,5.582340991,"Anochetus ruginotus",0,0,0
"168","Anochetus_schoedli","Anochetus.schoedli",12.80925058,0,NA,"Anochetus_schoedli",296864.0057,5.472557543,"Anochetus schoedli",0,0,0
"169","Anochetus_sedilloti","Anochetus.sedilloti",19.55995058,3171309.096,"Arboreal & Epigaeic","Anochetus_sedilloti",11281782.37,7.052377718,"Anochetus sedilloti",0,0,0
