Species,fixer,num_introduced,total_area_introduced,total_area_native,lat_native,abs_lat_native,annual,uses_num_uses
Carmichaelia_arenaria,1,0,0,1.53E+11,-44.02210596,44.02210596,0,0
Carmichaelia_exsul,1,0,0,12625115.84,-31.55576212,31.55576212,0,0
Carmichaelia_flagelliformis,1,0,0,1.15E+11,-38.57756132,38.57756132,0,0
Carmichaelia_grandiflora,1,0,0,1.53E+11,-44.02210596,44.02210596,0,0
Carmichaelia_kirkii,1,0,0,1.53E+11,-44.02210596,44.02210596,0,0
Carmichaelia_odorata,1,0,0,1.15E+11,-38.57756132,38.57756132,0,0
Carmichaelia_orbiculata,1,0,0,1.15E+11,-38.57756132,38.57756132,0,0
Carmichaelia_ovata,1,0,0,1.53E+11,-44.02210596,44.02210596,0,0
Carmichaelia_petriei,1,0,0,1.53E+11,-44.02210596,44.02210596,0,0
Carmichaelia_robusta,1,0,0,1.53E+11,-44.02210596,44.02210596,0,0
Carmichaelia_violacea,1,0,0,1.53E+11,-44.02210596,44.02210596,0,0
Carmichaelia_virgata,1,0,0,1.53E+11,-44.02210596,44.02210596,0,0
Cassia_abbreviata,1,2,4.07E+11,1.05E+13,-11.19727501,11.19727501,0,3
Cassia_agnes,0,6,7.77E+12,7.10E+12,7.26080287,7.26080287,0,5
Cassia_bakeriana,0,2,4.24E+11,1.18E+12,18.13016077,18.13016077,0,3
Cassia_brewsteri,0,1,5.82E+11,7.69E+12,-25.73253015,25.73253015,0,0
Cassia_circinnata,0,0,0,2.53E+12,-25.79163463,25.79163463,0,0
Cassia_cowanii,1,0,0,NA,NA,NA,0,0
Cassia_desolata,0,0,0,7.39E+12,-25.1628483,25.1628483,0,0
Cassia_eremophila,0,4,4.65E+12,7.69E+12,-25.73253015,25.73253015,0,0
Cassia_fastuosa,0,0,0,5.55E+12,-6.1462959,6.1462959,0,0
Cassia_ferruginea,0,2,2.91E+12,NA,NA,NA,0,1
Cassia_fistula,0,47,3.90E+13,1.02E+13,10.68922491,10.68922491,0,7
Cassia_grandis,0,17,9.33E+12,1.27E+13,2.34618617,2.34618617,0,4
Cassia_leiandra,0,1,2.42E+11,NA,NA,NA,0,1
Cassia_leptophylla,0,0,0,NA,NA,NA,0,0
Cassia_marksiana,0,0,0,2.53E+12,-25.79163463,25.79163463,0,0
Cassia_moschata,0,1,66288514196,NA,NA,NA,0,2
Cassia_nemophila,0,0,0,7.62E+12,-25.55398159,25.55398159,0,0
Cassia_renigera,0,8,4.89E+12,6.68E+11,21.14042439,21.14042439,0,3
Cassia_roxburghii,1,9,4.13E+12,5.27E+12,13.18507344,13.18507344,0,4
Cassia_rubriflora,1,0,0,NA,NA,NA,0,0
Cassia_spruceana,0,0,0,NA,NA,NA,0,0
Castanospermum_australe,0,15,8.87E+12,2.69E+12,-17.64425932,17.64425932,0,5
Cathormion_umbellatum,1,0,0,8.82E+12,-2.82858007,2.82858007,0,0
Cedrelinga_cateniformis,1,0,0,7.67E+12,-1.8769988,1.8769988,0,1
Cenostigma_gardnerianum,0,0,0,8.47E+12,-10.77227947,10.77227947,0,0
Cenostigma_macrophyllum,0,0,0,NA,NA,NA,0,0
Cenostigma_tocantinum,0,0,0,NA,NA,NA,0,0
Centrolobium_microchaete,1,0,0,1.63E+12,-15.47349526,15.47349526,0,0
Centrolobium_paraense,1,4,1.14E+12,2.64E+12,4.21552165,4.21552165,0,0
Centrolobium_robustum,1,0,0,8.52E+11,-17.36275051,17.36275051,0,0
Centrolobium_tomentosum,1,0,0,2.08E+12,1.04259791,1.04259791,0,0
Centrosema_acutifolium,1,0,0,NA,NA,NA,0.090909091,0
Centrosema_angustifolium,1,0,0,1.28E+11,12.839712,12.839712,0,0
Centrosema_arenarium,1,1,1.28E+11,1.99E+12,-13.92742954,13.92742954,0,0
Centrosema_bracteosum,1,0,0,NA,NA,NA,0.090909091,0
Centrosema_brasilianum,1,3,3.21E+12,1.31E+13,-10.69228231,10.69228231,0,1
Centrosema_dasyanthum,1,0,0,NA,NA,NA,0.090909091,0
Centrosema_haitiense,1,0,0,86713717243,18.53047816,18.53047816,1,0
Centrosema_macranthum,1,0,0,NA,NA,NA,0.090909091,0
Centrosema_macrocarpum,1,0,0,1.28E+11,12.839712,12.839712,0,0
Centrosema_molle,1,11,2.28E+13,1.93E+12,-0.25693151,0.25693151,0,3
Centrosema_pascuorum,1,1,1.28E+11,1.02E+13,-0.2659573,0.2659573,0,0
Centrosema_plumieri,1,15,8.07E+12,1.03E+13,5.68593226,5.68593226,0,2
Centrosema_pubescens,1,31,2.51E+13,2.11E+13,2.2174588,2.2174588,0,3
Centrosema_rotundifolium,1,0,0,NA,NA,NA,0.090909091,0
Centrosema_sagittatum,1,1,1.47E+11,6.37E+12,-0.91126431,0.91126431,0,1
Centrosema_schottii,1,0,0,NA,NA,NA,0.090909091,0
Centrosema_venosum,1,0,0,NA,NA,NA,0.090909091,0
Centrosema_vexillatum,1,0,0,NA,NA,NA,0.090909091,0
Centrosema_virginianum,1,5,5.54E+11,1.10E+13,9.70656574,9.70656574,0,2
Ceratonia_siliqua,0,27,2.51E+13,7.38E+12,37.31794972,37.31794972,0,7
Cercis_canadensis,0,5,3.65E+12,1.43E+13,34.08439623,34.08439623,0,3
Cercis_chingii,0,0,0,4.17E+11,27.04079873,27.04079873,0,0
Cercis_glabra,0,0,0,2.46E+12,26.27028848,26.27028848,0,0
Cercis_racemosa,0,1,7.94E+12,1.23E+12,29.45792102,29.45792102,0,0
Cercis_siliquastrum,0,21,1.50E+13,5.14E+12,39.40398144,39.40398144,0,4
Chadsia_grevei,1,0,0,5.93E+11,-19.37352737,19.37352737,0,2
Chaetocalyx_latisiliqua,0,0,0,NA,NA,NA,0,0
Chaetocalyx_scandens,0,0,0,1.28E+11,12.839712,12.839712,0,0
Chamaecrista_absus,1,7,2.23E+12,3.76E+13,10.15705321,10.15705321,0,4
Chamaecrista_adiantifolia,1,0,0,NA,NA,NA,0.130434783,0
Chamaecrista_apoucouita,1,0,0,NA,NA,NA,0,0
Chamaecrista_aspleniifolia,0,0,0,NA,NA,NA,0,0
Chamaecrista_biensis,1,0,0,7.24E+12,-21.27794315,21.27794315,0,0
Chamaecrista_calycioides,1,0,0,NA,NA,NA,0,0
Chamaecrista_chamaecristoides,1,0,0,NA,NA,NA,0.130434783,0
Chamaecrista_ciliolata,1,0,0,NA,NA,NA,0,0
Chamaecrista_comosa,1,0,0,6.86E+12,-16.15658396,16.15658396,0,0
Chamaecrista_conferta,1,0,0,NA,NA,NA,0,0
Chamaecrista_cytisoides,1,0,0,NA,NA,NA,0,0
Chamaecrista_decumbens,1,0,0,NA,NA,NA,0,0
Chamaecrista_dentata,1,0,0,NA,NA,NA,0.130434783,0
Chamaecrista_desvauxii,1,0,0,NA,NA,NA,0,0
Chamaecrista_diphylla,1,0,0,NA,NA,NA,0,0
Chamaecrista_duartei,1,0,0,NA,NA,NA,0.130434783,0
Chamaecrista_ensiformis,1,0,0,NA,NA,NA,0.130434783,0
Chamaecrista_fagonioides,1,0,0,NA,NA,NA,0,0
Chamaecrista_falcinella,1,0,0,6.64E+12,-9.31941151,9.31941151,1,0
Chamaecrista_fallacina,1,0,0,3.29E+12,-0.1662568,0.1662568,0,0
Chamaecrista_fasciculata,1,1,2055545262,1.22E+13,38.59928601,38.59928601,1,0
Chamaecrista_fenarolii,1,0,0,3.32E+12,-11.7068569,11.7068569,0,0
Chamaecrista_flexuosa,1,0,0,6.85E+11,31.49694154,31.49694154,0,0
Chamaecrista_geminata,1,0,0,NA,NA,NA,0,0
Chamaecrista_glandulosa,1,0,0,NA,NA,NA,0,0
Chamaecrista_gracilior,1,0,0,5.77E+12,-8.2186671,8.2186671,1,0
Chamaecrista_hispidula,1,0,0,NA,NA,NA,0.130434783,0
Chamaecrista_isidorea,1,0,0,NA,NA,NA,0,0
Chamaecrista_katangensis,1,0,0,4.40E+12,-3.24732398,3.24732398,0,0
Chamaecrista_kirkii,1,0,0,1.04E+13,5.4953321,5.4953321,1,0
Chamaecrista_kleinii,1,0,0,2.07E+12,17.60936191,17.60936191,0,0
Chamaecrista_kunthiana,1,0,0,NA,NA,NA,0,0
Chamaecrista_leschenaultiana,1,2,2.12E+12,9.22E+12,8.51829192,8.51829192,0,1
Chamaecrista_lineata,1,0,0,NA,NA,NA,0,0
Chamaecrista_neesiana,1,0,0,NA,NA,NA,0,0
Chamaecrista_negrensis,1,0,0,NA,NA,NA,0,0
Chamaecrista_nictitans,1,5,2.16E+12,1.37E+13,15.47217365,15.47217365,0,1
Chamaecrista_nomame,1,0,0,1.07E+13,18.86725635,18.86725635,0,3
Chamaecrista_orbiculata,1,0,0,NA,NA,NA,0,0
Chamaecrista_parva,1,0,0,7.78E+12,-10.67854883,10.67854883,0,0
Chamaecrista_pilosa,1,1,1.47E+11,NA,NA,NA,0,0
Chamaecrista_planaltoana,1,0,0,NA,NA,NA,0,0
Chamaecrista_polytricha,1,0,0,2.99E+12,-12.99390002,12.99390002,1,0
Chamaecrista_pumila,1,5,1.47E+11,1.62E+13,12.0326335,12.0326335,0,3
Chamaecrista_ramosa,1,0,0,NA,NA,NA,0,0
Chamaecrista_repens,1,0,0,NA,NA,NA,0,0
Chamaecrista_rotundifolia,1,5,1.36E+12,NA,NA,NA,0,0
Chamaecrista_serpens,1,0,0,4.41E+11,31.47405906,31.47405906,0,0
Chamaecrista_stricta,1,1,2055545262,8.42E+12,-15.58871972,15.58871972,0,0
Chamaecrista_telfairiana,1,2,4700589798,1.53E+12,-12.82186207,12.82186207,0,0
Chamaecrista_viscosa,1,0,0,NA,NA,NA,0.130434783,0
Chamaecrista_wittei,1,0,0,6.40E+12,2.31261928,2.31261928,1,0
Chamaecrista_xinguensis,1,0,0,NA,NA,NA,0.130434783,0
Chamaecrista_zambesica,1,0,0,3.34E+12,-4.69483937,4.69483937,0,0
Chesneya_cuneata,0,0,0,4.69E+12,32.0536157,32.0536157,0,0
Chesneya_ternata,1,0,0,4.63E+12,44.47949911,44.47949911,0,0
Chloroleucon_dumosum,1,0,0,1.35E+12,-8.84011575,8.84011575,0,0
Chloroleucon_foliolosum,1,0,0,5.78E+12,-17.77628208,17.77628208,0,0
Chloroleucon_mangense,1,2,11393953913,1.36E+13,7.03922984,7.03922984,0,0
Chloroleucon_tortum,1,0,0,43936063405,-22.19033651,22.19033651,0,0
Chorizema_aciculare,1,0,0,2.53E+12,-25.46607155,25.46607155,0,0
Chorizema_cordatum,1,0,0,2.53E+12,-25.46607155,25.46607155,0,0
Chorizema_cytisoides,1,0,0,2.53E+12,-25.46607155,25.46607155,0,0
Chorizema_diversifolium,1,0,0,2.53E+12,-25.46607155,25.46607155,0,0
Chorizema_ericifolium,1,0,0,2.53E+12,-25.46607155,25.46607155,0,0
Chorizema_parviflorum,1,0,0,2.53E+12,-25.79163463,25.79163463,0,0
Chorizema_reticulatum,1,0,0,2.53E+12,-25.46607155,25.46607155,0,0
Christia_obcordata,1,1,1.39E+11,1.21E+13,6.12765598,6.12765598,0,0
Cicer_arietinum,1,48,7.41E+13,7.46E+12,21.96767801,21.96767801,1,6
Cicer_chorassanicum,1,0,0,2.41E+12,33.28206112,33.28206112,1,0
Cicer_echinospermum,1,0,0,1.19E+12,36.91611149,36.91611149,1,1
Cicer_pinnatifidum,1,0,0,1.40E+12,35.84304725,35.84304725,1,1
Cicer_reticulatum,1,0,0,7.56E+11,38.98893748,38.98893748,1,0
Cladrastis_platycarpa,0,2,8.17E+12,1.75E+12,29.41354489,29.41354489,0,1
Cladrastis_sikokiana,0,0,0,3.71E+11,37.60209081,37.60209081,0,0
Cladrastis_wilsonii,0,0,0,2.73E+12,29.48837131,29.48837131,0,0
Clathrotropis_macrocarpa,1,0,0,NA,NA,NA,0,0
Clathrotropis_nitida,1,0,0,NA,NA,NA,0,0
Cleobulia_multiflora,1,0,0,NA,NA,NA,0,0
Clianthus_puniceus,1,2,3.61E+11,1.15E+11,-38.57756132,38.57756132,0,1
Clitoria_amazonum,1,0,0,3.04E+12,-6.38165932,6.38165932,0,1
Clitoria_annua,1,1,1.47E+11,1.60E+12,25.46423289,25.46423289,0,2
Clitoria_arborea,1,0,0,5.61E+12,-5.97296704,5.97296704,0,2
Clitoria_australis,1,0,0,1.35E+12,-19.41428342,19.41428342,0,0
Clitoria_fairchildiana,1,6,2.62E+12,1.74E+12,-12.98980576,12.98980576,0,1
Clitoria_falcata,1,7,4.64E+12,1.25E+13,6.15181536,6.15181536,0,4
Clitoria_guianensis,1,0,0,1.05E+13,8.31956651,8.31956651,0,2
Clitoria_javitensis,1,1,1150177745,1.22E+13,-2.01629537,2.01629537,0,2
Clitoria_laurifolia,1,17,9.87E+12,5.92E+12,3.49720033,3.49720033,0,4
Clitoria_mariana,1,0,0,1.42E+13,27.09594656,27.09594656,0,2
Clitoria_sagotii,1,0,0,4.05E+12,2.72525801,2.72525801,0,0
Clitoria_ternatea,1,79,4.47E+13,2.13E+13,1.79242466,1.79242466,0,8
Codariocalyx_gyroides,1,6,2.94E+12,8.08E+12,13.03552489,13.03552489,0,2
Codariocalyx_motorius,1,2,3205723007,2.13E+13,11.79678002,11.79678002,0,2
Coelidium_parvifolium,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Cojoba_arborea,1,0,0,5.46E+12,9.29369569,9.29369569,0,1
Collaea_speciosa,1,0,0,2.94E+12,-12.57122573,12.57122573,0,0
Cologania_angustifolia,1,0,0,1.36E+12,25.9996614,25.9996614,0,0
Cologania_broussonetii,1,0,0,7.93E+12,2.63291312,2.63291312,0,0
Colutea_arborescens,1,16,1.17E+13,2.67E+12,41.85513442,41.85513442,0,1
Colutea_cilicica,1,3,3.20E+12,3.40E+12,40.46103948,40.46103948,0,0
Colutea_nepalensis,1,0,0,3.99E+12,30.05780048,30.05780048,0,2
Colutea_orientalis,1,6,1.75E+12,4.77E+12,49.44013635,49.44013635,0,3
Colutea_persica,1,0,0,2.27E+12,32.92924691,32.92924691,0,2
Colvillea_racemosa,0,12,3.68E+12,5.93E+11,-19.37352737,19.37352737,0,2
Conzattia_multiflora,0,0,0,NA,NA,NA,0,0
Copaifera_baumiana,1,0,0,4.32E+12,-7.48769106,7.48769106,0,1
Copaifera_duckei,0,0,0,NA,NA,NA,0,0
Copaifera_langsdorffii,0,0,0,6.13E+12,-16.73553387,16.73553387,0,0
Copaifera_lucens,0,0,0,NA,NA,NA,0,0
Copaifera_multijuga,0,0,0,2.80E+12,-4.11243055,4.11243055,0,1
Copaifera_officinalis,0,5,3.79E+11,3.05E+12,5.62116566,5.62116566,0,5
Copaifera_trapezifolia,0,0,0,NA,NA,NA,0,0
Corallospartium_crassicaule,1,0,0,1.53E+11,-44.02210596,44.02210596,0,0
Cordeauxia_edulis,0,2,1.52E+12,1.76E+12,7.70461668,7.70461668,0,2
Coronilla_coronata,1,0,0,9.85E+12,43.56715216,43.56715216,0,3
Coronilla_juncea,1,0,0,4.63E+12,39.12613704,39.12613704,0,0
Coronilla_minima,1,0,0,4.29E+12,36.32295421,36.32295421,0,0
Coronilla_repanda,1,0,0,5.54E+12,35.66804786,35.66804786,1,0
Coronilla_scorpioides,1,1,7.94E+12,2.37E+13,41.75047739,41.75047739,1,4
Coronilla_vaginalis,1,0,0,1.65E+12,44.97894097,44.97894097,0,0
Coronilla_valentina,1,3,8.76E+12,7.10E+12,38.49898515,38.49898515,0,0
Coursetia_caribaea,1,0,0,5.89E+12,15.90249064,15.90249064,0,0
Coursetia_ferruginea,1,0,0,2.56E+12,5.85151701,5.85151701,0,0
Craibia_brevicaudata,1,0,0,8.26E+12,-1.7213765,1.7213765,0,0
Cranocarpus_martii,1,0,0,NA,NA,NA,0.123931624,0
Cratylia_argentea,1,0,0,NA,NA,NA,0.049853372,0
Cratylia_hypargyraea,1,0,0,NA,NA,NA,0.049853372,0
Crotalaria_abbreviata,1,0,0,4.41E+12,-6.91177998,6.91177998,1,0
Crotalaria_acicularis,1,0,0,6.44E+12,13.60807658,13.60807658,1,1
Crotalaria_agatiflora,1,5,3.46E+12,9.70E+12,-8.19982315,8.19982315,0,1
Crotalaria_alata,1,5,1.78E+12,1.15E+13,16.22133451,16.22133451,0,4
Crotalaria_albida,1,0,0,1.47E+13,14.66809631,14.66809631,0,3
Crotalaria_alexandri,1,0,0,4.99E+12,-5.82429282,5.82429282,1,0
Crotalaria_angulata,1,0,0,4.42E+12,17.14918805,17.14918805,1,0
Crotalaria_anisophylla,1,0,0,2.38E+12,-13.80514472,13.80514472,1,0
Crotalaria_anthyllopsis,1,0,0,1.13E+13,6.88291797,6.88291797,1,0
Crotalaria_argyraea,1,0,0,2.05E+12,-16.35580401,16.35580401,0,0
Crotalaria_assamica,1,0,0,6.19E+12,20.88899351,20.88899351,0,2
Crotalaria_atrorubens,1,0,0,8.03E+12,11.12052421,11.12052421,1,0
Crotalaria_axillaris,1,0,0,9.06E+12,4.42964822,4.42964822,0,0
Crotalaria_barkae,1,0,0,1.75E+13,-9.72472336,9.72472336,1,0
Crotalaria_barnabassii,1,0,0,6.95E+12,-18.22742254,18.22742254,1,0
Crotalaria_bequaertii,1,0,0,5.77E+12,-8.2186671,8.2186671,1,0
Crotalaria_bongensis,1,0,0,1.07E+13,4.64793497,4.64793497,1,0
Crotalaria_brachycarpa,1,0,0,NA,NA,NA,0,0
Crotalaria_bracteata,1,0,0,3.03E+12,21.71783196,21.71783196,0,1
Crotalaria_brevidens,1,9,9.75E+12,1.10E+13,6.18875481,6.18875481,1,0
Crotalaria_breviflora,1,1,355625704.1,8.47E+12,-10.77227947,10.77227947,0,0
Crotalaria_brevis,1,0,0,1.73E+12,-22.57378083,22.57378083,0.422222222,0
Crotalaria_burhia,1,0,0,4.55E+12,28.87343411,28.87343411,0,3
Crotalaria_burkeana,1,0,0,4.44E+12,-22.42811457,22.42811457,0,0
Crotalaria_calycina,1,0,0,3.79E+13,8.58280147,8.58280147,1,2
Crotalaria_capensis,1,5,8.48E+11,3.98E+12,-21.51923206,21.51923206,0,1
Crotalaria_caudata,1,0,0,8.08E+12,-0.29283831,0.29283831,0,0
Crotalaria_cephalotes,1,0,0,1.70E+13,7.44958453,7.44958453,1,0
Crotalaria_chinensis,1,0,0,8.99E+12,14.21606692,14.21606692,0,0
Crotalaria_chirindae,1,0,0,2.24E+12,-12.83994695,12.83994695,0,0
Crotalaria_cleomifolia,1,2,2.45E+12,1.49E+13,7.10819027,7.10819027,0,0
Crotalaria_collina,1,0,0,1.18E+12,-17.83979914,17.83979914,0,0
Crotalaria_colorata,1,0,0,3.48E+12,-23.86102812,23.86102812,0,0
Crotalaria_comosa,1,0,0,1.45E+13,8.26275908,8.26275908,1,0
Crotalaria_cunninghamii,1,0,0,7.69E+12,-25.73253015,25.73253015,0,1
Crotalaria_cylindrostachys,1,0,0,3.44E+12,-11.75893197,11.75893197,1,0
Crotalaria_damarensis,1,0,0,7.22E+12,-21.25895929,21.25895929,1,0
Crotalaria_deserticola,1,0,0,9.82E+12,-0.05083637,0.05083637,1,0
Crotalaria_dissitiflora,1,0,0,6.41E+12,-24.36798012,24.36798012,0.422222222,0
Crotalaria_distans,1,0,0,7.67E+12,-19.96776201,19.96776201,1,0
Crotalaria_doidgeae,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Crotalaria_dura,1,0,0,3.46E+12,-21.3733595,21.3733595,0,0
Crotalaria_eremicola,1,0,0,4.84E+12,-21.65330166,21.65330166,0,0
Crotalaria_excisa,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Crotalaria_ferruginea,1,0,0,9.88E+12,18.47870543,18.47870543,0,1
Crotalaria_filicaulis,1,0,0,6.56E+12,-9.33357325,9.33357325,1,0
Crotalaria_filipes,1,0,0,1.65E+12,23.49511312,23.49511312,1,0
Crotalaria_flavicarinata,1,0,0,2.52E+12,-19.18963072,19.18963072,0,0
Crotalaria_gazensis,1,0,0,3.85E+12,-21.6631579,21.6631579,0,0
Crotalaria_glauca,1,0,0,1.89E+13,4.11252024,4.11252024,1,0
Crotalaria_glaucoides,1,0,0,1.48E+12,16.841506,16.841506,1,0
Crotalaria_globifera,1,0,0,2.69E+12,-26.02431623,26.02431623,0,0
Crotalaria_goreensis,1,8,2.10E+13,1.92E+13,1.07734205,1.07734205,0,3
Crotalaria_hainanensis,1,0,0,34026085256,19.20103622,19.20103622,0.422222222,0
Crotalaria_heidmannii,1,0,0,3.01E+12,-17.84321254,17.84321254,1,0
Crotalaria_holosericea,1,0,0,NA,NA,NA,0.422222222,0
Crotalaria_humifusa,1,0,0,1.03E+13,12.51286553,12.51286553,1,0
Crotalaria_humilis,1,0,0,2.67E+12,-25.48651667,25.48651667,1,0
Crotalaria_hyssopifolia,1,0,0,1.50E+13,8.60307225,8.60307225,1,0
Crotalaria_impressa,1,0,0,3.65E+12,11.28605257,11.28605257,1,0
Crotalaria_incana,1,20,1.43E+13,2.93E+12,13.62616928,13.62616928,0,4
Crotalaria_insignis,1,0,0,1.18E+12,-17.83979914,17.83979914,0,0
Crotalaria_juncea,1,34,2.92E+13,1.06E+13,16.08546549,16.08546549,0,9
Crotalaria_kapiriensis,1,0,0,3.47E+12,-7.08448398,7.08448398,0,0
Crotalaria_kipandensis,1,0,0,5.31E+12,-8.62899687,8.62899687,1,0
Crotalaria_laburnifolia,1,1,2055545262,2.69E+13,1.52026958,1.52026958,0,3
Crotalaria_lachnocarpoides,1,0,0,9.80E+12,-0.04593456,0.04593456,0,0
Crotalaria_lachnophora,1,0,0,1.45E+13,7.94699911,7.94699911,0,0
Crotalaria_lanceolata,1,4,2.08E+12,1.08E+13,12.23774936,12.23774936,1,0
Crotalaria_lasiocarpa,1,0,0,1.69E+12,-9.49700106,9.49700106,1,0
Crotalaria_leptostachya,1,0,0,9.94E+11,20.47299419,20.47299419,0,0
Crotalaria_linifolia,1,0,0,4.65E+12,20.46154179,20.46154179,1,0
Crotalaria_longirostrata,1,0,0,6.86E+11,16.00816232,16.00816232,0,2
Crotalaria_longithyrsa,1,0,0,4.83E+12,5.92909927,5.92909927,1,0
Crotalaria_maypurensis,1,0,0,1.61E+13,5.365731,5.365731,0,0
Crotalaria_medicaginea,1,0,0,2.05E+13,14.1182133,14.1182133,0,2
Crotalaria_meyerana,1,0,0,3.48E+12,-23.86102812,23.86102812,0,0
Crotalaria_micans,1,26,1.39E+13,1.36E+13,8.75247963,8.75247963,0,7
Crotalaria_microcarpa,1,0,0,1.44E+13,4.91765142,4.91765142,1,0
Crotalaria_mitchellii,1,0,0,7.69E+12,-25.73253015,25.73253015,0,0
Crotalaria_monteiroi,1,0,0,3.86E+12,-21.72947512,21.72947512,0,0
Crotalaria_mysorensis,1,0,0,9.27E+12,16.01060368,16.01060368,0,0
Crotalaria_nana,1,1,11038595091,1.68E+13,10.8865192,10.8865192,0,0
Crotalaria_natalitia,1,0,0,1.42E+13,-3.70861676,3.70861676,1,0
Crotalaria_nitens,1,0,0,1.34E+13,6.40510343,6.40510343,0,0
Crotalaria_notonii,1,0,0,8.33E+11,20.65524788,20.65524788,0,0
Crotalaria_novae-hollandiae,1,0,0,7.69E+12,-25.73253015,25.73253015,0,1
Crotalaria_obscura,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Crotalaria_ochroleuca,1,9,1.26E+13,1.96E+13,2.46809908,2.46809908,0,0
Crotalaria_oocarpa,1,0,0,2.80E+12,-0.53889266,0.53889266,1,0
Crotalaria_orientalis,1,0,0,4.44E+12,-23.50241383,23.50241383,0,0
Crotalaria_orixensis,1,1,2.95E+11,6.30E+12,18.95623051,18.95623051,0,0
Crotalaria_pallida,1,37,1.73E+13,3.48E+13,12.53796268,12.53796268,0,7
Crotalaria_pallidicaulis,1,0,0,5.20E+12,-8.52354109,8.52354109,0,0
Crotalaria_paulina,1,6,1.17E+13,NA,NA,NA,0,1
Crotalaria_perrottetii,1,0,0,1.28E+12,19.11345071,19.11345071,1,0
Crotalaria_phylicoides,1,0,0,3.90E+11,-19.00000691,19.00000691,0,0
Crotalaria_pilosa,1,0,0,NA,NA,NA,0.422222222,0
Crotalaria_pisicarpa,1,0,0,8.28E+12,-20.34630202,20.34630202,1,0
Crotalaria_platysepala,1,0,0,3.31E+12,-18.73540855,18.73540855,1,0
Crotalaria_podocarpa,1,0,0,1.77E+13,-11.21861723,11.21861723,1,0
Crotalaria_polysperma,1,0,0,6.69E+12,2.44331441,2.44331441,1,0
Crotalaria_prostrata,1,0,0,9.46E+12,15.44059322,15.44059322,0,1
Crotalaria_pumila,1,0,0,5.19E+12,13.8544905,13.8544905,1,0
Crotalaria_quinquefolia,1,17,1.45E+12,1.32E+13,6.87277543,6.87277543,0,4
Crotalaria_recta,1,0,0,1.57E+13,-6.40413804,6.40413804,0,0
Crotalaria_reptans,1,0,0,3.23E+12,-11.95305043,11.95305043,1,0
Crotalaria_retusa,1,36,1.48E+13,2.34E+13,8.42631233,8.42631233,0,8
Crotalaria_rhodesiae,1,0,0,4.87E+12,-18.46014604,18.46014604,0,0
Crotalaria_rogersii,1,0,0,4.53E+12,-7.07890969,7.07890969,0,0
Crotalaria_sagittalis,1,0,0,2.52E+13,18.76152939,18.76152939,1,0
Crotalaria_saharae,1,0,0,8.08E+12,23.92999692,23.92999692,0,0
Crotalaria_schinzii,1,0,0,4.43E+12,-22.39120596,22.39120596,0,0
Crotalaria_schlechteri,1,0,0,3.46E+12,-21.3733595,21.3733595,0,0
Crotalaria_senegalensis,1,1,3.42E+11,2.05E+13,7.09224006,7.09224006,1,0
Crotalaria_sessiliflora,1,0,0,1.60E+13,13.67775134,13.67775134,0,2
Crotalaria_shirensis,1,0,0,5.30E+12,-2.17576285,2.17576285,1,0
Crotalaria_sparsifolia,1,0,0,5.31E+12,-8.62899687,8.62899687,1,0
Crotalaria_spartea,1,0,0,9.84E+12,-8.46796343,8.46796343,1,0
Crotalaria_sphaerocarpa,1,0,0,1.63E+13,-14.03089939,14.03089939,1,0
Crotalaria_spinosa,1,0,0,8.73E+12,11.75749327,11.75749327,1,0
Crotalaria_steudneri,1,0,0,1.19E+13,-4.54481504,4.54481504,1,0
Crotalaria_stipularia,1,12,1.65E+13,75675122152,18.90962774,18.90962774,1,0
Crotalaria_stolzii,1,0,0,5.14E+12,-3.64789458,3.64789458,0,0
Crotalaria_subcapitata,1,0,0,9.04E+12,4.03434247,4.03434247,1,0
Crotalaria_tetragona,1,3,13484867362,6.70E+12,24.8829925,24.8829925,0,2
Crotalaria_trichotoma,1,32,9.41E+12,2.92E+12,-4.85462577,4.85462577,0,3
Crotalaria_trifoliastrum,1,1,613976683,4.97E+12,24.13256785,24.13256785,0,1
Crotalaria_triquetra,1,1,66288514196,4.84E+12,1.44418698,1.44418698,0,0
Crotalaria_uncinella,1,4,2.20E+12,3.78E+12,7.53548764,7.53548764,0,1
Crotalaria_valetonii,1,1,3.26E+11,2.25E+12,-3.14309769,3.14309769,0,0
Crotalaria_valida,1,0,0,4.53E+12,-7.07890969,7.07890969,0,0
Crotalaria_vallicola,1,0,0,6.62E+12,3.54283061,3.54283061,1,0
Crotalaria_variegata,1,0,0,6.56E+12,-9.33357325,9.33357325,0,0
Crotalaria_vasculosa,1,2,2.67E+12,5.73E+12,-17.37356736,17.37356736,1,0
Crotalaria_velutina,1,0,0,NA,NA,NA,0.422222222,0
Crotalaria_verrucosa,1,33,1.91E+13,1.16E+13,11.59536979,11.59536979,0,3
Crotalaria_vestita,1,0,0,9.94E+11,20.47299419,20.47299419,1,0
Crotalaria_virgulata,1,1,8.47E+12,8.58E+12,-17.78372906,17.78372906,1,0
Crotalaria_vitellina,1,0,0,1.01E+13,11.09745708,11.09745708,0,1
Crotalaria_xanthoclada,1,0,0,5.93E+11,-19.37352737,19.37352737,0,0
