Phy,Name,EFN
Pheidole_subarmata,Pheidole subarmata,0
Pheidole_susannae,Pheidole susannae,0
Pheidole_synarmata,Pheidole synarmata,0
Pheidole_tjibodana,Pheidole tjibodana,0
Pheidole_tysoni,Pheidole tysoni,0
Pheidole_umbonata,Pheidole umbonata,0
Pheidole_williamsi,Pheidole williamsi,0
Philidris_cordata,Philidris cordata,0
Phrynoponera_gabonensis,Phrynoponera gabonensis,0
Plagiolepis_alluaudi,Plagiolepis alluaudi,0
Platythyrea_conradti,Platythyrea conradti,0
Platythyrea_lamellosa,Platythyrea lamellosa,0
Platythyrea_parallela,Platythyrea parallela,0
Platythyrea_pilosula,Platythyrea pilosula,0
Platythyrea_prizo,Platythyrea prizo,0
Platythyrea_punctata,Platythyrea punctata,0
Platythyrea_quadridenta,Platythyrea quadridenta,0
Platythyrea_strenua,Platythyrea strenua,0
Plectroctena_mandibularis,Plectroctena mandibularis,0
Plectroctena_minor,Plectroctena minor,0
Poecilomyrma_myrmecodiae,Poecilomyrma myrmecodiae,0
Pogonomyrmex_anzensis,Pogonomyrmex anzensis,0
Pogonomyrmex_badius,Pogonomyrmex badius,0
Pogonomyrmex_barbatus,Pogonomyrmex barbatus,0
Pogonomyrmex_bispinosus,Pogonomyrmex bispinosus,0
Pogonomyrmex_californicus,Pogonomyrmex californicus,0
Pogonomyrmex_comanche,Pogonomyrmex comanche,0
Pogonomyrmex_cunicularius,Pogonomyrmex cunicularius,0
Pogonomyrmex_desertorum,Pogonomyrmex desertorum,0
Pogonomyrmex_hoelldobleri,Pogonomyrmex hoelldobleri,0
Pogonomyrmex_humerotumidus,Pogonomyrmex humerotumidus,0
Pogonomyrmex_imberbiculus,Pogonomyrmex imberbiculus,0
Pogonomyrmex_magnacanthus,Pogonomyrmex magnacanthus,0
Pogonomyrmex_maricopa,Pogonomyrmex maricopa,0
Pogonomyrmex_mayri,Pogonomyrmex mayri,0
Pogonomyrmex_mendozanus,Pogonomyrmex mendozanus,0
Pogonomyrmex_mohavensis,Pogonomyrmex mohavensis,0
Pogonomyrmex_naegelii,Pogonomyrmex naegelii,0
Pogonomyrmex_occidentalis,Pogonomyrmex occidentalis,0
Pogonomyrmex_pronotalis,Pogonomyrmex pronotalis,0
Pogonomyrmex_rastratus,Pogonomyrmex rastratus,0
Pogonomyrmex_rugosus,Pogonomyrmex rugosus,0
Pogonomyrmex_schmitti,Pogonomyrmex schmitti,0
Pogonomyrmex_snellingi,Pogonomyrmex snellingi,0
Pogonomyrmex_striatinodus,Pogonomyrmex striatinodus,0
Pogonomyrmex_subdentatus,Pogonomyrmex subdentatus,0
Pogonomyrmex_subnitidus,Pogonomyrmex subnitidus,0
Pogonomyrmex_vermiculatus,Pogonomyrmex vermiculatus,0
Polyergus_breviceps,Polyergus breviceps,0
Polyrhachis_ammon,Polyrhachis ammon,0
Polyrhachis_bicolor,Polyrhachis bicolor,0
Polyrhachis_bihamata,Polyrhachis bihamata,0
Polyrhachis_cyaniventris,Polyrhachis cyaniventris,0
Polyrhachis_debilis,Polyrhachis debilis,0
Polyrhachis_decemdentata,Polyrhachis decemdentata,0
Polyrhachis_dives,Polyrhachis dives,0
Polyrhachis_equina,Polyrhachis equina,0
Polyrhachis_flavibasis,Polyrhachis flavibasis,0
Polyrhachis_furcata,Polyrhachis furcata,0
Polyrhachis_gagates,Polyrhachis gagates,0
Polyrhachis_hexacantha,Polyrhachis hexacantha,0
Polyrhachis_illaudata,Polyrhachis illaudata,0
Polyrhachis_lacteipennis,Polyrhachis lacteipennis,0
Polyrhachis_lamellidens,Polyrhachis lamellidens,0
Polyrhachis_loweryi,Polyrhachis loweryi,0
Polyrhachis_proxima,Polyrhachis proxima,0
Polyrhachis_rastellata,Polyrhachis rastellata,0
Polyrhachis_schistacea,Polyrhachis schistacea,0
Polyrhachis_semipolita,Polyrhachis semipolita,0
Polyrhachis_sokolova,Polyrhachis sokolova,0
Polyrhachis_thrinax,Polyrhachis thrinax,0
Polyrhachis_tibialis,Polyrhachis tibialis,0
Polyrhachis_ypsilon,Polyrhachis ypsilon,0
Ponera_exotica,Ponera exotica,0
Ponera_pennsylvanica,Ponera pennsylvanica,0
Prenolepis_imparis,Prenolepis imparis,0
Prenolepis_melanogaster,Prenolepis melanogaster,0
Prenolepis_nitens,Prenolepis nitens,0
Prionopelta_amabilis,Prionopelta amabilis,0
Pristomyrmex_punctatus,Pristomyrmex punctatus,0
Proatta_butteli,Proatta butteli,0
Probolomyrmex_tani,Probolomyrmex tani,0
Proceratium_stictum,Proceratium stictum,0
Procryptocerus_scabriusculus,Procryptocerus scabriusculus,0
Proformica_mongolica,Proformica mongolica,0
Proformica_nasuta,Proformica nasuta,0
Prolasius_convexus,Prolasius convexus,0
Psalidomyrmex_procerus,Psalidomyrmex procerus,0
Pseudomyrmex_acanthobius,Pseudomyrmex acanthobius,1
Pseudomyrmex_apache,Pseudomyrmex apache,0
Pseudomyrmex_championi,Pseudomyrmex championi,0
Pseudomyrmex_concolor,Pseudomyrmex concolor,0
Pseudomyrmex_cubaensis,Pseudomyrmex cubaensis,0
Pseudomyrmex_dendroicus,Pseudomyrmex dendroicus,0
Pseudomyrmex_ejectus,Pseudomyrmex ejectus,0
Pseudomyrmex_elongatulus,Pseudomyrmex elongatulus,0
Pseudomyrmex_elongatus,Pseudomyrmex elongatus,0
Pseudomyrmex_ferrugineus,Pseudomyrmex ferrugineus,1
Pseudomyrmex_flavicornis,Pseudomyrmex flavicornis,0
Pseudomyrmex_flavidulus,Pseudomyrmex flavidulus,0
Pseudomyrmex_fortis,Pseudomyrmex fortis,0
Pseudomyrmex_gracilis,Pseudomyrmex gracilis,1
Pseudomyrmex_nigropilosus,Pseudomyrmex nigropilosus,0
Pseudomyrmex_pallidus,Pseudomyrmex pallidus,1
Pseudomyrmex_pazosi,Pseudomyrmex pazosi,0
Pseudomyrmex_penetrator,Pseudomyrmex penetrator,0
Pseudomyrmex_peperi,Pseudomyrmex peperi,0
Pseudomyrmex_phyllophilus,Pseudomyrmex phyllophilus,0
Pseudomyrmex_salvini,Pseudomyrmex salvini,0
Pseudomyrmex_satanicus,Pseudomyrmex satanicus,0
Pseudomyrmex_simplex,Pseudomyrmex simplex,0
Pseudomyrmex_spinicola,Pseudomyrmex spinicola,0
Pseudomyrmex_tenuis,Pseudomyrmex tenuis,0
Pseudomyrmex_termitarius,Pseudomyrmex termitarius,1
Pseudomyrmex_triplarinus,Pseudomyrmex triplarinus,0
Pseudomyrmex_unicolor,Pseudomyrmex unicolor,0
Pseudomyrmex_veneficus,Pseudomyrmex veneficus,1
Pseudomyrmex_viduus,Pseudomyrmex viduus,0
Pseudonotoncus_hirsutus,Pseudonotoncus hirsutus,0
Ravavy_miafina,Ravavy miafina,0
Rhopalomastix_rothneyi,Rhopalomastix rothneyi,0
Rhytidoponera_chalybaea,Rhytidoponera chalybaea,0
Rhytidoponera_metallica,Rhytidoponera metallica,0
Rogeria_stigmatica,Rogeria stigmatica,0
Rossomyrmex_anatolicus,Rossomyrmex anatolicus,0
Solenopsis_aurea,Solenopsis aurea,1
Solenopsis_carolinensis,Solenopsis carolinensis,0
Solenopsis_fugax,Solenopsis fugax,0
Solenopsis_geminata,Solenopsis geminata,1
Solenopsis_globularia,Solenopsis globularia,0
Solenopsis_gnoma,Solenopsis gnoma,0
Solenopsis_invicta,Solenopsis invicta,1
Solenopsis_molesta,Solenopsis molesta,0
Solenopsis_papuana,Solenopsis papuana,0
Solenopsis_saudiensis,Solenopsis saudiensis,0
Solenopsis_terricola,Solenopsis terricola,0
Solenopsis_xyloni,Solenopsis xyloni,1
Sphinctomyrmex_stali,Sphinctomyrmex stali,0
Stegomyrmex_manni,Stegomyrmex manni,0
Stenamma_alas,Stenamma alas,0
Stenamma_brevicorne,Stenamma brevicorne,0
Stenamma_debile,Stenamma debile,0
Stenamma_diecki,Stenamma diecki,0
Stenamma_expolitum,Stenamma expolitum,0
Stenamma_impar,Stenamma impar,0
Stenamma_kashmirense,Stenamma kashmirense,0
Stenamma_nipponense,Stenamma nipponense,0
Stenamma_sardoum,Stenamma sardoum,0
Stenamma_snellingi,Stenamma snellingi,0
Stenamma_striatulum,Stenamma striatulum,0
Stigmatomma_pallipes,Stigmatomma pallipes,0
Streblognathus_peetersi,Streblognathus peetersi,0
Strongylognathus_testaceus,Strongylognathus testaceus,0
Strumigenys_emmae,Strumigenys emmae,0
Strumigenys_exiguaevitae,Strumigenys exiguaevitae,0
Strumigenys_godeffroyi,Strumigenys godeffroyi,0
Strumigenys_gundlachi,Strumigenys gundlachi,0
Strumigenys_maxillaris,Strumigenys maxillaris,0
Strumigenys_membranifera,Strumigenys membranifera,0
Strumigenys_rogeri,Strumigenys rogeri,0
Strumigenys_subedentata,Strumigenys subedentata,0
Talaridris_mandibularis,Talaridris mandibularis,0
Tapinoma_erraticum,Tapinoma erraticum,1
Tapinoma_melanocephalum,Tapinoma melanocephalum,1
Tapinoma_nigerrimum,Tapinoma nigerrimum,0
Tapinoma_sessile,Tapinoma sessile,1
Tapinoma_subtile,Tapinoma subtile,0
Tatuidris_tatusia,Tatuidris tatusia,0
Technomyrmex_albipes,Technomyrmex albipes,1
Technomyrmex_difficilis,Technomyrmex difficilis,0
Technomyrmex_vitiensis,Technomyrmex vitiensis,0
Technomyrmex_voeltzkowi,Technomyrmex voeltzkowi,0
Temnothorax_recedens,Temnothorax recedens,0
Temnothorax_rugatulus,Temnothorax rugatulus,0
Temnothorax_unifasciatus,Temnothorax unifasciatus,1
Tetramorium_andrei,Tetramorium andrei,0
Tetramorium_bessonii,Tetramorium bessonii,0
Tetramorium_bicarinatum,Tetramorium bicarinatum,1
Tetramorium_caespitum,Tetramorium caespitum,0
Tetramorium_caldarium,Tetramorium caldarium,0
Tetramorium_electrum,Tetramorium electrum,0
Tetramorium_hispidum,Tetramorium hispidum,1
Tetramorium_impurum,Tetramorium impurum,0
Tetramorium_lanuginosum,Tetramorium lanuginosum,0
Tetramorium_pleganon,Tetramorium pleganon,0
Tetramorium_sericeiventre,Tetramorium sericeiventre,0
Tetramorium_simillimum,Tetramorium simillimum,0
Tetramorium_spinosum,Tetramorium spinosum,0
Tetraponera_aethiops,Tetraponera aethiops,0
Tetraponera_allaborans,Tetraponera allaborans,0
Tetraponera_ambigua,Tetraponera ambigua,0
Tetraponera_anthracina,Tetraponera anthracina,0
Tetraponera_attenuata,Tetraponera attenuata,0
Tetraponera_binghami,Tetraponera binghami,0
Tetraponera_latifrons,Tetraponera latifrons,0
Tetraponera_microcarpa,Tetraponera microcarpa,0
Tetraponera_natalensis,Tetraponera natalensis,0
Tetraponera_nigra,Tetraponera nigra,0
Tetraponera_penzigi,Tetraponera penzigi,0
Tetraponera_pilosa,Tetraponera pilosa,0
Tetraponera_punctulata,Tetraponera punctulata,0
Tetraponera_rufonigra,Tetraponera rufonigra,0
Tetraponera_tessmanni,Tetraponera tessmanni,0
Thaumatomyrmex_atrox,Thaumatomyrmex atrox,0
Trachymyrmex_arizonensis,Trachymyrmex arizonensis,0
Trachymyrmex_septentrionalis,Trachymyrmex septentrionalis,0
Trachymyrmex_smithi,Trachymyrmex smithi,0
Tranopelta_gilva,Tranopelta gilva,0
Tranopelta_subterranea,Tranopelta subterranea,0
Tropidomyrmex_elianae,Tropidomyrmex elianae,0
Typhlomyrmex_rogenhoferi,Typhlomyrmex rogenhoferi,0
Tyrannomyrmex_legatus,Tyrannomyrmex legatus,0
Tyrannomyrmex_rex,Tyrannomyrmex rex,0
Veromessor_andrei,Veromessor andrei,0
Veromessor_pergandei,Veromessor pergandei,0
Vollenhovia_emeryi,Vollenhovia emeryi,0
Wasmannia_auropunctata,Wasmannia auropunctata,1
Xenomyrmex_floridanus,Xenomyrmex floridanus,0
Yavnella_argamani,Yavnella argamani,0
Zatania_albimaculata,Zatania albimaculata,0
Zatania_cisipa,Zatania cisipa,0
Zatania_gibberosa,Zatania gibberosa,0
Zatania_gloriosa,Zatania gloriosa,0
