Phy,,Valid,maxlatall,minlatall,midpoint,abs_lat_native
Megalomyrmex_foreli,,Megalomyrmex.foreli,11.21360058,-18.34859942,-3.56749942,3.56749942
Megalomyrmex_fungiraptor,,Megalomyrmex.fungiraptor,15.02500058,8.02560058,11.52530058,11.52530058
Megalomyrmex_glaesarius,,Megalomyrmex.glaesarius,8.15540058,-18.34859942,-5.09659942,5.09659942
Megalomyrmex_gnomus,,Megalomyrmex.gnomus,5.75550058,-24.05309942,-9.14879942,9.14879942
Megalomyrmex_goeldii,,Megalomyrmex.goeldii,5.27390058,-29.35779942,-12.04194942,12.04194942
Megalomyrmex_iheringi,,Megalomyrmex.iheringi,-8.53089942,-25.31499942,-16.92294942,16.92294942
Megalomyrmex_incisus,,Megalomyrmex.incisus,22.47220058,-27.58839942,-2.55809942,2.55809942
Megalomyrmex_leoninus,,Megalomyrmex.leoninus,NA,NA,NA,NA
Megalomyrmex_longinoi,,Megalomyrmex.longinoi,9.62570058,7.20450058,8.41510058,8.41510058
Megalomyrmex_megadrifti,,Megalomyrmex.megadrifti,27.66890058,-28.15199942,-0.24154942,0.24154942
Megalomyrmex_milenae,,Megalomyrmex.milenae,9.62570058,7.20450058,8.41510058,8.41510058
Megalomyrmex_miri,,Megalomyrmex.miri,11.21360058,-28.15199942,-8.46919942,8.46919942
Megalomyrmex_modestus,,Megalomyrmex.modestus,12.48910058,-22.89889942,-5.20489942,5.20489942
Megalomyrmex_mondabora,,Megalomyrmex.mondabora,17.42020058,-13.68329942,1.86845058,1.86845058
Megalomyrmex_mondaboroides,,Megalomyrmex.mondaboroides,11.21360058,-18.34859942,-3.56749942,3.56749942
Megalomyrmex_myops,,Megalomyrmex.myops,-14.23609942,-33.74389942,-23.98999942,23.98999942
Megalomyrmex_nocarina,,Megalomyrmex.nocarina,11.21360058,-9.83819942,0.68770058,0.68770058
Megalomyrmex_osadrifti,,Megalomyrmex.osadrifti,11.21360058,7.20450058,9.20905058,9.20905058
Megalomyrmex_pacova,,Megalomyrmex.pacova,8.90640058,-5.00919942,1.94860058,1.94860058
Megalomyrmex_piriana,,Megalomyrmex.piriana,1.43750058,-5.00919942,-1.78584942,1.78584942
Megalomyrmex_poatan,,Megalomyrmex.poatan,11.35640058,-18.34859942,-3.49609942,3.49609942
Megalomyrmex_pusillus,,Megalomyrmex.pusillus,5.75550058,-33.74389942,-13.99419942,13.99419942
Megalomyrmex_reina,,Megalomyrmex.reina,11.21360058,8.02560058,9.61960058,9.61960058
Megalomyrmex_silvestrii,,Megalomyrmex.silvestrii,24.56310058,-35.00229942,-5.21959942,5.21959942
Megalomyrmex_staudingeri,,Megalomyrmex.staudingeri,NA,NA,NA,NA
Megalomyrmex_symmetochus,,Megalomyrmex.symmetochus,15.02500058,-29.35779942,-7.16639942,7.16639942
Megalomyrmex_tasyba,,Megalomyrmex.tasyba,1.43750058,-5.00919942,-1.78584942,1.78584942
Megalomyrmex_timbira,,Megalomyrmex.timbira,12.48910058,-5.00919942,3.73995058,3.73995058
Megalomyrmex_wallacei,,Megalomyrmex.wallacei,12.46390058,-24.05309942,-5.79459942,5.79459942
Megalomyrmex_wettereri,,Megalomyrmex.wettereri,11.21360058,7.20450058,9.20905058,9.20905058
Megalomyrmex_weyrauchi,,Megalomyrmex.weyrauchi,-0.03139942,-18.34859942,-9.18999942,9.18999942
Megaponera_analis,,Megaponera.analis,25.00020058,-46.96979942,-10.98479942,10.98479942
Megaponera_analis amazon,,Megaponera.analis amazon,25.00020058,3.40640058,14.20330058,14.20330058
Megaponera_analis crassicornis,,Megaponera.analis crassicornis,17.99480058,-18.03859942,-0.02189942,0.02189942
Megaponera_analis rapax,,Megaponera.analis rapax,5.38140058,-18.03859942,-6.32859942,6.32859942
Megaponera_analis subpilosa,,Megaponera.analis subpilosa,-4.38899942,-18.03859942,-11.21379942,11.21379942
Megaponera_analis termitivora,,Megaponera.analis termitivora,3.71300058,-18.03859942,-7.16279942,7.16279942
Melissotarsus_beccarii,,Melissotarsus.beccarii,17.99480058,-46.96979942,-14.48749942,14.48749942
Melissotarsus_emeryi,,Melissotarsus.emeryi,32.15490058,-46.96979942,-7.40744942,7.40744942
Melissotarsus_insularis,,Melissotarsus.insularis,-11.94559942,-25.60029942,-18.77294942,18.77294942
Melissotarsus_weissi,,Melissotarsus.weissi,13.08520058,-13.45809942,-0.18644942,0.18644942
Melophorus_aeneovirens,,Melophorus.aeneovirens,-9.27529942,-39.14729942,-24.21129942,24.21129942
Melophorus_anderseni,,Melophorus.anderseni,-10.96859942,-26.00489942,-18.48674942,18.48674942
Melophorus_andersenioides,,Melophorus.andersenioides,-9.27529942,-37.51269942,-23.39399942,23.39399942
Melophorus_ankylochaetes,,Melophorus.ankylochaetes,-9.27529942,-37.51269942,-23.39399942,23.39399942
Melophorus_argus,,Melophorus.argus,-10.96859942,-26.00489942,-18.48674942,18.48674942
Melophorus_attenuipes,,Melophorus.attenuipes,-13.72669942,-35.13839942,-24.43254942,24.43254942
Melophorus_bagoti,,Melophorus.bagoti,-9.27529942,-39.14729942,-24.21129942,24.21129942
Melophorus_barbellulatus,,Melophorus.barbellulatus,-25.99919942,-38.07389942,-32.03654942,32.03654942
Melophorus_biroi,,Melophorus.biroi,-9.27529942,-54.75389942,-32.01459942,32.01459942
Melophorus_brevignathus,,Melophorus.brevignathus,-9.27529942,-29.17059942,-19.22294942,19.22294942
Melophorus_brevipalpus,,Melophorus.brevipalpus,-25.99919942,-38.07389942,-32.03654942,32.03654942
Melophorus_bruneus,,Melophorus.bruneus,-9.27529942,-39.14729942,-24.21129942,24.21129942
Melophorus_caeruleoviolaceus,,Melophorus.caeruleoviolaceus,-9.27529942,-38.07389942,-23.67459942,23.67459942
Melophorus_canus,,Melophorus.canus,-9.27529942,-38.07389942,-23.67459942,23.67459942
Melophorus_castaneus,,Melophorus.castaneus,-9.27529942,-39.14729942,-24.21129942,24.21129942
Melophorus_castanopus,,Melophorus.castanopus,-25.99919942,-54.75389942,-40.37654942,40.37654942
Melophorus_cerasinoniger,,Melophorus.cerasinoniger,-25.99919942,-39.14729942,-32.57324942,32.57324942
Melophorus_chauliodon,,Melophorus.chauliodon,-9.27529942,-38.07389942,-23.67459942,23.67459942
Melophorus_chrysus,,Melophorus.chrysus,-13.72669942,-39.14729942,-26.43699942,26.43699942
Melophorus_clypeatus,,Melophorus.clypeatus,-13.72669942,-26.55179942,-20.13924942,20.13924942
Melophorus_compactus,,Melophorus.compactus,-9.27529942,-37.51269942,-23.39399942,23.39399942
Melophorus_cuneatus,,Melophorus.cuneatus,-26.55129942,-35.13839942,-30.84484942,30.84484942
Melophorus_curtus,,Melophorus.curtus,-9.27529942,-39.14729942,-24.21129942,24.21129942
Melophorus_dicyrtos,,Melophorus.dicyrtos,-9.27529942,-35.13839942,-22.20684942,22.20684942
Melophorus_diversus,,Melophorus.diversus,-9.27529942,-38.07389942,-23.67459942,23.67459942
Melophorus_eumorphus,,Melophorus.eumorphus,-25.99919942,-38.07389942,-32.03654942,32.03654942
Melophorus_fieldi,,Melophorus.fieldi,-10.96859942,-38.07389942,-24.52124942,24.52124942
Melophorus_fulgidus,,Melophorus.fulgidus,-25.99919942,-38.07389942,-32.03654942,32.03654942
Melophorus_fulvidus,,Melophorus.fulvidus,-9.27529942,-29.17059942,-19.22294942,19.22294942
Melophorus_fulvihirtus,,Melophorus.fulvihirtus,-25.99919942,-39.14729942,-32.57324942,32.57324942
Melophorus_gibbosus,,Melophorus.gibbosus,-9.27529942,-39.14729942,-24.21129942,24.21129942
Melophorus_gilliatensis,,Melophorus.gilliatensis,-9.27529942,-29.17059942,-19.22294942,19.22294942
Melophorus_graciliceps,,Melophorus.graciliceps,-9.27529942,-39.14729942,-24.21129942,24.21129942
Melophorus_gracilipes,,Melophorus.gracilipes,-13.72669942,-35.13839942,-24.43254942,24.43254942
Melophorus_gracilis,,Melophorus.gracilis,-13.72669942,-26.55179942,-20.13924942,20.13924942
Melophorus_griseus,,Melophorus.griseus,-13.72669942,-26.55179942,-20.13924942,20.13924942
Melophorus_hexidens,,Melophorus.hexidens,-28.15009942,-37.51269942,-32.83139942,32.83139942
Melophorus_hirsutipes,,Melophorus.hirsutipes,-9.27529942,-39.14729942,-24.21129942,24.21129942
Melophorus_hirsutus,,Melophorus.hirsutus,-9.27529942,-39.14729942,-24.21129942,24.21129942
Melophorus_incisus,,Melophorus.incisus,-10.96859942,-35.13839942,-23.05349942,23.05349942
Melophorus_inconspicuus,,Melophorus.inconspicuus,-9.27529942,-39.14729942,-24.21129942,24.21129942
Melophorus_isaiah,,Melophorus.isaiah,-10.96859942,-38.07389942,-24.52124942,24.52124942
Melophorus_kuklos,,Melophorus.kuklos,-10.96859942,-26.55179942,-18.76019942,18.76019942
Melophorus_lanuginosus,,Melophorus.lanuginosus,-10.96859942,-38.07389942,-24.52124942,24.52124942
Melophorus_laticeps,,Melophorus.laticeps,-9.27529942,-39.14729942,-24.21129942,24.21129942
Melophorus_latinotus,,Melophorus.latinotus,-26.55129942,-35.13839942,-30.84484942,30.84484942
Melophorus_lissotriches,,Melophorus.lissotriches,-9.27529942,-38.07389942,-23.67459942,23.67459942
Melophorus_longiceps,,Melophorus.longiceps,-28.15009942,-37.51269942,-32.83139942,32.83139942
Melophorus_longipes,,Melophorus.longipes,-10.96859942,-38.07389942,-24.52124942,24.52124942
Melophorus_ludius,,Melophorus.ludius,-9.27529942,-39.14729942,-24.21129942,24.21129942
Melophorus_macrops,,Melophorus.macrops,-9.27529942,-38.07389942,-23.67459942,23.67459942
Melophorus_macroschismus,,Melophorus.macroschismus,-26.55129942,-35.13839942,-30.84484942,30.84484942
Melophorus_majeri,,Melophorus.majeri,-26.55129942,-35.13839942,-30.84484942,30.84484942
Melophorus_major,,Melophorus.major,-13.72669942,-37.51269942,-25.61969942,25.61969942
Melophorus_marmar,,Melophorus.marmar,-25.99919942,-38.07389942,-32.03654942,32.03654942
Melophorus_microreticulatus,,Melophorus.microreticulatus,-9.27529942,-38.07389942,-23.67459942,23.67459942
Melophorus_microtriches,,Melophorus.microtriches,-9.27529942,-38.07389942,-23.67459942,23.67459942
Melophorus_minimus,,Melophorus.minimus,-9.27529942,-38.07389942,-23.67459942,23.67459942
Melophorus_mjobergi,,Melophorus.mjobergi,-9.27529942,-35.13839942,-22.20684942,22.20684942
Melophorus_mullewaensis,,Melophorus.mullewaensis,-26.55129942,-35.13839942,-30.84484942,30.84484942
Melophorus_nemophilus,,Melophorus.nemophilus,-25.99919942,-39.14729942,-32.57324942,32.57324942
Melophorus_oblongiceps,,Melophorus.oblongiceps,-25.99919942,-38.07389942,-32.03654942,32.03654942
Melophorus_orthonotus,,Melophorus.orthonotus,-13.72669942,-26.55179942,-20.13924942,20.13924942
Melophorus_paramorphomenus,,Melophorus.paramorphomenus,-13.72669942,-35.13839942,-24.43254942,24.43254942
Melophorus_parvimolaris,,Melophorus.parvimolaris,-10.96859942,-26.55179942,-18.76019942,18.76019942
Melophorus_pelecygnathus,,Melophorus.pelecygnathus,-9.27529942,-38.07389942,-23.67459942,23.67459942
Melophorus_pelorocephalus,,Melophorus.pelorocephalus,-13.72669942,-38.07389942,-25.90029942,25.90029942
Melophorus_perthensis,,Melophorus.perthensis,-9.27529942,-38.07389942,-23.67459942,23.67459942
Melophorus_platyceps,,Melophorus.platyceps,-25.99919942,-39.14729942,-32.57324942,32.57324942
Melophorus_postlei,,Melophorus.postlei,-10.96859942,-26.55179942,-18.76019942,18.76019942
Melophorus_potteri,,Melophorus.potteri,-9.27529942,-39.14729942,-24.21129942,24.21129942
Melophorus_praesens,,Melophorus.praesens,-9.27529942,-39.14729942,-24.21129942,24.21129942
Melophorus_prominens,,Melophorus.prominens,-13.72669942,-35.13839942,-24.43254942,24.43254942
Melophorus_propebiroi,,Melophorus.propebiroi,-26.55129942,-35.13839942,-30.84484942,30.84484942
Melophorus_purpureus,,Melophorus.purpureus,-26.55129942,-35.13839942,-30.84484942,30.84484942
Melophorus_pusillus,,Melophorus.pusillus,-9.27529942,-38.07389942,-23.67459942,23.67459942
Melophorus_quadratus,,Melophorus.quadratus,-10.96859942,-38.07389942,-24.52124942,24.52124942
Melophorus_rufoniger,,Melophorus.rufoniger,-9.27529942,-39.14729942,-24.21129942,24.21129942
Melophorus_sericothrix,,Melophorus.sericothrix,-25.99919942,-38.07389942,-32.03654942,32.03654942
Melophorus_setosus,,Melophorus.setosus,-9.27529942,-29.17059942,-19.22294942,19.22294942
Melophorus_solitudinis,,Melophorus.solitudinis,-26.55129942,-35.13839942,-30.84484942,30.84484942
Melophorus_subulipalpus,,Melophorus.subulipalpus,-13.72669942,-38.07389942,-25.90029942,25.90029942
Melophorus_sulconotus,,Melophorus.sulconotus,-10.96859942,-26.55179942,-18.76019942,18.76019942
Melophorus_sulla,,Melophorus.sulla,-9.27529942,-39.14729942,-24.21129942,24.21129942
Melophorus_tenuis,,Melophorus.tenuis,-13.72669942,-26.55179942,-20.13924942,20.13924942
Melophorus_teretinotus,,Melophorus.teretinotus,-13.72669942,-26.55179942,-20.13924942,20.13924942
Melophorus_translucens,,Melophorus.translucens,-26.55129942,-35.13839942,-30.84484942,30.84484942
Melophorus_turbineus,,Melophorus.turbineus,-25.99919942,-38.07389942,-32.03654942,32.03654942
Melophorus_turneri,,Melophorus.turneri,-9.27529942,-39.14729942,-24.21129942,24.21129942
Melophorus_vitreus,,Melophorus.vitreus,-9.27529942,-35.13839942,-22.20684942,22.20684942
Melophorus_wheeleri,,Melophorus.wheeleri,-9.27529942,-38.07389942,-23.67459942,23.67459942
Melophorus_xouthos,,Melophorus.xouthos,-13.72669942,-38.07389942,-25.90029942,25.90029942
Meranoplus_ajax,,Meranoplus.ajax,-9.27529942,-38.07389942,-23.67459942,23.67459942
Meranoplus_angustinodis,,Meranoplus.angustinodis,-25.99919942,-39.14729942,-32.57324942,32.57324942
Meranoplus_arcuatus,,Meranoplus.arcuatus,-10.96859942,-38.07389942,-24.52124942,24.52124942
Meranoplus_armatus,,Meranoplus.armatus,5.91390058,-29.17059942,-11.62834942,11.62834942
Meranoplus_astericus,,Meranoplus.astericus,1.06970058,-11.15669942,-5.04349942,5.04349942
Meranoplus_aureolus,,Meranoplus.aureolus,-10.96859942,-26.55179942,-18.76019942,18.76019942
Meranoplus_barretti,,Meranoplus.barretti,-33.98779942,-39.14729942,-36.56754942,36.56754942
Meranoplus_beatoni,,Meranoplus.beatoni,-9.27529942,-29.17059942,-19.22294942,19.22294942
Meranoplus_bellii,,Meranoplus.bellii,27.17130058,-5.11139942,11.02995058,11.02995058
Meranoplus_berrimah,,Meranoplus.berrimah,-10.96859942,-26.55179942,-18.76019942,18.76019942
Meranoplus_bicolor,,Meranoplus.bicolor,37.06260058,-8.78249942,14.14005058,14.14005058
Meranoplus_biliran,,Meranoplus.biliran,21.11800058,4.50050058,12.80925058,12.80925058
Meranoplus_birmanus,,Meranoplus.birmanus,28.54910058,9.60580058,19.07745058,19.07745058
Meranoplus_boltoni,,Meranoplus.boltoni,9.82830058,5.91770058,7.87300058,7.87300058
Meranoplus_borneensis,,Meranoplus.borneensis,7.39690058,-5.11139942,1.14275058,1.14275058
Meranoplus_castaneus,,Meranoplus.castaneus,20.45520058,-8.78249942,5.83635058,5.83635058
Meranoplus_christinae,,Meranoplus.christinae,-9.27529942,-37.51269942,-23.39399942,23.39399942
Meranoplus_clypeatus,,Meranoplus.clypeatus,13.08520058,-13.45809942,-0.18644942,0.18644942
Meranoplus_convexius,,Meranoplus.convexius,-9.27529942,-37.51269942,-23.39399942,23.39399942
Meranoplus_crassispina,,Meranoplus.crassispina,-10.96859942,-38.07389942,-24.52124942,24.52124942
Meranoplus_cryptomys,,Meranoplus.cryptomys,-11.94559942,-25.60029942,-18.77294942,18.77294942
Meranoplus_curvispina,,Meranoplus.curvispina,-9.27529942,-39.14729942,-24.21129942,24.21129942
Meranoplus_deserticola,,Meranoplus.deserticola,-10.96859942,-38.07389942,-24.52124942,24.52124942
Meranoplus_dichrous,,Meranoplus.dichrous,-13.72669942,-35.13839942,-24.43254942,24.43254942
Meranoplus_digitatus,,Meranoplus.digitatus,-9.27529942,-37.51269942,-23.39399942,23.39399942
Meranoplus_dimidiatus,,Meranoplus.dimidiatus,-10.96859942,-38.07389942,-24.52124942,24.52124942
Meranoplus_discalis,,Meranoplus.discalis,-9.27529942,-29.17059942,-19.22294942,19.22294942
Meranoplus_diversoides,,Meranoplus.diversoides,-9.27529942,-29.17059942,-19.22294942,19.22294942
Meranoplus_diversus,,Meranoplus.diversus,-9.27529942,-38.07389942,-23.67459942,23.67459942
Meranoplus_dlusskyi,,Meranoplus.dlusskyi,23.37800058,8.41440058,15.89620058,15.89620058
Meranoplus_doddi,,Meranoplus.doddi,-9.27529942,-29.17059942,-19.22294942,19.22294942
Meranoplus_duyfkeni,,Meranoplus.duyfkeni,-10.96859942,-26.55179942,-18.76019942,18.76019942
Meranoplus_excavatus,,Meranoplus.excavatus,-10.96859942,-38.07389942,-24.52124942,24.52124942
Meranoplus_fenestratus,,Meranoplus.fenestratus,-9.27529942,-54.75389942,-32.01459942,32.01459942
Meranoplus_ferrugineus,,Meranoplus.ferrugineus,-26.55129942,-35.13839942,-30.84484942,30.84484942
Meranoplus_froggatti,,Meranoplus.froggatti,-33.98779942,-39.14729942,-36.56754942,36.56754942
Meranoplus_glaber,,Meranoplus.glaber,-0.99729942,-46.96979942,-23.98354942,23.98354942
Meranoplus_hilli,,Meranoplus.hilli,-33.98779942,-39.14729942,-36.56754942,36.56754942
Meranoplus_hirsutus,,Meranoplus.hirsutus,1.06970058,-37.51269942,-18.22149942,18.22149942
Meranoplus_hoplites,,Meranoplus.hoplites,-9.27529942,-29.17059942,-19.22294942,19.22294942
Meranoplus_hospes,,Meranoplus.hospes,-28.15009942,-37.51269942,-32.83139942,32.83139942
Meranoplus_inermis,,Meranoplus.inermis,22.23220058,-46.96979942,-12.36879942,12.36879942
Meranoplus_laeviventris,,Meranoplus.laeviventris,36.53190058,5.63110058,21.08150058,21.08150058
Meranoplus_leveillei,,Meranoplus.leveillei,-19.10949942,-22.69419942,-20.90184942,20.90184942
Meranoplus_levis,,Meranoplus.levis,27.17130058,5.91770058,16.54450058,16.54450058
Meranoplus_linae,,Meranoplus.linae,-9.27529942,-29.17059942,-19.22294942,19.22294942
Meranoplus_loebli,,Meranoplus.loebli,9.82830058,5.91770058,7.87300058,7.87300058
Meranoplus_magrettii,,Meranoplus.magrettii,22.23220058,-46.96979942,-12.36879942,12.36879942
Meranoplus_malaysianus,,Meranoplus.malaysianus,21.11800058,-8.78249942,6.16775058,6.16775058
Meranoplus_mars,,Meranoplus.mars,-9.27529942,-38.07389942,-23.67459942,23.67459942
Meranoplus_mayri,,Meranoplus.mayri,-11.94559942,-25.60029942,-18.77294942,18.77294942
Meranoplus_mcarthuri,,Meranoplus.mcarthuri,-10.96859942,-39.14729942,-25.05794942,25.05794942
Meranoplus_minimus,,Meranoplus.minimus,-10.96859942,-26.55179942,-18.76019942,18.76019942
Meranoplus_minor,,Meranoplus.minor,-9.27529942,-37.51269942,-23.39399942,23.39399942
Meranoplus_mjobergi,,Meranoplus.mjobergi,1.06970058,-29.17059942,-14.05044942,14.05044942
Meranoplus_montanus,,Meranoplus.montanus,7.39690058,-5.11139942,1.14275058,1.14275058
Meranoplus_mosalahi,,Meranoplus.mosalahi,26.50910058,16.64270058,21.57590058,21.57590058
Meranoplus_mucronatus,,Meranoplus.mucronatus,28.54910058,-5.95559942,11.29675058,11.29675058
Meranoplus_naitsabes,,Meranoplus.naitsabes,-9.27529942,-35.13839942,-22.20684942,22.20684942
Meranoplus_nanus,,Meranoplus.nanus,13.89150058,-46.96979942,-16.53914942,16.53914942
Meranoplus_nepalensis,,Meranoplus.nepalensis,30.42500058,26.34770058,28.38635058,28.38635058
Meranoplus_niger,,Meranoplus.niger,1.06970058,-11.15669942,-5.04349942,5.04349942
Meranoplus_occidentalis,,Meranoplus.occidentalis,-13.72669942,-35.13839942,-24.43254942,24.43254942
Meranoplus_oceanicus,,Meranoplus.oceanicus,-9.27529942,-37.51269942,-23.39399942,23.39399942
Meranoplus_orientalis,,Meranoplus.orientalis,-9.27529942,-29.17059942,-19.22294942,19.22294942
Meranoplus_oxleyi,,Meranoplus.oxleyi,-9.27529942,-39.14729942,-24.21129942,24.21129942
Meranoplus_parviumgulatus,,Meranoplus.parviumgulatus,1.06970058,-11.15669942,-5.04349942,5.04349942
Meranoplus_peringueyi,,Meranoplus.peringueyi,-22.12389942,-46.96979942,-34.54684942,34.54684942
Meranoplus_periyarensis,,Meranoplus.periyarensis,12.79620058,8.29470058,10.54545058,10.54545058
Meranoplus_pubescens,,Meranoplus.pubescens,-9.27529942,-38.07389942,-23.67459942,23.67459942
Meranoplus_pulcher,,Meranoplus.pulcher,32.15490058,15.61690058,23.88590058,23.88590058
Meranoplus_puryi,,Meranoplus.puryi,-9.27529942,-39.14729942,-24.21129942,24.21129942
Meranoplus_radamae,,Meranoplus.radamae,-11.94559942,-25.60029942,-18.77294942,18.77294942
Meranoplus_raripilis,,Meranoplus.raripilis,1.06970058,-11.15669942,-5.04349942,5.04349942
Meranoplus_rothneyi,,Meranoplus.rothneyi,33.19380058,5.91770058,19.55575058,19.55575058
Meranoplus_rugosus,,Meranoplus.rugosus,-26.55129942,-37.51269942,-32.03199942,32.03199942
Meranoplus_sabronensis,,Meranoplus.sabronensis,1.06970058,-11.15669942,-5.04349942,5.04349942
Meranoplus_schoedli,,Meranoplus.schoedli,-9.27529942,-29.17059942,-19.22294942,19.22294942
Meranoplus_similis,,Meranoplus.similis,-25.99919942,-38.07389942,-32.03654942,32.03654942
Meranoplus_snellingi,,Meranoplus.snellingi,-10.96859942,-26.55179942,-18.76019942,18.76019942
Meranoplus_spininodis,,Meranoplus.spininodis,-15.61609942,-46.96979942,-31.29294942,31.29294942
Meranoplus_spinosus,,Meranoplus.spinosus,2.63270058,-11.15669942,-4.26199942,4.26199942
Meranoplus_sthenus,,Meranoplus.sthenus,-15.61609942,-46.96979942,-31.29294942,31.29294942
Meranoplus_sylvarius,,Meranoplus.sylvarius,-11.94559942,-25.60029942,-18.77294942,18.77294942
Meranoplus_taurus,,Meranoplus.taurus,-9.27529942,-39.14729942,-24.21129942,24.21129942
Meranoplus_testudineus,,Meranoplus.testudineus,-13.72669942,-26.55179942,-20.13924942,20.13924942
Meranoplus_tricuspidatus,,Meranoplus.tricuspidatus,-9.27529942,-29.17059942,-19.22294942,19.22294942
Meranoplus_unicolor,,Meranoplus.unicolor,-9.27529942,-39.14729942,-24.21129942,24.21129942
Meranoplus_variabilis,,Meranoplus.variabilis,-10.96859942,-38.07389942,-24.52124942,24.52124942
Meranoplus_vestigator,,Meranoplus.vestigator,2.63270058,-8.35499942,-2.86114942,2.86114942
Meranoplus_wilsoni,,Meranoplus.wilsoni,-9.27529942,-37.51269942,-23.39399942,23.39399942
Mesoponera_ambigua,,Mesoponera.ambigua,55.05660058,-46.96979942,4.04340058,4.04340058
Mesoponera_australis,,Mesoponera.australis,5.91390058,-37.51269942,-15.79939942,15.79939942
Mesoponera_caffraria,,Mesoponera.caffraria,23.52230058,-46.96979942,-11.72374942,11.72374942
Mesoponera_caffraria affinis,,Mesoponera.caffraria affinis,3.71300058,-5.01919942,-0.65309942,0.65309942
Mesoponera_caffraria caffra,,Mesoponera.caffraria caffra,12.67750058,7.19380058,9.93565058,9.93565058
Mesoponera_elisae,,Mesoponera.elisae,-0.99729942,-46.96979942,-23.98354942,23.98354942
Mesoponera_elisae divaricata,,Mesoponera.elisae divaricata,17.99480058,12.36390058,15.17935058,15.17935058
Mesoponera_elisae redbankensis,,Mesoponera.elisae redbankensis,-15.61609942,-22.41479942,-19.01544942,19.01544942
Mesoponera_elisae rotundata,,Mesoponera.elisae rotundata,-4.38899942,-46.96979942,-25.67939942,25.67939942
Mesoponera_escherichi,,Mesoponera.escherichi,17.99480058,1.65410058,9.82445058,9.82445058
Mesoponera_flavopilosa,,Mesoponera.flavopilosa,22.23220058,3.49340058,12.86280058,12.86280058
Mesoponera_ingesta,,Mesoponera.ingesta,25.00020058,-26.86029942,-0.93004942,0.93004942
Mesoponera_manni,,Mesoponera.manni,28.54910058,-11.84589942,8.35160058,8.35160058
Mesoponera_melanaria,,Mesoponera.melanaria,29.22280058,-10.18609942,9.51835058,9.51835058
Mesoponera_melanaria macra,,Mesoponera.melanaria macra,-4.274437803,-10.18609942,-7.230268612,7.230268612
Mesoponera_nimba,,Mesoponera.nimba,12.67750058,7.19380058,9.93565058,9.93565058
Mesoponera_novemdentata,,Mesoponera.novemdentata,12.67750058,7.19380058,9.93565058,9.93565058
Mesoponera_papuana,,Mesoponera.papuana,1.06970058,-11.84589942,-5.38809942,5.38809942
Mesoponera_picea,,Mesoponera.picea,12.67750058,-3.92529942,4.37610058,4.37610058
Mesoponera_rubra,,Mesoponera.rubra,20.45520058,-29.17059942,-4.35769942,4.35769942
Mesoponera_rubra javana,,Mesoponera.rubra javana,5.91390058,-8.78249942,-1.43429942,1.43429942
Mesoponera_scolopax,,Mesoponera.scolopax,13.08520058,-13.45809942,-0.18644942,0.18644942
Mesoponera_senegalensis,,Mesoponera.senegalensis,16.69300058,-3.92529942,6.38385058,6.38385058
Mesoponera_subiridescens,,Mesoponera.subiridescens,55.05660058,-22.41479942,16.32090058,16.32090058
Mesoponera_testacea,,Mesoponera.testacea,21.11800058,-17.87089942,1.62355058,1.62355058
Mesoponera_villiersi,,Mesoponera.villiersi,12.67750058,7.19380058,9.93565058,9.93565058
Mesoponera_weberi,,Mesoponera.weberi,12.67750058,4.34470058,8.51110058,8.51110058
Mesostruma_bella,,Mesostruma.bella,-28.15009942,-37.51269942,-32.83139942,32.83139942
Mesostruma_browni,,Mesostruma.browni,-9.27529942,-37.51269942,-23.39399942,23.39399942
Mesostruma_eccentrica,,Mesostruma.eccentrica,-25.99919942,-39.14729942,-32.57324942,32.57324942
Mesostruma_exolympica,,Mesostruma.exolympica,-25.99919942,-38.07389942,-32.03654942,32.03654942
Mesostruma_inornata,,Mesostruma.inornata,-25.99919942,-38.07389942,-32.03654942,32.03654942
Mesostruma_laevigata,,Mesostruma.laevigata,-25.99919942,-39.14729942,-32.57324942,32.57324942
Mesostruma_loweryi,,Mesostruma.loweryi,-25.99919942,-39.14729942,-32.57324942,32.57324942
Mesostruma_spinosa,,Mesostruma.spinosa,-26.55129942,-35.13839942,-30.84484942,30.84484942
Mesostruma_turneri,,Mesostruma.turneri,-9.27529942,-29.17059942,-19.22294942,19.22294942
Messor_abdelazizi,,Messor.abdelazizi,37.09130058,18.97640058,28.03385058,28.03385058
Messor_aciculatus,,Messor.aciculatus,77.14800058,-2.25729942,37.44535058,37.44535058
Messor_aciculatus risianus,,Messor.aciculatus risianus,31.82000058,30.68800058,31.25400058,31.25400058
Messor_aegyptiacus,,Messor.aegyptiacus,37.53940058,14.72530058,26.13235058,26.13235058
Messor_aegyptiacus canaliculatus,,Messor.aegyptiacus canaliculatus,37.09130058,18.97640058,28.03385058,28.03385058
Messor_aegyptiacus felah,,Messor.aegyptiacus felah,33.29210058,21.99410058,27.64310058,27.64310058
Messor_aegyptiacus phasianicus,,Messor.aegyptiacus phasianicus,37.09130058,18.97640058,28.03385058,28.03385058
Messor_aegyptiacus tunetinus,,Messor.aegyptiacus tunetinus,37.34050058,18.97640058,28.15845058,28.15845058
Messor_alexandri,,Messor.alexandri,42.11000058,25.07520058,33.59260058,33.59260058
Messor_angularis,,Messor.angularis,4.62250058,-11.74089942,-3.55919942,3.55919942
Messor_antennatus,,Messor.antennatus,37.09130058,18.97640058,28.03385058,28.03385058
