Phy,,Valid,maxlatall,minlatall,midpoint,abs_lat_native
Acanthognathus_brevicornis,,Acanthognathus.brevicornis,9.62570058,-33.74389942,-12.05909942,12.05909942
Acanthognathus_laevigatus,,Acanthognathus.laevigatus,2.69910058,0.33450058,1.51680058,1.51680058
Acanthognathus_lentus,,Acanthognathus.lentus,17.42020058,-29.35779942,-5.96879942,5.96879942
Acanthognathus_ocellatus,,Acanthognathus.ocellatus,22.47220058,-33.74389942,-5.63584942,5.63584942
Acanthognathus_rudis,,Acanthognathus.rudis,5.48270058,-33.74389942,-14.13059942,14.13059942
Acanthognathus_stipulosus,,Acanthognathus.stipulosus,12.48910058,-22.89889942,-5.20489942,5.20489942
Acanthognathus_teledectus,,Acanthognathus.teledectus,18.74860058,-18.34859942,0.20000058,0.20000058
Acanthomyrmex_basispinosus,,Acanthomyrmex.basispinosus,7.39690058,-7.53499942,-0.06904942,0.06904942
Acanthomyrmex_careoscrobis,,Acanthomyrmex.careoscrobis,7.39690058,-5.11139942,1.14275058,1.14275058
Acanthomyrmex_concavus,,Acanthomyrmex.concavus,7.39690058,-5.11139942,1.14275058,1.14275058
Acanthomyrmex_crassispinus,,Acanthomyrmex.crassispinus,26.38000058,21.90300058,24.14150058,24.14150058
Acanthomyrmex_dusun,,Acanthomyrmex.dusun,7.39690058,-5.11139942,1.14275058,1.14275058
Acanthomyrmex_ferox,,Acanthomyrmex.ferox,20.45520058,-5.95559942,7.24980058,7.24980058
Acanthomyrmex_foveolatus,,Acanthomyrmex.foveolatus,7.39690058,-5.11139942,1.14275058,1.14275058
Acanthomyrmex_glabfemoralis,,Acanthomyrmex.glabfemoralis,26.38550058,8.41440058,17.39995058,17.39995058
Acanthomyrmex_humilis,,Acanthomyrmex.humilis,23.37800058,8.41440058,15.89620058,15.89620058
Acanthomyrmex_laevis,,Acanthomyrmex.laevis,6.71110058,1.20160058,3.95635058,3.95635058
Acanthomyrmex_luciolae,,Acanthomyrmex.luciolae,29.22280058,5.91770058,17.57025058,17.57025058
Acanthomyrmex_malikuli,,Acanthomyrmex.malikuli,20.45520058,5.63110058,13.04315058,13.04315058
Acanthomyrmex_mindanao,,Acanthomyrmex.mindanao,21.11800058,-5.11139942,8.00330058,8.00330058
Acanthomyrmex_minus,,Acanthomyrmex.minus,5.91390058,-5.95559942,-0.02084942,0.02084942
Acanthomyrmex_mizunoi,,Acanthomyrmex.mizunoi,20.45520058,5.63110058,13.04315058,13.04315058
Acanthomyrmex_notabilis,,Acanthomyrmex.notabilis,4.80650058,-8.35499942,-1.77424942,1.77424942
Acanthomyrmex_padanensis,,Acanthomyrmex.padanensis,5.91390058,-5.95559942,-0.02084942,0.02084942
Acanthomyrmex_sulawesiensis,,Acanthomyrmex.sulawesiensis,4.80650058,-7.53499942,-1.36424942,1.36424942
Acanthomyrmex_thailandensis,,Acanthomyrmex.thailandensis,20.45520058,5.63110058,13.04315058,13.04315058
Acanthoponera_goeldii,,Acanthoponera.goeldii,-14.23609942,-29.35779942,-21.79694942,21.79694942
Acanthoponera_minor,,Acanthoponera.minor,22.47220058,-24.05309942,-0.79044942,0.79044942
Acanthoponera_mucronata,,Acanthoponera.mucronata,12.48910058,-35.00229942,-11.25659942,11.25659942
Acanthoponera_peruviana,,Acanthoponera.peruviana,5.75550058,-18.34859942,-6.29654942,6.29654942
Acanthostichus_arizonensis,,Acanthostichus.arizonensis,37.00310058,25.60610058,31.30460058,31.30460058
Acanthostichus_bentoni,,Acanthostichus.bentoni,2.22910058,-18.03809942,-7.90449942,7.90449942
Acanthostichus_brevicornis,,Acanthostichus.brevicornis,21.62330058,-34.38219942,-6.37944942,6.37944942
Acanthostichus_brevinodis,,Acanthostichus.brevinodis,2.22910058,-24.05309942,-10.91199942,10.91199942
Acanthostichus_concavinodis,,Acanthostichus.concavinodis,-0.03139942,-22.90109942,-11.46624942,11.46624942
Acanthostichus_davisi,,Acanthostichus.davisi,42.51180058,21.52000058,32.01590058,32.01590058
Acanthostichus_emmae,,Acanthostichus.emmae,18.68110058,15.64360058,17.16235058,17.16235058
Acanthostichus_femoralis,,Acanthostichus.femoralis,4.39220058,-30.15689942,-12.88234942,12.88234942
Acanthostichus_flexuosus,,Acanthostichus.flexuosus,-25.96809942,-29.35779942,-27.66294942,27.66294942
Acanthostichus_fuscipennis,,Acanthostichus.fuscipennis,12.48910058,-29.35779942,-8.43434942,8.43434942
Acanthostichus_kirbyi,,Acanthostichus.kirbyi,2.61750058,-28.15199942,-12.76724942,12.76724942
Acanthostichus_laevigatus,,Acanthostichus.laevigatus,12.48910058,0.64860058,6.56885058,6.56885058
Acanthostichus_laticornis,,Acanthostichus.laticornis,2.61750058,-34.97779942,-16.18014942,16.18014942
Acanthostichus_lattkei,,Acanthostichus.lattkei,12.48910058,0.64860058,6.56885058,6.56885058
Acanthostichus_longinodis,,Acanthostichus.longinodis,-17.18529942,-27.58839942,-22.38684942,22.38684942
Acanthostichus_punctiscapus,,Acanthostichus.punctiscapus,37.00310058,31.33250058,34.16780058,34.16780058
Acanthostichus_quadratus,,Acanthostichus.quadratus,4.90000058,-33.74389942,-14.42194942,14.42194942
Acanthostichus_quirozi,,Acanthostichus.quirozi,22.47220058,17.15000058,19.81110058,19.81110058
Acanthostichus_sanchezorum,,Acanthostichus.sanchezorum,4.90000058,-28.15199942,-11.62599942,11.62599942
Acanthostichus_serratulus,,Acanthostichus.serratulus,5.75550058,-34.05649942,-14.15049942,14.15049942
Acanthostichus_skwarrae,,Acanthostichus.skwarrae,22.47220058,17.15000058,19.81110058,19.81110058
Acanthostichus_texanus,,Acanthostichus.texanus,37.00310058,17.15000058,27.07655058,27.07655058
Acanthostichus_truncatus,,Acanthostichus.truncatus,1.42330058,-0.57759942,0.42285058,0.42285058
Acromyrmex_ambiguus,,Acromyrmex.ambiguus,-8.53089942,-42.00999942,-25.27044942,25.27044942
Acromyrmex_ameliae,,Acromyrmex.ameliae,-14.23609942,-22.89889942,-18.56749942,18.56749942
Acromyrmex_aspersus,,Acromyrmex.aspersus,NA,NA,NA,NA
Acromyrmex_aspersus fuhrmanni,,Acromyrmex.aspersus fuhrmanni,8.90640058,5.47330058,7.18985058,7.18985058
Acromyrmex_balzani,,Acromyrmex.balzani,12.48910058,-34.97779942,-11.24434942,11.24434942
Acromyrmex_balzani multituber,,Acromyrmex.balzani multituber,-9.67919942,-22.90109942,-16.29014942,16.29014942
Acromyrmex_biscutatus,,Acromyrmex.biscutatus,5.75550058,2.11220058,3.93385058,3.93385058
Acromyrmex_charruanus,,Acromyrmex.charruanus,-30.09669942,-34.97779942,-32.53724942,32.53724942
Acromyrmex_coronatus,,Acromyrmex.coronatus,NA,NA,NA,NA
Acromyrmex_coronatus andicola,,Acromyrmex.coronatus andicola,1.43750058,-22.90109942,-10.73179942,10.73179942
Acromyrmex_coronatus globoculis,,Acromyrmex.coronatus globoculis,11.21360058,-25.31499942,-7.05069942,7.05069942
Acromyrmex_coronatus importunus,,Acromyrmex.coronatus importunus,11.21360058,8.02560058,9.61960058,9.61960058
Acromyrmex_coronatus panamensis,,Acromyrmex.coronatus panamensis,11.21360058,-18.34859942,-3.56749942,3.56749942
Acromyrmex_coronatus rectispinus,,Acromyrmex.coronatus rectispinus,11.21360058,8.02560058,9.61960058,9.61960058
Acromyrmex_crassispinus,,Acromyrmex.crassispinus,-2.74749942,-35.00229942,-18.87489942,18.87489942
Acromyrmex_diasi,,Acromyrmex.diasi,-12.47079942,-33.74389942,-23.10734942,23.10734942
Acromyrmex_disciger,,Acromyrmex.disciger,-14.23609942,-33.74389942,-23.98999942,23.98999942
Acromyrmex_echinatior,,Acromyrmex.echinatior,31.78390058,-5.00919942,13.38735058,13.38735058
Acromyrmex_evenkul,,Acromyrmex.evenkul,-25.49389942,-28.15199942,-26.82294942,26.82294942
Acromyrmex_fowleri,,Acromyrmex.fowleri,-8.53089942,-18.32559942,-13.42824942,13.42824942
Acromyrmex_fracticornis,,Acromyrmex.fracticornis,-2.74749942,-41.04869942,-21.89809942,21.89809942
Acromyrmex_heyeri,,Acromyrmex.heyeri,12.48910058,-41.04869942,-14.27979942,14.27979942
Acromyrmex_hispidus,,Acromyrmex.hispidus,-0.03139942,-41.04869942,-20.54004942,20.54004942
Acromyrmex_hispidus fallax,,Acromyrmex.hispidus fallax,-19.29669942,-34.38219942,-26.83944942,26.83944942
Acromyrmex_hispidus formosus,,Acromyrmex.hispidus formosus,-22.47029942,-28.15199942,-25.31114942,25.31114942
Acromyrmex_hystrix,,Acromyrmex.hystrix,12.48910058,-41.04869942,-14.27979942,14.27979942
Acromyrmex_insinuator,,Acromyrmex.insinuator,9.62570058,7.20450058,8.41510058,8.41510058
Acromyrmex_landolti,,Acromyrmex.landolti,NA,NA,NA,NA
Acromyrmex_landolti myersi,,Acromyrmex.landolti myersi,13.38470058,-4.23689942,4.57390058,4.57390058
Acromyrmex_laticeps,,Acromyrmex.laticeps,2.61750058,-34.97779942,-16.18014942,16.18014942
Acromyrmex_lobicornis,,Acromyrmex.lobicornis,-8.53089942,-52.38159942,-30.45624942,30.45624942
Acromyrmex_lobicornis cochlearis,,Acromyrmex.lobicornis cochlearis,-25.49389942,-28.15199942,-26.82294942,26.82294942
Acromyrmex_lobicornis ferrugineus,,Acromyrmex.lobicornis ferrugineus,-19.29669942,-37.56539942,-28.43104942,28.43104942
Acromyrmex_lobicornis pencosensis,,Acromyrmex.lobicornis pencosensis,-27.99939942,-52.38159942,-40.19049942,40.19049942
Acromyrmex_lobicornis pruinosior,,Acromyrmex.lobicornis pruinosior,-8.53089942,-35.00229942,-21.76659942,21.76659942
Acromyrmex_lundii,,Acromyrmex.lundii,4.97910058,-42.00999942,-18.51544942,18.51544942
Acromyrmex_lundii boliviensis,,Acromyrmex.lundii boliviensis,-9.67919942,-22.90109942,-16.29014942,16.29014942
Acromyrmex_lundii carli,,Acromyrmex.lundii carli,20.27080058,-18.03809942,1.11635058,1.11635058
Acromyrmex_lundii decolor,,Acromyrmex.lundii decolor,-19.29669942,-28.05479942,-23.67574942,23.67574942
Acromyrmex_lundii parallelus,,Acromyrmex.lundii parallelus,-19.29669942,-35.00229942,-27.14949942,27.14949942
Acromyrmex_niger,,Acromyrmex.niger,2.61750058,-41.04869942,-19.21559942,19.21559942
Acromyrmex_nigrosetosus,,Acromyrmex.nigrosetosus,12.48910058,-33.74389942,-10.62739942,10.62739942
Acromyrmex_nobilis,,Acromyrmex.nobilis,12.48910058,-9.83819942,1.32545058,1.32545058
Acromyrmex_octospinosus,,Acromyrmex.octospinosus,NA,NA,NA,NA
Acromyrmex_octospinosus cubanus,,Acromyrmex.octospinosus cubanus,23.27750058,19.82190058,21.54970058,21.54970058
Acromyrmex_octospinosus ekchuah,,Acromyrmex.octospinosus ekchuah,21.61000058,19.65190058,20.63095058,20.63095058
Acromyrmex_octospinosus inti,,Acromyrmex.octospinosus inti,-0.03139942,-18.34859942,-9.18999942,9.18999942
Acromyrmex_pubescens,,Acromyrmex.pubescens,-7.33919942,-46.00029942,-26.66974942,26.66974942
Acromyrmex_pulvereus,,Acromyrmex.pulvereus,-29.41939942,-35.00229942,-32.21084942,32.21084942
Acromyrmex_rugosus,,Acromyrmex.rugosus,12.48910058,-41.04869942,-14.27979942,14.27979942
Acromyrmex_rugosus rochai,,Acromyrmex.rugosus rochai,-2.78639942,-25.31499942,-14.05069942,14.05069942
Acromyrmex_rugosus santschii,,Acromyrmex.rugosus santschii,12.46390058,0.33450058,6.39920058,6.39920058
Acromyrmex_silvestrii,,Acromyrmex.silvestrii,43.79270058,-46.00029942,-1.10379942,1.10379942
Acromyrmex_silvestrii bruchi,,Acromyrmex.silvestrii bruchi,-25.16249942,-42.00999942,-33.58624942,33.58624942
Acromyrmex_striatus,,Acromyrmex.striatus,-2.74749942,-46.00029942,-24.37389942,24.37389942
Acromyrmex_subterraneus,,Acromyrmex.subterraneus,12.48910058,-41.04869942,-14.27979942,14.27979942
Acromyrmex_subterraneus brunneus,,Acromyrmex.subterraneus brunneus,2.61750058,-33.74389942,-15.56319942,15.56319942
Acromyrmex_subterraneus molestans,,Acromyrmex.subterraneus molestans,2.22910058,-23.35809942,-10.56449942,10.56449942
Acromyrmex_subterraneus ogloblini,,Acromyrmex.subterraneus ogloblini,-25.49389942,-35.00229942,-30.24809942,30.24809942
Acromyrmex_subterraneus peruvianus,,Acromyrmex.subterraneus peruvianus,-0.03139942,-18.34859942,-9.18999942,9.18999942
Acromyrmex_versicolor,,Acromyrmex.versicolor,42.00000058,1.18550058,21.59275058,21.59275058
Acromyrmex_volcanus,,Acromyrmex.volcanus,15.02500058,7.20450058,11.11475058,11.11475058
Acropyga_acutiventris,,Acropyga.acutiventris,33.19380058,-39.14729942,-2.97674942,2.97674942
Acropyga_ambigua,,Acropyga.ambigua,7.39690058,-11.15669942,-1.87989942,1.87989942
Acropyga_arnoldi,,Acropyga.arnoldi,-15.61609942,-46.96979942,-31.29294942,31.29294942
Acropyga_ayanganna,,Acropyga.ayanganna,8.53520058,1.18550058,4.86035058,4.86035058
Acropyga_bakwele,,Acropyga.bakwele,2.32690058,-3.92529942,-0.79919942,0.79919942
Acropyga_butteli,,Acropyga.butteli,26.38000058,-7.53499942,9.42250058,9.42250058
Acropyga_decedens,,Acropyga.decedens,5.75550058,-29.35779942,-11.80114942,11.80114942
Acropyga_donisthorpei,,Acropyga.donisthorpei,8.53520058,-22.90109942,-7.18294942,7.18294942
Acropyga_dubia,,Acropyga.dubia,7.39690058,-5.95559942,0.72065058,0.72065058
Acropyga_dubitata,,Acropyga.dubitata,20.09220058,17.54020058,18.81620058,18.81620058
Acropyga_epedana,,Acropyga.epedana,37.00310058,31.33250058,34.16780058,34.16780058
Acropyga_exsanguis,,Acropyga.exsanguis,NA,NA,NA,NA
Acropyga_fuhrmanni,,Acropyga.fuhrmanni,22.47220058,-26.70889942,-2.11834942,2.11834942
Acropyga_gelasis,,Acropyga.gelasis,4.80650058,-7.53499942,-1.36424942,1.36424942
Acropyga_goeldii,,Acropyga.goeldii,26.92910058,-34.05649942,-3.56369942,3.56369942
Acropyga_guianensis,,Acropyga.guianensis,11.35640058,-25.31499942,-6.97929942,6.97929942
Acropyga_hirsutula,,Acropyga.hirsutula,1.43750058,-18.34859942,-8.45554942,8.45554942
Acropyga_hystrix,,Acropyga.hystrix,7.39690058,-5.11139942,1.14275058,1.14275058
Acropyga_inezae,,Acropyga.inezae,7.39690058,-5.95559942,0.72065058,0.72065058
Acropyga_keira,,Acropyga.keira,11.21360058,8.02560058,9.61960058,9.61960058
Acropyga_kinomurai,,Acropyga.kinomurai,24.58800058,4.50050058,14.54425058,14.54425058
Acropyga_lauta,,Acropyga.lauta,1.06970058,-20.67449942,-9.80239942,9.80239942
Acropyga_major,,Acropyga.major,1.06970058,-11.15669942,-5.04349942,5.04349942
Acropyga_myops,,Acropyga.myops,-9.27529942,-39.14729942,-24.21129942,24.21129942
Acropyga_nipponensis,,Acropyga.nipponensis,34.78770058,-5.11139942,14.83815058,14.83815058
Acropyga_oceanica,,Acropyga.oceanica,22.55630058,-26.00489942,-1.72429942,1.72429942
Acropyga_oreithauma,,Acropyga.oreithauma,9.62570058,7.20450058,8.41510058,8.41510058
Acropyga_palaga,,Acropyga.palaga,11.21360058,8.02560058,9.61960058,9.61960058
Acropyga_paleartica,,Acropyga.paleartica,41.74990058,34.80880058,38.27935058,38.27935058
Acropyga_pallida,,Acropyga.pallida,23.37800058,-39.14729942,-7.88464942,7.88464942
Acropyga_panamensis,,Acropyga.panamensis,17.99140058,-11.57609942,3.20765058,3.20765058
Acropyga_parvidens,,Acropyga.parvidens,20.09220058,17.54020058,18.81620058,18.81620058
Acropyga_romeo,,Acropyga.romeo,8.53520058,1.18550058,4.86035058,4.86035058
Acropyga_rubescens,,Acropyga.rubescens,18.42840058,1.20160058,9.81500058,9.81500058
Acropyga_sauteri,,Acropyga.sauteri,38.62520058,20.23360058,29.42940058,29.42940058
Acropyga_silvestrii,,Acropyga.silvestrii,17.99480058,-11.74089942,3.12695058,3.12695058
Acropyga_smithii,,Acropyga.smithii,22.47220058,-25.31499942,-1.42139942,1.42139942
Acropyga_stenotes,,Acropyga.stenotes,8.53520058,1.18550058,4.86035058,4.86035058
Acropyga_tricuspis,,Acropyga.tricuspis,22.47220058,-9.83819942,6.31700058,6.31700058
Acropyga_yaeyamensis,,Acropyga.yaeyamensis,34.25020058,8.41440058,21.33230058,21.33230058
Acropyga_yushi,,Acropyga.yushi,26.38000058,21.90300058,24.14150058,24.14150058
Adelomyrmex_anxiocalor,,Adelomyrmex.anxiocalor,17.42020058,12.97970058,15.19995058,15.19995058
Adelomyrmex_betoi,,Adelomyrmex.betoi,22.47220058,15.64360058,19.05790058,19.05790058
Adelomyrmex_biroi,,Adelomyrmex.biroi,8.99250058,-11.15669942,-1.08209942,1.08209942
Adelomyrmex_bispeculum,,Adelomyrmex.bispeculum,11.21360058,8.02560058,9.61960058,9.61960058
Adelomyrmex_brenesi,,Adelomyrmex.brenesi,11.21360058,8.02560058,9.61960058,9.61960058
Adelomyrmex_coco,,Adelomyrmex.coco,5.564027786,5.499026775,5.531527281,5.531527281
Adelomyrmex_costatus,,Adelomyrmex.costatus,3.32050058,0.97110058,2.14580058,2.14580058
Adelomyrmex_cristiani,,Adelomyrmex.cristiani,5.48270058,-5.00919942,0.23675058,0.23675058
Adelomyrmex_dentivagans,,Adelomyrmex.dentivagans,17.99140058,12.97970058,15.48555058,15.48555058
Adelomyrmex_dorae,,Adelomyrmex.dorae,22.47220058,17.15000058,19.81110058,19.81110058
Adelomyrmex_foveolatus,,Adelomyrmex.foveolatus,18.65690058,8.02560058,13.34125058,13.34125058
Adelomyrmex_grandis,,Adelomyrmex.grandis,2.69910058,0.33450058,1.51680058,1.51680058
Adelomyrmex_hirsutus,,Adelomyrmex.hirsutus,-12.48199942,-21.45399942,-16.96799942,16.96799942
Adelomyrmex_laevigatus,,Adelomyrmex.laevigatus,11.21360058,7.20450058,9.20905058,9.20905058
Adelomyrmex_longinoi,,Adelomyrmex.longinoi,22.47220058,8.02560058,15.24890058,15.24890058
Adelomyrmex_mackayi,,Adelomyrmex.mackayi,17.99140058,13.74580058,15.86860058,15.86860058
Adelomyrmex_marginodus,,Adelomyrmex.marginodus,22.47220058,10.70860058,16.59040058,16.59040058
Adelomyrmex_metzabok,,Adelomyrmex.metzabok,22.47220058,13.74580058,18.10900058,18.10900058
Adelomyrmex_micans,,Adelomyrmex.micans,22.47220058,12.97970058,17.72595058,17.72595058
Adelomyrmex_microps,,Adelomyrmex.microps,17.42020058,7.20450058,12.31235058,12.31235058
Adelomyrmex_minimus,,Adelomyrmex.minimus,11.21360058,8.02560058,9.61960058,9.61960058
Adelomyrmex_myops,,Adelomyrmex.myops,27.66890058,-5.00919942,11.32985058,11.32985058
Adelomyrmex_nortenyo,,Adelomyrmex.nortenyo,27.66890058,22.21390058,24.94140058,24.94140058
Adelomyrmex_paratristani,,Adelomyrmex.paratristani,22.47220058,10.70860058,16.59040058,16.59040058
Adelomyrmex_quetzal,,Adelomyrmex.quetzal,17.82110058,13.74580058,15.78345058,15.78345058
Adelomyrmex_robustus,,Adelomyrmex.robustus,24.56310058,13.74580058,19.15445058,19.15445058
Adelomyrmex_samoanus,,Adelomyrmex.samoanus,-12.48199942,-20.67449942,-16.57824942,16.57824942
Adelomyrmex_silvestrii,,Adelomyrmex.silvestrii,27.66890058,8.02560058,17.84725058,17.84725058
Adelomyrmex_striatus,,Adelomyrmex.striatus,2.22910058,-18.34859942,-8.05974942,8.05974942
Adelomyrmex_tristani,,Adelomyrmex.tristani,27.66890058,-5.00919942,11.32985058,11.32985058
Adelomyrmex_vaderi,,Adelomyrmex.vaderi,5.81770058,3.69750058,4.75760058,4.75760058
Adetomyrma_aureocuprea,,Adetomyrma.aureocuprea,-11.94559942,-25.60029942,-18.77294942,18.77294942
Adetomyrma_bressleri,,Adetomyrma.bressleri,-11.94559942,-25.60029942,-18.77294942,18.77294942
Adetomyrma_caputleae,,Adetomyrma.caputleae,-11.94559942,-25.60029942,-18.77294942,18.77294942
Adetomyrma_cassis,,Adetomyrma.cassis,-11.94559942,-25.60029942,-18.77294942,18.77294942
Adetomyrma_caudapinnigera,,Adetomyrma.caudapinnigera,-11.94559942,-25.60029942,-18.77294942,18.77294942
Adetomyrma_cilium,,Adetomyrma.cilium,-11.94559942,-25.60029942,-18.77294942,18.77294942
Adetomyrma_clarivida,,Adetomyrma.clarivida,-11.94559942,-25.60029942,-18.77294942,18.77294942
Adetomyrma_goblin,,Adetomyrma.goblin,-11.94559942,-25.60029942,-18.77294942,18.77294942
Adetomyrma_venatrix,,Adetomyrma.venatrix,-11.94559942,-25.60029942,-18.77294942,18.77294942
Adlerzia_froggatti,,Adlerzia.froggatti,-9.27529942,-39.14729942,-24.21129942,24.21129942
Aenictogiton_attenuatus,,Aenictogiton.attenuatus,5.38140058,-13.45809942,-4.03834942,4.03834942
Aenictogiton_bequaerti,,Aenictogiton.bequaerti,5.38140058,-13.45809942,-4.03834942,4.03834942
Aenictogiton_elongatus,,Aenictogiton.elongatus,5.38140058,-13.45809942,-4.03834942,4.03834942
Aenictogiton_emeryi,,Aenictogiton.emeryi,5.38140058,-13.45809942,-4.03834942,4.03834942
Aenictogiton_fossiceps,,Aenictogiton.fossiceps,5.38140058,-18.07619942,-6.34739942,6.34739942
Aenictogiton_schoutedeni,,Aenictogiton.schoutedeni,5.38140058,-13.45809942,-4.03834942,4.03834942
Aenictogiton_sulcatus,,Aenictogiton.sulcatus,5.38140058,-13.45809942,-4.03834942,4.03834942
Aenictus_abeillei,,Aenictus.abeillei,37.34050058,18.97640058,28.15845058,28.15845058
Aenictus_acerbus,,Aenictus.acerbus,-9.27529942,-29.17059942,-19.22294942,19.22294942
Aenictus_aitkenii,,Aenictus.aitkenii,35.50610058,-5.11139942,15.19735058,15.19735058
Aenictus_alluaudi,,Aenictus.alluaudi,4.62250058,-22.41479942,-8.89614942,8.89614942
Aenictus_alluaudi falcifer,,Aenictus.alluaudi falcifer,5.38140058,-13.45809942,-4.03834942,4.03834942
Aenictus_alticola,,Aenictus.alticola,21.11800058,4.50050058,12.80925058,12.80925058
Aenictus_ambiguus,,Aenictus.ambiguus,33.19380058,8.29470058,20.74425058,20.74425058
Aenictus_anceps,,Aenictus.anceps,22.23220058,3.49340058,12.86280058,12.86280058
Aenictus_annae,,Aenictus.annae,-5.43669942,-8.78249942,-7.10959942,7.10959942
Aenictus_appressipilosus,,Aenictus.appressipilosus,23.37800058,-5.11139942,9.13330058,9.13330058
Aenictus_arabicus,,Aenictus.arabicus,32.15490058,15.61690058,23.88590058,23.88590058
Aenictus_aratus,,Aenictus.aratus,33.19380058,-29.17059942,2.01160058,2.01160058
Aenictus_artipus,,Aenictus.artipus,29.22280058,5.63110058,17.42695058,17.42695058
Aenictus_arya,,Aenictus.arya,27.17130058,11.58810058,19.37970058,19.37970058
Aenictus_asantei,,Aenictus.asantei,11.16660058,4.72640058,7.94650058,7.94650058
Aenictus_asperivalvus,,Aenictus.asperivalvus,10.73520058,4.34470058,7.53995058,7.53995058
Aenictus_bakeri,,Aenictus.bakeri,21.11800058,4.50050058,12.80925058,12.80925058
Aenictus_baliensis,,Aenictus.baliensis,-7.77479942,-10.99859942,-9.38669942,9.38669942
Aenictus_bayoni,,Aenictus.bayoni,4.22270058,-1.47609942,1.37330058,1.37330058
Aenictus_binghami,,Aenictus.binghami,29.46860058,5.63110058,17.54985058,17.54985058
Aenictus_biroi,,Aenictus.biroi,9.82830058,5.91770058,7.87300058,7.87300058
Aenictus_bobaiensis,,Aenictus.bobaiensis,33.26620058,8.41440058,20.84030058,20.84030058
Aenictus_bodongjaya,,Aenictus.bodongjaya,5.91390058,-5.95559942,-0.02084942,0.02084942
Aenictus_bottegoi,,Aenictus.bottegoi,22.23220058,-4.67279942,8.77970058,8.77970058
Aenictus_bottegoi noctivagus,,Aenictus.bottegoi noctivagus,14.88360058,3.40640058,9.14500058,9.14500058
Aenictus_brazzai,,Aenictus.brazzai,5.38140058,-13.45809942,-4.03834942,4.03834942
Aenictus_breviceps,,Aenictus.breviceps,-5.43669942,-8.78249942,-7.10959942,7.10959942
Aenictus_brevicornis,,Aenictus.brevicornis,33.19380058,8.06970058,20.63175058,20.63175058
Aenictus_brevinodus,,Aenictus.brevinodus,4.80650058,-7.53499942,-1.36424942,1.36424942
Aenictus_brevipodus,,Aenictus.brevipodus,23.37800058,8.41440058,15.89620058,15.89620058
Aenictus_buttelreepeni,,Aenictus.buttelreepeni,5.91390058,-5.95559942,-0.02084942,0.02084942
Aenictus_buttgenbachi,,Aenictus.buttgenbachi,5.38140058,-13.45809942,-4.03834942,4.03834942
Aenictus_camposi,,Aenictus.camposi,34.64500058,-8.78249942,12.93125058,12.93125058
Aenictus_carolianus,,Aenictus.carolianus,21.11800058,4.50050058,12.80925058,12.80925058
Aenictus_certus,,Aenictus.certus,35.50610058,8.06970058,21.78790058,21.78790058
Aenictus_ceylonicus,,Aenictus.ceylonicus,35.50610058,-52.57809942,-8.53599942,8.53599942
Aenictus_changmaianus,,Aenictus.changmaianus,23.37800058,5.63110058,14.50455058,14.50455058
Aenictus_chapmani,,Aenictus.chapmani,7.39690058,-11.15669942,-1.87989942,1.87989942
Aenictus_clavatus,,Aenictus.clavatus,35.50610058,11.58810058,23.54710058,23.54710058
Aenictus_clavatus atripennis,,Aenictus.clavatus atripennis,5.91390058,-5.95559942,-0.02084942,0.02084942
Aenictus_clavatus kanariensis,,Aenictus.clavatus kanariensis,27.17130058,11.58810058,19.37970058,19.37970058
Aenictus_clavatus sundaicus,,Aenictus.clavatus sundaicus,-5.43669942,-8.78249942,-7.10959942,7.10959942
Aenictus_clavitibia,,Aenictus.clavitibia,29.46860058,9.60580058,19.53720058,19.53720058
Aenictus_clavitibia facetus,,Aenictus.clavitibia facetus,-5.43669942,-8.78249942,-7.10959942,7.10959942
Aenictus_concavus,,Aenictus.concavus,23.37800058,5.63110058,14.50455058,14.50455058
Aenictus_congolensis,,Aenictus.congolensis,13.08520058,-5.01919942,4.03300058,4.03300058
Aenictus_cornutus,,Aenictus.cornutus,20.45520058,-5.95559942,7.24980058,7.24980058
Aenictus_crucifer,,Aenictus.crucifer,4.62250058,-11.74089942,-3.55919942,3.55919942
Aenictus_crucifer tuberculatus,,Aenictus.crucifer tuberculatus,-15.61609942,-22.41479942,-19.01544942,19.01544942
Aenictus_currax,,Aenictus.currax,4.80650058,-11.15669942,-3.17509942,3.17509942
Aenictus_cylindripetiolus,,Aenictus.cylindripetiolus,20.45520058,5.63110058,13.04315058,13.04315058
Aenictus_decolor,,Aenictus.decolor,13.89150058,-11.15669942,1.36740058,1.36740058
Aenictus_dentatus,,Aenictus.dentatus,30.12390058,-8.78249942,10.67070058,10.67070058
Aenictus_diclops,,Aenictus.diclops,-9.27529942,-29.17059942,-19.22294942,19.22294942
Aenictus_dlusskyi,,Aenictus.dlusskyi,41.29710058,25.07520058,33.18615058,33.18615058
Aenictus_doryloides,,Aenictus.doryloides,35.50610058,15.58160058,25.54385058,25.54385058
Aenictus_doydeei,,Aenictus.doydeei,23.37800058,5.63110058,14.50455058,14.50455058
Aenictus_duengkaei,,Aenictus.duengkaei,20.45520058,5.63110058,13.04315058,13.04315058
Aenictus_eguchii,,Aenictus.eguchii,23.37800058,8.41440058,15.89620058,15.89620058
Aenictus_eugenii,,Aenictus.eugenii,5.38140058,-46.96979942,-20.79419942,20.79419942
Aenictus_eugenii caroli,,Aenictus.eugenii caroli,17.99480058,12.36390058,15.17935058,15.17935058
Aenictus_eugenii henrii,,Aenictus.eugenii henrii,5.38140058,-13.45809942,-4.03834942,4.03834942
