bentity2_name,Phy,Genus_name,Ecological.Stratum,Exotic_status,Notes,area_sqkm
New York,Trichomyrmex_destructor,Trichomyrmex,Epigaeic,Intercepted,,136998.277
New York,Hypoponera_punctatissima,Hypoponera,Epigaeic & Hypogaeic,Exotic,,136998.277
New York,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Indoor Introduced,,136998.277
New York,Tetramorium_immigrans,Tetramorium,Arboreal & Epigaeic,Exotic,,136998.277
New York,Paratrechina_longicornis,Paratrechina,Epigaeic,Indoor Introduced,,136998.277
New Zealand,Syllophopsis_australica,Syllophopsis,Epigaeic & Hypogaeic,Intercepted,,268475.548
New Zealand,Nylanderia_glabrior,Nylanderia,Epigaeic,Exotic,,268475.548
New Zealand,Cardiocondyla_emeryi,Cardiocondyla,Epigaeic,Intercepted,,268475.548
New Zealand,Tetramorium_lanuginosum,Tetramorium,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Pheidole_variabilis,Pheidole,Epigaeic,Intercepted,,268475.548
New Zealand,Monomorium_monomorium,Monomorium,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Notoncus_ectatommoides,Notoncus,Epigaeic,Intercepted,,268475.548
New Zealand,Mayriella_abstinens,Mayriella,Arboreal & Epigaeic & Hypogaeic,Exotic,,268475.548
New Zealand,Strumigenys_xenos,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,268475.548
New Zealand,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Indoor Introduced,,268475.548
New Zealand,Brachyponera_luteipes,Brachyponera,Epigaeic,Exotic,,268475.548
New Zealand,Orectognathus_antennatus,Orectognathus,Arboreal & Epigaeic,Indoor Introduced,,268475.548
New Zealand,Camponotus_herculeanus,Camponotus,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Hypoponera_punctatissima,Hypoponera,Epigaeic & Hypogaeic,Exotic,,268475.548
New Zealand,Ponera_swezeyi,Ponera,Epigaeic & Hypogaeic,Intercepted,,268475.548
New Zealand,Anonychomyrma_itinerans,Anonychomyrma,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Solenopsis_invicta,Solenopsis,Epigaeic & Hypogaeic,Indoor Introduced,,268475.548
New Zealand,Solenopsis_molesta,Solenopsis,Epigaeic & Hypogaeic,Intercepted,,268475.548
New Zealand,Hypoponera_eduardi,Hypoponera,Epigaeic & Hypogaeic,Exotic,,268475.548
New Zealand,Tapinoma_minutum,Tapinoma,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Nylanderia_tasmaniensis,Nylanderia,Epigaeic,Exotic,,268475.548
New Zealand,Trichomyrmex_destructor,Trichomyrmex,Epigaeic,Indoor Introduced,,268475.548
New Zealand,Iridomyrmex_chasei,Iridomyrmex,Epigaeic,Intercepted,,268475.548
New Zealand,Camponotus_variegatus,Camponotus,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Camponotus_novaehollandiae,Camponotus,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Polyrhachis_semiaurata,Polyrhachis,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Tapinoma_sessile,Tapinoma,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Pheidole_sexspinosa,Pheidole,Epigaeic,Intercepted,,268475.548
New Zealand,Myrmica_ruginodis,Myrmica,Epigaeic,Intercepted,,268475.548
New Zealand,Pheidole_vigilans,Pheidole,Epigaeic,Exotic,,268475.548
New Zealand,Odontomachus_simillimus,Odontomachus,Epigaeic,Intercepted,,268475.548
New Zealand,Polyrhachis_erato,Polyrhachis,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Camponotus_chloroticus,Camponotus,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Intercepted,,268475.548
New Zealand,Paraparatrechina_minutula,Paraparatrechina,Epigaeic,Intercepted,,268475.548
New Zealand,Rogeria_exsulans,Rogeria,Epigaeic & Hypogaeic,Intercepted,,268475.548
New Zealand,Leptomyrmex_wiburdi,Leptomyrmex,Arboreal,Intercepted,,268475.548
New Zealand,Pheidole_umbonata,Pheidole,Epigaeic,Intercepted,,268475.548
New Zealand,Amblyopone_australis,Amblyopone,Epigaeic & Hypogaeic,Exotic,,268475.548
New Zealand,Colobopsis_mississippiensis,Colobopsis,Arboreal,Intercepted,,268475.548
New Zealand,Strumigenys_godeffroyi,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Intercepted,,268475.548
New Zealand,Polyrhachis_femorata,Polyrhachis,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Diacamma_rugosum,Diacamma,Epigaeic,Intercepted,,268475.548
New Zealand,Iridomyrmex_anceps,Iridomyrmex,Epigaeic,Intercepted,,268475.548
New Zealand,Strumigenys_perplexa,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,268475.548
New Zealand,Rhytidoponera_chalybaea,Rhytidoponera,Epigaeic,Exotic,,268475.548
New Zealand,Lasius_niger,Lasius,Epigaeic & Hypogaeic,Intercepted,,268475.548
New Zealand,Solenopsis_papuana,Solenopsis,Epigaeic & Hypogaeic,Intercepted,,268475.548
New Zealand,Formica_fusca,Formica,Epigaeic,Intercepted,,268475.548
New Zealand,Tetraponera_rufonigra,Tetraponera,Arboreal,Intercepted,,268475.548
New Zealand,Technomyrmex_pallipes,Technomyrmex,Arboreal & Epigaeic,Indoor Introduced,,268475.548
New Zealand,Pheidole_fervens,Pheidole,Epigaeic,Intercepted,,268475.548
New Zealand,Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,,268475.548
New Zealand,Mayriella_spinosior,Mayriella,Arboreal & Epigaeic & Hypogaeic,Intercepted,,268475.548
New Zealand,Camponotus_tortuganus,Camponotus,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Myrmecia_nigrocincta,Myrmecia,Epigaeic,Intercepted,,268475.548
New Zealand,Wasmannia_auropunctata,Wasmannia,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Myrmecia_gulosa,Myrmecia,Epigaeic,Intercepted,,268475.548
New Zealand,Camponotus_maculatus,Camponotus,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Melophorus_hirsutus,Melophorus,Epigaeic,Intercepted,,268475.548
New Zealand,Camponotus_compressus,Camponotus,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Pheidole_rugosula,Pheidole,Epigaeic,Exotic,,268475.548
New Zealand,Solenopsis_geminata,Solenopsis,Epigaeic & Hypogaeic,Intercepted,,268475.548
New Zealand,Iridomyrmex_cyaneus,Iridomyrmex,Epigaeic,Intercepted,,268475.548
New Zealand,Iridomyrmex_purpureus,Iridomyrmex,Epigaeic,Intercepted,,268475.548
New Zealand,Monomorium_dichroum,Monomorium,Arboreal & Epigaeic,Exotic,,268475.548
New Zealand,Pristomyrmex_punctatus,Pristomyrmex,Epigaeic,Intercepted,,268475.548
New Zealand,Polyrhachis_atropos,Polyrhachis,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Prenolepis_imparis,Prenolepis,Epigaeic,Intercepted,,268475.548
New Zealand,Oecophylla_smaragdina,Oecophylla,Arboreal,Intercepted,,268475.548
New Zealand,Cardiocondyla_obscurior,Cardiocondyla,Epigaeic,Intercepted,,268475.548
New Zealand,Camponotus_nearcticus,Camponotus,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Cardiocondyla_minutior,Cardiocondyla,Epigaeic,Exotic,,268475.548
New Zealand,Technomyrmex_albipes,Technomyrmex,Arboreal & Epigaeic,Exotic,,268475.548
New Zealand,Monomorium_fieldi,Monomorium,Arboreal & Epigaeic,Exotic,,268475.548
New Zealand,Erromyrma_latinodis,Erromyrma,Epigaeic,Exotic,,268475.548
New Zealand,Rhytidoponera_victoriae,Rhytidoponera,Epigaeic,Intercepted,,268475.548
New Zealand,Technomyrmex_jocosus,Technomyrmex,Arboreal & Epigaeic,Exotic,,268475.548
New Zealand,Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Indoor Introduced,,268475.548
New Zealand,Monomorium_sydneyense,Monomorium,Arboreal & Epigaeic,Exotic,,268475.548
New Zealand,Lasius_flavus,Lasius,Epigaeic & Hypogaeic,Intercepted,,268475.548
New Zealand,Brachymyrmex_obscurior,Brachymyrmex,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Rhytidoponera_metallica,Rhytidoponera,Epigaeic,Exotic,,268475.548
New Zealand,Strumigenys_rogeri,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Intercepted,,268475.548
New Zealand,Pheidole_oceanica,Pheidole,Epigaeic,Intercepted,,268475.548
New Zealand,Meranoplus_bicolor,Meranoplus,Epigaeic & Hypogaeic,Intercepted,,268475.548
New Zealand,Camponotus_aeneopilosus,Camponotus,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Monomorium_floricola,Monomorium,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Indoor Introduced,,268475.548
New Zealand,Hypoponera_opaciceps,Hypoponera,Epigaeic & Hypogaeic,Intercepted,,268475.548
New Zealand,Iridomyrmex_rufoniger,Iridomyrmex,Epigaeic,Intercepted,,268475.548
New Zealand,Pheidole_megacephala,Pheidole,Epigaeic,Indoor Introduced,,268475.548
New Zealand,Camponotus_irritans,Camponotus,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Prionopelta_kraepelini,Prionopelta,Epigaeic & Hypogaeic,Intercepted,,268475.548
New Zealand,Ochetellus_glaber,Ochetellus,Arboreal & Epigaeic,Exotic,,268475.548
New Zealand,Hypoponera_confinis,Hypoponera,Epigaeic & Hypogaeic,Exotic,,268475.548
New Zealand,Camponotus_pennsylvanicus,Camponotus,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Platythyrea_parallela,Platythyrea,Arboreal,Intercepted,,268475.548
New Zealand,Iridomyrmex_suchieri,Iridomyrmex,Epigaeic,Exotic,,268475.548
New Zealand,Ponera_loi,Ponera,Epigaeic & Hypogaeic,Exotic,,268475.548
New Zealand,Tetramorium_simillimum,Tetramorium,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Tetramorium_pacificum,Tetramorium,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Pseudoponera_stigma,Pseudoponera,Epigaeic & Hypogaeic,Intercepted,,268475.548
New Zealand,Nylanderia_vaga,Nylanderia,Epigaeic,Exotic,,268475.548
New Zealand,Liometopum_microcephalum,Liometopum,Epigaeic,Intercepted,,268475.548
New Zealand,Camponotus_nigroaeneus,Camponotus,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Monomorium_indicum,Monomorium,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Tetramorium_grassii,Tetramorium,Arboreal & Epigaeic,Exotic,,268475.548
New Zealand,Colobopsis_truncata,Colobopsis,Arboreal,Intercepted,,268475.548
New Zealand,Cardiocondyla_wroughtonii,Cardiocondyla,Epigaeic,Intercepted,,268475.548
New Zealand,Iridomyrmex_victorianus,Iridomyrmex,Epigaeic,Intercepted,,268475.548
New Zealand,Rogeria_stigmatica,Rogeria,Epigaeic & Hypogaeic,Intercepted,,268475.548
New Zealand,Polyrhachis_ammon,Polyrhachis,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Nylanderia_bourbonica,Nylanderia,Epigaeic,Intercepted,,268475.548
New Zealand,Syllophopsis_sechellensis,Syllophopsis,Epigaeic & Hypogaeic,Intercepted,,268475.548
New Zealand,Rhytidoponera_mayri,Rhytidoponera,Epigaeic,Exotic,,268475.548
New Zealand,Rhytidoponera_aspera,Rhytidoponera,Epigaeic,Intercepted,,268475.548
New Zealand,Dolichoderus_thoracicus,Dolichoderus,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Polyrhachis_rufifemur,Polyrhachis,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Tetramorium_tonganum,Tetramorium,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Camponotus_chromaiodes,Camponotus,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Polyrhachis_hector,Polyrhachis,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,268475.548
New Zealand,Solenopsis_aurea,Solenopsis,Epigaeic & Hypogaeic,Intercepted,,268475.548
New Zealand,Myrmecia_brevinoda,Myrmecia,Epigaeic,Exotic,,268475.548
New Zealand,Pheidole_indica,Pheidole,Epigaeic,Intercepted,,268475.548
New Zealand,Pheidole_proxima,Pheidole,Epigaeic,Exotic,,268475.548
New Zealand,Polyrhachis_trapezoidea,Polyrhachis,Arboreal & Epigaeic,Intercepted,,268475.548
New Zealand,Linepithema_humile,Linepithema,Epigaeic,Exotic,,268475.548
New Zealand,Cardiocondyla_nuda,Cardiocondyla,Epigaeic,Intercepted,,268475.548
New Zealand,Doleromyrma_darwiniana,Doleromyrma,Epigaeic,Exotic,,268475.548
New Zealand,Lasius_neglectus,Lasius,Epigaeic & Hypogaeic,Intercepted,,268475.548
New Zealand,Strumigenys_membranifera,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Intercepted,,268475.548
New Zealand,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,268475.548
New Zealand,Myrmica_rubra,Myrmica,Epigaeic,Intercepted,,268475.548
New Zealand,Ponera_leae,Ponera,Epigaeic & Hypogaeic,Exotic,,268475.548
Newfoundland,Myrmica_rubra,Myrmica,Epigaeic,Exotic,,398980.692
Nicaragua,Monomorium_floricola,Monomorium,Arboreal & Epigaeic,Exotic,,128555.7454
Nicaragua,Strumigenys_emmae,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,128555.7454
Nicaragua,Tetramorium_lanuginosum,Tetramorium,Arboreal & Epigaeic,Exotic,,128555.7454
Nicaragua,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,128555.7454
Nicaragua,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,128555.7454
Nicaragua,Cardiocondyla_minutior,Cardiocondyla,Epigaeic,Exotic,,128555.7454
Nicaragua,Tetramorium_caldarium,Tetramorium,Arboreal & Epigaeic,Exotic,,128555.7454
Nicaragua,Cardiocondyla_emeryi,Cardiocondyla,Epigaeic,Exotic,,128555.7454
Nicaragua,Pheidole_megacephala,Pheidole,Epigaeic,Exotic,,128555.7454
Nicaragua,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Exotic,,128555.7454
Nicaragua,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,128555.7454
Nicaragua,Strumigenys_rogeri,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,128555.7454
Niger,Trichomyrmex_destructor,Trichomyrmex,Epigaeic,Exotic,,1182178.863
Niger,Trichomyrmex_mayri,Trichomyrmex,Epigaeic,Exotic,,1182178.863
Nigeria,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,908320.6929
Nigeria,Solenopsis_geminata,Solenopsis,Epigaeic & Hypogaeic,Exotic,,908320.6929
Nigeria,Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,,908320.6929
Nigeria,Dolichoderus_thoracicus,Dolichoderus,Arboreal & Epigaeic,Intercepted,,908320.6929
Nigeria,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,908320.6929
Nigeria,Monomorium_floricola,Monomorium,Arboreal & Epigaeic,Exotic,,908320.6929
Nigeria,Cardiocondyla_wroughtonii,Cardiocondyla,Epigaeic,Exotic,,908320.6929
Ningxia,Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,,52034.69432
Ningxia,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Indoor Introduced,,52034.69432
Niue,Tetramorium_tonganum,Tetramorium,Arboreal & Epigaeic,Exotic,,227.100574
Niue,Monomorium_liliuokalanii,Monomorium,Arboreal & Epigaeic,Exotic,,227.100574
Niue,Cardiocondyla_emeryi,Cardiocondyla,Epigaeic,Exotic,,227.100574
Niue,Tetramorium_simillimum,Tetramorium,Arboreal & Epigaeic,Exotic,,227.100574
Niue,Nylanderia_vaga,Nylanderia,Epigaeic,Exotic,,227.100574
Niue,Monomorium_floricola,Monomorium,Arboreal & Epigaeic,Exotic,,227.100574
Niue,Tetramorium_smithi,Tetramorium,Arboreal & Epigaeic,Exotic,,227.100574
Niue,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,227.100574
Niue,Trichomyrmex_destructor,Trichomyrmex,Epigaeic,Exotic,,227.100574
Niue,Strumigenys_rogeri,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,227.100574
Niue,Tetramorium_pacificum,Tetramorium,Arboreal & Epigaeic,Exotic,,227.100574
Niue,Strumigenys_godeffroyi,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,227.100574
Niue,Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,,227.100574
Niue,Strumigenys_lewisi,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,227.100574
Niue,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,227.100574
Niue,Nylanderia_bourbonica,Nylanderia,Epigaeic,Exotic,,227.100574
Niue,Tetramorium_insolens,Tetramorium,Arboreal & Epigaeic,Exotic,,227.100574
Niue,Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,,227.100574
Niue,Technomyrmex_vitiensis,Technomyrmex,Arboreal & Epigaeic,Exotic,,227.100574
Niue,Hypoponera_punctatissima,Hypoponera,Epigaeic & Hypogaeic,Exotic,,227.100574
Niue,Pheidole_megacephala,Pheidole,Epigaeic,Exotic,,227.100574
Norfolk Island,Cardiocondyla_emeryi,Cardiocondyla,Epigaeic,Exotic,,41.57126669
Norfolk Island,Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,,41.57126669
Norfolk Island,Strumigenys_perplexa,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,41.57126669
Norfolk Island,Pheidole_megacephala,Pheidole,Epigaeic,Exotic,,41.57126669
Norfolk Island,Iridomyrmex_suchieri,Iridomyrmex,Epigaeic,Exotic,,41.57126669
Norfolk Island,Cardiocondyla_nuda,Cardiocondyla,Epigaeic,Exotic,,41.57126669
Norfolk Island,Tetramorium_simillimum,Tetramorium,Arboreal & Epigaeic,Exotic,,41.57126669
Norfolk Island,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,41.57126669
Norfolk Island,Tetramorium_caldarium,Tetramorium,Arboreal & Epigaeic,Exotic,,41.57126669
Norfolk Island,Hypoponera_ragusai,Hypoponera,Epigaeic & Hypogaeic,Exotic,,41.57126669
Norfolk Island,Iridomyrmex_minor,Iridomyrmex,Epigaeic,Exotic,,41.57126669
Norfolk Island,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,41.57126669
Norfolk Island,Pheidole_vigilans,Pheidole,Epigaeic,Exotic,,41.57126669
Norfolk Island,Linepithema_humile,Linepithema,Epigaeic,Exotic,,41.57126669
Norfolk Island,Nylanderia_vaga,Nylanderia,Epigaeic,Exotic,,41.57126669
Norfolk Island,Ponera_leae,Ponera,Epigaeic & Hypogaeic,Exotic,,41.57126669
Norfolk Island,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,41.57126669
Norfolk Island,Hypoponera_punctatissima,Hypoponera,Epigaeic & Hypogaeic,Exotic,,41.57126669
Norfolk Island,Technomyrmex_jocosus,Technomyrmex,Arboreal & Epigaeic,Exotic,,41.57126669
North Carolina,Technomyrmex_difficilis,Technomyrmex,Arboreal & Epigaeic,Indoor Introduced,,128037.2384
North Carolina,Hypoponera_opaciceps,Hypoponera,Epigaeic & Hypogaeic,Exotic,,128037.2384
North Carolina,Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Exotic,,128037.2384
North Carolina,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,128037.2384
North Carolina,Pheidole_navigans,Pheidole,Epigaeic,Indoor Introduced,,128037.2384
North Carolina,Hypoponera_punctatissima,Hypoponera,Epigaeic & Hypogaeic,Indoor Introduced,,128037.2384
North Carolina,Linepithema_humile,Linepithema,Epigaeic,Exotic,,128037.2384
North Carolina,Tetramorium_lanuginosum,Tetramorium,Arboreal & Epigaeic,Exotic,,128037.2384
North Carolina,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Indoor Introduced,,128037.2384
North Carolina,Pheidole_anastasii,Pheidole,Epigaeic,Indoor Introduced,,128037.2384
North Carolina,Tetramorium_immigrans,Tetramorium,Arboreal & Epigaeic,Exotic,,128037.2384
North Carolina,Pheidole_moerens,Pheidole,Epigaeic,Indoor Introduced,,128037.2384
North Carolina,Strumigenys_membranifera,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,128037.2384
North Carolina,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,128037.2384
North Carolina,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Indoor Introduced,,128037.2384
North Carolina,Solenopsis_richteri,Solenopsis,Epigaeic & Hypogaeic,Exotic,,128037.2384
North Carolina,Solenopsis_saevissima,Solenopsis,Epigaeic & Hypogaeic,Exotic,,128037.2384
North Carolina,Solenopsis_invicta,Solenopsis,Epigaeic & Hypogaeic,Exotic,,128037.2384
North Carolina,Cyphomyrmex_rimosus,Cyphomyrmex,Epigaeic,Exotic,,128037.2384
North Carolina,Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,,128037.2384
North Carolina,Strumigenys_silvestrii,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,128037.2384
North Dakota,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Indoor Introduced,,182565.4182
North Korea,Technomyrmex_brunneus,Technomyrmex,Arboreal & Epigaeic,Exotic,,122606.6758
North Korea,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Indoor Introduced,,122606.6758
North Korea,Linepithema_humile,Linepithema,Epigaeic,Indoor Introduced,,122606.6758
North Western Australia,Solenopsis_geminata,Solenopsis,Epigaeic & Hypogaeic,Exotic,,1487476.688
North Western Australia,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,1487476.688
North Western Australia,Tetramorium_simillimum,Tetramorium,Arboreal & Epigaeic,Exotic,,1487476.688
North Western Australia,Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,,1487476.688
North Western Australia,Trichomyrmex_destructor,Trichomyrmex,Epigaeic,Exotic,,1487476.688
North Western Australia,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,1487476.688
North Western Australia,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Exotic,,1487476.688
North Western Australia,Monomorium_floricola,Monomorium,Arboreal & Epigaeic,Exotic,,1487476.688
North Western Australia,Trichomyrmex_mayri,Trichomyrmex,Epigaeic,Exotic,,1487476.688
North Western Australia,Tetramorium_lanuginosum,Tetramorium,Arboreal & Epigaeic,Exotic,,1487476.688
North Western Australia,Lioponera_longitarsus,Lioponera,Arboreal & Epigaeic & Hypogaeic,Exotic,,1487476.688
Northern Territory,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,1348376.173
Northern Territory,Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,,1348376.173
Northern Territory,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,1348376.173
Northern Territory,Trichomyrmex_destructor,Trichomyrmex,Epigaeic,Exotic,,1348376.173
Northern Territory,Solenopsis_geminata,Solenopsis,Epigaeic & Hypogaeic,Exotic,,1348376.173
Northern Territory,Monomorium_floricola,Monomorium,Arboreal & Epigaeic,Exotic,,1348376.173
Northern Territory,Syllophopsis_sechellensis,Syllophopsis,Epigaeic & Hypogaeic,Exotic,,1348376.173
Northern Territory,Pheidole_megacephala,Pheidole,Epigaeic,Exotic,,1348376.173
Northern Territory,Technomyrmex_difficilis,Technomyrmex,Arboreal & Epigaeic,Exotic,,1348376.173
Northern Territory,Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,,1348376.173
Northern Territory,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Exotic,,1348376.173
Northern Territory,Technomyrmex_vitiensis,Technomyrmex,Arboreal & Epigaeic,Exotic,,1348376.173
Northern Territory,Tetramorium_simillimum,Tetramorium,Arboreal & Epigaeic,Exotic,,1348376.173
Northern Territory,Tetramorium_lanuginosum,Tetramorium,Arboreal & Epigaeic,Exotic,,1348376.173
Northern Territory,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,1348376.173
Northern Territory,Lepisiota_frauenfeldi,Lepisiota,Epigaeic,Indoor Introduced,,1348376.173
Northern Territory,Strumigenys_membranifera,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,1348376.173
Northern Territory,Tetramorium_pacificum,Tetramorium,Arboreal & Epigaeic,Exotic,,1348376.173
Northern Territory,Lioponera_longitarsus,Lioponera,Arboreal & Epigaeic & Hypogaeic,Exotic,,1348376.173
Northern Territory,Trichomyrmex_mayri,Trichomyrmex,Epigaeic,Exotic,,1348376.173
Northern Territory,Cardiocondyla_minutior,Cardiocondyla,Epigaeic,Exotic,,1348376.173
Northern Territory,Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,,1348376.173
Norway,Pheidole_bilimeki,Pheidole,Epigaeic,Indoor Introduced,,318961.6037
Norway,Lasius_neoniger,Lasius,Epigaeic & Hypogaeic,Intercepted,,318961.6037
Norway,Pheidole_anastasii,Pheidole,Epigaeic,Indoor Introduced,,318961.6037
Norway,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Indoor Introduced,,318961.6037
Norway,Camponotus_thoracicus,Camponotus,Arboreal & Epigaeic,Indoor Introduced,,318961.6037
Norway,Hypoponera_ergatandria,Hypoponera,Epigaeic & Hypogaeic,Indoor Introduced,,318961.6037
Norway,Lasius_neglectus,Lasius,Epigaeic & Hypogaeic,Intercepted,,318961.6037
Norway,Hypoponera_eduardi,Hypoponera,Epigaeic & Hypogaeic,Intercepted,,318961.6037
Norway,Tapinoma_magnum,Tapinoma,Arboreal & Epigaeic,Intercepted,,318961.6037
Norway,Linepithema_humile,Linepithema,Epigaeic,Indoor Introduced,,318961.6037
Norway,Lasius_alienus,Lasius,Epigaeic & Hypogaeic,Exotic,,318961.6037
Norway,Paratrechina_longicornis,Paratrechina,Epigaeic,Indoor Introduced,,318961.6037
Norway,Strumigenys_rogeri,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Indoor Introduced,,318961.6037
Norway,Lepisiota_frauenfeldi,Lepisiota,Epigaeic,Intercepted,,318961.6037
Norway,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Indoor Introduced,,318961.6037
Norway,Linepithema_angulatum,Linepithema,Epigaeic,Indoor Introduced,,318961.6037
Norway,Pheidole_flavens,Pheidole,Epigaeic,Indoor Introduced,,318961.6037
Norway,Strumigenys_membranifera,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Intercepted,,318961.6037
Norway,Nylanderia_vividula,Nylanderia,Epigaeic,Indoor Introduced,,318961.6037
Norway,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Indoor Introduced,,318961.6037
Norway,Plagiolepis_pallescens,Plagiolepis,Epigaeic,Indoor Introduced,,318961.6037
Norway,Azteca_flavigaster,Azteca,Arboreal,Indoor Introduced,,318961.6037
