bentity2_name,Phy,Genus_name,Ecological.Stratum,Exotic_status,Notes,area_sqkm
Cordoba Colombia,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Exotic,,25101.26796
Corrientes,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Exotic,,88648.94558
Corsica,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Indoor Introduced,,8683.243917
Corsica,Lasius_neglectus,Lasius,Epigaeic & Hypogaeic,Exotic,,8683.243917
Corsica,Hypoponera_punctatissima,Hypoponera,Epigaeic & Hypogaeic,Indoor Introduced,,8683.243917
Corsica,Tapinoma_simrothi,Tapinoma,Arboreal & Epigaeic,Exotic,,8683.243917
Corsica,Linepithema_humile,Linepithema,Epigaeic,Exotic,,8683.243917
Corsica,Dorylus_fulvus,Dorylus,Epigaeic & Hypogaeic,Exotic,,8683.243917
Costa Rica,Pheidole_megacephala,Pheidole,Epigaeic,Exotic,,51395.81018
Costa Rica,Strumigenys_rogeri,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,51395.81018
Costa Rica,Hypoponera_opaciceps pampana,Hypoponera,Epigaeic & Hypogaeic,Exotic,,51395.81018
Costa Rica,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,51395.81018
Costa Rica,Strumigenys_membranifera,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,51395.81018
Costa Rica,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,51395.81018
Costa Rica,Monomorium_floricola,Monomorium,Arboreal & Epigaeic,Exotic,,51395.81018
Costa Rica,Cardiocondyla_obscurior,Cardiocondyla,Epigaeic,Exotic,,51395.81018
Costa Rica,Hypoponera_ergatandria,Hypoponera,Epigaeic & Hypogaeic,Exotic,,51395.81018
Costa Rica,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Exotic,,51395.81018
Costa Rica,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,51395.81018
Costa Rica,Cardiocondyla_minutior,Cardiocondyla,Epigaeic,Exotic,,51395.81018
Costa Rica,Cardiocondyla_emeryi,Cardiocondyla,Epigaeic,Exotic,,51395.81018
Costa Rica,Linepithema_humile,Linepithema,Epigaeic,Exotic,,51395.81018
Costa Rica,Monomorium_carbonarium,Monomorium,Arboreal & Epigaeic,Exotic,,51395.81018
Costa Rica,Nylanderia_fulva,Nylanderia,Epigaeic,Exotic,,51395.81018
Costa Rica,Strumigenys_emmae,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,51395.81018
Costa Rica,Hypoponera_punctatissima,Hypoponera,Epigaeic & Hypogaeic,Exotic,,51395.81018
Costa Rica,Tetramorium_simillimum,Tetramorium,Arboreal & Epigaeic,Exotic,,51395.81018
Crete,Monomorium_subopacum,Monomorium,Arboreal & Epigaeic,Exotic,,8316.99827
Crete,Lasius_citrinus,Lasius,Epigaeic & Hypogaeic,Exotic,,8316.99827
Crete,Aphaenogaster_splendida,Aphaenogaster,Epigaeic,Exotic,,8316.99827
Crete,Linepithema_humile,Linepithema,Epigaeic,Exotic,,8316.99827
Crete,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,8316.99827
Crete,Cataglyphis_nodus,Cataglyphis,Epigaeic,Exotic,,8316.99827
Crete,Nylanderia_jaegerskioeldi,Nylanderia,Epigaeic,Exotic,,8316.99827
Crete,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Indoor Introduced,,8316.99827
Crete,Pheidole_indica,Pheidole,Epigaeic,Exotic,,8316.99827
Crete,Tetramorium_immigrans,Tetramorium,Arboreal & Epigaeic,Exotic,,8316.99827
Crete,Monomorium_bicolor,Monomorium,Arboreal & Epigaeic,Exotic,,8316.99827
Crete,Hypoponera_punctatissima,Hypoponera,Epigaeic & Hypogaeic,Exotic,,8316.99827
Crete,Lepisiota_syriaca,Lepisiota,Epigaeic,Exotic,,8316.99827
Crete,Cardiocondyla_mauritanica,Cardiocondyla,Epigaeic,Exotic,,8316.99827
Crete,Tapinoma_simrothi,Tapinoma,Arboreal & Epigaeic,Exotic,,8316.99827
Croatia,Nylanderia_vividula,Nylanderia,Epigaeic,Indoor Introduced,,56411.81973
Croatia,Lasius_neglectus,Lasius,Epigaeic & Hypogaeic,Exotic,,56411.81973
Croatia,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Indoor Introduced,,56411.81973
Cuba,Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,,110220.0982
Cuba,Nylanderia_steinheili,Nylanderia,Epigaeic,Exotic,,110220.0982
Cuba,Ooceraea_biroi,Ooceraea,Hypogaeic,Exotic,,110220.0982
Cuba,Pheidole_indica,Pheidole,Epigaeic,Exotic,,110220.0982
Cuba,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,110220.0982
Cuba,Acromyrmex_octospinosus cubanus,Acromyrmex,Epigaeic,Exotic,,110220.0982
Cuba,Trichomyrmex_destructor,Trichomyrmex,Epigaeic,Exotic,,110220.0982
Cuba,Nylanderia_fulva,Nylanderia,Epigaeic,Exotic,,110220.0982
Cuba,Cardiocondyla_venustula,Cardiocondyla,Epigaeic,Exotic,,110220.0982
Cuba,Pheidole_megacephala,Pheidole,Epigaeic,Exotic,,110220.0982
Cuba,Cardiocondyla_emeryi,Cardiocondyla,Epigaeic,Exotic,,110220.0982
Cuba,Cardiocondyla_minutior,Cardiocondyla,Epigaeic,Exotic,,110220.0982
Cuba,Monomorium_floricola,Monomorium,Arboreal & Epigaeic,Exotic,,110220.0982
Cuba,Hypoponera_opaciceps pampana,Hypoponera,Epigaeic & Hypogaeic,Exotic,,110220.0982
Cuba,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,110220.0982
Cuba,Strumigenys_membranifera,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,110220.0982
Cuba,Nylanderia_pubens,Nylanderia,Epigaeic,Exotic,,110220.0982
Cuba,Strumigenys_silvestrii,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,110220.0982
Cuba,Tetramorium_lucayanum,Tetramorium,Arboreal & Epigaeic,Exotic,,110220.0982
Cuba,Wasmannia_auropunctata,Wasmannia,Arboreal & Epigaeic,Exotic,,110220.0982
Cuba,Tetramorium_simillimum,Tetramorium,Arboreal & Epigaeic,Exotic,,110220.0982
Cuba,Hypoponera_punctatissima,Hypoponera,Epigaeic & Hypogaeic,Exotic,,110220.0982
Cuba,Nylanderia_guatemalensis,Nylanderia,Epigaeic,Exotic,,110220.0982
Cuba,Odontomachus_haematodus,Odontomachus,Epigaeic,Exotic,,110220.0982
Cuba,Leptogenys_maxillosa,Leptogenys,Epigaeic & Hypogaeic,Exotic,,110220.0982
Cuba,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Exotic,,110220.0982
Cuba,Acromyrmex_octospinosus,Acromyrmex,Epigaeic,Exotic,,110220.0982
Cuba,Camponotus_planatus,Camponotus,Arboreal & Epigaeic,Exotic,,110220.0982
Cuba,Monomorium_carbonarium,Monomorium,Arboreal & Epigaeic,Exotic,,110220.0982
Cuba,Hypoponera_ergatandria,Hypoponera,Epigaeic & Hypogaeic,Exotic,,110220.0982
Cuba,Strumigenys_rogeri,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,110220.0982
Cuba,Prionopelta_antillana,Prionopelta,Epigaeic & Hypogaeic,Exotic,,110220.0982
Cuba,Strumigenys_emmae,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,110220.0982
Cuba,Cardiocondyla_wroughtonii,Cardiocondyla,Epigaeic,Exotic,,110220.0982
Cuba,Nylanderia_bourbonica,Nylanderia,Epigaeic,Exotic,,110220.0982
Cuba,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,110220.0982
Cuba,Tetramorium_lanuginosum,Tetramorium,Arboreal & Epigaeic,Exotic,,110220.0982
Cuba,Monomorium_salomonis,Monomorium,Arboreal & Epigaeic,Exotic,,110220.0982
Cundinamarca,Nylanderia_fulva,Nylanderia,Epigaeic,Exotic,,24173.87732
Cundinamarca,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Exotic,,24173.87732
Cundinamarca,Cardiocondyla_minutior,Cardiocondyla,Epigaeic,Exotic,,24173.87732
Cundinamarca,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,24173.87732
Cundinamarca,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,24173.87732
Cyprus,Monomorium_bicolor,Monomorium,Arboreal & Epigaeic,Exotic,,9226.257619
Cyprus,Solenopsis_geminata,Solenopsis,Epigaeic & Hypogaeic,Exotic,,9226.257619
Cyprus,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,9226.257619
Cyprus,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Indoor Introduced,,9226.257619
Cyprus,Pheidole_indica,Pheidole,Epigaeic,Exotic,,9226.257619
Cyprus,Nylanderia_jaegerskioeldi,Nylanderia,Epigaeic,Exotic,,9226.257619
Cyprus,Cardiocondyla_mauritanica,Cardiocondyla,Epigaeic,Exotic,,9226.257619
Cyprus,Trichomyrmex_destructor,Trichomyrmex,Epigaeic,Exotic,,9226.257619
Czech Republic,Technomyrmex_albipes,Technomyrmex,Arboreal & Epigaeic,Intercepted,,78757.54569
Czech Republic,Hypoponera_ergatandria,Hypoponera,Epigaeic & Hypogaeic,Indoor Introduced,,78757.54569
Czech Republic,Paratrechina_longicornis,Paratrechina,Epigaeic,Indoor Introduced,,78757.54569
Czech Republic,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Indoor Introduced,,78757.54569
Czech Republic,Hypoponera_punctatissima,Hypoponera,Epigaeic & Hypogaeic,Indoor Introduced,,78757.54569
Czech Republic,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Indoor Introduced,,78757.54569
Czech Republic,Technomyrmex_vitiensis,Technomyrmex,Arboreal & Epigaeic,Indoor Introduced,,78757.54569
Czech Republic,Linepithema_humile,Linepithema,Epigaeic,Intercepted,,78757.54569
Daito Islands,Monomorium_floricola,Monomorium,Arboreal & Epigaeic,Exotic,,40.2129891
Daito Islands,Pheidole_megacephala,Pheidole,Epigaeic,Exotic,,40.2129891
Daito Islands,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,40.2129891
Daito Islands,Cardiocondyla_minutior,Cardiocondyla,Epigaeic,Exotic,,40.2129891
Daito Islands,Tetramorium_smithi,Tetramorium,Arboreal & Epigaeic,Exotic,,40.2129891
Daito Islands,Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,,40.2129891
Daito Islands,Nylanderia_amia,Nylanderia,Epigaeic,Exotic,,40.2129891
Daito Islands,Strumigenys_emmae,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,40.2129891
Daito Islands,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,40.2129891
Daito Islands,Tetramorium_lanuginosum,Tetramorium,Arboreal & Epigaeic,Exotic,,40.2129891
Daito Islands,Pheidole_indica,Pheidole,Epigaeic,Exotic,,40.2129891
Daito Islands,Tetramorium_simillimum,Tetramorium,Arboreal & Epigaeic,Exotic,,40.2129891
Daito Islands,Cardiocondyla_obscurior,Cardiocondyla,Epigaeic,Exotic,,40.2129891
Daito Islands,Hypoponera_punctatissima,Hypoponera,Epigaeic & Hypogaeic,Exotic,,40.2129891
Daito Islands,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,40.2129891
Daito Islands,Technomyrmex_brunneus,Technomyrmex,Arboreal & Epigaeic,Exotic,,40.2129891
Daito Islands,Ooceraea_biroi,Ooceraea,Hypogaeic,Exotic,,40.2129891
Daito Islands,Pheidole_fervens,Pheidole,Epigaeic,Exotic,,40.2129891
Daito Islands,Trichomyrmex_destructor,Trichomyrmex,Epigaeic,Exotic,,40.2129891
Delaware,Nylanderia_flavipes,Nylanderia,Epigaeic,Exotic,,5258.03456
Delaware,Tetramorium_atratulum,Tetramorium,Arboreal & Epigaeic,Exotic,,5258.03456
Delaware,Tetramorium_immigrans,Tetramorium,Arboreal & Epigaeic,Exotic,,5258.03456
Delaware,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Indoor Introduced,,5258.03456
Delaware,Solenopsis_invicta,Solenopsis,Epigaeic & Hypogaeic,Indoor Introduced,,5258.03456
Denmark,Strumigenys_rogeri,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Indoor Introduced,,42867.41366
Denmark,Pheidole_nodus,Pheidole,Epigaeic,Intercepted,,42867.41366
Denmark,Crematogaster_scutellaris,Crematogaster,Arboreal & Epigaeic,Intercepted,,42867.41366
Denmark,Neoponera_unidentata,Neoponera,Arboreal & Epigaeic,Indoor Introduced,,42867.41366
Denmark,Ponera_coarctata,Ponera,Epigaeic & Hypogaeic,Indoor Introduced,,42867.41366
Denmark,Temnothorax_recedens,Temnothorax,Epigaeic,Indoor Introduced,,42867.41366
Denmark,Pheidole_pallidula,Pheidole,Epigaeic,Indoor Introduced,,42867.41366
Denmark,Hypoponera_ergatandria,Hypoponera,Epigaeic & Hypogaeic,Indoor Introduced,,42867.41366
Denmark,Tetramorium_immigrans,Tetramorium,Arboreal & Epigaeic,Exotic,,42867.41366
Denmark,Tetramorium_caldarium,Tetramorium,Arboreal & Epigaeic,Indoor Introduced,,42867.41366
Denmark,Linepithema_angulatum,Linepithema,Epigaeic,Indoor Introduced,,42867.41366
Denmark,Paratrechina_longicornis,Paratrechina,Epigaeic,Intercepted,,42867.41366
Denmark,Oecophylla_smaragdina,Oecophylla,Arboreal,Intercepted,,42867.41366
Denmark,Gnamptogenys_striatula,Gnamptogenys,Epigaeic,Indoor Introduced,,42867.41366
Denmark,Hypoponera_punctatissima,Hypoponera,Epigaeic & Hypogaeic,Indoor Introduced,,42867.41366
Denmark,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Indoor Introduced,,42867.41366
Denmark,Tetramorium_simillimum,Tetramorium,Arboreal & Epigaeic,Intercepted,,42867.41366
Denmark,Anochetus_mayri,Anochetus,Arboreal & Epigaeic,Indoor Introduced,,42867.41366
Denmark,Technomyrmex_vitiensis,Technomyrmex,Arboreal & Epigaeic,Indoor Introduced,,42867.41366
Denmark,Technomyrmex_albipes,Technomyrmex,Arboreal & Epigaeic,Indoor Introduced,,42867.41366
Denmark,Aphaenogaster_senilis,Aphaenogaster,Epigaeic,Intercepted,,42867.41366
Denmark,Nylanderia_vividula,Nylanderia,Epigaeic,Intercepted,,42867.41366
Denmark,Pheidole_megacephala,Pheidole,Epigaeic,Intercepted,,42867.41366
Denmark,Pheidole_anastasii,Pheidole,Epigaeic,Indoor Introduced,,42867.41366
Denmark,Colobopsis_truncata,Colobopsis,Arboreal,Intercepted,,42867.41366
Denmark,Pheidole_punctatissima,Pheidole,Epigaeic,Indoor Introduced,,42867.41366
Denmark,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Intercepted,,42867.41366
Denmark,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Intercepted,,42867.41366
District of Columbia,Nylanderia_flavipes,Nylanderia,Epigaeic,Exotic,,159.2553174
District of Columbia,Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,,159.2553174
District of Columbia,Tetramorium_atratulum,Tetramorium,Arboreal & Epigaeic,Exotic,,159.2553174
District of Columbia,Pheidole_anastasii,Pheidole,Epigaeic,Indoor Introduced,,159.2553174
District of Columbia,Technomyrmex_difficilis,Technomyrmex,Arboreal & Epigaeic,Indoor Introduced,,159.2553174
District of Columbia,Nylanderia_pubens,Nylanderia,Epigaeic,Indoor Introduced,,159.2553174
District of Columbia,Tetramorium_immigrans,Tetramorium,Arboreal & Epigaeic,Exotic,,159.2553174
District of Columbia,Paratrechina_longicornis,Paratrechina,Epigaeic,Indoor Introduced,,159.2553174
District of Columbia,Vollenhovia_emeryi,Vollenhovia,Epigaeic,Exotic,,159.2553174
District of Columbia,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Indoor Introduced,,159.2553174
Distrito Federal Mexico,Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,,1349.525409
Distrito Federal Mexico,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Exotic,,1349.525409
Distrito Federal Mexico,Hypoponera_opaciceps,Hypoponera,Epigaeic & Hypogaeic,Exotic,,1349.525409
Distrito Federal Mexico,Linepithema_humile,Linepithema,Epigaeic,Exotic,,1349.525409
Distrito Federal Mexico,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,1349.525409
Distrito Federal Mexico,Odontomachus_haematodus,Odontomachus,Epigaeic,Exotic,,1349.525409
Durango,Wasmannia_auropunctata,Wasmannia,Arboreal & Epigaeic,Exotic,,120455.3232
Durango,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,120455.3232
Durango,Camponotus_tortuganus,Camponotus,Arboreal & Epigaeic,Exotic,,120455.3232
Durango,Linepithema_humile,Linepithema,Epigaeic,Exotic,,120455.3232
Durango,Cardiocondyla_emeryi,Cardiocondyla,Epigaeic,Exotic,,120455.3232
Easter Island,Hypoponera_punctatissima,Hypoponera,Epigaeic & Hypogaeic,Exotic,,168.5467547
Easter Island,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,168.5467547
Easter Island,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,168.5467547
Easter Island,Hypoponera_trigona,Hypoponera,Epigaeic & Hypogaeic,Exotic,,168.5467547
Easter Island,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,168.5467547
Easter Island,Tetramorium_simillimum,Tetramorium,Arboreal & Epigaeic,Exotic,,168.5467547
Easter Island,Cardiocondyla_minutior,Cardiocondyla,Epigaeic,Exotic,,168.5467547
Easter Island,Nylanderia_bourbonica,Nylanderia,Epigaeic,Exotic,,168.5467547
Easter Island,Hypoponera_confinis,Hypoponera,Epigaeic & Hypogaeic,Exotic,,168.5467547
Easter Island,Linepithema_humile,Linepithema,Epigaeic,Exotic,,168.5467547
Easter Island,Hypoponera_opacior,Hypoponera,Epigaeic & Hypogaeic,Exotic,,168.5467547
Easter Island,Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,,168.5467547
Ecuador,Trichomyrmex_destructor,Trichomyrmex,Epigaeic,Exotic,,247987.0565
Ecuador,Nylanderia_fulva,Nylanderia,Epigaeic,Exotic,,247987.0565
Ecuador,Linepithema_humile,Linepithema,Epigaeic,Exotic,,247987.0565
Ecuador,Cardiocondyla_wroughtonii,Cardiocondyla,Epigaeic,Exotic,,247987.0565
Ecuador,Strumigenys_rogeri,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,247987.0565
Ecuador,Hypoponera_punctatissima,Hypoponera,Epigaeic & Hypogaeic,Exotic,,247987.0565
Ecuador,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,247987.0565
Ecuador,Cardiocondyla_minutior,Cardiocondyla,Epigaeic,Exotic,,247987.0565
Ecuador,Tetramorium_lucayanum,Tetramorium,Arboreal & Epigaeic,Exotic,,247987.0565
Ecuador,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,247987.0565
Ecuador,Tetramorium_simillimum,Tetramorium,Arboreal & Epigaeic,Exotic,,247987.0565
Ecuador,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Exotic,,247987.0565
Ecuador,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,247987.0565
Ecuador,Cardiocondyla_emeryi,Cardiocondyla,Epigaeic,Exotic,,247987.0565
Ecuador,Monomorium_floricola,Monomorium,Arboreal & Epigaeic,Exotic,,247987.0565
Egypt,Cardiocondyla_obscurior,Cardiocondyla,Epigaeic,Exotic,,998732.739
Egypt,Monomorium_atomum cooperi,Monomorium,Arboreal & Epigaeic,Exotic,,998732.739
Egypt,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,998732.739
Egypt,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,998732.739
Egypt,Monomorium_carbonarium,Monomorium,Arboreal & Epigaeic,Exotic,,998732.739
Egypt,Tetramorium_lanuginosum,Tetramorium,Arboreal & Epigaeic,Exotic,,998732.739
Egypt,Cardiocondyla_wroughtonii,Cardiocondyla,Epigaeic,Exotic,,998732.739
Egypt,Trichomyrmex_destructor,Trichomyrmex,Epigaeic,Exotic,,998732.739
Egypt,Lioponera_longitarsus,Lioponera,Arboreal & Epigaeic & Hypogaeic,Exotic,,998732.739
Egypt,Brachyponera_sennaarensis,Brachyponera,Epigaeic,Exotic,,998732.739
Egypt,Messor_structor,Messor,Epigaeic,Exotic,,998732.739
Egypt,Strumigenys_membranifera,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,998732.739
Egypt,Nylanderia_vividula,Nylanderia,Epigaeic,Exotic,,998732.739
Egypt,Trichomyrmex_mayri,Trichomyrmex,Epigaeic,Exotic,,998732.739
Egypt,Tetramorium_sericeiventre,Tetramorium,Arboreal & Epigaeic,Exotic,,998732.739
Egypt,Cardiocondyla_minutior,Cardiocondyla,Epigaeic,Exotic,,998732.739
Egypt,Pheidole_indica,Pheidole,Epigaeic,Exotic,,998732.739
Egypt,Tetramorium_caldarium,Tetramorium,Arboreal & Epigaeic,Exotic,,998732.739
El Salvador,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Exotic,,20619.80641
El Salvador,Trichomyrmex_destructor,Trichomyrmex,Epigaeic,Exotic,,20619.80641
El Salvador,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,20619.80641
El Salvador,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,20619.80641
El Salvador,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,20619.80641
El Salvador,Solenopsis_invicta,Solenopsis,Epigaeic & Hypogaeic,Exotic,,20619.80641
El Salvador,Tetramorium_caldarium,Tetramorium,Arboreal & Epigaeic,Exotic,,20619.80641
El Salvador,Tetramorium_lanuginosum,Tetramorium,Arboreal & Epigaeic,Exotic,,20619.80641
El Salvador,Monomorium_floricola,Monomorium,Arboreal & Epigaeic,Exotic,,20619.80641
Enggano Island,Pheidole_megacephala,Pheidole,Epigaeic,Exotic,,387.3394746
Entre Rios,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Exotic,,77974.1209
Equatorial Guinea,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,24950.02121
Equatorial Guinea,Strumigenys_emmae,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,24950.02121
Equatorial Guinea,Solenopsis_geminata,Solenopsis,Epigaeic & Hypogaeic,Exotic,,24950.02121
Equatorial Guinea,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,24950.02121
Equatorial Guinea,Trichomyrmex_destructor,Trichomyrmex,Epigaeic,Exotic,,24950.02121
Equatorial Guinea,Monomorium_floricola,Monomorium,Arboreal & Epigaeic,Exotic,,24950.02121
Eritrea,Trichomyrmex_destructor,Trichomyrmex,Epigaeic,Exotic,,121510.1854
Eritrea,Pheidole_indica,Pheidole,Epigaeic,Exotic,,121510.1854
Eritrea,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,121510.1854
Eritrea,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,121510.1854
Espirito Santo,Tetramorium_simillimum,Tetramorium,Arboreal & Epigaeic,Exotic,,45805.89498
Espirito Santo,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,45805.89498
Espirito Santo,Strumigenys_emmae,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,45805.89498
Espirito Santo,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Exotic,,45805.89498
Espirito Santo,Cardiocondyla_minutior,Cardiocondyla,Epigaeic,Exotic,,45805.89498
Espirito Santo,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,45805.89498
Espirito Santo,Monomorium_floricola,Monomorium,Arboreal & Epigaeic,Exotic,,45805.89498
Espirito Santo,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,45805.89498
Estonia,Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Indoor Introduced,,45802.37401
Estonia,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Indoor Introduced,,45802.37401
Estonia,Tetramorium_caldarium,Tetramorium,Arboreal & Epigaeic,Indoor Introduced,,45802.37401
Estonia,Paratrechina_longicornis,Paratrechina,Epigaeic,Indoor Introduced,,45802.37401
Ethiopia,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,1127639.398
Ethiopia,Hypoponera_ragusai,Hypoponera,Epigaeic & Hypogaeic,Exotic,,1127639.398
Ethiopia,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,1127639.398
Ethiopia,Trichomyrmex_destructor,Trichomyrmex,Epigaeic,Exotic,,1127639.398
Europa Island,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,21.55710598
Europa Island,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,21.55710598
Europa Island,Cardiocondyla_minutior,Cardiocondyla,Epigaeic,Exotic,,21.55710598
Europa Island,Leptogenys_falcigera,Leptogenys,Epigaeic & Hypogaeic,Exotic,,21.55710598
Europa Island,Tetramorium_simillimum,Tetramorium,Arboreal & Epigaeic,Exotic,,21.55710598
Faroe Islands,Tapinoma_ibericum,Tapinoma,Arboreal & Epigaeic,Intercepted,,1420.695368
Faroe Islands,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Indoor Introduced,,1420.695368
Faroe Islands,Formica_rufa,Formica,Epigaeic,Indoor Introduced,,1420.695368
Faroe Islands,Lasius_niger,Lasius,Epigaeic & Hypogaeic,Exotic,,1420.695368
Faroe Islands,Camponotus_fallax,Camponotus,Arboreal & Epigaeic,Intercepted,,1420.695368
Faroe Islands,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Indoor Introduced,,1420.695368
Fernando de Noronha Archipelago,Tetramorium_simillimum,Tetramorium,Arboreal & Epigaeic,Exotic,,20.17201357
Fernando de Noronha Archipelago,Monomorium_salomonis,Monomorium,Arboreal & Epigaeic,Exotic,,20.17201357
Fernando de Noronha Archipelago,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,20.17201357
Fernando de Noronha Archipelago,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,20.17201357
Fernando de Noronha Archipelago,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,20.17201357
Fernando de Noronha Archipelago,Pheidole_megacephala,Pheidole,Epigaeic,Exotic,,20.17201357
Fernando de Noronha Archipelago,Wasmannia_auropunctata,Wasmannia,Arboreal & Epigaeic,Exotic,,20.17201357
Fiji,Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,,19303.65991
Fiji,Pseudoponera_stigma,Pseudoponera,Epigaeic & Hypogaeic,Exotic,,19303.65991
Fiji,Tetramorium_insolens,Tetramorium,Arboreal & Epigaeic,Exotic,,19303.65991
Fiji,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,19303.65991
Fiji,Tetramorium_simillimum,Tetramorium,Arboreal & Epigaeic,Exotic,,19303.65991
Fiji,Hypoponera_opaciceps,Hypoponera,Epigaeic & Hypogaeic,Exotic,,19303.65991
