"Phy","fixer","num_introduced","total_area_introduced","total_area_native","lat_native","abs_lat_native","annual","uses_num_uses","submitted_name","matched_name","data_source_title","score","num_words","diff","RangeY","domY","efnY","n.records","sum.AM","sum.EM","AM","EM","EFN","matched_name_EFN","Domatia"
"Acacia auriculiformis",1,23,1.12e+13,4.09e+12,-5.85860106,5.85860106,0,4,"Acacia auriculiformis","Acacia auriculiformis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,22,19,3,"Y","Y",1,"Acacia auriculiformis",0
"Acacia bahiensis",1,0,0,8.47e+12,-10.77227947,10.77227947,0,0,"Acacia bahiensis","Acacia bahiensis","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia baileyana",1,13,1.07e+13,6.27e+12,-26.80596132,26.80596132,0,2,"Acacia baileyana","Acacia baileyana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia baileyana",0
"Acacia benthamii",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia benthamii","Acacia benthamii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia berlandieri",1,0,0,7.51e+11,25.31401375,25.31401375,0,0,"Acacia berlandieri","Acacia berlandieri","Freebase",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia bidentata",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia bidentata","Acacia bidentata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia biflora",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia biflora","Acacia biflora","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia binervata",1,2,2.68e+11,2.53e+12,-25.79163463,25.79163463,0,2,"Acacia binervata","Acacia binervata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia binervia",1,1,5.82e+11,1.03e+12,-33.25127933,33.25127933,0,0,"Acacia binervia","Acacia binervia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia bivenosa",1,1,3.42e+11,5.61e+12,-23.16077529,23.16077529,0,1,"Acacia bivenosa","Acacia bivenosa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,1,"Y","Y",0,NA,0
"Acacia blakei",1,0,0,2.53e+12,-25.79163463,25.79163463,0,0,"Acacia blakei","Acacia blakei","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia blakei",0
"Acacia blakelyi",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia blakelyi","Acacia blakelyi","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia blakelyi",0
"Acacia bonariensis",0,0,0,4.27e+12,-26.94705186,26.94705186,0,0,"Acacia bonariensis","Acacia bonariensis","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Senegalia bonariensis",0
"Acacia borleae",1,0,0,3.86e+12,-21.72947512,21.72947512,0,0,"Acacia borleae","Acacia borleae","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia brachybotrya",1,1,1.15e+11,2.01e+12,-31.74043124,31.74043124,0,0,"Acacia brachybotrya","Acacia brachybotrya","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia brachystachya",1,0,0,7.39e+12,-25.1628483,25.1628483,0,0,"Acacia brachystachya","Acacia brachystachya","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia brachystachya",0
"Acacia brassii",1,0,0,1.73e+12,-22.57378083,22.57378083,0,0,"Acacia brassii","Acacia brassii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia brownii",1,0,0,2.76e+12,-26.80239184,26.80239184,0,0,"Acacia brownii","Acacia brownii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia brumalis",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia brumalis","Acacia brumalis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia burkei",1,1,3.13e+11,4.44e+12,-22.42811457,22.42811457,0,0,"Acacia burkei","Acacia burkei","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia buxifolia",1,1,1.89e+11,2.76e+12,-26.81043334,26.81043334,0,1,"Acacia buxifolia","Acacia buxifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia bynoeana",1,0,0,8.02e+11,-32.17021086,32.17021086,0,0,"Acacia bynoeana","Acacia bynoeana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia caesia",1,0,0,8.29e+12,19.25459014,19.25459014,0,3,"Acacia caesia","Acacia caesia","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia caesia",0
"Acacia caffra",1,1,1.89e+11,4.05e+12,-21.71309195,21.71309195,0,0,"Acacia caffra","Acacia caffra","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia caffra",0
"Acacia calamifolia",1,1,1284364074,2.01e+12,-31.74043124,31.74043124,0,1,"Acacia calamifolia","Acacia calamifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia calamifolia",0
"Acacia cambagei",1,0,0,4.86e+12,-25.00497902,25.00497902,0,1,"Acacia cambagei","Acacia cambagei","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia cambagei",0
"Acacia cana",1,0,0,2.53e+12,-25.79163463,25.79163463,0,0,"Acacia cana","Acacia cana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia cana",0
"Acacia cangaiensis",1,0,0,8.02e+11,-32.17021086,32.17021086,0,0,"Acacia cangaiensis","Acacia cangaiensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia cardiophylla",1,2,2.68e+11,8.02e+11,-32.17021086,32.17021086,0,1,"Acacia cardiophylla","Acacia cardiophylla","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia catechu",1,5,2.29e+12,8.61e+12,22.36270805,22.36270805,0,4,"Acacia catechu","Acacia catechu","Freebase",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Senegalia catechu",0
"Acacia catenulata",1,0,0,3.08e+12,-21.20529859,21.20529859,0,0,"Acacia catenulata","Acacia catenulata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia caven",1,0,0,5.01e+12,-27.21964295,27.21964295,0,0,"Acacia caven","Acacia caven","Freebase",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Vachellia caven",0
"Acacia celastrifolia",1,0,0,2.53e+12,-25.46607155,25.46607155,0,1,"Acacia celastrifolia","Acacia celastrifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia chariessa",1,0,0,3.9e+11,-19.00000691,19.00000691,0,0,"Acacia chariessa","Acacia chariessa","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia chariessa",0
"Acacia chrysotricha",1,0,0,8.02e+11,-32.17021086,32.17021086,0,1,"Acacia chrysotricha","Acacia chrysotricha","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia chundra",1,1,2645044536,5.42e+12,17.7198361,17.7198361,0,3,"Acacia chundra","Acacia chundra","Freebase",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia chundra",0
"Acacia cincinnata",1,0,0,1.73e+12,-22.57378083,22.57378083,0,1,"Acacia cincinnata","Acacia cincinnata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,1,1,0,"Y","N",1,"Acacia cincinnata",0
"Acacia citrinoviridis",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia citrinoviridis","Acacia citrinoviridis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia cochliacantha",1,0,0,3.03e+11,18.81953829,18.81953829,0,0,"Acacia cochliacantha","Acacia cochliacantha","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,1,1,0,"Y","N",1,"Acacia cochliacantha",0
"Acacia cognata",1,0,0,1.03e+12,-33.25127933,33.25127933,0,1,"Acacia cognata","Acacia cognata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia colei",1,0,0,5.61e+12,-23.16077529,23.16077529,0,3,"Acacia colei","Acacia colei","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia colletioides",1,0,0,4.54e+12,-28.33581319,28.33581319,0,0,"Acacia colletioides","Acacia colletioides","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia collinsii",1,0,0,1.79e+11,12.02784754,12.02784754,0,0,"Acacia collinsii","Acacia collinsii","Freebase",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia collinsii",1
"Acacia complanata",1,0,0,2.53e+12,-25.79163463,25.79163463,0,1,"Acacia complanata","Acacia complanata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia complanata",0
"Acacia concurrens",1,0,0,2.53e+12,-25.79163463,25.79163463,0,1,"Acacia concurrens","Acacia concurrens","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,2,2,0,"Y","N",1,"Acacia concurrens",0
"Acacia confusa",1,13,3.58e+12,1.25e+12,21.89229771,21.89229771,0,3,"Acacia confusa","Acacia confusa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,3,1,0,"Y","N",1,"Acacia confusa",0
"Acacia constricta",1,0,0,1.77e+12,26.54462355,26.54462355,0,0,"Acacia constricta","Acacia constricta","Freebase",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia constricta",0
"Acacia coriacea",1,0,0,7.39e+12,-25.1628483,25.1628483,0,0,"Acacia coriacea","Acacia coriacea","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,1,1,1,"Y","Y",1,"Acacia coriacea",0
"Acacia cornigera",1,5,1.34e+12,2.4e+12,17.79278687,17.79278687,0,1,"Acacia cornigera","Acacia cornigera","Freebase",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia cornigera",1
"Acacia cowleana",1,0,0,6.41e+12,-24.36798012,24.36798012,0,0,"Acacia cowleana","Acacia cowleana","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,1,"Y","Y",0,NA,0
"Acacia crassicarpa",1,0,0,2.13e+12,-14.62126575,14.62126575,0,1,"Acacia crassicarpa","Acacia crassicarpa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,1,"Y","Y",0,NA,0
"Acacia cultriformis",1,13,2.08e+13,2.53e+12,-25.79163463,25.79163463,0,1,"Acacia cultriformis","Acacia cultriformis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia cultriformis",0
"Acacia cuthbertsonii",1,0,0,3.88e+12,-23.4204532,23.4204532,0,0,"Acacia cuthbertsonii","Acacia cuthbertsonii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia cyclops",1,5,5.1e+12,3.51e+12,-26.80243548,26.80243548,0,4,"Acacia cyclops","Acacia cyclops","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,1,1,0,"Y","N",1,"Acacia cyclops",0
"Acacia cyperophylla",1,0,0,6.59e+12,-24.24846479,24.24846479,0,0,"Acacia cyperophylla","Acacia cyperophylla","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia dangarensis",1,0,0,8.02e+11,-32.17021086,32.17021086,0,0,"Acacia dangarensis","Acacia dangarensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia davyi",1,0,0,3.47e+12,-21.47861499,21.47861499,0,0,"Acacia davyi","Acacia davyi","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia dealbata",1,28,1.45e+13,4.61e+12,-35.13929898,35.13929898,0,6,"Acacia dealbata","Acacia dealbata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,7,4,3,"Y","Y",1,"Acacia dealbata",0
"Acacia deanei",1,0,0,3.16e+12,-16.73557126,16.73557126,0,1,"Acacia deanei","Acacia deanei","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia deanei",0
"Acacia decora",1,1,1.3e+11,2.76e+12,-26.80239184,26.80239184,0,0,"Acacia decora","Acacia decora","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia decora",0
"Acacia decurrens",1,19,1e+13,6.4e+12,-17.04729784,17.04729784,0,4,"Acacia decurrens","Acacia decurrens","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,8,5,3,"Y","Y",1,"Acacia decurrens",0
"Acacia dictyophleba",1,0,0,6.59e+12,-24.24846479,24.24846479,0,0,"Acacia dictyophleba","Acacia dictyophleba","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia dictyophleba",0
"Acacia difficilis",1,0,0,5.61e+12,-23.16077529,23.16077529,0,0,"Acacia difficilis","Acacia difficilis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,2,"Y","Y",0,NA,0
"Acacia dimidiata",1,0,0,3.08e+12,-21.20529859,21.20529859,0,0,"Acacia dimidiata","Acacia dimidiata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,1,"Y","Y",0,NA,0
"Acacia dolichostachya",1,0,0,2.09e+12,19.95541934,19.95541934,0,0,"Acacia dolichostachya","Acacia dolichostachya","Freebase",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Mariosousa dolichostachya",0
"Acacia doratoxylon",1,2,2.68e+11,1.03e+12,-33.25653662,33.25653662,0,0,"Acacia doratoxylon","Acacia doratoxylon","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia acuminata",0
"Acacia doratoxylon",1,2,2.68e+11,1.03e+12,-33.25653662,33.25653662,0,0,"Acacia doratoxylon","Acacia doratoxylon","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia doratoxylon",0
"Acacia drummondii",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia drummondii","Acacia drummondii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia dudgeoni",1,0,0,5.01e+12,13.21298077,13.21298077,0,0,"Acacia dudgeoni","Acacia dudgeoni","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia dunnii",1,0,0,3.88e+12,-23.4204532,23.4204532,0,0,"Acacia dunnii","Acacia dunnii","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0
"Acacia ehrenbergiana",1,0,0,1.65e+13,19.98971855,19.98971855,0,0,"Acacia ehrenbergiana","Acacia ehrenbergiana","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia elata",1,11,9.68e+12,3.56e+12,-29.35867544,29.35867544,0,1,"Acacia elata","Acacia elata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia elatior",1,0,0,3.33e+12,10.7103668,10.7103668,0,0,"Acacia elatior","Acacia elatior","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1
"Acacia elongata",1,0,0,8.02e+11,-32.17021086,32.17021086,0,0,"Acacia elongata","Acacia elongata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia elongata",0
"Acacia eremaea",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia eremaea","Acacia eremaea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia eremaea",0
"Acacia ericifolia",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia ericifolia","Acacia ericifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia erinacea",1,0,0,3.51e+12,-26.80243548,26.80243548,0,0,"Acacia erinacea","Acacia erinacea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia eriocarpa",0,0,0,1.93e+12,-16.15204272,16.15204272,0,0,"Acacia eriocarpa","Acacia eriocarpa","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia erubescens",1,0,0,1.06e+13,-18.58533779,18.58533779,0,0,"Acacia erubescens","Acacia erubescens","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia erubescens",0
"Acacia estrophiolata",1,0,0,4.86e+12,-24.83278022,24.83278022,0,1,"Acacia estrophiolata","Acacia estrophiolata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia etbaica",1,0,0,6.05e+12,7.23235298,7.23235298,0,0,"Acacia etbaica","Acacia etbaica","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia excelsa",0,0,0,2.53e+12,-25.79163463,25.79163463,0,2,"Acacia excelsa","Acacia excelsa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia excelsa",0
"Acacia extensa",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia extensa","Acacia extensa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,3,3,0,"Y","N",0,NA,0
"Acacia exuvialis",1,0,0,3.06e+12,-22.24326179,22.24326179,0,0,"Acacia exuvialis","Acacia exuvialis","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia falcata",1,2,2.23e+12,2.66e+12,-16.5401345,16.5401345,0,1,"Acacia falcata","Acacia falcata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia falcata",0
"Acacia falciformis",1,2,2.68e+11,2.76e+12,-26.81043334,26.81043334,0,2,"Acacia falciformis","Acacia falciformis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia falciformis",0
"Acacia farnesiana",1,48,3.76e+13,1.91e+13,10.47537246,10.47537246,0,9,"Acacia farnesiana","Acacia farnesiana","Papahanaumokuakea Marine National Monument",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia farnesiana",0
"Acacia filicifolia",1,1,1.15e+11,2.53e+12,-25.79163463,25.79163463,0,1,"Acacia filicifolia","Acacia filicifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia filifolia",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia filifolia","Acacia filifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia fimbriata",1,4,5.61e+12,2.53e+12,-25.79163463,25.79163463,0,1,"Acacia fimbriata","Acacia fimbriata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia fimbriata",0
"Acacia fleckii",1,0,0,6.44e+12,-21.23507238,21.23507238,0,0,"Acacia fleckii","Acacia fleckii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia flexifolia",1,0,0,2.76e+12,-26.80239184,26.80239184,0,0,"Acacia flexifolia","Acacia flexifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia floribunda",1,4,2.3e+12,3.49e+12,-7.63227278,7.63227278,0,1,"Acacia floribunda","Acacia floribunda","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,2,2,0,"Y","N",1,"Acacia floribunda",0
"Acacia fulva",1,0,0,8.02e+11,-32.17021086,32.17021086,0,0,"Acacia fulva","Acacia fulva","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia galpinii",1,0,0,6.24e+12,-20.01409488,20.01409488,0,0,"Acacia galpinii","Acacia galpinii","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia gaumeri",1,0,0,1.96e+12,23.95092283,23.95092283,0,0,"Acacia gaumeri","Acacia gaumeri","Freebase",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia gaumeri",0
"Acacia genistifolia",1,0,0,2.08e+12,-36.84389176,36.84389176,0,0,"Acacia genistifolia","Acacia genistifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia georginae",1,1,7.94e+12,4.06e+12,-23.47957615,23.47957615,0,2,"Acacia georginae","Acacia georginae","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia gerrardii",1,0,0,1.5e+13,-16.42384857,16.42384857,0,0,"Acacia gerrardii","Acacia gerrardii","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia gittinsii",1,0,0,1.73e+12,-22.57378083,22.57378083,0,0,"Acacia gittinsii","Acacia gittinsii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia gladiiformis",1,1,2.44e+11,8.02e+11,-32.17021086,32.17021086,0,1,"Acacia gladiiformis","Acacia gladiiformis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia glaucocarpa",1,0,0,2.53e+12,-25.79163463,25.79163463,0,1,"Acacia glaucocarpa","Acacia glaucocarpa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia glaucoptera",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia glaucoptera","Acacia glaucoptera","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia goetzei",1,0,0,8.26e+12,-1.7213765,1.7213765,0,0,"Acacia goetzei","Acacia goetzei","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia gonocarpa",1,0,0,3.88e+12,-23.4204532,23.4204532,0,0,"Acacia gonocarpa","Acacia gonocarpa","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,1,"Y","Y",0,NA,0
"Acacia gourmaensis",1,0,0,2.82e+12,10.7475034,10.7475034,0,0,"Acacia gourmaensis","Acacia gourmaensis","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia grandicornuta",1,0,0,4.44e+12,-22.42811457,22.42811457,0,0,"Acacia grandicornuta","Acacia grandicornuta","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia granitica",1,0,0,2.53e+12,-25.79163463,25.79163463,0,0,"Acacia granitica","Acacia granitica","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia greggii",0,1,2.06e+12,2.28e+12,27.19501114,27.19501114,0,1,"Acacia greggii","Acacia greggii","Freebase",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Acacia greggii",0
"Acacia gummifera",1,0,0,4.03e+11,31.88356133,31.88356133,0,0,"Acacia gummifera","Acacia gummifera","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia haematoxylon",1,0,0,4.05e+12,-23.84985133,23.84985133,0,0,"Acacia haematoxylon","Acacia haematoxylon","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia hakeoides",1,0,0,6.27e+12,-26.80241625,26.80241625,0,1,"Acacia hakeoides","Acacia hakeoides","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia harpophylla",1,0,0,2.53e+12,-25.79163463,25.79163463,0,0,"Acacia harpophylla","Acacia harpophylla","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia harveyi",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia harveyi","Acacia harveyi","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia hastulata",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Acacia hastulata","Acacia hastulata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia havilandiorum",1,0,0,2.01e+12,-31.74043124,31.74043124,0,1,"Acacia havilandiorum","Acacia havilandiorum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia hebeclada",1,0,0,6.44e+12,-21.23507238,21.23507238,0,0,"Acacia hebeclada","Acacia hebeclada","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia hemsleyi",1,0,0,5.61e+12,-23.16077529,23.16077529,0,1,"Acacia hemsleyi","Acacia hemsleyi","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia hereroensis",1,0,0,4.44e+12,-23.50241383,23.50241383,0,0,"Acacia hereroensis","Acacia hereroensis","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia heterophylla",1,2,3.26e+12,2645044536,-21.12162946,21.12162946,0,1,"Acacia heterophylla","Acacia heterophylla","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Acacia hilliana",1,0,0,3.88e+12,-23.4204532,23.4204532,0,0,"Acacia hilliana","Acacia hilliana","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,1,"Y","Y",0,NA,0
