"","id","synonym","author","rank","taxonomicStatus","matched_name","syndomY","synrangeY","synefnY"
"1","urn:lsid:ipni.org:names:60428342-2","Racosperma alatum","(R.Br.) Pedley","SPECIES","Homotypic_Synonym","Acacia alata",FALSE,FALSE,FALSE
"2","urn:lsid:ipni.org:names:514256-1","Phyllodoce alata","(R.Br.) Link","SPECIES","Homotypic_Synonym","Acacia alata",FALSE,FALSE,FALSE
"3","urn:lsid:ipni.org:names:944301-1","Racosperma allenianum","(Maiden) Pedley","SPECIES","Homotypic_Synonym","Acacia alleniana",FALSE,FALSE,FALSE
"4","urn:lsid:ipni.org:names:60428762-2","Racosperma ampliceps","(Maslin) Pedley","SPECIES","Homotypic_Synonym","Acacia ampliceps",FALSE,FALSE,FALSE
"5","urn:lsid:ipni.org:names:944304-1","Racosperma ancistrocarpum","(Maiden & Blakely) Pedley","SPECIES","Homotypic_Synonym","Acacia ancistrocarpa",FALSE,FALSE,FALSE
"6","urn:lsid:ipni.org:names:944305-1","Racosperma aneurum","(F.Muell. ex Benth.) Pedley","SPECIES","Homotypic_Synonym","Acacia aneura",FALSE,FALSE,FALSE
"7","urn:lsid:ipni.org:names:944313-1","Racosperma aulacocarpum","(A.Cunn. ex Benth.) Pedley","SPECIES","Homotypic_Synonym","Acacia aulacocarpa",FALSE,FALSE,FALSE
"8","urn:lsid:ipni.org:names:942631-1","Racosperma auriculiforme","(A.Cunn. ex Benth.) Pedley","SPECIES","Homotypic_Synonym","Acacia auriculiformis",FALSE,FALSE,FALSE
"9","urn:lsid:ipni.org:names:470243-1","Acacia elliptica","A.Cunn. ex Benth.","SPECIES","Synonym","Acacia bivenosa",FALSE,FALSE,FALSE
"10","urn:lsid:ipni.org:names:469847-1","Acacia binervosa","DC.","SPECIES","Synonym","Acacia bivenosa",FALSE,FALSE,FALSE
"11","urn:lsid:ipni.org:names:60429982-2","Racosperma bivenosum","(DC.) Pedley","SPECIES","Homotypic_Synonym","Acacia bivenosa",FALSE,FALSE,FALSE
"12","urn:lsid:ipni.org:names:944341-1","Racosperma cincinnatum","(F.Muell.) Pedley","SPECIES","Homotypic_Synonym","Acacia cincinnata",FALSE,FALSE,FALSE
"13","urn:lsid:ipni.org:names:942635-1","Racosperma concurrens","(Pedley) Pedley","SPECIES","Homotypic_Synonym","Acacia concurrens",FALSE,FALSE,FALSE
"14","urn:lsid:ipni.org:names:470093-1","Acacia cunninghamii","Hook.","SPECIES","Synonym","Acacia concurrens",FALSE,FALSE,FALSE
"15","urn:lsid:ipni.org:names:942663-1","Racosperma confusum","(Merr.) Pedley","SPECIES","Homotypic_Synonym","Acacia confusa",FALSE,FALSE,FALSE
"16","urn:lsid:ipni.org:names:942637-1","Racosperma coriaceum","(DC.) Pedley","SPECIES","Homotypic_Synonym","Acacia coriacea",FALSE,FALSE,FALSE
"17","urn:lsid:ipni.org:names:944448-1","Racosperma oligophlebum","(Pedley) Pedley","SPECIES","Synonym","Acacia cowleana",FALSE,FALSE,FALSE
"18","urn:lsid:ipni.org:names:944345-1","Racosperma cowleanum","(Tate) Pedley","SPECIES","Homotypic_Synonym","Acacia cowleana",FALSE,FALSE,FALSE
"19","urn:lsid:ipni.org:names:471032-1","Acacia oligophleba","Pedley","SPECIES","Synonym","Acacia cowleana",FALSE,FALSE,FALSE
"20","urn:lsid:ipni.org:names:944347-1","Racosperma crassicarpum","(A.Cunn. ex Benth.) Pedley","SPECIES","Homotypic_Synonym","Acacia crassicarpa",FALSE,FALSE,FALSE
"21","urn:lsid:ipni.org:names:470232-1","Acacia eglandulosa","DC.","SPECIES","Synonym","Acacia cyclops",FALSE,FALSE,FALSE
"22","urn:lsid:ipni.org:names:60433145-2","Racosperma eglandulosum","(DC.) Pedley","SPECIES","Synonym","Acacia cyclops",FALSE,FALSE,FALSE
"23","urn:lsid:ipni.org:names:470912-1","Acacia mirbelii","Dehnh.","SPECIES","Synonym","Acacia cyclops",FALSE,FALSE,FALSE
"24","urn:lsid:ipni.org:names:507878-1","Mimosa dealbata","(Link) Page","SPECIES","Homotypic_Synonym","Acacia dealbata",FALSE,FALSE,FALSE
"25","urn:lsid:ipni.org:names:944515-1","Racosperma dealbatum","(Link) Pedley","SPECIES","Homotypic_Synonym","Acacia dealbata",FALSE,FALSE,FALSE
"26","urn:lsid:ipni.org:names:469653-1","Acacia adenophora","Spreng.","SPECIES","Synonym","Acacia decurrens",FALSE,FALSE,FALSE
"27","urn:lsid:ipni.org:names:507639-1","Mimosa angulata","(Desv.) Poir.","SPECIES","Synonym","Acacia decurrens",FALSE,FALSE,FALSE
"28","urn:lsid:ipni.org:names:944516-1","Racosperma decurrens","(J.C.Wendl.) Pedley","SPECIES","Homotypic_Synonym","Acacia decurrens",FALSE,FALSE,FALSE
"29","urn:lsid:ipni.org:names:469718-1","Acacia angulata","Desv.","SPECIES","Synonym","Acacia decurrens",FALSE,FALSE,FALSE
"30","urn:lsid:ipni.org:names:507883-1","Mimosa decurrens","J.C.Wendl.","SPECIES","Homotypic_Synonym","Acacia decurrens",FALSE,FALSE,FALSE
"31","urn:lsid:ipni.org:names:508561-1","Mimosa pulchra","Dum.Cours.","SPECIES","Synonym","Acacia decurrens",FALSE,FALSE,FALSE
"32","urn:lsid:ipni.org:names:508342-1","Mimosa mollissima","Willd.","SPECIES","Synonym","Acacia decurrens",FALSE,FALSE,FALSE
"33","urn:lsid:ipni.org:names:944358-1","Racosperma difficile","(Maiden) Pedley","SPECIES","Homotypic_Synonym","Acacia difficilis",FALSE,FALSE,FALSE
"34","urn:lsid:ipni.org:names:63792-3","Acacia dolabriformis","A.Cunn. ex Hook.","SPECIES","Synonym","Acacia dimidiata",FALSE,FALSE,FALSE
"35","urn:lsid:ipni.org:names:944359-1","Racosperma dimidiatum","(Benth.) Pedley","SPECIES","Homotypic_Synonym","Acacia dimidiata",FALSE,FALSE,FALSE
"36","urn:lsid:ipni.org:names:60433138-2","Racosperma dunnii","(Turrill) Pedley","SPECIES","Homotypic_Synonym","Acacia dunnii",FALSE,FALSE,FALSE
"37","urn:lsid:ipni.org:names:60433478-2","Racosperma extensum","(Lindl.) Pedley","SPECIES","Homotypic_Synonym","Acacia extensa",FALSE,FALSE,FALSE
"38","urn:lsid:ipni.org:names:469910-1","Acacia calamistrata","Jacq.","SPECIES","Synonym","Acacia extensa",FALSE,FALSE,FALSE
"39","urn:lsid:ipni.org:names:66665-3","Acacia graminea","Lehm. ex Meisn.","SPECIES","Synonym","Acacia extensa",FALSE,FALSE,FALSE
"40","urn:lsid:ipni.org:names:471116-1","Acacia pentaedra","Regel","SPECIES","Synonym","Acacia extensa",FALSE,FALSE,FALSE
"41","urn:lsid:ipni.org:names:944372-1","Racosperma floribundum","(Vent.) Pedley","SPECIES","Homotypic_Synonym","Acacia floribunda",FALSE,FALSE,FALSE
"42","urn:lsid:ipni.org:names:508357-1","Mimosa mucronulata","Dum.Cours.","SPECIES","Synonym","Acacia floribunda",FALSE,FALSE,FALSE
"43","urn:lsid:ipni.org:names:514261-1","Phyllodoce floribunda","(Vent.) Link","SPECIES","Homotypic_Synonym","Acacia floribunda",FALSE,FALSE,FALSE
"44","urn:lsid:ipni.org:names:470604-1","Acacia intermedia","A.Cunn. ex Hook.","SPECIES","Synonym","Acacia floribunda",FALSE,FALSE,FALSE
"45","urn:lsid:ipni.org:names:508017-1","Mimosa floribunda","Vent.","SPECIES","Homotypic_Synonym","Acacia floribunda",FALSE,FALSE,FALSE
"46","urn:lsid:ipni.org:names:469723-1","Acacia angustifolia","G.Lodd.","SPECIES","Synonym","Acacia floribunda",FALSE,FALSE,FALSE
"47","urn:lsid:ipni.org:names:60433555-2","Racosperma gonocarpum","(F.Muell.) Pedley","SPECIES","Homotypic_Synonym","Acacia gonocarpa",FALSE,FALSE,FALSE
"48","urn:lsid:ipni.org:names:944390-1","Racosperma hillianum","(Maiden) Pedley","SPECIES","Homotypic_Synonym","Acacia hilliana",FALSE,FALSE,FALSE
"49","urn:lsid:ipni.org:names:60433606-2","Racosperma hippuroides","(Heward ex Benth.) Pedley","SPECIES","Homotypic_Synonym","Acacia hippuroides",FALSE,FALSE,FALSE
"50","urn:lsid:ipni.org:names:470754-1","Acacia leucophylla","Coville ex Sweet","SPECIES","Synonym","Acacia holosericea",FALSE,FALSE,FALSE
"51","urn:lsid:ipni.org:names:944392-1","Racosperma holosericeum","(A.Cunn. ex G.Don) Pedley","SPECIES","Homotypic_Synonym","Acacia holosericea",FALSE,FALSE,FALSE
"52","urn:lsid:ipni.org:names:470951-1","Acacia multispirea","Domin","SPECIES","Synonym","Acacia holosericea",FALSE,FALSE,FALSE
"53","urn:lsid:ipni.org:names:944398-1","Racosperma implexum","(Benth.) Pedley","SPECIES","Homotypic_Synonym","Acacia implexa",FALSE,FALSE,FALSE
"54","urn:lsid:ipni.org:names:942645-1","Racosperma koa","(A.Gray) Pedley","SPECIES","Homotypic_Synonym","Acacia koa",FALSE,FALSE,FALSE
"55","urn:lsid:ipni.org:names:470520-1","Acacia heterophylla","Hook. & Arn.","SPECIES","Synonym","Acacia koa",FALSE,TRUE,FALSE
"56","urn:lsid:ipni.org:names:470008-1","Acacia coa","Walp.","SPECIES","Synonym","Acacia koa",FALSE,FALSE,FALSE
"57","urn:lsid:ipni.org:names:945921-1","Racosperma latescens","(Benth.) Pedley","SPECIES","Homotypic_Synonym","Acacia latescens",FALSE,FALSE,FALSE
"58","urn:lsid:ipni.org:names:470187-1","Acacia dissoneura","F.Muell.","SPECIES","Synonym","Acacia latescens",FALSE,FALSE,FALSE
"59","urn:lsid:ipni.org:names:944417-1","Racosperma leptocarpum","(A.Cunn. ex Benth.) Pedley","SPECIES","Homotypic_Synonym","Acacia leptocarpa",FALSE,FALSE,FALSE
"60","urn:lsid:ipni.org:names:944421-1","Racosperma ligulatum","(A.Cunn. ex Benth.) Pedley","SPECIES","Homotypic_Synonym","Acacia ligulata",FALSE,FALSE,FALSE
"61","urn:lsid:ipni.org:names:471067-1","Acacia pallidiramosa","Maiden & Blakely","SPECIES","Synonym","Acacia ligulata",FALSE,FALSE,FALSE
"62","urn:lsid:ipni.org:names:469619-1","Acacia abietina","Willd.","SPECIES","Synonym","Acacia linifolia",FALSE,FALSE,FALSE
"63","urn:lsid:ipni.org:names:470768-1","Acacia linearis","(J.C.Wendl.) J.F.Macbr.","SPECIES","Synonym","Acacia linifolia",FALSE,FALSE,FALSE
"64","urn:lsid:ipni.org:names:508248-1","Mimosa linearis","J.C.Wendl.","SPECIES","Synonym","Acacia linifolia",FALSE,FALSE,FALSE
"65","urn:lsid:ipni.org:names:77060218-1","Racosperma linifolium","(Vent.) Pedley","SPECIES","Homotypic_Synonym","Acacia linifolia",FALSE,FALSE,FALSE
"66","urn:lsid:ipni.org:names:514264-1","Phyllodoce linifolia","(Vent.) Link","SPECIES","Homotypic_Synonym","Acacia linifolia",FALSE,FALSE,FALSE
"67","urn:lsid:ipni.org:names:87164-3","Mimosa linifolia","Vent.","SPECIES","Homotypic_Synonym","Acacia linifolia",FALSE,FALSE,FALSE
"68","urn:lsid:ipni.org:names:507777-1","Mimosa capillaris","Dum.Cours.","SPECIES","Synonym","Acacia linifolia",FALSE,FALSE,FALSE
"69","urn:lsid:ipni.org:names:84468-3","Mimosa abietina","(Willd.) Poir.","SPECIES","Synonym","Acacia linifolia",FALSE,FALSE,FALSE
"70","urn:lsid:ipni.org:names:508493-1","Mimosa pinifolia","Page","SPECIES","Synonym","Acacia linifolia",FALSE,FALSE,FALSE
"71","urn:lsid:ipni.org:names:944428-1","Racosperma lysiphloium","(F.Muell.) Pedley","SPECIES","Homotypic_Synonym","Acacia lysiphloia",FALSE,FALSE,FALSE
"72","urn:lsid:ipni.org:names:944431-1","Racosperma mangium","(Willd.) Pedley","SPECIES","Homotypic_Synonym","Acacia mangium",FALSE,FALSE,FALSE
"73","urn:lsid:ipni.org:names:942648-1","Racosperma mearnsii","(De Wild.) Pedley","SPECIES","Homotypic_Synonym","Acacia mearnsii",FALSE,FALSE,FALSE
"74","urn:lsid:ipni.org:names:942629-1","Racosperma melanoxylon","(R.Br.) Pedley","SPECIES","Homotypic_Synonym","Acacia melanoxylon",FALSE,FALSE,FALSE
"75","urn:lsid:ipni.org:names:469741-1","Acacia arcuata","Sieber ex Spreng.","SPECIES","Synonym","Acacia melanoxylon",FALSE,FALSE,FALSE
"76","urn:lsid:ipni.org:names:69381-3","Acacia latifolia","Desf.","SPECIES","Synonym","Acacia melanoxylon",FALSE,TRUE,TRUE
"77","urn:lsid:ipni.org:names:944438-1","Racosperma mimulum","(Pedley) Pedley","SPECIES","Homotypic_Synonym","Acacia mimula",FALSE,FALSE,FALSE
"78","urn:lsid:ipni.org:names:471216-1","Acacia propinqua","Pedley","SPECIES","Synonym","Acacia mimula",FALSE,FALSE,FALSE
"79","urn:lsid:ipni.org:names:470577-1","Acacia impressa","F.Muell.","SPECIES","Synonym","Acacia monticola",FALSE,FALSE,FALSE
"80","urn:lsid:ipni.org:names:944440-1","Racosperma monticola","(J.M.Black) Pedley","SPECIES","Homotypic_Synonym","Acacia monticola",FALSE,FALSE,FALSE
"81","urn:lsid:ipni.org:names:508369-1","Mimosa myrtifolia","Sm.","SPECIES","Homotypic_Synonym","Acacia myrtifolia",FALSE,FALSE,FALSE
"82","urn:lsid:ipni.org:names:514266-1","Phyllodoce myrtifolia","(Sm.) Link","SPECIES","Homotypic_Synonym","Acacia myrtifolia",FALSE,FALSE,FALSE
"83","urn:lsid:ipni.org:names:469645-1","Acacia acutifolia","Maiden & Blakely","SPECIES","Synonym","Acacia myrtifolia",FALSE,FALSE,FALSE
"84","urn:lsid:ipni.org:names:72106-3","Acacia marginata","R.Br.","SPECIES","Synonym","Acacia myrtifolia",FALSE,FALSE,FALSE
"85","urn:lsid:ipni.org:names:60433775-2","Racosperma myrtifolium","(Sm.) Pedley","SPECIES","Homotypic_Synonym","Acacia myrtifolia",FALSE,FALSE,FALSE
"86","urn:lsid:ipni.org:names:81980-3","Acacia trigona","A.DC.","SPECIES","Synonym","Acacia myrtifolia",FALSE,FALSE,FALSE
"87","urn:lsid:ipni.org:names:489234-1","Cuparilla myrtifolia","(Sm.) Raf.","SPECIES","Homotypic_Synonym","Acacia myrtifolia",FALSE,FALSE,FALSE
"88","urn:lsid:ipni.org:names:471097-1","Acacia pawlikowskyana","Ohlend.","SPECIES","Synonym","Acacia myrtifolia",FALSE,FALSE,FALSE
"89","urn:lsid:ipni.org:names:77060397-1","Racosperma notabile","(F.Muell.) Pedley","SPECIES","Homotypic_Synonym","Acacia notabilis",FALSE,FALSE,FALSE
"90","urn:lsid:ipni.org:names:77060408-1","Racosperma oncinocarpum","(Benth.) Pedley","SPECIES","Homotypic_Synonym","Acacia oncinocarpa",FALSE,FALSE,FALSE
"91","urn:lsid:ipni.org:names:470792-1","Acacia loxocarpa","A.Cunn. ex Benth.","SPECIES","Synonym","Acacia oncinocarpa",FALSE,FALSE,FALSE
"92","urn:lsid:ipni.org:names:60434031-2","Racosperma pellitum","(O.Schwarz) Pedley","SPECIES","Homotypic_Synonym","Acacia pellita",FALSE,FALSE,FALSE
"93","urn:lsid:ipni.org:names:470358-1","Acacia fragrantissima","Domin","SPECIES","Synonym","Acacia platycarpa",FALSE,FALSE,FALSE
"94","urn:lsid:ipni.org:names:944457-1","Racosperma platycarpum","(F.Muell.) Pedley","SPECIES","Homotypic_Synonym","Acacia platycarpa",FALSE,FALSE,FALSE
"95","urn:lsid:ipni.org:names:944458-1","Racosperma plectocarpum","(A.Cunn. ex Benth.) Pedley","SPECIES","Homotypic_Synonym","Acacia plectocarpa",FALSE,FALSE,FALSE
"96","urn:lsid:ipni.org:names:944519-1","Racosperma pravissimum","(F.Muell. ex Benth.) Pedley","SPECIES","Homotypic_Synonym","Acacia pravissima",FALSE,FALSE,FALSE
"97","urn:lsid:ipni.org:names:942628-1","Racosperma pulchellum","(R.Br.) Pedley","SPECIES","Homotypic_Synonym","Acacia pulchella",FALSE,FALSE,FALSE
"98","urn:lsid:ipni.org:names:470302-1","Acacia falcinella","Meisn.","SPECIES","Synonym","Acacia pycnantha",FALSE,FALSE,FALSE
"99","urn:lsid:ipni.org:names:471798-1","Acacia westonii","Maiden","SPECIES","Synonym","Acacia pycnantha",FALSE,FALSE,FALSE
"100","urn:lsid:ipni.org:names:60434206-2","Racosperma pycnanthum","(Benth.) Pedley","SPECIES","Homotypic_Synonym","Acacia pycnantha",FALSE,FALSE,FALSE
"101","urn:lsid:ipni.org:names:75961-3","Acacia petiolaris","Lehm.","SPECIES","Synonym","Acacia pycnantha",FALSE,FALSE,FALSE
"102","urn:lsid:ipni.org:names:60434209-2","Racosperma pyrifolium","(DC.) Pedley","SPECIES","Homotypic_Synonym","Acacia pyrifolia",FALSE,FALSE,FALSE
"103","urn:lsid:ipni.org:names:470003-1","Acacia clementii","Domin","SPECIES","Synonym","Acacia pyrifolia",FALSE,FALSE,FALSE
"104","urn:lsid:ipni.org:names:470935-1","Acacia morrisonii","Domin","SPECIES","Synonym","Acacia pyrifolia",FALSE,FALSE,FALSE
"105","urn:lsid:ipni.org:names:60434264-2","Racosperma retinodes","(Schltdl.) Pedley","SPECIES","Homotypic_Synonym","Acacia retinodes",FALSE,FALSE,FALSE
"106","urn:lsid:ipni.org:names:60434437-2","Racosperma richii","(A.Gray) Pedley","SPECIES","Homotypic_Synonym","Acacia richii",FALSE,FALSE,FALSE
"107","urn:lsid:ipni.org:names:944474-1","Racosperma rigens","(A.Cunn. ex G.Don) Pedley","SPECIES","Homotypic_Synonym","Acacia rigens",FALSE,FALSE,FALSE
"108","urn:lsid:ipni.org:names:944475-1","Racosperma rothii","(F.M.Bailey) Pedley","SPECIES","Homotypic_Synonym","Acacia rothii",FALSE,FALSE,FALSE
"109","urn:lsid:ipni.org:names:82944-3","Acacia visneoides","Colla","SPECIES","Synonym","Acacia rubida",FALSE,FALSE,FALSE
"110","urn:lsid:ipni.org:names:469700-1","Acacia amoena","Sieber ex Walp.","SPECIES","Synonym","Acacia rubida",FALSE,TRUE,TRUE
"111","urn:lsid:ipni.org:names:944476-1","Racosperma rubidum","(A.Cunn.) Pedley","SPECIES","Homotypic_Synonym","Acacia rubida",FALSE,FALSE,FALSE
"112","urn:lsid:ipni.org:names:470029-1","Acacia compressa","Schult. ex Colla","SPECIES","Synonym","Acacia rubida",FALSE,FALSE,FALSE
"113","urn:lsid:ipni.org:names:471732-1","Acacia varians","Benth.","SPECIES","Synonym","Acacia salicina",FALSE,FALSE,FALSE
"114","urn:lsid:ipni.org:names:944478-1","Racosperma salicinum","(Lindl.) Pedley","SPECIES","Homotypic_Synonym","Acacia salicina",FALSE,FALSE,FALSE
"115","urn:lsid:ipni.org:names:470764-1","Acacia lindleyi","Meisn.","SPECIES","Synonym","Acacia saligna",FALSE,FALSE,FALSE
"116","urn:lsid:ipni.org:names:469873-1","Acacia bracteata","Maiden & Blakely","SPECIES","Synonym","Acacia saligna",FALSE,FALSE,FALSE
"117","urn:lsid:ipni.org:names:470106-1","Acacia cyanophylla","Lindl.","SPECIES","Synonym","Acacia saligna",FALSE,FALSE,FALSE
"118","urn:lsid:ipni.org:names:944479-1","Racosperma salignum","(Labill.) Pedley","SPECIES","Homotypic_Synonym","Acacia saligna",FALSE,FALSE,FALSE
"119","urn:lsid:ipni.org:names:508633-1","Mimosa saligna","Labill.","SPECIES","Homotypic_Synonym","Acacia saligna",FALSE,FALSE,FALSE
"120","urn:lsid:ipni.org:names:944484-1","Racosperma simsii","(A.Cunn. ex Benth.) Pedley","SPECIES","Homotypic_Synonym","Acacia simsii",FALSE,FALSE,FALSE
"121","urn:lsid:ipni.org:names:944486-1","Racosperma sparsiflorum","(Maiden) Pedley","SPECIES","Homotypic_Synonym","Acacia sparsiflora",FALSE,FALSE,FALSE
"122","urn:lsid:ipni.org:names:471508-1","Acacia spathulata","F.Muell. ex Benth.","SPECIES","Synonym","Acacia spathulifolia",FALSE,FALSE,FALSE
"123","urn:lsid:ipni.org:names:77060556-1","Racosperma spathulifolium","(Maslin) Pedley","SPECIES","Homotypic_Synonym","Acacia spathulifolia",FALSE,FALSE,FALSE
"124","urn:lsid:ipni.org:names:77060665-1","Racosperma spinescens","(Benth.) Pedley","SPECIES","Homotypic_Synonym","Acacia spinescens",FALSE,FALSE,FALSE
"125","urn:lsid:ipni.org:names:780064-1","Choretrum oxycladum","F.Muell.","SPECIES","Synonym","Acacia spinescens",FALSE,FALSE,FALSE
"126","urn:lsid:ipni.org:names:944490-1","Racosperma stenophyllum","(A.Cunn. ex Benth.) Pedley","SPECIES","Homotypic_Synonym","Acacia stenophylla",FALSE,FALSE,FALSE
"127","urn:lsid:ipni.org:names:508739-1","Mimosa stricta","Andrews","SPECIES","Homotypic_Synonym","Acacia stricta",FALSE,FALSE,FALSE
"128","urn:lsid:ipni.org:names:470245-1","Acacia emarginata","H.L.Wendl.","SPECIES","Synonym","Acacia stricta",FALSE,FALSE,FALSE
"129","urn:lsid:ipni.org:names:514268-1","Phyllodoce stricta","(Andrews) Link","SPECIES","Homotypic_Synonym","Acacia stricta",FALSE,FALSE,FALSE
"130","urn:lsid:ipni.org:names:77060677-1","Racosperma strictum","(Andrews) Pedley","SPECIES","Homotypic_Synonym","Acacia stricta",FALSE,FALSE,FALSE
"131","urn:lsid:ipni.org:names:77060678-1","Racosperma suaveolens","(Sm.) Pedley","SPECIES","Homotypic_Synonym","Acacia suaveolens",FALSE,FALSE,FALSE
"132","urn:lsid:ipni.org:names:514257-1","Phyllodoce angustifolia","(Desv.) Link","SPECIES","Synonym","Acacia suaveolens",FALSE,FALSE,FALSE
"133","urn:lsid:ipni.org:names:508402-1","Mimosa obliqua","Lam.","SPECIES","Synonym","Acacia suaveolens",FALSE,FALSE,FALSE
"134","urn:lsid:ipni.org:names:514269-1","Phyllodoce suaveolens","(Sm.) Link","SPECIES","Homotypic_Synonym","Acacia suaveolens",FALSE,FALSE,FALSE
"135","urn:lsid:ipni.org:names:508749-1","Mimosa suaveolens","Sm.","SPECIES","Homotypic_Synonym","Acacia suaveolens",FALSE,FALSE,FALSE
"136","urn:lsid:ipni.org:names:507641-1","Mimosa angustifolia","Jacq.","SPECIES","Synonym","Acacia suaveolens",FALSE,FALSE,FALSE
"137","urn:lsid:ipni.org:names:507632-1","Mimosa ambigua","Salisb.","SPECIES","Synonym","Acacia suaveolens",FALSE,FALSE,FALSE
"138","urn:lsid:ipni.org:names:471022-1","Acacia odorata","Desv.","SPECIES","Synonym","Acacia suaveolens",FALSE,FALSE,FALSE
"139","urn:lsid:ipni.org:names:497426-1","Hecatandra suaveolens","Raf.","SPECIES","Synonym","Acacia suaveolens",FALSE,FALSE,FALSE
"140","urn:lsid:ipni.org:names:469722-1","Acacia angustifolia","(Desv.) H.L.Wendl.","SPECIES","Synonym","Acacia suaveolens",FALSE,FALSE,FALSE
"141","urn:lsid:ipni.org:names:54974-3","Acacia julifera","F.Muell.","SPECIES","Synonym","Acacia torulosa",FALSE,TRUE,FALSE
"142","urn:lsid:ipni.org:names:944501-1","Racosperma torulosum","(Benth.) Pedley","SPECIES","Homotypic_Synonym","Acacia torulosa",FALSE,FALSE,FALSE
"143","urn:lsid:ipni.org:names:77060713-1","Racosperma trachycarpum","(E.Pritz.) Pedley","SPECIES","Homotypic_Synonym","Acacia trachycarpa",FALSE,FALSE,FALSE
"144","urn:lsid:ipni.org:names:944502-1","Racosperma translucens","(A.Cunn. ex Hook.) Pedley","SPECIES","Homotypic_Synonym","Acacia translucens",FALSE,FALSE,FALSE
"145","urn:lsid:ipni.org:names:77060726-1","Racosperma tumidum","(F.Muell. ex Benth.) Pedley","SPECIES","Homotypic_Synonym","Acacia tumida",FALSE,FALSE,FALSE
"146","urn:lsid:ipni.org:names:471268-1","Acacia pungens","Spreng.","SPECIES","Synonym","Acacia ulicifolia",FALSE,FALSE,FALSE
"147","urn:lsid:ipni.org:names:944505-1","Racosperma ulicifolium","(Salisb.) Pedley","SPECIES","Homotypic_Synonym","Acacia ulicifolia",FALSE,FALSE,FALSE
"148","urn:lsid:ipni.org:names:470636-1","Acacia juniperina","(Vent.) Willd.","SPECIES","Synonym","Acacia ulicifolia",FALSE,FALSE,FALSE
"149","urn:lsid:ipni.org:names:514263-1","Phyllodoce juniperina","(Vent.) Link","SPECIES","Synonym","Acacia ulicifolia",FALSE,FALSE,FALSE
"150","urn:lsid:ipni.org:names:471750-1","Acacia verticillata","Sieber ex Benth.","SPECIES","Synonym","Acacia ulicifolia",FALSE,TRUE,TRUE
"151","urn:lsid:ipni.org:names:508180-1","Mimosa juniperina","Vent.","SPECIES","Synonym","Acacia ulicifolia",FALSE,FALSE,FALSE
"152","urn:lsid:ipni.org:names:508824-1","Mimosa ulicifolia","Salisb.","SPECIES","Homotypic_Synonym","Acacia ulicifolia",FALSE,FALSE,FALSE
"153","urn:lsid:ipni.org:names:77060842-1","Racosperma urophyllum","(Benth.) Pedley","SPECIES","Homotypic_Synonym","Acacia urophylla",FALSE,FALSE,FALSE
"154","urn:lsid:ipni.org:names:471492-1","Acacia smilacifolia","Fielding & Gardner","SPECIES","Synonym","Acacia urophylla",FALSE,FALSE,FALSE
"155","urn:lsid:ipni.org:names:66822-3","Acacia graveolens","G.Lodd.","SPECIES","Synonym","Acacia verniciflua",FALSE,FALSE,FALSE
"156","urn:lsid:ipni.org:names:59120-3","Acacia binervata","Dehnh.","SPECIES","Synonym","Acacia verniciflua",FALSE,TRUE,FALSE
"157","urn:lsid:ipni.org:names:66613-3","Acacia gracilis","Dehnh.","SPECIES","Synonym","Acacia verniciflua",FALSE,FALSE,FALSE
"158","urn:lsid:ipni.org:names:471767-1","Acacia virgata","G.Lodd.","SPECIES","Synonym","Acacia verniciflua",FALSE,FALSE,FALSE
"159","urn:lsid:ipni.org:names:944510-1","Racosperma vernicifluum","(A.Cunn.) Pedley","SPECIES","Homotypic_Synonym","Acacia verniciflua",FALSE,FALSE,FALSE
"160","urn:lsid:ipni.org:names:514271-1","Phyllodoce verticillata","(L'Hér.) Link","SPECIES","Homotypic_Synonym","Acacia verticillata",FALSE,FALSE,FALSE
"161","urn:lsid:ipni.org:names:508860-1","Mimosa verticillata","L'Hér.","SPECIES","Homotypic_Synonym","Acacia verticillata",FALSE,FALSE,FALSE
"162","urn:lsid:ipni.org:names:50953634-1","Racosperma verticillatum","(L'Hér.) Pedley","SPECIES","Homotypic_Synonym","Acacia verticillata",FALSE,FALSE,FALSE
"163","urn:lsid:ipni.org:names:60435637-2","Racosperma yirrkallense","(Specht) Pedley","SPECIES","Homotypic_Synonym","Acacia yirrkallensis",FALSE,FALSE,FALSE
"164","urn:lsid:ipni.org:names:144043-2","Lotus trispermus","Greene","SPECIES","Synonym","Acmispon brachycarpus",FALSE,FALSE,FALSE
"165","urn:lsid:ipni.org:names:498589-1","Hosackia brachycarpa","Benth.","SPECIES","Homotypic_Synonym","Acmispon brachycarpus",FALSE,FALSE,FALSE
"166","urn:lsid:ipni.org:names:143966-2","Lotus humistratus","Greene","SPECIES","Homotypic_Synonym","Acmispon brachycarpus",FALSE,FALSE,FALSE
"167","urn:lsid:ipni.org:names:1010767-1","Hosackia trisperma","(Greene) Brand","SPECIES","Synonym","Acmispon brachycarpus",FALSE,FALSE,FALSE
"168","urn:lsid:ipni.org:names:503515-1","Lotus brachycarpus","(Benth.) Benth. & Hook.f. ex S.Watson","SPECIES","Synonym","Acmispon brachycarpus",FALSE,FALSE,FALSE
"169","urn:lsid:ipni.org:names:13993-2","Anisolotus brachycarpus","(Benth.) Rydb.","SPECIES","Homotypic_Synonym","Acmispon brachycarpus",FALSE,FALSE,FALSE
