Species count,Family,Genus,Species,Common Name,Plant Type,Geographic Location,Nectary Location,Ecological Study,Reference,Notes
1,Dichapetalaceae,Dichapetalum,timoriense,,vine,Malaya,leaf,,Leenhouts 1958,
1,Dichapetalaceae,Dichapetalum,tricapsulare,,vine,Philippines,leaf,,Leenhouts 1958,
1,Dioncophyllaceae,Triphyophyllum,peltatum,,,,,,Schnell Cusset and Quenum 1963,
1,Dioscoreacea,Dioscorea,adenocarpa,,,New World,,,Burkhill 1960,
1,Dioscoreacea,Dioscorea,alata,,,Southeast Asia,,,"Burkhill 1951, 1960; Keeler 1985",
1,Dioscoreacea,Dioscorea,amarantoides,,,New World,,,Burkhill 1960,syn D. multicolor
1,Dioscoreacea,Dioscorea,bancana,,,Malaysia,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,blumei,,vine,Malaysia,,,Burkill 1951,
1,Dioscoreacea,Dioscorea,bulbifera,,vine,Old World,leaf blade underside,,"Burkhill 1951, 1960, Pemberton 1991",
1,Dioscoreacea,Dioscorea,calcicola,,vine,Malaya,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,campestris,,,New World,,,Burkhill 1960,
1,Dioscoreacea,Dioscorea,cayenensis,,,Old World,,,Burkhill 1960,
1,Dioscoreacea,Dioscorea,communis,,,Old World,base of petiole,,"Burkhill 1960, Schnell Cusset and Quenum 1963",as Tamus
1,Dioscoreacea,Dioscorea,convolvulacea,,,New World,,,Burkhill 1960,
1,Dioscoreacea,Dioscorea,cummingii,,vine,Philippines,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,divaricata,,vine,Philippines,,,Burkhill 1951,"syn. D. discolor, D. illustrata"
1,Dioscoreacea,Dioscorea,dodecaneura,,,New World,,,Burkhill 1960,
1,Dioscoreacea,Dioscorea,elegans,,vine,New Guinea,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,elephantipes,,,Old World,,,Burkhill 1960; Grout and Williams 1980,
1,Dioscoreacea,Dioscorea,elmeri,,vine,Philippines,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,esculenta,yam,tuberous vine,Old World,leaf underside,,"Burkhill 1951, 1960",syn. D. fasiculata
1,Dioscoreacea,Dioscorea,filiformis,,vine,Southeast Asia,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,flabellifolia,,vine,Southeast Asia,leaf underside,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,glabra,,,Old World,,,Burkhill 1960,
1,Dioscoreacea,Dioscorea,glandulosa,,,,,,Schnell Cusset and Quenum 1963,
1,Dioscoreacea,Dioscorea,gracilipes,,vine,Malaya,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,grata,,vine,Malaysia,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,havilandii,,vine,Borneo,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,hispida,,vine,India- New Guinea,,,Burkhill 1960,syn. D. triphylla
1,Dioscoreacea,Dioscorea,japonica,,,Malaysia,leaf blade underside,,Pemberton 1990,
1,Dioscoreacea,Dioscorea,kingii,,vine,Malaysia,,,Burkhill 1960,syn.D. porteri
1,Dioscoreacea,Dioscorea,lamprocaula,,vine,Malaysia,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,laurifolia,,vine,Malaysia,,,"Burkhill 1951, 1960",
1,Dioscoreacea,Dioscorea,laxiflora,,,New World,,,Burkhill 1960,
1,Dioscoreacea,Dioscorea,loheri,,vine,Philippines,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,luzonensis,,vine,Philippines,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,macroura,,,,,,Belin-Devoux 1978,
1,Dioscoreacea,Dioscorea,madiuensis,,vine,Malaysia,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,merrillii,,vine,Philippines,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,moultonii,,vine,Borneo,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,nieuwenhuisii,,vine,Borneo,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,nipponica,,,Amur Botanical Zone Russia,leaf blade underside,,Pemberton 1998,
1,Dioscoreacea,Dioscorea,nummularia,,vine,Southeast Asia,,,"Burkhill 1951, 1960",
1,Dioscoreacea,Dioscorea,opaca,,vine,New Guinea,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,opposita,,vine,,,,Zimmermann 1932; Burkhill 1960,syn. D. sativa
1,Dioscoreacea,Dioscorea,orbiculata,,vine,Malaysia,,,Burkhill 1960,
1,Dioscoreacea,Dioscorea,oryzetorum,,vine,Malaysia,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,pentaphylla,,vine,Old World,,,"Burkhill 1951, 1960",
1,Dioscoreacea,Dioscorea,peperoides,,vine,Malaysia,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,pierrei,,vine,Southeast Asia,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,piscatorum,,vine,Old World,,,Burkhill 1960,
1,Dioscoreacea,Dioscorea,platycarpa,,vine,Malaysia,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,polyclades,,vine,India to Malaysia,,,"Burkhill 1951, 1960",
1,Dioscoreacea,Dioscorea,praehensilis,,vine,Cameroon,,Di Guisto et. al. 2001,Di Giusto et al. 2001,
1,Dioscoreacea,Dioscorea,prainiana,,vine,Malaysia,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,puber,,,Old World,,,Burkhill 1960,
1,Dioscoreacea,Dioscorea,pyrifolia,,vine,Malaysia,large glands on leaf tips,,"Burkhill 1951, 1960",
1,Dioscoreacea,Dioscorea,quartiniana,,,,,,"Schnell, Cusset and Quenum 1963",
1,Dioscoreacea,Dioscorea,quinqueloba,,,,leaf blade underside,,Pemberton 1990,
1,Dioscoreacea,Dioscorea,rotundata,,,,,,Grout and Williams 1980,
1,Dioscoreacea,Dioscorea,sarasinii,,vine,Malaysia,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,scortechinii,,vine,Malaysia,,,"Burkhill 1951, 1960",
1,Dioscoreacea,Dioscorea,sexrimata,,vine,Malaysia,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,sinuata,,,New World,,,Burkhill 1960,
1,Dioscoreacea,Dioscorea,sitamiana,,vine,Borneo,,,Burkhill 1951,
0,Dioscoreacea,Dioscorea,sp.,,,,,,Mizell 2004,"called ""extrafloral nectaries"" in Burkill 1951; implication is they are widespread in the family, on leaf, petiole and stem; ""reported and described for a large number of species within Dioscorea (Burkhill 1960)"" Grout and Williams (1980); Burkhill (1960) was not convinced that nectar rather than water was produced"
1,Dioscoreacea,Dioscorea,tamarisciflora,,vine,Malaysia,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,tenuifolia,,vine,Malaysia,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,tokoro,,,,leaf blade underside,,Pemberton 1990,
1,Dioscoreacea,Dioscorea,vanvuurenii,,vine,Malaysia,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,vilis,,vine,Malaysia,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,villosa,,,New World,,,Burkhill 1960,
1,Dioscoreacea,Dioscorea,wallichii,,vine,India,,,Burkhill 1951,
1,Dioscoreacea,Dioscorea,warburgiana,,vine,Malaysia,,,Burkhill 1951,
1,Dioscoreacea,Stenomeris,dioscoreifolia,,,Old World,,,Burkhill 1960,
1,Dipterocarpaceae,Anisoptera,sp.,,,,,,Schnell Cusset and Quenum 1963,
1,Dipterocarpaceae,Doona,spp,,,,,,Schnell Cusset and Quenum 1963,Doona has been broken up into many genera
1,Dipterocarpaceae,Hopea,mengawaran,,canopy tree,Malaysia,leaf blade,,Fiala and Linsenmair 1995,
1,Dipterocarpaceae,Hopea,odorata,,,,,,Schnell Cusset and Quenum 1963,
1,Dipterocarpaceae,Monoporandra,spp.,,,,,,Schnell Cusset and Quenum 1963,
1,Dipterocarpaceae,Monotes,adenophylla,,,,base of leaf blade,,Kostermans 1986,
1,Dipterocarpaceae,Monotes,africana,,,,base of leaf blade,,Kostermans 1986,
1,Dipterocarpaceae,Monotes,kerstingii,,,,,,Schnell Cusset and Quenum 1963,
1,Dipterocarpaceae,Neobalanocar,heimei,,tree,,leaf blade,,Fiala and Linsenmair 1995,
1,Dipterocarpaceae,Parashorea,spp.,,,,,,Schnell Cusset and Quenum 1963,
1,Dipterocarpaceae,Pentacme,spp.,,,,,,Schnell Cusset and Quenum 1963,
1,Dipterocarpaceae,Shorea,acuminata,,tree,Malaysia,leaf blade,,Fiala and Linsenmair 1995,
1,Dipterocarpaceae,Shorea,bracteolata,,tree,Malaysia,leaf blade,,Fiala and Linsenmair 1995,
1,Dipterocarpaceae,Shorea,chinensis,,tree,"Yunnan, China",lamina lower side,,Liu and Chen 2008,
1,Dipterocarpaceae,Shorea,dasyphylla,,tree,Malaysia,leaf blade,,Fiala and Linsenmair 1995,
1,Dipterocarpaceae,Shorea,guiso,,tree,Malaysia,leaf blade,,Fiala and Linsenmair 1995,
1,Dipterocarpaceae,Shorea,lepidota,,tree,Malaysia,leaf blade,,Fiala and Linsenmair 1995,
1,Dipterocarpaceae,Shorea,leprosula,,tree,Malaysia,leaf blade,,Fiala and Linsenmair 1995,
1,Dipterocarpaceae,Shorea,macroptera,,tree,Malaysia,"leaf blade, bracts",,Fiala and Linsenmair 1995,
1,Dipterocarpaceae,Shorea,ochrophloia,,tree,Malaysia,leaf blade,,Fiala and Linsenmair 1995,
1,Dipterocarpaceae,Shorea,ovalis,,tree,Malaysia,leaf blade,,Fiala and Linsenmair 1995,
1,Dipterocarpaceae,Shorea,pauciflora,,tree,Malaysia,leaf blade,,Fiala and Linsenmair 1995,
,Dipterocarpaceae,Shorea,spp.,,,,"adaxial surface of leaves, stipules",,Wilkinson 1971,
1,Dipterocarpaceae,Shorea,stenoptera,,,,"adaxial surface of leaves, stipules",,Zimmermann 1932;,
1,Dipterocarpaceae,Vateria,spp.,,,,,,Schnell Cusset and Quenum 1963,
1,Dipterocarpaceae,Vatica,bella,,tree,Malaysia,leaf blade,,Fiala and Linsenmair 1995,Fig 1b in Fiala and Linsenmair 1995
1,Dipterocarpaceae,Vatica,pauciflora,,tree,Malaysia,leaf blade,,Fiala and Linsenmair 1995,
1,Droseraceae,Dionaea,peltatum,,,,,,Fahn 1979,
1,Droseraceae,Drosera,sp.,,,,,,Koptur 1992,
1,Droseraceae,Drosophyllum,lusitanicum,,,,,,Zimmermann 1932,
1,Ebenaceae,Diospyros,abyssinica,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,acuminata,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,was Maba
1,Ebenaceae,Diospyros,albens,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,alboflavescens,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,anisandra,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,artanthalefolia,,,South America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,atrotricha,,,"Yunnan, China",tree,lamina lower side,Liu and Chen 2008,
1,Ebenaceae,Diospyros,australis,,,Australia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,austroafricana,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,barteri,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,batocana,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,bicolor,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,was Maba
1,Ebenaceae,Diospyros,bipidensis,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Zimmermann 1932; Canteras and Lersten 1984,
1,Ebenaceae,Diospyros,bumeloides,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,buxifolia,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,was Maba
1,Ebenaceae,Diospyros,campechiana,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,caniculata,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,capreifolia,,,Brazil,leaf,,Ribiero et al. 1999,
1,Ebenaceae,Diospyros,caribaea,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,chamaethamnus,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,coccolobifolia,,,South America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984; Oliviera and Pie 1998,
1,Ebenaceae,Diospyros,conferiflora,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,conocarpa,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,cooperi,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,copelandi,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,crassiflora,,,South America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,dendo,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,dichrophylla,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,digyna,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,"Contreras and Lersten 1984; Zapora et al, 2004; ",
1,Ebenaceae,Diospyros,discolor,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,ebenaster,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,ebenum,,,South America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,emarginata,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Zimmermann 1932; Elias 1983; Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,eriantha,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,fasciculiflora,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,ferrea,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,gabunensis,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,galpini,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,"was Royena ""all Royena species appear to have EFNs"" - Contreras and Lersten 1984"
1,Ebenaceae,Diospyros,glabra,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,"was Royena ""all Royena species appear to have EFNs"" - Contreras and Lersten 1984"
1,Ebenaceae,Diospyros,graciliflora,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,guerkei,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,"was Royena ""all Royena species appear to have EFNs"" - Contreras and Lersten 1984"
1,Ebenaceae,Diospyros,guianensis,,,South America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,heterotricha,,,,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,hirsuta,,,,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Zimmermann 1932; Contreras and Lersten 1984,"""all Royena species appear to have EFNs"" - Contreras and Lersten 1984; no nectaries; Contreras and Lersten 1984; was Royena"
1,Ebenaceae,Diospyros,hoyleana,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,ierensis,,,South America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,inconstans,,,South America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,was Maba
1,Ebenaceae,Diospyros,iturensis,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,johnstoniana,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,juruensis,,,South America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,kaki,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Zimmermann 1932; Contreras and Lersten 1984; Pemberton 1990,
1,Ebenaceae,Diospyros,latifolia,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,was Maba
1,Ebenaceae,Diospyros,liberiensis,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,lotus,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Zimmermann 1932; Elias 1983; Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,lucida,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Zimmermann 1932; Contreras and Lersten 1984,"was Royena ""all Royena species appear to have EFNs"" - Contreras and Lersten 1984"
1,Ebenaceae,Diospyros,lyrioides,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,mannii,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,mespiliformis,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,mespolilernia,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,mexicana,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,montana,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,morrisiana,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,mosieri,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,natalensis,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,nicaraguensis,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,nigrescens,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,was Maba
1,Ebenaceae,Diospyros,nigrocortex,,,"Yunnan, China",lamina lower side,,Liu and Chen 2011,
1,Ebenaceae,Diospyros,oblongifolia,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,was Maba
1,Ebenaceae,Diospyros,ovalifolia,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,was Maba
1,Ebenaceae,Diospyros,pallens,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,"was Royena ""all Royena species appear to have EFNs"" - Contreras and Lersten 1984"
1,Ebenaceae,Diospyros,Panamense,,Tree,Costa Rica,lower leaf lamina,,"Zamora et al, 2004",
1,Ebenaceae,Diospyros,pilosanthera,,,,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Zimmermann 1932,
1,Ebenaceae,Diospyros,piscatoria,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,poeppigiana,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,polyaltheoides,,,,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Zimmermann 1932,
1,Ebenaceae,Diospyros,pseudomenspilus,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,psidioides,,,South America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,pubescens,,,,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Zimmermann 1932,"was Royena ""all Royena species appear to have EFNs"" - Contreras and Lersten 1984"
1,Ebenaceae,Diospyros,punctata,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,was Maba
1,Ebenaceae,Diospyros,sanza-minika,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,scabra var. cordata,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,sericea,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,"was Royena ""all Royena species appear to have EFNs"" - Contreras and Lersten 1984"
1,Ebenaceae,Diospyros,shippii,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,siamensis,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,tetrasperma,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,texana,,,North America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,thomasii,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,verae-crusis,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,was Maba
1,Ebenaceae,Diospyros,vignei,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,villosa,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,virginiana,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,virginis,,,,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Zimmermann 1932,name correct?
1,Ebenaceae,Diospyros,whyteans,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,"was Royena ""all Royena species appear to have EFNs"" - Contreras and Lersten 1984"
1,Ebenaceae,Diospyros,xishuangbannoensis,,,"Yunnan, China",lamina lower side,,Liu and Chen 2011,
1,Ebenaceae,Diospyros,yatesiana,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Diospyros,zenkeri,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,was Maba
1,Ebenaceae,Euclea,acutifolia,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Euclea,crispa,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Euclea,divinorum,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Euclea,kellau,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Euclea,lanceolata,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Euclea,natalensis,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Euclea,ovata,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Euclea,pseudoebenus,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Euclea,racemosa,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Euclea,schiperi,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,
1,Ebenaceae,Euclea,undulata var.myrtina,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,not all varieties of Euclea undulata have nectaries Contreras and Lersten 1984
1,Ebenaceae,Lissocarpa,benthamii,,,South  America,leaf underside,,Wallnofer 2004,
1,Ebenaceae,Lissocarpa,guianensis,,,Guyana,leaf underside,,Wallnofer 2004,
1,Ebenaceae,Lissocarpa,jensonii,,,Peru,leaf underside,,Wallnofer 2004,
1,Ebenaceae,Lissocarpa,kating,,,South  America,leaf underside,,Wallnofer 2004,
1,Ebenaceae,Lissocarpa,ronliesneri,,,Ecuador,leaf underside,,Wallnofer 2004,
1,Ebenaceae,Lissocarpa,stenocarpa,,,Venezuela,leaf underside,,Wallnofer 2004,
1,Ebenaceae,Lissocarpa,tetramera,,,Peru,leaf underside,,Wallnofer 2004,
1,Ebenaceae,Lissocarpa,uyat,,,Peru,leaf underside,,Wallnofer 2004,
1,Ericaceae,Cavendishia,aberans,,shrub,Panama,floral bracts,,Luteyn 1983,"""milky white exudate [from glands on buds] in Cavedishia ser. Lactiviscidae often attract ants and other dipteran organisms (Luteyn, 1980) and in these species the glands may function as a nectary. Another possibility is that the exudate may have antimicrobial activity [...quoting Harborne 1977]"" -- Luteyn 1983"
1,Ericaceae,Cavendishia,albopicata,,shrub or epiphyte,Colombia,rachis of inflorescence; calyx,,Luteyn 1983,"""milky white exudate [from glands on buds] in Cavedishia ser. Lactiviscidae often attract ants and other dipteran organisms (Luteyn, 1980) and in these species the glands may function as a nectary. Another possibility is that the exudate may have antimicrobial activity [...quoting Harborne 1977]"" -- Luteyn 1983"
