Species count,Family,Genus,Species,Common Name,Plant Type,Geographic Location,Nectary Location,Ecological Study,Reference,Notes
1,Acanthaceae,Acanthus,sp.,,,,,,Bentley 1977,
1,Acanthaceae,Aphelandra,albert-smithii,,,,bracteal: see McDade & Turner 1997,,McDade and Turner 1997,
1,Acanthaceae,Aphelandra,barkleyi,,,,bracteal: see McDade & Turner 1997,,McDade and Turner 1997,
1,Acanthaceae,Aphelandra,deppeana,,,,bracteal: see McDade & Turner 1997,,Deuth 1977; McDade and Turner 1997,
1,Acanthaceae,Aphelandra,dielsii,,,,bracteal: see McDade & Turner 1997,,McDade and Turner 1997,
1,Acanthaceae,Aphelandra,fasciculata,,,,bracteal: see McDade & Turner 1997,,McDade and Turner 1997,
1,Acanthaceae,Aphelandra,fernandezii,,,,bracteal: see McDade & Turner 1997,,McDade and Turner 1997,
1,Acanthaceae,Aphelandra,glabrata,,,,bracteal: see McDade & Turner 1997,,McDade and Turner 1997,
1,Acanthaceae,Aphelandra,golfodulcensis,,,,bracteal: see McDade & Turner 1997,,Durkee 1987; McDade and Turner 1997,
1,Acanthaceae,Aphelandra,gracilis,,,,bracteal: see McDade & Turner 1997,,McDade and Turner 1997,
1,Acanthaceae,Aphelandra,grandis,,,,bracteal: see McDade & Turner 1997,,McDade and Turner 1997,
1,Acanthaceae,Aphelandra,hartwegiana,,,,bracteal: see McDade & Turner 1997,,McDade and Turner 1997,
1,Acanthaceae,Aphelandra,hylaea,,,,bracteal: see McDade & Turner 1997,,McDade and Turner 1997,
1,Acanthaceae,Aphelandra,impress,,,,bracteal: see McDade & Turner 1997,,McDade and Turner 1997,
1,Acanthaceae,Aphelandra,lasia,,,,bracteal: see McDade & Turner 1997,,McDade and Turner 1997,
1,Acanthaceae,Aphelandra,leonardii,,,,bracteal: see McDade & Turner 1997,,McDade and Turner 1997,
1,Acanthaceae,Aphelandra,lingua-bovis,,,,bracteal: see McDade & Turner 1997,,McDade and Turner 1997,
1,Acanthaceae,Aphelandra,macrophylla,,,,bracteal: see McDade & Turner 1997,,McDade and Turner 1997,
1,Acanthaceae,Aphelandra,macrophylla,,,,bracteal: see McDade & Turner 1997,,McDade and Turner 1997,
1,Acanthaceae,Aphelandra,panamensis,,,,bracteal: see McDade & Turner 1997,,McDade and Turner 1997,
1,Acanthaceae,Aphelandra,pharangophila,,,,bracteal: see McDade & Turner 1997,,McDade and Turner 1997,
1,Acanthaceae,Aphelandra,pulcherrima,,,,bracteal: see McDade & Turner 1997,,McDade and Turner 1997,
1,Acanthaceae,Aphelandra,scabra,,,,bracteal: see McDade & Turner 1997,,Durkee 1987; McDade and Turner 1997,
1,Acanthaceae,Aphelandra,scolnikae,,,,bracteal: see McDade & Turner 1997,,McDade and Turner 1997,
1,Acanthaceae,Aphelandra,sinclairiana,,,,bracteal: see McDade & Turner 1997,,Durkee 1987; McDade and Turner 1997,
1,Acanthaceae,Aphelandra,sp.,,,,,,Mizell 2004,
1,Acanthaceae,Aphelandra,storkii,,,,bracteal: see McDade & Turner 1997,,McDade and Turner 1997,
1,Acanthaceae,Aphelandra,terryae,,,,bracteal: see McDade & Turner 1997,,McDade and Turner 1997,
1,Acanthaceae,Aphelandra,tetragona,,herb,,bracteal: see McDade & Turner 1997,"""probable identification error by Zimmermann's source"" McDade and Turner 1997; real A. tetragona described in McD&T",Zimmermann 1932; McDade and Turner 1997,
1,Acanthaceae,Aphelandra,unnamed species,,,,bracteal: see McDade & Turner 1997,,McDade and Turner 1997,
1,Acanthaceae,Avicennia,sp.,black mangrove,,,,,Bentley 1977,salt glands not nectaries?
1,Acanthaceae,Barleria,diacantha,,,,,,Zimmermann 1932,
1,Acanthaceae,Barleria,eranthemoides,,,,,,Zimmermann 1932,
1,Acanthaceae,Barleria,trispinosa,,,,,,Zimmermann 1932,(? trispina)
1,Acanthaceae,Brachystephanus,sp.,,,,bract,,McDade and Turner 1997,
1,Acanthaceae,Ruellia,brachysiphon,,,,leaves,,Ezcurra 1993,
1,Acanthaceae,Ruellia,bulbifera,,,,"leaves, bracts, calyx",,Ezcurra 1993,
1,Acanthaceae,Ruellia,coerulea,,,,"leaves, bracts, calyx",,Ezcurra 1993,
1,Acanthaceae,Ruellia,erythropus,,,,"leaves, bracts, calyx",,Ezcurra 1993,
1,Acanthaceae,Ruellia,hypercoides,,,,leaves,,Ezcurra 1993,
1,Acanthaceae,Ruellia,macrosolen,,,,bracteoles,,Ezcurra 1993,
1,Acanthaceae,Ruellia,multifolia,,,,"leaves, bracts, calyx",,Ezcurra 1993,
1,Acanthaceae,Ruellia,radicans,,,French Guiana,floral bracts,Gracie 1991,Gracie 1991,Floral nectary continues secretion: ants taking postfloral nectar defend plants
1,Acanthaceae,Thunbergia,erecta,,,,,,Zimmermann 1932,
1,Acanthaceae,Thunbergia,grandiflora,,vine,,outside of calyx,,Zimmermann 1932; Liu and Chen 2008,
1,Acanthaceae,Thunbergia,laurifolia,,,,,Zimmermann 1932,Zimmermann 1932,"Zimmermann says they are present and that ""Cammerloher didn't find any"""
1,Adoxaceae,Sambucus,canadensis,,shrub,,"""twigs with stipular glandular appendages on the nodes; rachis not rarely with small gland-tipped leafy appendages""",,Kern and van Steenis 1958,
1,Adoxaceae,Sambucus,coerula,,,,,,"D.W. Inouye, unpub.",
1,Adoxaceae,Sambucus,ebulus,,,,,,Zimmermann 1932; Offenberg 2000,
1,Adoxaceae,Sambucus,javanica,,shrub,East/Southeast Asia,"stipules, leaf margin",,Kern and van Steenis 1958; Pemberton 1998,
1,Adoxaceae,Sambucus,latipinna,,,,stipules,,Pemberton 1990,
1,Adoxaceae,Sambucus,microbotrys,,,,,,Zimmermann 1932,
1,Adoxaceae,Sambucus,nigra (niger),elderberry,,,leaves and leaflets,,Zimmermann 1932; Springensguth 1935; Fahn 1987; Offenberg 2000; Ponessa and Parrado 2001; Mizell 2004,photos Ponessa and Parraod 2001; photos online Mizell 2004
1,Adoxaceae,Sambucus,pubens,,,,,,Kern and van Steenis 1958,photo online Curtis et al. 2002
1,Adoxaceae,Sambucus,racemosa,,,,stipules,,Zimmermann 1932; Pemberton 1998; Offenberg 2000,
1,Adoxaceae,Sambucus,siebolidana,,,,stipules,,Pemberton 1990,
1,Adoxaceae,Sambucus,williamsii,,,,stipules,,Pemberton 1990,
1,Adoxaceae,Viburnum,beccarii,,sprawling or climbing small tree,Malay Penninsula,"leaf underside minutely gland-dotted, a distinct glandular pit at base,both sides of the midrib, often smaller gland on nerve-axis",,Kern and van Steenis 1958,
1,Adoxaceae,Viburnum,boninensis,,,Bonin Islands,leaf teeth,,Pemberton 1998,
1,Adoxaceae,Viburnum,clemensae,,tree,Philippines,leaf axil,,Kern and van Steenis 1958,
1,Adoxaceae,Viburnum,cornutidens,,tree,Borneo,leaf underside glandular-pitted,,Kern and van Steenis 1958,
1,Adoxaceae,Viburnum,costaricanum,,Tree,Costa Rica,leaf margin,,"Zamora et al, 2004",
1,Adoxaceae,Viburnum,dilatatum,,,,leaf blade underside,,Pemberton 1990,
1,Adoxaceae,Viburnum,edule,,,Northeast Asia,"leaf blade, petiole",,Pemberton 1998,
1,Adoxaceae,Viburnum,erosum,,,,leaf blade underside,,Pemberton 1990,
1,Adoxaceae,Viburnum,glaberrium,,small tree,Philippines,leaves glanular-pitted,,Kern and van Steenis 1958,
1,Adoxaceae,Viburnum,koreanum,,,Korea,"petiole-blade junction, stipules",,Pemberton 1990,
1,Adoxaceae,Viburnum,opulus,,,,,,Zimmermann 1932; Springensguth 1935; Elias 1983; Offenberg 2000,
1,Adoxaceae,Viburnum,platyphyllum,,tree,Philippines,lower leaf surface,,Kern and van Steenis 1958,
1,Adoxaceae,Viburnum,propinquum,,shrub,,"leaf margins, both sides and impressed gland just above the base",,Kern and van Steenis 1958,
1,Adoxaceae,Viburnum,sargentii,,,,"petiole, bud bracts, leaftips",,"Pemberton 1990, 1998; Pemberton and Lee 1996",
1,Adoxaceae,Viburnum,spp.,,,,,,Elias 1983,"""most species"""
1,Adoxaceae,Viburnum,stellatomentosum,,Tree,Costa Rica,leaf margin,,"Zamora et al, 2004",
1,Adoxaceae,Viburnum,venustrum,,Tree,Costa Rica,leaf margin,,"Zamora et al, 2004",
1,Adoxaceae,Viburnum,vernicosum,,shrub/small tree,,"leaf underside glanular dotted, distinct gland at base,both sides of the midrib",,Kern and van Steenis 1958,
1,Adoxaceae,Viburnum,wrightii,,,,leaf-blade underside,,Pemberton 1990,
1,Alismataceae,Alisma,sp.,,,,,,Schnell Cusset and Quenum 1963,"Included in Dioscoraceae in Schnell Cusset & Quenum
""Inversement, les disques nectarifères sont propres aux
Dicotylédones; chez les Monocotylédones on n'en trouve
que dans les genres Alisma et Dioscorea (2).""[p. 330]
Note 2 reads: ""Faits que l'on peut évidentment rapprocher
d'une part du lien phylogénique couramment admis entre
les Alismatacées et les Polycarpiques, d'autre part des
caractères dicotylédonéens relativement nombreux que
présentent les Dioscoréacées (cf. Emberger 1960 1148-1149)."""
1,Amaranthaceae,Iresine,celosia,,herb,Mexico,Spike,,Díaz-Castelazo and Rico-Gray 2004,
1,Anacardiaceae,Anacardium,occidentale,cashew nut,tree,,"leaves, inflorescences, flowers and developing nuts",,Rickson and Rickson 1998,
1,Anacardiaceae,Holigarna,arnottiana,,,,lamina of petiole; stipules; bracts,,Zimmermann 1932; Elias 1983,
1,Anacardiaceae,Holigarna,ferruginea,,,,lamina of petiole; stipules; bracts,,Zimmermann 1932; Elias 1983,
1,Anacardiaceae,Holigarna,grahamii,,,,lamina of petiole; stipules; bracts,,Zimmermann 1932; Elias 1983,
1,Anacardiaceae,Holigarna,helferi,,,,lamina of petiole; stipules; bracts,,Zimmermann 1932; Elias 1983,
1,Ancistrocladaceae,Ancistrocladus,sp.,,,,,,Metcalfe 1951 in Koptur 1992,
1,Annonaceae,Annona,sp.,,,,on fruit,,Koptur 1992,
1,Apocynaceae,Allamandra,cathartica,Ap,liana,,leaves,,"Wilkinson, 1979",
1,Apocynaceae,Allamandra,neriifolia,Ap,,,leaf axils,,Zimmermann 1932; Elias 1983; Mizell 2004,
1,Apocynaceae,Aspidospema,quebracho-blanco,Ap,tree,South  America,calyx,Lin and Bernardello 1999,Lin and Bernardello 1999,photo in Lin and Bernardello 1999
1,Apocynaceae,Calotropis,gigantea,As,,,"petiole, leaf",,Govindappa and Ramakrishna 1980,photo in Govindappa and Ramakrisna 1980
1,Apocynaceae,Ceropegia,johnsonii,As,,,,,"Schnell, Cusset and Quenam 1963",
1,Apocynaceae,Ceropegia,sankuruensis,As,,,base of leaf blade,,"Schnell, Cusset and Quenam 1963",
1,Apocynaceae,Dregea,volubilis,As,,,"leaf, petiole",,Govindappa and Ramakrishna 1980,syn Wattakaka 1
1,Apocynaceae,Gonolobus,barabatus,As,vine,Mexico,leaf blade,,Díaz-Castelazo et al. 2004,ants visit plants only at night-Díaz-Castelazo et al. 2004
1,Apocynaceae,Gymnema,lactiferum,As,,,base of leaf blade,,Zimmermann 1932,
1,Apocynaceae,Gymnema,pachyglossum,As,,,,,Zimmermann 1932,
1,Apocynaceae,Hoya,carnosa,As,,,,,Zimmermann 1932,
1,Apocynaceae,Hoya,longifolia,As,,,,,Zimmermann 1932,
0,Apocynaceae,Hoya,sp.,As,,Florida,upper leaf surface,,Mizell 2004,
1,Apocynaceae,Ichnocarpus,fruticosus,As,vine,Australia,calyx,,Blϋthgen & Reifenrath 2003,
1,Apocynaceae,Marsdenia,glabra,As,liana,"Yunnan, China","lamina base, upper side",,Liu and Chen 2008,
1,Apocynaceae,Oxypetalum,sp.,As,shrub,South  America,,,Mizell 2004,
1,Apocynaceae,Pachypodium,saundersii,Ac,,,,,Zimmermann 1932,
1,Apocynaceae,Philibertia,"aff, cynachoidi",As,,,,,Zimmermann 1932,
1,Apocynaceae,Plumeria,alba,Ac,,,,,Goitia and Jaffe 2009,
1,Apocynaceae,Plumeria,rubra,Ac,tree,,"base of petiole, flower bud",,Keeler 1985; Mohan and Inamdar 1986,photos in Mohan and Inamdars 1986
1,Apocynaceae,Prestonia,mexicana,Ap,vine,Mexico,"leaf blade, shoots",,Díaz-Castelazo et al. 2004,
1,Apocynaceae,Sarcostemma,gardneri,As,,,,,Zimmermann 1932,
1,Apocynaceae,Stephanotis,floribunda,As,,,,,Zimmermann 1932,
1,Apocynaceae,Tabernaemontana,divaricata,Ac,,,,,"Metcalfe and Chalk, 1979",
1,Apocynaceae,Thevetia,sp.,Ac,,,,,Koptur 1992,
1,Apocynaceae,Wrightia,laevis ssp.Millgar,As,tree,Australia,"calyx, peduncles",,Blϋthgen & Reifenrath 2003,
1,Aquifoliaceae,Ilex,paraguariensis,yerba mate,tree,South  America,leaves,Junqueira et al. 2001,Junqueira et al. 2001,
1,Araceae,Alocasia,grata,,,,,,Belin-Dupouz 1978,
1,Araceae,Alocasia,putzeysii,,,,,,Belin-Dupouz 1978,
1,Araceae,Philodendron,acutatum,,epiphyte,Amazon,leaf petiole; flower bud,,Blüthgen et al. 2000,
1,Araceae,Philodendron,cuspidatum,,,,base of cataphyll,,Zimmermann 1932;Elias 1983, name now P. micrans
1,Araceae,Philodendron,deflexum,,,,"leaf blade, leaf petiole, leaf bud, stem",,Blüthgen et al. 2000,
1,Araceae,Philodendron,fragrantissimum,,,,"leaf blade, leaf petiole, leaf bud, stem",,Blüthgen et al. 2000,
1,Araceae,Philodendron,lindenii,,,,base of cataphyll,,Zimmermann 1932;Elias 1983,
1,Araceae,Philodendron,sp. 2,,,Colombia,,,Ramírez et al. 2001,presumably different from the easily recognized species of Zimmermann or Blüthgen et al. or Ramírez et al. would have identifed it; don't know if these are one species or four: counted it as three.
1,Araceae,Philodendron,sp. nov.,,,Colombia,,,Ramírez et al. 2001,presumably different from the easily recognized species of Zimmermann or Blüthgen et al. or Ramírez et al. would have identifed it; don't know if these are one species or four: counted it as three.
1,Araceae,Philodendron,unidentified species,,,Amazon,"leaf blade, leaf petiole, leaf bud, stem",,>Zimmermann 1932; Blüthgen et al. 2000;,presumably different from the easily recognized species of Zimmermann or Blüthgen et al. or Ramírez et al. would have identifed it; don't know if these are one species or four: counted it as three.
1,Aristolochiaceae,Aristolochia,sp.,,,Costa Rica,,,"P. A. Opler, unpub.",
1,Asparagaceae,Asparagus,acutifolius,,,,cataphylls,,Zimmermann 1932; Elias 1983,
1,Asparagaceae,Asparagus,prob.schoberloides,,,"Amur Botanical Zone, Russia",stem bracts,,Pemberton 1998,
1,Asparagaceae,Dracaena,reflexa,,herb,,"underside of lamina, calyx",,Frey-Wyssling and Hausermann 1950,synPleomele
1,Asparagaceae,Dracaena,sp.,,herb,,,,Bentley 1977,
3,Asparagaceae,Sansevieria,3 unidentified species,,,,floral bracts,,,
1,Asparagaceae,Sansevieria,abyssinica,,,,floral bracts,,Tanowitz and Koehler 1968,
1,Asparagaceae,Sansevieria,aethiopica,,,,floral bracts,,Tanowitz and Koehler 1968,
1,Asparagaceae,Sansevieria,aubrytiana,,,,floral bracts,,Tanowitz and Koehler 1968,
1,Asparagaceae,Sansevieria,canaliculata,,,,floral bracts,,Tanowitz and Koehler 1968,
1,Asparagaceae,Sansevieria,cf. gracilis,,,,floral bracts,,Tanowitz and Koehler 1968,
1,Asparagaceae,Sansevieria,cf. stuckyi,,,,floral bracts,,Tanowitz and Koehler 1968,
1,Asparagaceae,Sansevieria,conspicua,,,,floral bracts,,Tanowitz and Koehler 1968,
1,Asparagaceae,Sansevieria,cynlindrica,,herb,,floral bracts,,Zimmermann 1932; Elias 1983,
1,Asparagaceae,Sansevieria,desertii,,,,floral bracts,,Tanowitz and Koehler 1968,
1,Asparagaceae,Sansevieria,dooneri,,,,floral bracts,,Tanowitz and Koehler 1968,
1,Asparagaceae,Sansevieria,ehrenbergii,,herb,,floral bracts,,Zimmermann 1932; Elias 1983,
1,Asparagaceae,Sansevieria,humbertiana,,,,floral bracts,,Tanowitz and Koehler 1968,
1,Asparagaceae,Sansevieria,phillipsiae,,,,flora bracts,,Tanowitz and Koehler 1968,
1,Asparagaceae,Sansevieria,pinguicula,,,,floral bracts,,Tanowitz and Koehler 1968,
1,Asparagaceae,Sansevieria,scabrifolia,,,,floral bracts,,Tanowitz and Koehler 1968,
1,Asparagaceae,Sansevieria,singularis,,,,floral bracts,,Tanowitz and Koehler 1968,
1,Asparagaceae,Sansevieria,sulcata,,,,floral bracts,,Tanowitz and Koehler 1968,
1,Asparagaceae,Sansevieria,thyrsiflora,,herb,,floral bracts,,Zimmermann 1932; Elias 1983,
1,Asparagaceae,Sansevieria,zeylandica,,herb,,floral bracts,,Frey-Wyssling and Hausermann 1960; Baker Opler and Baker 1978,syntrispina?
1,Asparagaceae,Yucca,filamentosa,,,,,,Keeler 1985,
1,Asparagaceae,Yucca,glauca,small soapweed,woody herb,,developing fruit,"Boucher M.S. thesis, U Nebraska Omaha, 1980s",Boucher; Keeler 1979,
1,Asteraceae,Bidens,pillosa,,herb,Mexico,stem; nodes; bracts,,Díaz-Castelazo et al. 2004,
1,Asteraceae,Calycadenia,sp.,,,,,,Zimmermann 1932,
1,Asteraceae,Centaurea,alpina,,herb,,,,Zimmermann 1932,
1,Asteraceae,Centaurea,angustifolia var. fuscormarginata,,,,,,Springensguth 1935,
1,Asteraceae,Centaurea,badensis,,,,,,Zimmermann 1932;,
1,Asteraceae,Centaurea,cyanus,,herb,,bracts,Géneau et al 2012,Zimmermann 1932; Keeler 1977; Offenberg 2000,
1,Asteraceae,Centaurea,jacea,,,,,,Springensguth 1935,
1,Asteraceae,Centaurea,karstiana,,,,,,Zimmermann 1932,
1,Asteraceae,Centaurea,montana,,,,,,Zimmermann 1932; Offenberg 2000,
1,Asteraceae,Centaurea,orientalis,,,,involucre,,Zimmermann 1932,
1,Asteraceae,Centaurea,ruthenica,,,,,,Zimmermann 1932,
1,Asteraceae,Centaurea,sadleriana,,,,,,Zimmermann 1932,
1,Asteraceae,Centaurea,scabiosa,,,,,,Springensguth 1935,
1,Asteraceae,Clibadium,schulzzi,,,Costa Rica,leaf teeth,,Mexzón and Chinchilla 1999,
1,Asteraceae,Eupatorium,sp.,,,,,,Young 1977,
1,Asteraceae,Happlopappus,venosus,,,,,,"S. Louda, pers. comm. 1983",
1,Asteraceae,Helianthella,californicus var. nevadensis,,herb,,bracts,,Keeler 1981,
1,Asteraceae,Helianthella,quinquenervis,,"herb, perennial",high elevation; Colorado,bracts,Inouye and Taylor 1979,Inouye and Taylor 1979; Inouye and Inouye 1980; Mizell 2004,
1,Asteraceae,Helianthus,annuus,common sunflower,"herb, annual",North America,bracts,,"Zimmermann 1932; Springensguth 1935; Keeler 1979;
C. E. Rogers, in letter 11/21/85; Offenberg 2000",
1,Asteraceae,Helianthus,giganteus,,"herb, perennial",,bracts,,Zimmermann 1932,
1,Asteraceae,Helianthus,grosseserratus,,"herb, perennial",North American grasslands,bracts,,"Keeler 1979; C. E. Rogers, in letter 11/21/85",
1,Asteraceae,Helianthus,maximiliani,Maximillian's sunflower,"herb, perennial",North American grasslands,bracts,,"Keeler 1979; C. E. Rogers, in letter 11/21/85",
1,Asteraceae,Helianthus,nuttallii,,,,,,"C. E. Rogers, in letter 11/21/85",
1,Asteraceae,Helianthus,petiolaris,prairie sunflower,"herb, annual",North American grasslands,bracts,,"Keeler 1979; C. E. Rogers, in letter 11/21/85",
1,Asteraceae,Helianthus,salciifolius,,,,,,"C. E. Rogers, in letter 11/21/85",
1,Asteraceae,Helianthus,sp.,sunflower,herb,,bracts & phyllaries,,Mizell 2004,
1,Asteraceae,Helianthus,strumosus,,,,,,"C. E. Rogers, in letter 11/21/85",
1,Asteraceae,Helianthus,tuberosus,Jerusalem artichoke,"herb, perennial",North American grasslands,bracts,,Zimmermann 1932; Offenberg 2000,
1,Asteraceae,Helichrysum,bracteatum,,herb,Australia,bracts,O'Dowd and Catchpole 1983,O'Dowd and Catchpole 1983,
1,Asteraceae,Helichrysum,viscosum,,herb,Australia,bracts,O'Dowd and Catchpole 1983,O'Dowd and Catchpole 1983,
1,Asteraceae,Jurinea,mollis,,,,,,Zimmermann 1932,
1,Asteraceae,Melampodium,divarticulatum,,,,,,Perez-Lachaud et al. 2006,
1,Asteraceae,Melanthera,aspera,,,,,,Mexzón and Chinchilla 1999,
1,Asteraceae,Podospermum,jacquinanum,,,,bracts,,Zimmermann 1932,
1,Asteraceae,Sachsia,polycephala,,,Bahamas,"foliar, phyllaries",,Koptur et al. 2010,
1,Asteraceae,Serratula,cretican,,,,,,Zimmermann 1932,
1,Asteraceae,Serratula,lycopifolia,,,,,,Zimmermann 1932,
1,Asteraceae,Serratula,radiata,,,,,,Zimmermann 1932,
1,Balanophoraceae,Balanophora,kuroiwai,,herb,Japan,pedicel base,,Kawakita and Kato 2002,"root holoparasites; although nectary is external to the flower, it appears to function in pollination"
1,Balanophoraceae,Balanophora,tobiracola,,herb,Japan,pedicel base,,Kawakita and Kato 2002,"root holoparasites; although nectary is external to the flower, it appears to function in pollination"
1,Balsaminaceae,Balsamina,coccinea,,,,,,Zimmermann 1932,name apparently invalid
1,Balsaminaceae,Balsamina,hortensis,,herb,,,,Zimmermann 1932,name apparently invalid
1,Balsaminaceae,Balsamina,lechenaultii,,,,,,Zimmermann 1932,name apparently invalid
1,Balsaminaceae,Hydrocera,triflora,,,,,,Zimmermann 1932,
1,Balsaminaceae,Impatiens,balfourii,,,Asia,foliar,,Elias and Gelband 1977,photos in Elias and Gelband
1,Balsaminaceae,Impatiens,balsamifera,,,,,,Zimmermann 1932,
1,Balsaminaceae,Impatiens,balsamina,,,Asia,"petiole, leaves",,Springensguth 1935; Pemberton 1990; Mizell 2004; So 2004,pictured: So Fig 2A
1,Balsaminaceae,Impatiens,bicolor,,,,,,Keeler 1979,
1,Balsaminaceae,Impatiens,chinensis,,,,petiole,,So 2004,
1,Balsaminaceae,Impatiens,cristata,,,,,,Zimmermann 1932,
1,Balsaminaceae,Impatiens,fruticosa,,,,,,Zimmermann 1932,
1,Balsaminaceae,Impatiens,glandulifera,,,,,,Zimmermann 1932; Offenberg 2000,
1,Balsaminaceae,Impatiens,holstii,,,,petiole,,Elias and Gelband 1977,
1,Balsaminaceae,Impatiens,hongkongensis,,,,petiole,,So 2004,
1,Balsaminaceae,Impatiens,maackii,,,"Amur Botanical Zone, Russia",leaf blade margin; petiole,,Pemberton 1998,
1,Balsaminaceae,Impatiens,noli-tangere,,,"Amur Botanical Zone, Russia",leaf blade margin; petiole,,Springensguth 1935; Pemberton 1998,
1,Balsaminaceae,Impatiens,pallida,,,,,,Keeler 1979,no efns: E&G 1977
1,Balsaminaceae,Impatiens,parviflora,,,,,,Zimmermann 1932; Offenberg 2000; Vassilyev and Koteyeva 2005,
1,Balsaminaceae,Impatiens,platypetala,,,,,,Elias and Gelband 1977,
1,Balsaminaceae,Impatiens,scabrida,,,Asia,petiole,,Zimmermann 1932; Elias and Gelband 1977,photos in Elias and Gelband
1,Balsaminaceae,Impatiens,sp.,,,,,,Curtis et al. 2002,photo online: Curtis et al. 2002
1,Balsaminaceae,Impatiens,sultanii,,,,,,Baker Opler and Baker 1978; Keeler 1985; Smith et al. 1990,
1,Balsaminaceae,Impatiens,tricornis,,,,,,Zimmermann 1932,
1,Bignoniaceae,Adenocalymma,adenophorum,,,,"calyx, fruit",,"Lohmann 2006; Nogueira, Rey and Lohmann 2012",syn. Memora adenophora
1,Bignoniaceae,Adenocalymma,apurense,,,,fruit,,Elias and Prance 1978,
1,Bignoniaceae,Adenocalymma,axillarum,,,,fruit,,Elias and Prance 1978,syn. Memora axillaris
1,Bignoniaceae,Adenocalymma,bracteatum,,,Brazil,,,"Nogueira, Rey and Lohmann 2012",
1,Bignoniaceae,Adenocalymma,bracteolatum,,,,"calyx, fruit",,Lohmann 2006,
1,Bignoniaceae,Adenocalymma,bracteosum,,,Brazil,"calyx, fruit",,"Lohmann 2006; Nogueira, Rey and Lohmann 2012",syn. Memora bracteosa
1,Bignoniaceae,Adenocalymma,campicola,,,,"calyx, fruit",,Lohmann 2006,syn. Memora campicola
1,Bignoniaceae,Adenocalymma,comosum,,,,fruit,,Zimmermann 1932; Elias and Prance 1978,syn. Bignonia acutissima
1,Bignoniaceae,Adenocalymma,cymbalum,,,Brazil,"calyx, fruit",,"Lohmann 2006; Nogueira, Rey and Lohmann 2012",
1,Bignoniaceae,Adenocalymma,flaviflorum,,,"forest, Brazil",auxilary bud prophylls,"Nogueira, Rey and Lohmann 2012","Nogueira, Rey and Lohmann 2012","photo in Nogueira, Rey and Lohmann 2012"
1,Bignoniaceae,Adenocalymma,impressum,,,Brazil,"calyx, fruit",,"Lohmann 2006; Nogueira, Rey and Lohmann 2012",
1,Bignoniaceae,Adenocalymma,inundatum,,herb,,fruit,,Elias and Prance 1978,syn. Adenocalymma calderonii
1,Bignoniaceae,Adenocalymma,magnificum,,,Brazil,"calyx, fruit",,"Lohmann 2006; Nogueira, Rey and Lohmann 2012",syn. Memora magnifica
1,Bignoniaceae,Adenocalymma,marginatum,,liana,Argentina,"fruit, outer calyx surface, leaf",,Elias and Prance 1978; Galetto 1995; Rivera 2000; Gonzalez 2011,photo in Rivera 2000
1,Bignoniaceae,Adenocalymma,moringfolia,,,Brazil,"calyx, fruit",,"Lohmann 2006; Nogueira, Rey and Lohmann 2012",syn. Memora moringfolia
1,Bignoniaceae,Adenocalymma,nodosum,,,Brazil,axillary buds,,"Nogueira, Rey and Lohmann 2012",
1,Bignoniaceae,Adenocalymma,paulistarum,,liana,Argentina,leaf,,Gonzalez 2011,
1,Bignoniaceae,Adenocalymma,salmoneum,,,Brazil,"calyx, fruit",,"Lohmann 2006; Nogueira, Rey and Lohmann 2012",
1,Bignoniaceae,Adenocalymma,subincanum,,,Brazil,"calyx, fruit",,"Lohmann 2006; Nogueira, Rey and Lohmann 2012",
1,Bignoniaceae,Adenocalymma,trichocladum,,,Brazil,"calyx, fruit",,"Lohmann 2006; Nogueira, Rey and Lohmann 2012",syn. Sampaiella trichoclada
1,Bignoniaceae,Amphilophium,askersonii,,,Brazil,"axillary buds, leaflet base",,"Nogueira, Rey and Lohmann 2012",
1,Bignoniaceae,Amphilophium,bauhinoides,,liana,Brazil,"axillary buds, leaflet base",,"Zimmermann 1932; Nogueira, Rey and Lohmann 2012",syn. Glaziova bauhinioides
1,Bignoniaceae,Amphilophium,buccinatorium,,,,,,Zimmermann 1932; Elias and Prance 1978,"syn. Phaedranthus buccinatorius, Pithecoctenium buccinatorium"
1,Bignoniaceae,Amphilophium,crucigerum,,liana,Argentina,"calyx, leaf",,"Zimmermann 1932; Rivera 2000; Gonzalez 2011; Nogueira, Rey and Lohmann 2012","syn. Pithecoctenium crucigerum, P. muricatumphoto in Rivera 2000"
1,Bignoniaceae,Amphilophium,cynanchoides,,,Argentina,calyx,,Galetto 1995; Rivera 2000,syn. Pithecoctenium cynanchoides photos in Galetto 1995
1,Bignoniaceae,Amphilophium,elongatum,,,Brazil,"axillary buds, leaflet base",,"Nogueira, Rey and Lohmann 2012",
1,Bignoniaceae,Amphilophium,frutescens,,,Brazil,"axillary buds, leaflet base",,"Nogueira, Rey and Lohmann 2012",
1,Bignoniaceae,Amphilophium,granulosum,,,Brazil,"auxillary buds, leaflet base",,"Nogueira, Rey and Lohmann 2012",
1,Bignoniaceae,Amphilophium,laevis,,,,fruit,,Elias and Prance 1978,syn Distictella monophylla
1,Bignoniaceae,Amphilophium,magnoliifolium,,,Brazil,fruit,,"Elias and Prance 1978; Nogueira, Rey and Lohmann 2012","syn. Distictella magnoliifolia, D. racemosa"
1,Bignoniaceae,Amphilophium,mansoana,,,,fruit,,Elias and Prance 1978,syn. Distictella mansoana
1,Bignoniaceae,Amphilophium,nunezii,,,,axillary buds,,"Nogueira, Rey and Lohmann 2012",
