Species,introduced,native,num_introduced,total_area_introduced,total_area_native,lat_native,tribe,genus,subfamily,tribe_ncbi,fixer,abs_lat_native,woody,annual,uses_num_uses
Chamaecrista_stricta,1,1,1,2055545262,8.42E+12,-15.58871972,Cassieae,Chamaecrista,Caesalpinioideae,Cassieae,1,15.58871972,0,0,0
Chamaecrista_telfairiana,1,1,2,4700589798,1.53E+12,-12.82186207,Cassieae,Chamaecrista,Caesalpinioideae,Cassieae,1,12.82186207,0,0,0
Chamaecrista_viscosa,0,0,0,0,0,NA,Cassieae,Chamaecrista,Caesalpinioideae,Cassieae,1,NA,0.489361702,0.130434783,0
Chamaecrista_wittei,0,1,0,0,6.40E+12,2.31261928,Cassieae,Chamaecrista,Caesalpinioideae,Cassieae,1,2.31261928,0,1,0
Chamaecrista_xinguensis,0,0,0,0,0,NA,Cassieae,Chamaecrista,Caesalpinioideae,Cassieae,1,NA,0.489361702,0.130434783,0
Chamaecrista_zambesica,0,1,0,0,3.34E+12,-4.69483937,Cassieae,Chamaecrista,Caesalpinioideae,Cassieae,1,4.69483937,0,0,0
Chesneya_cuneata,0,1,0,0,4.69E+12,32.0536157,Galegeae,Chesneya,Papilionoideae,Caraganeae,0,32.0536157,0,0,0
Chesneya_ternata,0,1,0,0,4.63E+12,44.47949911,Galegeae,Chesneya,Papilionoideae,Caraganeae,1,44.47949911,1,0,0
Chloroleucon_dumosum,0,1,0,0,1.35E+12,-8.84011575,Ingeae,Chloroleucon,Caesalpinioideae,Ingeae,1,8.84011575,1,0,0
Chloroleucon_foliolosum,0,1,0,0,5.78E+12,-17.77628208,Ingeae,Chloroleucon,Caesalpinioideae,Ingeae,1,17.77628208,1,0,0
Chloroleucon_mangense,1,1,2,11393953913,1.36E+13,7.03922984,Ingeae,Chloroleucon,Caesalpinioideae,Ingeae,1,7.03922984,1,0,0
Chloroleucon_tortum,0,1,0,0,43936063405,-22.19033651,Ingeae,Chloroleucon,Caesalpinioideae,Ingeae,1,22.19033651,1,0,0
Chorizema_aciculare,0,1,0,0,2.53E+12,-25.46607155,Mirbelieae,Chorizema,Papilionoideae,Mirbelieae,1,25.46607155,1,0,0
Chorizema_cordatum,0,1,0,0,2.53E+12,-25.46607155,Mirbelieae,Chorizema,Papilionoideae,Mirbelieae,1,25.46607155,1,0,0
Chorizema_cytisoides,0,1,0,0,2.53E+12,-25.46607155,Mirbelieae,Chorizema,Papilionoideae,Mirbelieae,1,25.46607155,1,0,0
Chorizema_diversifolium,0,1,0,0,2.53E+12,-25.46607155,Mirbelieae,Chorizema,Papilionoideae,Mirbelieae,1,25.46607155,1,0,0
Chorizema_ericifolium,0,1,0,0,2.53E+12,-25.46607155,Mirbelieae,Chorizema,Papilionoideae,Mirbelieae,1,25.46607155,1,0,0
Chorizema_parviflorum,0,1,0,0,2.53E+12,-25.79163463,Mirbelieae,Chorizema,Papilionoideae,Mirbelieae,1,25.79163463,1,0,0
Chorizema_reticulatum,0,1,0,0,2.53E+12,-25.46607155,Mirbelieae,Chorizema,Papilionoideae,Mirbelieae,1,25.46607155,1,0,0
Christia_obcordata,1,1,1,1.39E+11,1.21E+13,6.12765598,Desmodieae,Christia,Papilionoideae,Desmodieae,1,6.12765598,0,0,0
Cicer_arietinum,1,1,48,7.41E+13,7.46E+12,21.96767801,Cicereae,Cicer,Papilionoideae,Cicereae,1,21.96767801,0,1,6
Cicer_chorassanicum,0,1,0,0,2.41E+12,33.28206112,Cicereae,Cicer,Papilionoideae,Cicereae,1,33.28206112,0,1,0
Cicer_echinospermum,0,1,0,0,1.19E+12,36.91611149,Cicereae,Cicer,Papilionoideae,Cicereae,1,36.91611149,0,1,1
Cicer_pinnatifidum,0,1,0,0,1.40E+12,35.84304725,Cicereae,Cicer,Papilionoideae,Cicereae,1,35.84304725,0,1,1
Cicer_reticulatum,0,1,0,0,7.56E+11,38.98893748,Cicereae,Cicer,Papilionoideae,Cicereae,1,38.98893748,0,1,0
Cladrastis_platycarpa,1,1,2,8.17E+12,1.75E+12,29.41354489,Sophoreae,Cladrastis,Papilionoideae,Sophoreae,0,29.41354489,1,0,1
Cladrastis_sikokiana,0,1,0,0,3.71E+11,37.60209081,Sophoreae,Cladrastis,Papilionoideae,Sophoreae,0,37.60209081,1,0,0
Cladrastis_wilsonii,0,1,0,0,2.73E+12,29.48837131,Sophoreae,Cladrastis,Papilionoideae,Sophoreae,0,29.48837131,1,0,0
Clathrotropis_macrocarpa,0,0,0,0,0,NA,Sophoreae,Clathrotropis,Papilionoideae,Ormosieae,1,NA,1,0,0
Clathrotropis_nitida,0,0,0,0,0,NA,Sophoreae,Clathrotropis,Papilionoideae,Ormosieae,1,NA,1,0,0
Cleobulia_multiflora,0,0,0,0,0,NA,Phaseoleae,Cleobulia,Papilionoideae,Phaseoleae,1,NA,1,0,0
Clianthus_puniceus,1,1,2,3.61E+11,1.15E+11,-38.57756132,Galegeae,Clianthus,Papilionoideae,Galegeae,1,38.57756132,1,0,1
Clitoria_amazonum,0,1,0,0,3.04E+12,-6.38165932,Phaseoleae,Clitoria,Papilionoideae,Phaseoleae,1,6.38165932,1,0,1
Clitoria_annua,1,1,1,1.47E+11,1.60E+12,25.46423289,Phaseoleae,Clitoria,Papilionoideae,Phaseoleae,1,25.46423289,0,0,2
Clitoria_arborea,0,1,0,0,5.61E+12,-5.97296704,Phaseoleae,Clitoria,Papilionoideae,Phaseoleae,1,5.97296704,1,0,2
Clitoria_australis,0,1,0,0,1.35E+12,-19.41428342,Phaseoleae,Clitoria,Papilionoideae,Phaseoleae,1,19.41428342,1,0,0
Clitoria_fairchildiana,1,1,6,2.62E+12,1.74E+12,-12.98980576,Phaseoleae,Clitoria,Papilionoideae,Phaseoleae,1,12.98980576,1,0,1
Clitoria_falcata,1,1,7,4.64E+12,1.25E+13,6.15181536,Phaseoleae,Clitoria,Papilionoideae,Phaseoleae,1,6.15181536,0,0,4
Clitoria_guianensis,0,1,0,0,1.05E+13,8.31956651,Phaseoleae,Clitoria,Papilionoideae,Phaseoleae,1,8.31956651,1,0,2
Clitoria_javitensis,1,1,1,1150177745,1.22E+13,-2.01629537,Phaseoleae,Clitoria,Papilionoideae,Phaseoleae,1,2.01629537,1,0,2
Clitoria_laurifolia,1,1,17,9.87E+12,5.92E+12,3.49720033,Phaseoleae,Clitoria,Papilionoideae,Phaseoleae,1,3.49720033,1,0,4
Clitoria_mariana,0,1,0,0,1.42E+13,27.09594656,Phaseoleae,Clitoria,Papilionoideae,Phaseoleae,1,27.09594656,1,0,2
Clitoria_sagotii,0,1,0,0,4.05E+12,2.72525801,Phaseoleae,Clitoria,Papilionoideae,Phaseoleae,1,2.72525801,1,0,0
Clitoria_ternatea,1,1,79,4.47E+13,2.13E+13,1.79242466,Phaseoleae,Clitoria,Papilionoideae,Phaseoleae,1,1.79242466,0,0,8
Codariocalyx_gyroides,1,1,6,2.94E+12,8.08E+12,13.03552489,Desmodieae,Codariocalyx,Papilionoideae,Desmodieae,1,13.03552489,1,0,2
Codariocalyx_motorius,1,1,2,3205723007,2.13E+13,11.79678002,Desmodieae,Codariocalyx,Papilionoideae,Desmodieae,1,11.79678002,1,0,2
Coelidium_parvifolium,0,1,0,0,2.67E+12,-25.48651667,Liparieae,Coelidium,Papilionoideae,Liparieae,1,25.48651667,1,0,0
Cojoba_arborea,0,1,0,0,5.46E+12,9.29369569,Ingeae,Cojoba,Caesalpinioideae,Ingeae,1,9.29369569,1,0,1
Collaea_speciosa,0,1,0,0,2.94E+12,-12.57122573,Phaseoleae,Collaea,Papilionoideae,Phaseoleae,1,12.57122573,1,0,0
Cologania_angustifolia,0,1,0,0,1.36E+12,25.9996614,Phaseoleae,Cologania,Papilionoideae,Phaseoleae,1,25.9996614,0,0,0
Cologania_broussonetii,0,1,0,0,7.93E+12,2.63291312,Phaseoleae,Cologania,Papilionoideae,Phaseoleae,1,2.63291312,0,0,0
Colutea_arborescens,1,1,16,1.17E+13,2.67E+12,41.85513442,Galegeae,Colutea,Papilionoideae,Galegeae,1,41.85513442,1,0,1
Colutea_cilicica,1,1,3,3.20E+12,3.40E+12,40.46103948,Galegeae,Colutea,Papilionoideae,Galegeae,1,40.46103948,1,0,0
Colutea_nepalensis,0,1,0,0,3.99E+12,30.05780048,Galegeae,Colutea,Papilionoideae,Galegeae,1,30.05780048,1,0,2
Colutea_orientalis,1,1,6,1.75E+12,4.77E+12,49.44013635,Galegeae,Colutea,Papilionoideae,Galegeae,1,49.44013635,1,0,3
Colutea_persica,0,1,0,0,2.27E+12,32.92924691,Galegeae,Colutea,Papilionoideae,Galegeae,1,32.92924691,1,0,2
Colvillea_racemosa,1,1,12,3.68E+12,5.93E+11,-19.37352737,Caesalpinieae,Colvillea,Caesalpinioideae,Caesalpinieae,0,19.37352737,1,0,2
Conzattia_multiflora,0,0,0,0,0,NA,Caesalpinieae,Conzattia,Caesalpinioideae,Caesalpinieae,0,NA,0.988764045,0,0
Copaifera_baumiana,0,1,0,0,4.32E+12,-7.48769106,Detarieae,Copaifera,Detarioideae,Detarieae,1,7.48769106,1,0,1
Copaifera_duckei,0,0,0,0,0,NA,Detarieae,Copaifera,Detarioideae,Detarieae,0,NA,1,0,0
Copaifera_langsdorffii,0,1,0,0,6.13E+12,-16.73553387,Detarieae,Copaifera,Detarioideae,Detarieae,0,16.73553387,1,0,0
Copaifera_lucens,0,0,0,0,0,NA,Detarieae,Copaifera,Detarioideae,Detarieae,0,NA,1,0,0
Copaifera_multijuga,0,1,0,0,2.80E+12,-4.11243055,Detarieae,Copaifera,Detarioideae,Detarieae,0,4.11243055,1,0,1
Copaifera_officinalis,1,1,5,3.79E+11,3.05E+12,5.62116566,Detarieae,Copaifera,Detarioideae,Detarieae,0,5.62116566,1,0,5
Copaifera_trapezifolia,0,0,0,0,0,NA,Detarieae,Copaifera,Detarioideae,Detarieae,0,NA,1,0,0
Corallospartium_crassicaule,0,1,0,0,1.53E+11,-44.02210596,Carmichaelieae,Corallospartium,Papilionoideae,Carmichaelieae,1,44.02210596,1,0,0
Cordeauxia_edulis,1,1,2,1.52E+12,1.76E+12,7.70461668,Caesalpinieae,Cordeauxia,Caesalpinioideae,Caesalpinieae,0,7.70461668,1,0,2
Coronilla_coronata,0,1,0,0,9.85E+12,43.56715216,Loteae,Coronilla,Papilionoideae,Loteae,1,43.56715216,0,0,3
Coronilla_juncea,0,1,0,0,4.63E+12,39.12613704,Loteae,Coronilla,Papilionoideae,Loteae,1,39.12613704,1,0,0
Coronilla_minima,0,1,0,0,4.29E+12,36.32295421,Loteae,Coronilla,Papilionoideae,Loteae,1,36.32295421,1,0,0
Coronilla_repanda,0,1,0,0,5.54E+12,35.66804786,Loteae,Coronilla,Papilionoideae,Loteae,1,35.66804786,0,1,0
Coronilla_scorpioides,1,1,1,7.94E+12,2.37E+13,41.75047739,Loteae,Coronilla,Papilionoideae,Loteae,1,41.75047739,0,1,4
Coronilla_vaginalis,0,1,0,0,1.65E+12,44.97894097,Loteae,Coronilla,Papilionoideae,Loteae,1,44.97894097,1,0,0
Coronilla_valentina,1,1,3,8.76E+12,7.10E+12,38.49898515,Loteae,Coronilla,Papilionoideae,Loteae,1,38.49898515,1,0,0
Coursetia_caribaea,0,1,0,0,5.89E+12,15.90249064,Robinieae,Coursetia,Papilionoideae,Robinieae,1,15.90249064,1,0,0
Coursetia_ferruginea,0,1,0,0,2.56E+12,5.85151701,Robinieae,Coursetia,Papilionoideae,Robinieae,1,5.85151701,1,0,0
Craibia_brevicaudata,0,1,0,0,8.26E+12,-1.7213765,Millettieae,Craibia,Papilionoideae,Millettieae,1,1.7213765,1,0,0
Cranocarpus_martii,0,0,0,0,0,NA,Desmodieae,Cranocarpus,Papilionoideae,Dalbergieae,1,NA,0.679324895,0.123931624,0
Cratylia_argentea,0,0,0,0,0,NA,Phaseoleae,Cratylia,Papilionoideae,Phaseoleae,1,NA,0.462427746,0.049853372,0
Cratylia_hypargyraea,0,0,0,0,0,NA,Phaseoleae,Cratylia,Papilionoideae,Phaseoleae,1,NA,0.462427746,0.049853372,0
Crotalaria_abbreviata,0,1,0,0,4.41E+12,-6.91177998,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,6.91177998,0,1,0
Crotalaria_acicularis,0,1,0,0,6.44E+12,13.60807658,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,13.60807658,0,1,1
Crotalaria_agatiflora,1,1,5,3.46E+12,9.70E+12,-8.19982315,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,8.19982315,1,0,1
Crotalaria_alata,1,1,5,1.78E+12,1.15E+13,16.22133451,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,16.22133451,1,0,4
Crotalaria_albida,0,1,0,0,1.47E+13,14.66809631,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,14.66809631,0,0,3
Crotalaria_alexandri,0,1,0,0,4.99E+12,-5.82429282,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,5.82429282,0,1,0
Crotalaria_angulata,0,1,0,0,4.42E+12,17.14918805,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,17.14918805,0,1,0
Crotalaria_anisophylla,0,1,0,0,2.38E+12,-13.80514472,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,13.80514472,0,1,0
Crotalaria_anthyllopsis,0,1,0,0,1.13E+13,6.88291797,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,6.88291797,0,1,0
Crotalaria_argyraea,0,1,0,0,2.05E+12,-16.35580401,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,16.35580401,0,0,0
Crotalaria_assamica,0,1,0,0,6.19E+12,20.88899351,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,20.88899351,1,0,2
Crotalaria_atrorubens,0,1,0,0,8.03E+12,11.12052421,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,11.12052421,0,1,0
Crotalaria_axillaris,0,1,0,0,9.06E+12,4.42964822,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,4.42964822,1,0,0
Crotalaria_barkae,0,1,0,0,1.75E+13,-9.72472336,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,9.72472336,0,1,0
Crotalaria_barnabassii,0,1,0,0,6.95E+12,-18.22742254,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,18.22742254,0,1,0
Crotalaria_bequaertii,0,1,0,0,5.77E+12,-8.2186671,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,8.2186671,0,1,0
Crotalaria_bongensis,0,1,0,0,1.07E+13,4.64793497,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,4.64793497,0,1,0
Crotalaria_brachycarpa,0,0,0,0,0,NA,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,NA,1,0,0
Crotalaria_bracteata,0,1,0,0,3.03E+12,21.71783196,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,21.71783196,1,0,1
Crotalaria_brevidens,1,1,9,9.75E+12,1.10E+13,6.18875481,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,6.18875481,0,1,0
Crotalaria_breviflora,1,1,1,355625704.1,8.47E+12,-10.77227947,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,10.77227947,1,0,0
Crotalaria_brevis,0,1,0,0,1.73E+12,-22.57378083,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,22.57378083,0.375,0.422222222,0
Crotalaria_burhia,0,1,0,0,4.55E+12,28.87343411,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,28.87343411,1,0,3
Crotalaria_burkeana,0,1,0,0,4.44E+12,-22.42811457,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,22.42811457,0,0,0
Crotalaria_calycina,0,1,0,0,3.79E+13,8.58280147,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,8.58280147,0,1,2
Crotalaria_capensis,1,1,5,8.48E+11,3.98E+12,-21.51923206,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,21.51923206,1,0,1
Crotalaria_caudata,0,1,0,0,8.08E+12,-0.29283831,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,0.29283831,0,0,0
Crotalaria_cephalotes,0,1,0,0,1.70E+13,7.44958453,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,7.44958453,0,1,0
Crotalaria_chinensis,0,1,0,0,8.99E+12,14.21606692,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,14.21606692,1,0,0
Crotalaria_chirindae,0,1,0,0,2.24E+12,-12.83994695,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,12.83994695,0,0,0
Crotalaria_cleomifolia,1,1,2,2.45E+12,1.49E+13,7.10819027,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,7.10819027,1,0,0
Crotalaria_collina,0,1,0,0,1.18E+12,-17.83979914,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,17.83979914,0,0,0
Crotalaria_colorata,0,1,0,0,3.48E+12,-23.86102812,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,23.86102812,1,0,0
Crotalaria_comosa,0,1,0,0,1.45E+13,8.26275908,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,8.26275908,0,1,0
Crotalaria_cunninghamii,0,1,0,0,7.69E+12,-25.73253015,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,25.73253015,1,0,1
Crotalaria_cylindrostachys,0,1,0,0,3.44E+12,-11.75893197,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,11.75893197,0,1,0
Crotalaria_damarensis,0,1,0,0,7.22E+12,-21.25895929,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,21.25895929,0,1,0
Crotalaria_deserticola,0,1,0,0,9.82E+12,-0.05083637,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,0.05083637,0,1,0
Crotalaria_dissitiflora,0,1,0,0,6.41E+12,-24.36798012,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,24.36798012,0.375,0.422222222,0
Crotalaria_distans,0,1,0,0,7.67E+12,-19.96776201,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,19.96776201,0,1,0
Crotalaria_doidgeae,0,1,0,0,2.67E+12,-25.48651667,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,25.48651667,1,0,0
Crotalaria_dura,0,1,0,0,3.46E+12,-21.3733595,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,21.3733595,0,0,0
Crotalaria_eremicola,0,1,0,0,4.84E+12,-21.65330166,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,21.65330166,0,0,0
Crotalaria_excisa,0,1,0,0,2.67E+12,-25.48651667,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,25.48651667,0,0,0
Crotalaria_ferruginea,0,1,0,0,9.88E+12,18.47870543,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,18.47870543,0,0,1
Crotalaria_filicaulis,0,1,0,0,6.56E+12,-9.33357325,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,9.33357325,0,1,0
Crotalaria_filipes,0,1,0,0,1.65E+12,23.49511312,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,23.49511312,0,1,0
Crotalaria_flavicarinata,0,1,0,0,2.52E+12,-19.18963072,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,19.18963072,1,0,0
Crotalaria_gazensis,0,1,0,0,3.85E+12,-21.6631579,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,21.6631579,1,0,0
Crotalaria_glauca,0,1,0,0,1.89E+13,4.11252024,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,4.11252024,0,1,0
Crotalaria_glaucoides,0,1,0,0,1.48E+12,16.841506,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,16.841506,0,1,0
Crotalaria_globifera,0,1,0,0,2.69E+12,-26.02431623,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,26.02431623,0,0,0
Crotalaria_goreensis,1,1,8,2.10E+13,1.92E+13,1.07734205,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,1.07734205,0,0,3
Crotalaria_hainanensis,0,1,0,0,34026085256,19.20103622,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,19.20103622,0.375,0.422222222,0
Crotalaria_heidmannii,0,1,0,0,3.01E+12,-17.84321254,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,17.84321254,0,1,0
Crotalaria_holosericea,0,0,0,0,0,NA,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,NA,1,0.422222222,0
Crotalaria_humifusa,0,1,0,0,1.03E+13,12.51286553,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,12.51286553,0,1,0
Crotalaria_humilis,0,1,0,0,2.67E+12,-25.48651667,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,25.48651667,0,1,0
Crotalaria_hyssopifolia,0,1,0,0,1.50E+13,8.60307225,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,8.60307225,0,1,0
Crotalaria_impressa,0,1,0,0,3.65E+12,11.28605257,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,11.28605257,0,1,0
Crotalaria_incana,1,1,20,1.43E+13,2.93E+12,13.62616928,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,13.62616928,1,0,4
Crotalaria_insignis,0,1,0,0,1.18E+12,-17.83979914,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,17.83979914,1,0,0
Crotalaria_juncea,1,1,34,2.92E+13,1.06E+13,16.08546549,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,16.08546549,1,0,9
Crotalaria_kapiriensis,0,1,0,0,3.47E+12,-7.08448398,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,7.08448398,1,0,0
Crotalaria_kipandensis,0,1,0,0,5.31E+12,-8.62899687,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,8.62899687,0,1,0
Crotalaria_laburnifolia,1,1,1,2055545262,2.69E+13,1.52026958,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,1.52026958,1,0,3
Crotalaria_lachnocarpoides,0,1,0,0,9.80E+12,-0.04593456,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,0.04593456,1,0,0
Crotalaria_lachnophora,0,1,0,0,1.45E+13,7.94699911,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,7.94699911,1,0,0
Crotalaria_lanceolata,1,1,4,2.08E+12,1.08E+13,12.23774936,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,12.23774936,0,1,0
Crotalaria_lasiocarpa,0,1,0,0,1.69E+12,-9.49700106,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,9.49700106,0,1,0
Crotalaria_leptostachya,0,1,0,0,9.94E+11,20.47299419,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,20.47299419,1,0,0
Crotalaria_linifolia,0,1,0,0,4.65E+12,20.46154179,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,20.46154179,0,1,0
Crotalaria_longirostrata,0,1,0,0,6.86E+11,16.00816232,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,16.00816232,1,0,2
Crotalaria_longithyrsa,0,1,0,0,4.83E+12,5.92909927,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,5.92909927,0,1,0
Crotalaria_maypurensis,0,1,0,0,1.61E+13,5.365731,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,5.365731,1,0,0
Crotalaria_medicaginea,0,1,0,0,2.05E+13,14.1182133,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,14.1182133,0,0,2
Crotalaria_meyerana,0,1,0,0,3.48E+12,-23.86102812,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,23.86102812,0,0,0
Crotalaria_micans,1,1,26,1.39E+13,1.36E+13,8.75247963,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,8.75247963,1,0,7
Crotalaria_microcarpa,0,1,0,0,1.44E+13,4.91765142,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,4.91765142,0,1,0
Crotalaria_mitchellii,0,1,0,0,7.69E+12,-25.73253015,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,25.73253015,1,0,0
Crotalaria_monteiroi,0,1,0,0,3.86E+12,-21.72947512,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,21.72947512,1,0,0
Crotalaria_mysorensis,0,1,0,0,9.27E+12,16.01060368,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,16.01060368,0,0,0
Crotalaria_nana,1,1,1,11038595091,1.68E+13,10.8865192,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,10.8865192,0,0,0
Crotalaria_natalitia,0,1,0,0,1.42E+13,-3.70861676,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,3.70861676,1,1,0
Crotalaria_nitens,0,1,0,0,1.34E+13,6.40510343,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,6.40510343,0,0,0
Crotalaria_notonii,0,1,0,0,8.33E+11,20.65524788,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,20.65524788,1,0,0
Crotalaria_novae-hollandiae,0,1,0,0,7.69E+12,-25.73253015,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,25.73253015,1,0,1
Crotalaria_obscura,0,1,0,0,2.67E+12,-25.48651667,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,25.48651667,0,0,0
Crotalaria_ochroleuca,1,1,9,1.26E+13,1.96E+13,2.46809908,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,2.46809908,0,0,0
Crotalaria_oocarpa,0,1,0,0,2.80E+12,-0.53889266,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,0.53889266,0,1,0
Crotalaria_orientalis,0,1,0,0,4.44E+12,-23.50241383,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,23.50241383,1,0,0
Crotalaria_orixensis,1,1,1,2.95E+11,6.30E+12,18.95623051,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,18.95623051,0,0,0
Crotalaria_pallida,1,1,37,1.73E+13,3.48E+13,12.53796268,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,12.53796268,1,0,7
Crotalaria_pallidicaulis,0,1,0,0,5.20E+12,-8.52354109,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,8.52354109,1,0,0
Crotalaria_paulina,1,0,6,1.17E+13,0,NA,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,NA,1,0,1
Crotalaria_perrottetii,0,1,0,0,1.28E+12,19.11345071,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,19.11345071,0,1,0
Crotalaria_phylicoides,0,1,0,0,3.90E+11,-19.00000691,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,19.00000691,1,0,0
Crotalaria_pilosa,0,0,0,0,0,NA,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,NA,0.375,0.422222222,0
Crotalaria_pisicarpa,0,1,0,0,8.28E+12,-20.34630202,Crotalarieae,Crotalaria,Papilionoideae,Crotalarieae,1,20.34630202,0,1,0
