valid_species_name,Phy_all_underscore,total.area.native,LogArea.native,Phy
Lepisiota.gracilicornis abdominalis,Lepisiota_gracilicornis_abdominalis,1127639.398,6.052170241,Lepisiota_gracilicornis abdominalis
Pseudolasius.butteli abhorrens,Pseudolasius_butteli_abhorrens,801827.581,5.904080991,Pseudolasius_butteli abhorrens
Camponotus.auropubens absalon,Camponotus_auropubens_absalon,1609941.122,6.206809994,Camponotus_auropubens absalon
Myrmicaria.distincta abyssinica,Myrmicaria_distincta_abyssinica,1127639.398,6.052170241,Myrmicaria_distincta abyssinica
Pheidole.caffra abyssinica,Pheidole_caffra_abyssinica,1249149.584,6.096614448,Pheidole_caffra abyssinica
Camponotus.robecchii abyssinicus,Camponotus_robecchii_abyssinicus,1127639.398,6.052170241,Camponotus_robecchii abyssinicus
Camponotus.planatus acaciae,Camponotus_planatus_acaciae,234894.3802,5.370872626,Camponotus_planatus acaciae
Dorylus.funereus acherontus,Dorylus_funereus_acherontus,3135038.999,6.496242948,Dorylus_funereus acherontus
Lepisiota.capensis acholli,Lepisiota_capensis_acholli,2798958.671,6.446996486,Lepisiota_capensis acholli
Echinopla.striata aciculata,Echinopla_striata_aciculata,363162.4708,5.560100962,Echinopla_striata aciculata
Crematogaster.sewellii acis,Crematogaster_sewellii_acis,2791143.855,6.44578222,Crematogaster_sewellii acis
Dorylus.attenuatus acuminatus,Dorylus_attenuatus_acuminatus,2982965.184,6.474648184,Dorylus_attenuatus acuminatus
Pseudoneoponera.excavata acuticostata,Pseudoneoponera_excavata_acuticostata,1728607.828,6.237696475,Pseudoneoponera_excavata acuticostata
Crematogaster.delagoensis acutidens,Crematogaster_delagoensis_acutidens,1627996.429,6.211653448,Crematogaster_delagoensis acutidens
Polyrhachis.arcuata acutinota,Polyrhachis_arcuata_acutinota,886427.1868,5.947643067,Polyrhachis_arcuata acutinota
Camponotus.chrysurus acutisquamis,Camponotus_chrysurus_acutisquamis,4311868.587,6.634665516,Camponotus_chrysurus acutisquamis
Pheidole.occipitalis adami,Pheidole_occipitalis_adami,245085.7668,5.389318091,Pheidole_occipitalis adami
Polyrhachis.tibialis addax,Polyrhachis_tibialis_addax,131805.4105,5.119933238,Polyrhachis_tibialis addax
Pseudolasius.mayri adolphi,Pseudolasius_mayri_adolphi,131805.4105,5.119933238,Pseudolasius_mayri adolphi
Myrmicaria.arachnoides adpressipilosa,Myrmicaria_arachnoides_adpressipilosa,824933.1825,5.916418773,Myrmicaria_arachnoides adpressipilosa
Crematogaster.depressa adultera,Crematogaster_depressa_adultera,343895.1443,5.536426044,Crematogaster_depressa adultera
Camponotus.hospes adultus,Camponotus_hospes_adultus,132314.5167,5.121607495,Camponotus_hospes adultus
Cataglyphis.bicolor adusta,Cataglyphis_bicolor_adusta,155349.4866,5.191309822,Cataglyphis_bicolor adusta
Crematogaster.castanea adusta,Crematogaster_castanea_adusta,824684.0347,5.916287587,Crematogaster_castanea adusta
Camponotus.bellus adustus,Camponotus_bellus_adustus,132314.5167,5.121607495,Camponotus_bellus adustus
Lepisiota.frauenfeldi aegyptiaca,Lepisiota_frauenfeldi_aegyptiaca,1025754.911,6.011043605,Lepisiota_frauenfeldi aegyptiaca
Dorylus.affinis aegyptiacus,Dorylus_affinis_aegyptiacus,7122572.523,6.85263688,Dorylus_affinis aegyptiacus
Carebara.oertzeni aeolia,Carebara_oertzeni_aeolia,780642.0371,5.892451934,Carebara_oertzeni aeolia
Crematogaster.sordidula aeolia,Crematogaster_sordidula_aeolia,780642.0371,5.892451934,Crematogaster_sordidula aeolia
Arnoldius.pusillus aequalis,Arnoldius_pusillus_aequalis,2761361.438,6.441123256,Arnoldius_pusillus aequalis
Polyrhachis.atossa aequicuspis,Polyrhachis_atossa_aequicuspis,737781.7092,5.867927884,Polyrhachis_atossa aequicuspis
Camponotus.blandus aequinotus,Camponotus_blandus_aequinotus,912675.4032,5.960316346,Camponotus_blandus aequinotus
Camponotus.perroti aeschylus,Camponotus_perroti_aeschylus,593087.2472,5.773118586,Camponotus_perroti aeschylus
Camponotus.arcuatus aesopus,Camponotus_arcuatus_aesopus,1487476.688,6.172450168,Camponotus_arcuatus aesopus
Crematogaster.chiarinii aethiops,Crematogaster_chiarinii_aethiops,1763977.835,6.246493124,Crematogaster_chiarinii aethiops
Mesoponera.caffraria affinis,Mesoponera_caffraria_affinis,343895.1443,5.536426044,Mesoponera_caffraria affinis
Vollenhovia.subtilis affinis,Vollenhovia_subtilis_affinis,1258236.676,6.09976234,Vollenhovia_subtilis affinis
Parvaponera.darwinii africana,Parvaponera_darwinii_africana,8214395.061,6.914575586,Parvaponera_darwinii africana
Camponotus.thraso agricola,Camponotus_thraso_agricola,1220325.69,6.086475754,Camponotus_thraso agricola
Monomorium.atomum aharonii,Monomorium_atomum_aharonii,27022.17176,4.43172025,Monomorium_atomum aharonii
Crematogaster.laestrygon airensis,Crematogaster_laestrygon_airensis,3935241.804,6.594971423,Crematogaster_laestrygon airensis
Camponotus.foleyi ajjer,Camponotus_foleyi_ajjer,2317506.149,6.365020895,Camponotus_foleyi ajjer
Trichomyrmex.chobauti ajjer,Trichomyrmex_chobauti_ajjer,2317506.149,6.365020895,Trichomyrmex_chobauti ajjer
Camponotus.ferreri akka,Camponotus_ferreri_akka,2326848.226,6.366768056,Camponotus_ferreri akka
Camponotus.macilentus albemarlensis,Camponotus_macilentus_albemarlensis,7801.23693,3.892163468,Camponotus_macilentus albemarlensis
Dorymyrmex.pyramicus albemarlensis,Dorymyrmex_pyramicus_albemarlensis,7801.23693,3.892163468,Dorymyrmex_pyramicus albemarlensis
Camponotus.sexguttatus albotaeniolatus,Camponotus_sexguttatus_albotaeniolatus,247987.0565,5.394429014,Camponotus_sexguttatus albotaeniolatus
Crematogaster.victima alegrensis,Crematogaster_victima_alegrensis,369553.151,5.56767691,Crematogaster_victima alegrensis
Messor.arenarius alfierii,Messor_arenarius_alfierii,998732.739,5.999449287,Messor_arenarius alfierii
Pheidole.variabilis aliena,Pheidole_variabilis_aliena,17066.06439,4.23213338,Pheidole_variabilis aliena
Crematogaster.scutellaris alii,Crematogaster_scutellaris_alii,558802.5433,5.747258374,Crematogaster_scutellaris alii
Crematogaster.africana alligatrix,Crematogaster_africana_alligatrix,3235168.919,6.509896962,Crematogaster_africana alligatrix
Eciton.vagans allognathum,Eciton_vagans_allognathum,2649734.48,6.423202357,Eciton_vagans allognathum
Vollenhovia.oblonga alluaudi,Vollenhovia_oblonga_alluaudi,737781.7092,5.867927884,Vollenhovia_oblonga alluaudi
Formica.adamsi alpina,Formica_adamsi_alpina,3919214.102,6.593198989,Formica_adamsi alpina
Dorymyrmex.pyramicus alticonis,Dorymyrmex_pyramicus_alticonis,2972678.342,6.473147919,Dorymyrmex_pyramicus alticonis
Camponotus.macilentus altinotus,Camponotus_macilentus_altinotus,72299.69173,4.859136446,Camponotus_macilentus altinotus
Leptogenys.kitteli altisquamis,Leptogenys_kitteli_altisquamis,2384394.385,6.37737809,Leptogenys_kitteli altisquamis
Dorymyrmex.breviscapis alvarezi,Dorymyrmex_breviscapis_alvarezi,134972.4608,5.130245166,Dorymyrmex_breviscapis alvarezi
Messor.oertzeni amasiensis,Messor_oertzeni_amasiensis,780642.0371,5.892451934,Messor_oertzeni amasiensis
Megaponera.analis amazon,Megaponera_analis_amazon,4867035.7,6.687264532,Megaponera_analis amazon
Camponotus.crassus amazonicus,Camponotus_crassus_amazonicus,2116094.91,6.325535143,Camponotus_crassus amazonicus
Camponotus.variegatus ambonensis,Camponotus_variegatus_ambonensis,77393.12025,4.888702356,Camponotus_variegatus ambonensis
Crematogaster.popohana amia,Crematogaster_popohana_amia,36261.8317,4.559449738,Crematogaster_popohana amia
Temnothorax.flavispinus amilcaris,Temnothorax_flavispinus_amilcaris,155349.4866,5.191309822,Temnothorax_flavispinus amilcaris
Pheidole.caffra amoena,Pheidole_caffra_amoena,121510.1854,5.084612683,Pheidole_caffra amoena
Camponotus.cinereus amperei,Camponotus_cinereus_amperei,5893955.855,6.770406879,Camponotus_cinereus amperei
Camponotus.eugeniae amplior,Camponotus_eugeniae_amplior,2326848.226,6.366768056,Camponotus_eugeniae amplior
Dorymyrmex.exsanguis anaemicus,Dorymyrmex_exsanguis_anaemicus,244877.5168,5.388948913,Dorymyrmex_exsanguis anaemicus
Crematogaster.castanea analis,Crematogaster_castanea_analis,2670743.371,6.426632159,Crematogaster_castanea analis
Bothriomyrmex.communista anatolicus,Bothriomyrmex_communista_anatolicus,780642.0371,5.892451934,Bothriomyrmex_communista anatolicus
Diacamma.rugosum anceps,Diacamma_rugosum_anceps,4645354.209,6.667018835,Diacamma_rugosum anceps
Dorylus.braunsi anceps,Dorylus_braunsi_anceps,389615.4325,5.590636151,Dorylus_braunsi anceps
Lepisiota.capensis anceps,Lepisiota_capensis_anceps,2908678.454,6.463695714,Lepisiota_capensis anceps
Philidris.myrmecodiae andamanensis,Philidris_myrmecodiae_andamanensis,7399.97179,3.869230064,Philidris_myrmecodiae andamanensis
Acromyrmex.coronatus andicola,Acromyrmex_coronatus_andicola,2626352.649,6.41935304,Acromyrmex_coronatus andicola
Camponotus.punctulatus andigenus,Camponotus_punctulatus_andigenus,5267629.087,6.721615187,Camponotus_punctulatus andigenus
Aenictus.furculatus andrieui,Aenictus_furculatus_andrieui,2759389.354,6.440812984,Aenictus_furculatus andrieui
Tapinolepis.trimenii angolensis,Tapinolepis_trimenii_angolensis,1247631.21,6.09608623,Tapinolepis_trimenii angolensis
Crematogaster.stadelmanni anguliceps,Crematogaster_stadelmanni_anguliceps,2791143.855,6.44578222,Crematogaster_stadelmanni anguliceps
Crematogaster.stadelmanni angustata,Crematogaster_stadelmanni_angustata,464295.6281,5.666794594,Crematogaster_stadelmanni angustata
Eciton.vagans angustatum,Eciton_vagans_angustatum,936499.4612,5.971507532,Eciton_vagans angustatum
Pheidole.veteratrix angustinoda,Pheidole_veteratrix_angustinoda,593573.4792,5.773474488,Pheidole_veteratrix angustinoda
Temnothorax.angustulus angustinodis,Temnothorax_angustulus_angustinodis,1617735.654,6.208907557,Temnothorax_angustulus angustinodis
Camponotus.discors angustinodus,Camponotus_discors_angustinodus,1728607.828,6.237696475,Camponotus_discors angustinodus
Crematogaster.peringueyi angustior,Crematogaster_peringueyi_angustior,1220325.69,6.086475754,Crematogaster_peringueyi angustior
Myrmicaria.rustica angustior,Myrmicaria_rustica_angustior,1179923.649,6.071853906,Myrmicaria_rustica angustior
Pheidole.latinoda angustior,Pheidole_latinoda_angustior,1182029.187,6.0726282,Pheidole_latinoda angustior
Polyrhachis.similis angustior,Polyrhachis_similis_angustior,801827.581,5.904080991,Polyrhachis_similis angustior
Colobopsis.vitrea angustula,Colobopsis_vitrea_angustula,2364783.926,6.373791465,Colobopsis_vitrea angustula
Oecophylla.longinoda annectens,Oecophylla_longinoda_annectens,2587369.487,6.412858452,Oecophylla_longinoda annectens
Tapinoma.ramulorum annellatum,Tapinoma_ramulorum_annellatum,201053.202,5.303310994,Tapinoma_ramulorum annellatum
Aphaenogaster.sardoa anoemica,Aphaenogaster_sardoa_anoemica,558802.5433,5.747258374,Aphaenogaster_sardoa anoemica
Camponotus.canescens antennatus,Camponotus_canescens_antennatus,1138110.46,6.056184415,Camponotus_canescens antennatus
Camponotus.vestitus anthracinus,Camponotus_vestitus_anthracinus,3574479.436,6.553212803,Camponotus_vestitus anthracinus
Camponotus.sexguttatus antiguanus,Camponotus_sexguttatus_antiguanus,7777.213988,3.890824049,Camponotus_sexguttatus antiguanus
Mycetomoellerius.jamaicensis antiguensis,Mycetomoellerius_jamaicensis_antiguensis,7777.213988,3.890824049,Mycetomoellerius_jamaicensis antiguensis
Azteca.delpini antillana,Azteca_delpini_antillana,920452.6171,5.964001437,Azteca_delpini antillana
Temnothorax.laurae antoniae,Temnothorax_laurae_antoniae,403453.0567,5.60579301,Temnothorax_laurae antoniae
Hypoponera.fiebrigi antoniensis,Hypoponera_fiebrigi_antoniensis,128686.4222,5.109532727,Hypoponera_fiebrigi antoniensis
Camponotus.chrysurus apellis,Camponotus_chrysurus_apellis,3574479.436,6.553212803,Camponotus_chrysurus apellis
Crematogaster.inermis aphrodite,Crematogaster_inermis_aphrodite,1626961.912,6.211377386,Crematogaster_inermis aphrodite
Crematogaster.treubi apilis,Crematogaster_treubi_apilis,132747.151,5.123025209,Crematogaster_treubi apilis
Crematogaster.castanea aquila,Crematogaster_castanea_aquila,2345808.063,6.370292475,Crematogaster_castanea aquila
Pheidole.rugaticeps arabs,Pheidole_rugaticeps_arabs,4661361.995,6.668512831,Pheidole_rugaticeps arabs
Crematogaster.brasiliensis arawak,Crematogaster_brasiliensis_arawak,210319.4369,5.32287941,Crematogaster_brasiliensis arawak
Crematogaster.castanea arborea,Crematogaster_castanea_arborea,3436099.434,6.536065723,Crematogaster_castanea arborea
Dorylus.nigricans arcens,Dorylus_nigricans_arcens,6718088.099,6.827245695,Dorylus_nigricans arcens
Diacamma.rugosum arcuatum,Diacamma_rugosum_arcuatum,507949.7913,5.705820786,Diacamma_rugosum arcuatum
Ectomomyrmex.annamitus arcuatus,Ectomomyrmex_annamitus_arcuatus,124067.1283,5.09365673,Ectomomyrmex_annamitus arcuatus
Pheidole.sculpturata areolata,Pheidole_sculpturata_areolata,1220325.69,6.086475754,Pheidole_sculpturata areolata
Polyrhachis.saevissima argentea,Polyrhachis_saevissima_argentea,3160675.518,6.499779912,Polyrhachis_saevissima argentea
Crematogaster.steinheili argentina,Crematogaster_steinheili_argentina,156027.0827,5.193199988,Crematogaster_steinheili argentina
Eciton.mexicanum argentinum,Eciton_mexicanum_argentinum,498482.0451,5.69764952,Eciton_mexicanum argentinum
Pseudomyrmex.gracilis argentinus,Pseudomyrmex_gracilis_argentinus,129016.5589,5.110645454,Pseudomyrmex_gracilis argentinus
Camponotus.auropubens argentopubens,Camponotus_auropubens_argentopubens,1247631.21,6.09608623,Camponotus_auropubens argentopubens
Crematogaster.inermis armatula,Crematogaster_inermis_armatula,27022.17176,4.43172025,Crematogaster_inermis armatula
Camponotus.truebi arnoldi,Camponotus_truebi_arnoldi,36261.8317,4.559449738,Camponotus_truebi arnoldi
Dorylus.diadema arnoldi,Dorylus_diadema_arnoldi,2553205.132,6.407085709,Dorylus_diadema arnoldi
Opisthopsis.manni aruana,Opisthopsis_manni_aruana,77393.12025,4.888702356,Opisthopsis_manni aruana
Pheidole.speculifera ascara,Pheidole_speculifera_ascara,819380.2333,5.913485483,Pheidole_speculifera ascara
Aenictus.gibbosus ashaverus,Aenictus_gibbosus_ashaverus,456409.0953,5.65935429,Aenictus_gibbosus ashaverus
Camponotus.micans asniensis,Camponotus_micans_asniensis,403453.0567,5.60579301,Camponotus_micans asniensis
Pheidole.spathifera aspatha,Pheidole_spathifera_aspatha,373972.3615,5.572839507,Pheidole_spathifera aspatha
Camponotus.cruentatus asper,Camponotus_cruentatus_asper,476002.7414,5.677609454,Camponotus_cruentatus asper
Lepisiota.submetallica aspera,Lepisiota_submetallica_aspera,786059.4225,5.895455378,Lepisiota_submetallica aspera
Camponotus.thraso assabensis,Camponotus_thraso_assabensis,1249149.584,6.096614448,Camponotus_thraso assabensis
Camponotus.robecchii assumptionis,Camponotus_robecchii_assumptionis,486.231921,2.686843467,Camponotus_robecchii assumptionis
Camponotus.coruscus astilbus,Camponotus_coruscus_astilbus,144858.1926,5.160943062,Camponotus_coruscus astilbus
Crematogaster.sanguinea atavista,Crematogaster_sanguinea_atavista,110220.0982,5.042260794,Crematogaster_sanguinea atavista
Crematogaster.laestrygon atlantis,Crematogaster_laestrygon_atlantis,2876308.693,6.458835494,Crematogaster_laestrygon atlantis
Lepisiota.frauenfeldi atlantis,Lepisiota_frauenfeldi_atlantis,2876641.081,6.458885678,Lepisiota_frauenfeldi atlantis
Plagiolepis.pallescens atlantis,Plagiolepis_pallescens_atlantis,5492777.086,6.739791974,Plagiolepis_pallescens atlantis
Polyrhachis.rufofemorata atra,Polyrhachis_rufofemorata_atra,801827.581,5.904080991,Polyrhachis_rufofemorata atra
Crematogaster.bequaerti atraplex,Crematogaster_bequaerti_atraplex,2326848.226,6.366768056,Crematogaster_bequaerti atraplex
Camponotus.simillimus atratior,Camponotus_simillimus_atratior,343268.8286,5.535634368,Camponotus_simillimus atratior
Camponotus.atlantis atrioris,Camponotus_atlantis_atrioris,2317506.149,6.365020895,Camponotus_atlantis atrioris
Aenictus.clavatus atripennis,Aenictus_clavatus_atripennis,456409.0953,5.65935429,Aenictus_clavatus atripennis
Crematogaster.ruspolii atriscaspis,Crematogaster_ruspolii_atriscaspis,2326848.226,6.366768056,Crematogaster_ruspolii atriscaspis
Polyrhachis.bicolor atrocastanea,Polyrhachis_bicolor_atrocastanea,131805.4105,5.119933238,Polyrhachis_bicolor atrocastanea
Pheidole.megacephala atrox,Pheidole_megacephala_atrox,6011336.553,6.778971043,Pheidole_megacephala atrox
Bothroponera.pachyderma attenata,Bothroponera_pachyderma_attenata,2568816.415,6.409733068,Bothroponera_pachyderma attenata
Pheidole.aurivillii attenuata,Pheidole_aurivillii_attenuata,2909715.139,6.463850474,Pheidole_aurivillii attenuata
Carebara.castanea augustata,Carebara_castanea_augustata,229847.7753,5.361440304,Carebara_castanea augustata
Camponotus.rectangularis aulicus,Camponotus_rectangularis_aulicus,135988.61,5.133502535,Camponotus_rectangularis aulicus
Polyrhachis.bicolor aurata,Polyrhachis_bicolor_aurata,131805.4105,5.119933238,Polyrhachis_bicolor aurata
Camponotus.alii auresi,Camponotus_alii_auresi,2317506.149,6.365020895,Camponotus_alii auresi
Polyrhachis.bicolor aurinasis,Polyrhachis_bicolor_aurinasis,2376757.364,6.375984848,Polyrhachis_bicolor aurinasis
Pheidole.areniphila aurora,Pheidole_areniphila_aurora,1519785.687,6.18178235,Pheidole_areniphila aurora
Dorylus.attenuatus australis,Dorylus_attenuatus_australis,1220325.69,6.086475754,Dorylus_attenuatus australis
Lepisiota.monardi australis,Lepisiota_monardi_australis,1492716.977,6.173977472,Lepisiota_monardi australis
Nylanderia.vividula australis,Nylanderia_vividula_australis,198781.9542,5.298376956,Nylanderia_vividula australis
Camponotus.carin babiensis,Camponotus_carin_babiensis,456409.0953,5.65935429,Camponotus_carin babiensis
Leptogenys.kraepelini baccha,Leptogenys_kraepelini_baccha,326033.7914,5.513262614,Leptogenys_kraepelini baccha
Camponotus.variegatus bacchus,Camponotus_variegatus_bacchus,2305641.665,6.362791812,Camponotus_variegatus bacchus
Dorylus.fulvus badius,Dorylus_fulvus_badius,11406947.27,7.057169434,Dorylus_fulvus badius
Azteca.polymorpha bahiana,Azteca_polymorpha_bahiana,560063.2996,5.748237115,Azteca_polymorpha bahiana
Diacamma.rugosum balinense,Diacamma_rugosum_balinense,87151.47331,4.940274733,Diacamma_rugosum balinense
Lepisiota.spinosior ballaensis,Lepisiota_spinosior_ballaensis,389615.4325,5.590636151,Lepisiota_spinosior ballaensis
Pheidole.arnoldi ballaensis,Pheidole_arnoldi_ballaensis,1141576.757,6.057505118,Pheidole_arnoldi ballaensis
Anonychomyrma.itinerans ballaratensis,Anonychomyrma_itinerans_ballaratensis,227859.8561,5.357667819,Anonychomyrma_itinerans ballaratensis
Pseudolasius.minutus bandarensis,Pseudolasius_minutus_bandarensis,588214.5057,5.76953573,Pseudolasius_minutus bandarensis
Vollenhovia.oblonga bandarensis,Vollenhovia_oblonga_bandarensis,456409.0953,5.65935429,Vollenhovia_oblonga bandarensis
Lepisiota.frauenfeldi barbara,Lepisiota_frauenfeldi_barbara,1773085.141,6.24872959,Lepisiota_frauenfeldi barbara
Solenopsis.longiceps barbara,Solenopsis_longiceps_barbara,155349.4866,5.191309822,Solenopsis_longiceps barbara
Camponotus.fastigatus barbiculus,Camponotus_fastigatus_barbiculus,1086714.65,6.036115522,Camponotus_fastigatus barbiculus
Camponotus.walkeri bardus,Camponotus_walkeri_bardus,2528633.316,6.402885856,Camponotus_walkeri bardus
Camponotus.propinquus baretoi,Camponotus_propinquus_baretoi,156027.0827,5.193199988,Camponotus_propinquus baretoi
Camponotus.macilentus barringtonensis,Camponotus_macilentus_barringtonensis,7801.23693,3.892163468,Camponotus_macilentus barringtonensis
Camponotus.sylvaticus basalis,Camponotus_sylvaticus_basalis,1901355.91,6.279063419,Camponotus_sylvaticus basalis
Cataglyphis.bicolor basalis,Cataglyphis_bicolor_basalis,2472855.636,6.393198763,Cataglyphis_bicolor basalis
Crematogaster.hottentota bassuto,Crematogaster_hottentota_bassuto,419930.5336,5.623177454,Crematogaster_hottentota bassuto
Anonychomyrma.scrutator batesi,Anonychomyrma_scrutator_batesi,801827.581,5.904080991,Anonychomyrma_scrutator batesi
Messor.lobicornis batnensis,Messor_lobicornis_batnensis,2317506.149,6.365020895,Messor_lobicornis batnensis
Camponotus.variegatus batta,Camponotus_variegatus_batta,456409.0953,5.65935429,Camponotus_variegatus batta
Pheidole.bos baucis,Pheidole_bos_baucis,804893.7533,5.905738557,Pheidole_bos baucis
Lepisiota.carbonaria baumi,Lepisiota_carbonaria_baumi,1247631.21,6.09608623,Lepisiota_carbonaria baumi
Crematogaster.chiarinii bayeri,Crematogaster_chiarinii_bayeri,581830.2278,5.76479628,Crematogaster_chiarinii bayeri
Pheidole.caffra bayeri,Pheidole_caffra_bayeri,2942381.076,6.468698919,Pheidole_caffra bayeri
Camponotus.hova becki,Camponotus_hova_becki,593087.2472,5.773118586,Camponotus_hova becki
Pseudolasius.mayri bedoti,Pseudolasius_mayri_bedoti,77393.12025,4.888702356,Pseudolasius_mayri bedoti
Monomorium.salomonis bedui,Monomorium_salomonis_bedui,2720959.206,6.434722031,Monomorium_salomonis bedui
Crematogaster.kneri behanzini,Crematogaster_kneri_behanzini,116039.8202,5.064607047,Crematogaster_kneri behanzini
Pseudomyrmex.solisi belgranoi,Pseudomyrmex_solisi_belgranoi,420816.9735,5.624093249,Pseudomyrmex_solisi belgranoi
Colobopsis.loa belli,Colobopsis_loa_belli,36978.18354,4.567945574,Colobopsis_loa belli
Polyrhachis.dives belli,Polyrhachis_dives_belli,367751.9967,5.565555039,Polyrhachis_dives belli
Hypoponera.indigens bellicosa,Hypoponera_indigens_bellicosa,593087.2472,5.773118586,Hypoponera_indigens bellicosa
Camponotus.intrepidus bellicosus,Camponotus_intrepidus_bellicosus,2533501.582,6.40372118,Camponotus_intrepidus bellicosus
Camponotus.suffusus bendigensis,Camponotus_suffusus_bendigensis,1032753.609,6.013996721,Camponotus_suffusus bendigensis
Crematogaster.striatula benitensis,Crematogaster_striatula_benitensis,368845.1655,5.566844096,Crematogaster_striatula benitensis
Camponotus.confluens bequaerti,Camponotus_confluens_bequaerti,3574479.436,6.553212803,Camponotus_confluens bequaerti
Dorylus.conradti berlandi,Dorylus_conradti_berlandi,320854.5999,5.50630827,Dorylus_conradti berlandi
Camponotus.compressus bernardi,Camponotus_compressus_bernardi,2317506.149,6.365020895,Camponotus_compressus bernardi
Monomorium.andrei bernardi,Monomorium_andrei_bernardi,2811169.941,6.4488871,Monomorium_andrei bernardi
Pheidole.sculpturata berthoudi,Pheidole_sculpturata_berthoudi,2811852.044,6.448992465,Pheidole_sculpturata berthoudi
Tapinoma.danitschi bevisi,Tapinoma_danitschi_bevisi,1220325.69,6.086475754,Tapinoma_danitschi bevisi
Dolichoderus.moggridgei bicolor,Dolichoderus_moggridgei_bicolor,7225.610307,3.858874535,Dolichoderus_moggridgei bicolor
Podomyrma.silvicola bicolor,Podomyrma_silvicola_bicolor,801827.581,5.904080991,Podomyrma_silvicola bicolor
Odontoponera.transversa biconcentrica,Odontoponera_transversa_biconcentrica,297883.2706,5.474046113,Odontoponera_transversa biconcentrica
Camponotus.arminius bicontractus,Camponotus_arminius_bicontractus,1220325.69,6.086475754,Camponotus_arminius bicontractus
Crematogaster.africana biemarginata,Crematogaster_africana_biemarginata,464295.6281,5.666794594,Crematogaster_africana biemarginata
Camponotus.sexguttatus biguttatus,Camponotus_sexguttatus_biguttatus,1094491.864,6.039212537,Camponotus_sexguttatus biguttatus
Crematogaster.clariventris biimpressa,Crematogaster_clariventris_biimpressa,4420864.031,6.645507158,Crematogaster_clariventris biimpressa
Dolichoderus.thoracicus bilikanus,Dolichoderus_thoracicus_bilikanus,456409.0953,5.65935429,Dolichoderus_thoracicus bilikanus
Opisthopsis.picta bimaculata,Opisthopsis_picta_bimaculata,1728607.828,6.237696475,Opisthopsis_picta bimaculata
Camponotus.macilentus bindloensis,Camponotus_macilentus_bindloensis,7801.23693,3.892163468,Camponotus_macilentus bindloensis
Camponotus.oblongus binominatus,Camponotus_oblongus_binominatus,758922.8203,5.880197612,Camponotus_oblongus binominatus
Nylanderia.fulva biolleyi,Nylanderia_fulva_biolleyi,299538.6954,5.476452934,Nylanderia_fulva biolleyi
Tetraponera.mocquerysi biozellata,Tetraponera_mocquerysi_biozellata,823798.4168,5.915820953,Tetraponera_mocquerysi biozellata
Crematogaster.dispar bipartita,Crematogaster_dispar_bipartita,1487476.688,6.172450168,Crematogaster_dispar bipartita
Diacamma.rugosum birmanum,Diacamma_rugosum_birmanum,1994513.088,6.29983689,Diacamma_rugosum birmanum
Pheidole.sexspinosa biroi,Pheidole_sexspinosa_biroi,849449.0033,5.929137311,Pheidole_sexspinosa biroi
Tapinolepis.simulans biskrensis,Tapinolepis_simulans_biskrensis,2317506.149,6.365020895,Tapinolepis_simulans biskrensis
Nylanderia.obscura bismarckensis,Nylanderia_obscura_bismarckensis,886427.1868,5.947643067,Nylanderia_obscura bismarckensis
Pheidole.speculifera bispecula,Pheidole_speculifera_bispecula,2326848.226,6.366768056,Pheidole_speculifera bispecula
Messor.rugosus bodenheimeri,Messor_rugosus_bodenheimeri,27022.17176,4.43172025,Messor_rugosus bodenheimeri
Polyrhachis.hippomanes boettcheri,Polyrhachis_hippomanes_boettcheri,1047484.874,6.02014776,Polyrhachis_hippomanes boettcheri
Camponotus.hova boivini,Camponotus_hova_boivini,593646.0902,5.773527612,Camponotus_hova boivini
Azteca.brevicornis boliviana,Azteca_brevicornis_boliviana,1086714.65,6.036115522,Azteca_brevicornis boliviana
Acromyrmex.lundii boliviensis,Acromyrmex_lundii_boliviensis,1086714.65,6.036115522,Acromyrmex_lundii boliviensis
Crematogaster.excisa bomaella,Crematogaster_excisa_bomaella,2326848.226,6.366768056,Crematogaster_excisa bomaella
Pheidole.proxima bombalensis,Pheidole_proxima_bombalensis,1032753.609,6.013996721,Pheidole_proxima bombalensis
Camponotus.vestitus bombycinus,Camponotus_vestitus_bombycinus,1247631.21,6.09608623,Camponotus_vestitus bombycinus
Azteca.paraensis bondari,Azteca_paraensis_bondari,560063.2996,5.748237115,Azteca_paraensis bondari
Dorylus.attenuatus bondroiti,Dorylus_attenuatus_bondroiti,1220325.69,6.086475754,Dorylus_attenuatus bondroiti
Dinomyrmex.gigas borneensis,Dinomyrmex_gigas_borneensis,870096.226,5.939567285,Dinomyrmex_gigas borneensis
Dolichoderus.taprobanae borneensis,Dolichoderus_taprobanae_borneensis,1194190.804,6.077073723,Dolichoderus_taprobanae borneensis
Dolichoderus.thoracicus borneonensis,Dolichoderus_thoracicus_borneonensis,1194190.804,6.077073723,Dolichoderus_thoracicus borneonensis
Crematogaster.iheringi bosqi,Crematogaster_iheringi_bosqi,23116.16913,4.363915863,Crematogaster_iheringi bosqi
Pheidole.tenuinodis bothae,Pheidole_tenuinodis_bothae,1220325.69,6.086475754,Pheidole_tenuinodis bothae
Polyrhachis.bicolor brachyacantha,Polyrhachis_bicolor_brachyacantha,181915.9999,5.259870898,Polyrhachis_bicolor brachyacantha
Camponotus.callistus bradleyi,Camponotus_callistus_bradleyi,1539637.999,6.187418621,Camponotus_callistus bradleyi
