valid_species_name,Phy_all_underscore,total.area.native,LogArea.native,Phy
Leptogenys.leiothorax,Leptogenys_leiothorax,1175674.855,6.07028723,Leptogenys_leiothorax
Leptogenys.leleji,Leptogenys_leleji,326033.7914,5.513262614,Leptogenys_leleji
Leptogenys.letilae,Leptogenys_letilae,19476.1416,4.289502923,Leptogenys_letilae
Leptogenys.linda,Leptogenys_linda,95354.62833,4.979341778,Leptogenys_linda
Leptogenys.linearis,Leptogenys_linearis,5789419.471,6.762635017,Leptogenys_linearis
Leptogenys.loarelae,Leptogenys_loarelae,17066.06439,4.23213338,Leptogenys_loarelae
Leptogenys.lohahela,Leptogenys_lohahela,593087.2472,5.773118586,Leptogenys_lohahela
Leptogenys.longensis,Leptogenys_longensis,1728607.828,6.237696475,Leptogenys_longensis
Leptogenys.longiceps,Leptogenys_longiceps,435165.1743,5.638654132,Leptogenys_longiceps
Leptogenys.longiscapa,Leptogenys_longiscapa,124067.1283,5.09365673,Leptogenys_longiscapa
Leptogenys.lucida,Leptogenys_lucida,593087.2472,5.773118586,Leptogenys_lucida
Leptogenys.lucidula,Leptogenys_lucidula,2208984.467,6.344192662,Leptogenys_lucidula
Leptogenys.luederwaldti,Leptogenys_luederwaldti,387330.0231,5.588081162,Leptogenys_luederwaldti
Leptogenys.mactans,Leptogenys_mactans,1220325.69,6.086475754,Leptogenys_mactans
Leptogenys.magna,Leptogenys_magna,1728607.828,6.237696475,Leptogenys_magna
Leptogenys.malama,Leptogenys_malama,593087.2472,5.773118586,Leptogenys_malama
Leptogenys.malayana,Leptogenys_malayana,132314.5167,5.121607495,Leptogenys_malayana
Leptogenys.mangabe,Leptogenys_mangabe,593087.2472,5.773118586,Leptogenys_mangabe
Leptogenys.manja,Leptogenys_manja,593087.2472,5.773118586,Leptogenys_manja
Leptogenys.manni,Leptogenys_manni,299422.7711,5.476284825,Leptogenys_manni
Leptogenys.manongarivo,Leptogenys_manongarivo,593087.2472,5.773118586,Leptogenys_manongarivo
Leptogenys.mastax,Leptogenys_mastax,1024121.996,6.010351694,Leptogenys_mastax
Leptogenys.mavaca,Leptogenys_mavaca,2576439.592,6.411019964,Leptogenys_mavaca
Leptogenys.maxillosa,Leptogenys_maxillosa,9194615.581,6.963533576,Leptogenys_maxillosa
Leptogenys.maya,Leptogenys_maya,123442.9058,5.091466136,Leptogenys_maya
Leptogenys.mayotte,Leptogenys_mayotte,2045.1902,3.310733703,Leptogenys_mayotte
Leptogenys.melena,Leptogenys_melena,912675.4032,5.960316346,Leptogenys_melena
Leptogenys.mengzii,Leptogenys_mengzii,1520044.299,6.181856245,Leptogenys_mengzii
Leptogenys.meritans,Leptogenys_meritans,66298.46513,4.821503474,Leptogenys_meritans
Leptogenys.microps,Leptogenys_microps,320854.5999,5.50630827,Leptogenys_microps
Leptogenys.minima,Leptogenys_minima,394339.1741,5.595869922,Leptogenys_minima
Leptogenys.mjobergi,Leptogenys_mjobergi,2533501.582,6.40372118,Leptogenys_mjobergi
Leptogenys.modiglianii,Leptogenys_modiglianii,6458.342648,3.810121083,Leptogenys_modiglianii
Leptogenys.moelleri,Leptogenys_moelleri,7225.610307,3.858874535,Leptogenys_moelleri
Leptogenys.montuosa,Leptogenys_montuosa,125772.1456,5.09958447,Leptogenys_montuosa
Leptogenys.mucronata,Leptogenys_mucronata,30829.10955,4.488960981,Leptogenys_mucronata
Leptogenys.mutabilis,Leptogenys_mutabilis,2540529.493,6.404924241,Leptogenys_mutabilis
Leptogenys.myops,Leptogenys_myops,1971638.545,6.2948273,Leptogenys_myops
Leptogenys.namana,Leptogenys_namana,593087.2472,5.773118586,Leptogenys_namana
Leptogenys.namoroka,Leptogenys_namoroka,593087.2472,5.773118586,Leptogenys_namoroka
Leptogenys.navua,Leptogenys_navua,19476.1416,4.289502923,Leptogenys_navua
Leptogenys.nebra,Leptogenys_nebra,464295.6281,5.666794594,Leptogenys_nebra
Leptogenys.neutralis,Leptogenys_neutralis,1041156.629,6.017516068,Leptogenys_neutralis
Leptogenys.nigricans,Leptogenys_nigricans,1814013.601,6.258640539,Leptogenys_nigricans
Leptogenys.nitens,Leptogenys_nitens,809854.1167,5.908406794,Leptogenys_nitens
Leptogenys.nuserra,Leptogenys_nuserra,559826.3682,5.74805335,Leptogenys_nuserra
Leptogenys.oaxaca,Leptogenys_oaxaca,92536.68165,4.966313922,Leptogenys_oaxaca
Leptogenys.occidentalis,Leptogenys_occidentalis,744578.796,5.871910664,Leptogenys_occidentalis
Leptogenys.optica,Leptogenys_optica,801827.581,5.904080991,Leptogenys_optica
Leptogenys.orchidioides,Leptogenys_orchidioides,109122.2346,5.037913251,Leptogenys_orchidioides
Leptogenys.oresbia,Leptogenys_oresbia,36978.18354,4.567945574,Leptogenys_oresbia
Leptogenys.oswaldi,Leptogenys_oswaldi,593087.2472,5.773118586,Leptogenys_oswaldi
Leptogenys.pangui,Leptogenys_pangui,709420.1726,5.850903534,Leptogenys_pangui
Leptogenys.panops,Leptogenys_panops,83441.90051,4.921384187,Leptogenys_panops
Leptogenys.papuana,Leptogenys_papuana,801827.581,5.904080991,Leptogenys_papuana
Leptogenys.paraensis,Leptogenys_paraensis,1234722.843,6.091569483,Leptogenys_paraensis
Leptogenys.parvula,Leptogenys_parvula,1520224.596,6.181907755,Leptogenys_parvula
Leptogenys.pavesii,Leptogenys_pavesii,6234784.596,6.794821454,Leptogenys_pavesii
Leptogenys.peninsularis,Leptogenys_peninsularis,145335.6988,5.162372303,Leptogenys_peninsularis
Leptogenys.peringueyi,Leptogenys_peringueyi,1220325.69,6.086475754,Leptogenys_peringueyi
Leptogenys.peruana,Leptogenys_peruana,1291650.943,6.111145165,Leptogenys_peruana
Leptogenys.peuqueti,Leptogenys_peuqueti,4107252.744,6.613551428,Leptogenys_peuqueti
Leptogenys.phylloba,Leptogenys_phylloba,448370.6301,5.651637157,Leptogenys_phylloba
Leptogenys.pilaka,Leptogenys_pilaka,593087.2472,5.773118586,Leptogenys_pilaka
Leptogenys.pinna,Leptogenys_pinna,51395.81018,4.710927716,Leptogenys_pinna
Leptogenys.piroskae,Leptogenys_piroskae,1059465.645,6.025086879,Leptogenys_piroskae
Leptogenys.pittieri,Leptogenys_pittieri,912675.4032,5.960316346,Leptogenys_pittieri
Leptogenys.podenzanai,Leptogenys_podenzanai,1728607.828,6.237696475,Leptogenys_podenzanai
Leptogenys.polaszeki,Leptogenys_polaszeki,1955714.508,6.291305457,Leptogenys_polaszeki
Leptogenys.pompiloides,Leptogenys_pompiloides,737781.7092,5.867927884,Leptogenys_pompiloides
Leptogenys.princeps,Leptogenys_princeps,559826.3682,5.74805335,Leptogenys_princeps
Leptogenys.processionalis,Leptogenys_processionalis,3789524.467,6.578584715,Leptogenys_processionalis
Leptogenys.pruinosa,Leptogenys_pruinosa,363162.4708,5.560100962,Leptogenys_pruinosa
Leptogenys.pubiceps,Leptogenys_pubiceps,1554033.648,6.191460418,Leptogenys_pubiceps
Leptogenys.pucuna,Leptogenys_pucuna,276891.3539,5.442309395,Leptogenys_pucuna
Leptogenys.punctata,Leptogenys_punctata,17066.06439,4.23213338,Leptogenys_punctata
Leptogenys.punctaticeps,Leptogenys_punctaticeps,851461.2398,5.930164883,Leptogenys_punctaticeps
Leptogenys.punctiventris,Leptogenys_punctiventris,615800.873,5.7894403,Leptogenys_punctiventris
Leptogenys.purpurea,Leptogenys_purpurea,801827.581,5.904080991,Leptogenys_purpurea
Leptogenys.pusilla,Leptogenys_pusilla,5687518.342,6.75492281,Leptogenys_pusilla
Leptogenys.quadrata,Leptogenys_quadrata,382791.2804,5.582962036,Leptogenys_quadrata
Leptogenys.quiriguana,Leptogenys_quiriguana,1467746.652,6.166651098,Leptogenys_quiriguana
Leptogenys.quirozi,Leptogenys_quirozi,157035.1364,5.195996836,Leptogenys_quirozi
Leptogenys.rabebe,Leptogenys_rabebe,593087.2472,5.773118586,Leptogenys_rabebe
Leptogenys.rabesoni,Leptogenys_rabesoni,593087.2472,5.773118586,Leptogenys_rabesoni
Leptogenys.ralipra,Leptogenys_ralipra,593087.2472,5.773118586,Leptogenys_ralipra
Leptogenys.rasila,Leptogenys_rasila,247987.0565,5.394429014,Leptogenys_rasila
Leptogenys.ravida,Leptogenys_ravida,2326848.226,6.366768056,Leptogenys_ravida
Leptogenys.reggae,Leptogenys_reggae,337042.5587,5.527684743,Leptogenys_reggae
Leptogenys.regis,Leptogenys_regis,1519785.687,6.18178235,Leptogenys_regis
Leptogenys.ridens,Leptogenys_ridens,593087.2472,5.773118586,Leptogenys_ridens
Leptogenys.ritae,Leptogenys_ritae,1587355.367,6.200674165,Leptogenys_ritae
Leptogenys.roberti,Leptogenys_roberti,1293437.123,6.111745321,Leptogenys_roberti
Leptogenys.rouxi,Leptogenys_rouxi,17066.06439,4.23213338,Leptogenys_rouxi
Leptogenys.rufa,Leptogenys_rufa,330616.4262,5.519324427,Leptogenys_rufa
Leptogenys.rufida,Leptogenys_rufida,720179.1959,5.857440572,Leptogenys_rufida
Leptogenys.rugosopunctata,Leptogenys_rugosopunctata,131805.4105,5.119933238,Leptogenys_rugosopunctata
Leptogenys.sagaris,Leptogenys_sagaris,17066.06439,4.23213338,Leptogenys_sagaris
Leptogenys.sahamalaza,Leptogenys_sahamalaza,593087.2472,5.773118586,Leptogenys_sahamalaza
Leptogenys.santacruzi,Leptogenys_santacruzi,7801.23693,3.892163468,Leptogenys_santacruzi
Leptogenys.sarasinorum,Leptogenys_sarasinorum,669783.666,5.825934552,Leptogenys_sarasinorum
Leptogenys.saussurei,Leptogenys_saussurei,593087.2472,5.773118586,Leptogenys_saussurei
Leptogenys.schwabi,Leptogenys_schwabi,1627074.023,6.211407312,Leptogenys_schwabi
Leptogenys.serrata,Leptogenys_serrata,98550.21271,4.993657566,Leptogenys_serrata
Leptogenys.sianka,Leptogenys_sianka,195816.6354,5.291849584,Leptogenys_sianka
Leptogenys.sjostedti,Leptogenys_sjostedti,2533501.582,6.40372118,Leptogenys_sjostedti
Leptogenys.socorda,Leptogenys_socorda,22723.66606,4.356478398,Leptogenys_socorda
Leptogenys.sonora,Leptogenys_sonora,180598.9443,5.256715207,Leptogenys_sonora
Leptogenys.spandax,Leptogenys_spandax,238971.7683,5.378346597,Leptogenys_spandax
Leptogenys.stenocheilos,Leptogenys_stenocheilos,169348.2775,5.228780784,Leptogenys_stenocheilos
Leptogenys.sterops,Leptogenys_sterops,331492.5774,5.520473808,Leptogenys_sterops
Leptogenys.strator,Leptogenys_strator,2326848.226,6.366768056,Leptogenys_strator
Leptogenys.strena,Leptogenys_strena,447631.4245,5.650920567,Leptogenys_strena
Leptogenys.striatidens,Leptogenys_striatidens,464295.6281,5.666794594,Leptogenys_striatidens
Leptogenys.stuhlmanni,Leptogenys_stuhlmanni,7119154.3,6.852428406,Leptogenys_stuhlmanni
Leptogenys.stygia,Leptogenys_stygia,1372616.321,6.137549159,Leptogenys_stygia
Leptogenys.suarensis,Leptogenys_suarensis,593087.2472,5.773118586,Leptogenys_suarensis
Leptogenys.sulcinoda,Leptogenys_sulcinoda,260521.2609,5.415843171,Leptogenys_sulcinoda
Leptogenys.sunzii,Leptogenys_sunzii,383386.3812,5.583636682,Leptogenys_sunzii
Leptogenys.tatsimo,Leptogenys_tatsimo,593087.2472,5.773118586,Leptogenys_tatsimo
Leptogenys.terroni,Leptogenys_terroni,464295.6281,5.666794594,Leptogenys_terroni
Leptogenys.testacea,Leptogenys_testacea,559826.3682,5.74805335,Leptogenys_testacea
Leptogenys.tiobil,Leptogenys_tiobil,912675.4032,5.960316346,Leptogenys_tiobil
Leptogenys.titan,Leptogenys_titan,464295.6281,5.666794594,Leptogenys_titan
Leptogenys.toeraniva,Leptogenys_toeraniva,593087.2472,5.773118586,Leptogenys_toeraniva
Leptogenys.toxeres,Leptogenys_toxeres,51395.81018,4.710927716,Leptogenys_toxeres
Leptogenys.transitionis,Leptogenys_transitionis,54904.72612,4.73960973,Leptogenys_transitionis
Leptogenys.tricosa,Leptogenys_tricosa,3216084.516,6.507327453,Leptogenys_tricosa
Leptogenys.triloba,Leptogenys_triloba,801827.581,5.904080991,Leptogenys_triloba
Leptogenys.trilobata,Leptogenys_trilobata,2791143.855,6.44578222,Leptogenys_trilobata
Leptogenys.truncata,Leptogenys_truncata,36978.18354,4.567945574,Leptogenys_truncata
Leptogenys.truncatirostris,Leptogenys_truncatirostris,595132.4374,5.774613622,Leptogenys_truncatirostris
Leptogenys.tsingy,Leptogenys_tsingy,593087.2472,5.773118586,Leptogenys_tsingy
Leptogenys.turneri,Leptogenys_turneri,1728607.828,6.237696475,Leptogenys_turneri
Leptogenys.unistimulosa,Leptogenys_unistimulosa,9865820.192,6.994133196,Leptogenys_unistimulosa
Leptogenys.variabilis,Leptogenys_variabilis,593087.2472,5.773118586,Leptogenys_variabilis
Leptogenys.varicosa,Leptogenys_varicosa,296864.0057,5.472557543,Leptogenys_varicosa
Leptogenys.vatovavy,Leptogenys_vatovavy,593087.2472,5.773118586,Leptogenys_vatovavy
Leptogenys.vindicis,Leptogenys_vindicis,464295.6281,5.666794594,Leptogenys_vindicis
Leptogenys.violacea,Leptogenys_violacea,809854.1167,5.908406794,Leptogenys_violacea
Leptogenys.vitiensis,Leptogenys_vitiensis,19476.1416,4.289502923,Leptogenys_vitiensis
Leptogenys.vitsy,Leptogenys_vitsy,593087.2472,5.773118586,Leptogenys_vitsy
Leptogenys.voeltzkowi,Leptogenys_voeltzkowi,593087.2472,5.773118586,Leptogenys_voeltzkowi
Leptogenys.vogeli,Leptogenys_vogeli,1436602.273,6.157336549,Leptogenys_vogeli
Leptogenys.volcanica,Leptogenys_volcanica,276430.924,5.441586625,Leptogenys_volcanica
Leptogenys.wheeleri,Leptogenys_wheeleri,1975965.188,6.295779289,Leptogenys_wheeleri
Leptogenys.yandii,Leptogenys_yandii,1136657.917,6.055629781,Leptogenys_yandii
Leptogenys.yerburyi,Leptogenys_yerburyi,681973.8254,5.833767706,Leptogenys_yerburyi
Leptogenys.yocota,Leptogenys_yocota,112445.2146,5.050940978,Leptogenys_yocota
Leptogenys.zapyxis,Leptogenys_zapyxis,238971.7683,5.378346597,Leptogenys_zapyxis
Leptogenys.zhuangzii,Leptogenys_zhuangzii,383386.3812,5.583636682,Leptogenys_zhuangzii
Leptogenys.zohy,Leptogenys_zohy,593087.2472,5.773118586,Leptogenys_zohy
Leptomyrmex.aitchisoni,Leptomyrmex_aitchisoni,2533501.582,6.40372118,Leptomyrmex_aitchisoni
Leptomyrmex.burwelli,Leptomyrmex_burwelli,2533501.582,6.40372118,Leptomyrmex_burwelli
Leptomyrmex.cnemidatus,Leptomyrmex_cnemidatus,2533501.582,6.40372118,Leptomyrmex_cnemidatus
Leptomyrmex.darlingtoni,Leptomyrmex_darlingtoni,2533501.582,6.40372118,Leptomyrmex_darlingtoni
Leptomyrmex.dolichoscapus,Leptomyrmex_dolichoscapus,1728607.828,6.237696475,Leptomyrmex_dolichoscapus
Leptomyrmex.erythrocephalus,Leptomyrmex_erythrocephalus,3831664.567,6.583387483,Leptomyrmex_erythrocephalus
Leptomyrmex.flavitarsus,Leptomyrmex_flavitarsus,890319.765,5.949546015,Leptomyrmex_flavitarsus
Leptomyrmex.fragilis,Leptomyrmex_fragilis,1184111.243,6.073392505,Leptomyrmex_fragilis
Leptomyrmex.garretti,Leptomyrmex_garretti,1728607.828,6.237696475,Leptomyrmex_garretti
Leptomyrmex.geniculatus,Leptomyrmex_geniculatus,17066.06439,4.23213338,Leptomyrmex_geniculatus
Leptomyrmex.melanoticus,Leptomyrmex_melanoticus,804900.109,5.905741986,Leptomyrmex_melanoticus
Leptomyrmex.mjobergi,Leptomyrmex_mjobergi,1728607.828,6.237696475,Leptomyrmex_mjobergi
Leptomyrmex.niger,Leptomyrmex_niger,887247.237,5.948044656,Leptomyrmex_niger
Leptomyrmex.nigriceps,Leptomyrmex_nigriceps,17066.06439,4.23213338,Leptomyrmex_nigriceps
Leptomyrmex.nigriventris,Leptomyrmex_nigriventris,3563189.019,6.551838861,Leptomyrmex_nigriventris
Leptomyrmex.pallens,Leptomyrmex_pallens,821088.8392,5.914390149,Leptomyrmex_pallens
Leptomyrmex.pilosus,Leptomyrmex_pilosus,1728607.828,6.237696475,Leptomyrmex_pilosus
Leptomyrmex.puberulus,Leptomyrmex_puberulus,801827.581,5.904080991,Leptomyrmex_puberulus
Leptomyrmex.ramorniensis,Leptomyrmex_ramorniensis,804893.7533,5.905738557,Leptomyrmex_ramorniensis
Leptomyrmex.relictus,Leptomyrmex_relictus,625010.317,5.795887186,Leptomyrmex_relictus
Leptomyrmex.rothneyi,Leptomyrmex_rothneyi,1728607.828,6.237696475,Leptomyrmex_rothneyi
Leptomyrmex.ruficeps,Leptomyrmex_ruficeps,2533501.582,6.40372118,Leptomyrmex_ruficeps
Leptomyrmex.rufipes,Leptomyrmex_rufipes,2533501.582,6.40372118,Leptomyrmex_rufipes
Leptomyrmex.rufithorax,Leptomyrmex_rufithorax,1728607.828,6.237696475,Leptomyrmex_rufithorax
Leptomyrmex.tibialis,Leptomyrmex_tibialis,2533501.582,6.40372118,Leptomyrmex_tibialis
Leptomyrmex.unicolor,Leptomyrmex_unicolor,2030844.02,6.307676568,Leptomyrmex_unicolor
Leptomyrmex.varians,Leptomyrmex_varians,2533501.582,6.40372118,Leptomyrmex_varians
Leptomyrmex.wiburdi,Leptomyrmex_wiburdi,2533501.582,6.40372118,Leptomyrmex_wiburdi
Leptothorax.acervorum,Leptothorax_acervorum,45583093.77,7.658803798,Leptothorax_acervorum
Leptothorax.athabasca,Leptothorax_athabasca,663440.0675,5.821801697,Leptothorax_athabasca
Leptothorax.buschingeri,Leptothorax_buschingeri,41287.89345,4.615822725,Leptothorax_buschingeri
Leptothorax.calderoni,Leptothorax_calderoni,2441842.817,6.387717705,Leptothorax_calderoni
Leptothorax.canadensis,Leptothorax_canadensis,14610178.67,7.164655527,Leptothorax_canadensis
Leptothorax.crassipilis,Leptothorax_crassipilis,1839337.576,6.264661443,Leptothorax_crassipilis
Leptothorax.faberi,Leptothorax_faberi,1608590.321,6.206445451,Leptothorax_faberi
Leptothorax.goesswaldi,Leptothorax_goesswaldi,4545890.446,6.657618965,Leptothorax_goesswaldi
Leptothorax.gredleri,Leptothorax_gredleri,4880382.892,6.688453896,Leptothorax_gredleri
Leptothorax.kutteri,Leptothorax_kutteri,2732528.075,6.436564633,Leptothorax_kutteri
Leptothorax.muscorum,Leptothorax_muscorum,41882850.63,7.622036233,Leptothorax_muscorum
Leptothorax.oceanicus,Leptothorax_oceanicus,10804432.32,7.033601953,Leptothorax_oceanicus
Leptothorax.pacis,Leptothorax_pacis,11218290.95,7.049926699,Leptothorax_pacis
Leptothorax.paraxenus,Leptothorax_paraxenus,2589759.062,6.413259361,Leptothorax_paraxenus
Leptothorax.pocahontas,Leptothorax_pocahontas,663440.0675,5.821801697,Leptothorax_pocahontas
Leptothorax.retractus,Leptothorax_retractus,8632192.379,6.936121111,Leptothorax_retractus
Leptothorax.scamni,Leptothorax_scamni,1741998.971,6.241047894,Leptothorax_scamni
Leptothorax.sphagnicola,Leptothorax_sphagnicola,1513562.714,6.180000421,Leptothorax_sphagnicola
Leptothorax.wilsoni,Leptothorax_wilsoni,3219088.924,6.507732974,Leptothorax_wilsoni
Leptothorax.zhengi,Leptothorax_zhengi,1150805.532,6.061001941,Leptothorax_zhengi
Linepithema.anathema,Linepithema_anathema,1617105.669,6.2087384,Linepithema_anathema
Linepithema.angulatum,Linepithema_angulatum,8152752.793,6.911304274,Linepithema_angulatum
Linepithema.aztecoides,Linepithema_aztecoides,2485623.187,6.395435291,Linepithema_aztecoides
Linepithema.cerradense,Linepithema_cerradense,4814904.288,6.682587659,Linepithema_cerradense
Linepithema.cryptobioticum,Linepithema_cryptobioticum,399134.4078,5.601119168,Linepithema_cryptobioticum
Linepithema.dispertitum,Linepithema_dispertitum,3244716.698,6.511176784,Linepithema_dispertitum
Linepithema.flavescens,Linepithema_flavescens,75374.90025,4.87722675,Linepithema_flavescens
Linepithema.fuscum,Linepithema_fuscum,2544226.338,6.405555744,Linepithema_fuscum
Linepithema.gallardoi,Linepithema_gallardoi,7399466.367,6.869200401,Linepithema_gallardoi
Linepithema.hirsutum,Linepithema_hirsutum,32197.49456,4.507822079,Linepithema_hirsutum
Linepithema.humile,Linepithema_humile,9320812.26,6.969453761,Linepithema_humile
Linepithema.iniquum,Linepithema_iniquum,6224139.334,6.794079306,Linepithema_iniquum
Linepithema.keiteli,Linepithema_keiteli,75374.90025,4.87722675,Linepithema_keiteli
Linepithema.leucomelas,Linepithema_leucomelas,1444372.393,6.159679179,Linepithema_leucomelas
Linepithema.micans,Linepithema_micans,4134626.216,6.616436254,Linepithema_micans
Linepithema.neotropicum,Linepithema_neotropicum,11809774.09,7.07224159,Linepithema_neotropicum
Linepithema.oblongum,Linepithema_oblongum,1344427.019,6.128537232,Linepithema_oblongum
Linepithema.piliferum,Linepithema_piliferum,4528539.526,6.655958163,Linepithema_piliferum
Linepithema.pulex,Linepithema_pulex,2911654.447,6.464139832,Linepithema_pulex
Linepithema.tsachila,Linepithema_tsachila,348395.2947,5.542072281,Linepithema_tsachila
Liometopum.apiculatum,Liometopum_apiculatum,5057917.231,6.703971718,Liometopum_apiculatum
Liometopum.lindgreeni,Liometopum_lindgreeni,2088668.943,6.319869609,Liometopum_lindgreeni
Liometopum.luctuosum,Liometopum_luctuosum,5443044.218,6.735841862,Liometopum_luctuosum
Liometopum.microcephalum,Liometopum_microcephalum,6607222.968,6.820018963,Liometopum_microcephalum
Liometopum.occidentale,Liometopum_occidentale,3694448.696,6.56754964,Liometopum_occidentale
Liometopum.orientale,Liometopum_orientale,5823390.003,6.765175877,Liometopum_orientale
Liometopum.sinense,Liometopum_sinense,9849859.567,6.993430039,Liometopum_sinense
Liomyrmex.gestroi,Liomyrmex_gestroi,4204553.456,6.623719878,Liomyrmex_gestroi
Lioponera.aberrans,Lioponera_aberrans,1728607.828,6.237696475,Lioponera_aberrans
Lioponera.adama,Lioponera_adama,1728607.828,6.237696475,Lioponera_adama
Lioponera.angustata,Lioponera_angustata,1041156.629,6.017516068,Lioponera_angustata
Lioponera.anokha,Lioponera_anokha,38686.85756,4.587563454,Lioponera_anokha
Lioponera.bakeri,Lioponera_bakeri,296864.0057,5.472557543,Lioponera_bakeri
Lioponera.bicolor,Lioponera_bicolor,1338020.634,6.126462811,Lioponera_bicolor
Lioponera.binodis,Lioponera_binodis,1728607.828,6.237696475,Lioponera_binodis
Lioponera.bispinata,Lioponera_bispinata,236464.504,5.373765957,Lioponera_bispinata
Lioponera.braunsi,Lioponera_braunsi,1220325.69,6.086475754,Lioponera_braunsi
Lioponera.braytoni,Lioponera_braytoni,581830.2278,5.76479628,Lioponera_braytoni
Lioponera.brevicollis,Lioponera_brevicollis,2528633.316,6.402885856,Lioponera_brevicollis
Lioponera.brevis,Lioponera_brevis,4681903.242,6.670422434,Lioponera_brevis
Lioponera.clara,Lioponera_clara,7394703.828,6.868920784,Lioponera_clara
Lioponera.clarki,Lioponera_clarki,3333527.07,6.522903986,Lioponera_clarki
Lioponera.cohici,Lioponera_cohici,17066.06439,4.23213338,Lioponera_cohici
Lioponera.collingwoodi,Lioponera_collingwoodi,998732.739,5.999449287,Lioponera_collingwoodi
Lioponera.constricta,Lioponera_constricta,1041156.629,6.017516068,Lioponera_constricta
Lioponera.coxalis,Lioponera_coxalis,2313208.519,6.364214783,Lioponera_coxalis
Lioponera.crassa,Lioponera_crassa,1032753.609,6.013996721,Lioponera_crassa
Lioponera.daikoku,Lioponera_daikoku,90881.50802,4.958475525,Lioponera_daikoku
Lioponera.decorsei,Lioponera_decorsei,1272280.852,6.104582991,Lioponera_decorsei
Lioponera.desertorum,Lioponera_desertorum,446447.3691,5.649770268,Lioponera_desertorum
Lioponera.dumbletoni,Lioponera_dumbletoni,17066.06439,4.23213338,Lioponera_dumbletoni
Lioponera.elegans,Lioponera_elegans,1846050.382,6.266243549,Lioponera_elegans
Lioponera.emeryi,Lioponera_emeryi,984192.7572,5.993080165,Lioponera_emeryi
Lioponera.fervida,Lioponera_fervida,6638370.926,6.822061515,Lioponera_fervida
Lioponera.ficosa,Lioponera_ficosa,1032753.609,6.013996721,Lioponera_ficosa
Lioponera.flammea,Lioponera_flammea,2528633.316,6.402885856,Lioponera_flammea
Lioponera.foreli,Lioponera_foreli,5690623.315,6.755159839,Lioponera_foreli
Lioponera.gilesi,Lioponera_gilesi,2528633.316,6.402885856,Lioponera_gilesi
Lioponera.grandis,Lioponera_grandis,984192.7572,5.993080165,Lioponera_grandis
Lioponera.greavesi,Lioponera_greavesi,2528633.316,6.402885856,Lioponera_greavesi
Lioponera.gwynethae,Lioponera_gwynethae,227859.8561,5.357667819,Lioponera_gwynethae
Lioponera.heros,Lioponera_heros,1728607.828,6.237696475,Lioponera_heros
Lioponera.hewitti,Lioponera_hewitti,737781.7092,5.867927884,Lioponera_hewitti
Lioponera.huode,Lioponera_huode,36261.8317,4.559449738,Lioponera_huode
Lioponera.inconspicua,Lioponera_inconspicua,3554223.022,6.550744676,Lioponera_inconspicua
Lioponera.iovis,Lioponera_iovis,3216084.516,6.507327453,Lioponera_iovis
Lioponera.kraepelinii,Lioponera_kraepelinii,593087.2472,5.773118586,Lioponera_kraepelinii
Lioponera.krombeini,Lioponera_krombeini,801827.581,5.904080991,Lioponera_krombeini
Lioponera.larvata,Lioponera_larvata,2085181.358,6.319143834,Lioponera_larvata
Lioponera.longitarsus,Lioponera_longitarsus,6153553.744,6.789125998,Lioponera_longitarsus
Lioponera.luzuriagae,Lioponera_luzuriagae,296864.0057,5.472557543,Lioponera_luzuriagae
Lioponera.macrops,Lioponera_macrops,227859.8561,5.357667819,Lioponera_macrops
Lioponera.marginata,Lioponera_marginata,849449.0033,5.929137311,Lioponera_marginata
Lioponera.mayri,Lioponera_mayri,1330868.956,6.124135295,Lioponera_mayri
Lioponera.mjobergi,Lioponera_mjobergi,1487476.688,6.172450168,Lioponera_mjobergi
Lioponera.mullewana,Lioponera_mullewana,1041156.629,6.017516068,Lioponera_mullewana
Lioponera.nayana,Lioponera_nayana,232288.9791,5.366028605,Lioponera_nayana
Lioponera.neocaledonica,Lioponera_neocaledonica,17066.06439,4.23213338,Lioponera_neocaledonica
Lioponera.nigra,Lioponera_nigra,581830.2278,5.76479628,Lioponera_nigra
Lioponera.nigriventris,Lioponera_nigriventris,1041156.629,6.017516068,Lioponera_nigriventris
Lioponera.nkomoensis,Lioponera_nkomoensis,3376031.817,6.528406531,Lioponera_nkomoensis
Lioponera.noctambula,Lioponera_noctambula,351542.8926,5.545978322,Lioponera_noctambula
Lioponera.picipes,Lioponera_picipes,1041156.629,6.017516068,Lioponera_picipes
Lioponera.picta,Lioponera_picta,1032753.609,6.013996721,Lioponera_picta
Lioponera.piliventris,Lioponera_piliventris,1728607.828,6.237696475,Lioponera_piliventris
Lioponera.potteri,Lioponera_potteri,2016946.367,6.30469435,Lioponera_potteri
Lioponera.pruinosa,Lioponera_pruinosa,296864.0057,5.472557543,Lioponera_pruinosa
Lioponera.pubescens,Lioponera_pubescens,1194190.804,6.077073723,Lioponera_pubescens
Lioponera.punctatissima,Lioponera_punctatissima,2528633.316,6.402885856,Lioponera_punctatissima
Lioponera.reticulata,Lioponera_reticulata,1077418.46,6.032384412,Lioponera_reticulata
Lioponera.ruficornis,Lioponera_ruficornis,4317719.827,6.635254458,Lioponera_ruficornis
Lioponera.rugulinodis,Lioponera_rugulinodis,984192.7572,5.993080165,Lioponera_rugulinodis
Lioponera.senescens,Lioponera_senescens,1032753.609,6.013996721,Lioponera_senescens
