Phy,Genus_name,Ecological Stratum,Exotic_status,bentity2_name,Notes
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Kuwait,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Kyushu,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Lebanon,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Lesser Antilles,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Lesser Sunda Islands,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Libya,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Line Islands,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Lord Howe Island,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Macau,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Madagascar,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Madeira Islands,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Malaysia and Singapore,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Maluku Islands,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Mariana Islands,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Marquesas Islands,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Marshall Islands,
Pheidole_megacephala,Pheidole,Epigaeic,Indoor Introduced,Maryland,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Mascarene Islands,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Mato Grosso,
Pheidole_megacephala,Pheidole,Epigaeic,Indoor Introduced,Mato Grosso do Sul,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Micronesia,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Minas Gerais,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Morocco,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Mozambique Channel Islands,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Myanmar,
Pheidole_megacephala,Pheidole,Epigaeic,Intercepted,Netherlands,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,New Caledonia,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,New Guinea,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,New South Wales,
Pheidole_megacephala,Pheidole,Epigaeic,Indoor Introduced,New Zealand,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Nicaragua,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Niue,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Norfolk Island,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Northern Territory,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Ogasawara Islands,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Okinawa,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Oman,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Pakistan,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Palau,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Panama,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Para,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Peru,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Philippines,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Puerto Rico,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Queensland,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Quintana Roo,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Rio de Janeiro,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Rio Grande do Sul,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Saint Helena Ascension Tristan da Cunha,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Samoan Islands,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Santa Catarina,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Sao Paulo,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Satsunan Islands,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Saudi Arabia,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Senkaku Islands,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Seychelles,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Simeulue Island,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Society Islands,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Solomon Islands,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,South Western Australia,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Spain,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Sri Lanka,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Sulawesi,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Sumatra,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Suriname,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Syria,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Tabasco,
Pheidole_megacephala,Pheidole,Epigaeic,Indoor Introduced,Taiwan,
Pheidole_megacephala,Pheidole,Epigaeic,Indoor Introduced,Texas,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Thailand,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Tokelau,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Tonga,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Torres Strait Islands,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Trinidad and Tobago,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Tuamotu Islands,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Tunisia,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Turkey,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Turks and Caicos Islands,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,United Arab Emirates,
Pheidole_megacephala,Pheidole,Epigaeic,Indoor Introduced,United Kingdom,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Valle del Cauca,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Vanuatu,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Venezuela,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Veracruz,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Victoria,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Vietnam,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Volcano Islands,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Wallis and Futuna,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Yaeyama Islands,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Yemen,
Pheidole_megacephala,Pheidole,Epigaeic,Exotic,Yucatan,
Pheidole_moerens,Pheidole,Epigaeic,Intercepted,Bermuda,
Pheidole_moerens,Pheidole,Epigaeic,Indoor Introduced,North Carolina,
Pheidole_navigans,Pheidole,Epigaeic,Exotic,Alabama,
Pheidole_navigans,Pheidole,Epigaeic,Exotic,Bermuda,
Pheidole_navigans,Pheidole,Epigaeic,Exotic,California,
Pheidole_navigans,Pheidole,Epigaeic,Exotic,Canary Islands,
Pheidole_navigans,Pheidole,Epigaeic,Exotic,Florida,
Pheidole_navigans,Pheidole,Epigaeic,Exotic,Georgia US,
Pheidole_navigans,Pheidole,Epigaeic,Intercepted,Germany,
Pheidole_navigans,Pheidole,Epigaeic,Exotic,Hawaii,
Pheidole_navigans,Pheidole,Epigaeic,Exotic,Hidalgo,
Pheidole_navigans,Pheidole,Epigaeic,Exotic,Louisiana,
Pheidole_navigans,Pheidole,Epigaeic,Exotic,Mississippi,
Pheidole_navigans,Pheidole,Epigaeic,Indoor Introduced,North Carolina,
Pheidole_navigans,Pheidole,Epigaeic,Exotic,Texas,
Pheidole_navigans,Pheidole,Epigaeic,Exotic,Veracruz,
Pheidole_nodus,Pheidole,Epigaeic,Intercepted,Denmark,
Pheidole_nodus,Pheidole,Epigaeic,Intercepted,Hawaii,
Pheidole_nodus,Pheidole,Epigaeic,Indoor Introduced,Italy,
Pheidole_nodus,Pheidole,Epigaeic,Indoor Introduced,United Kingdom,
Pheidole_obscurithorax,Pheidole,Epigaeic,Exotic,Alabama,
Pheidole_obscurithorax,Pheidole,Epigaeic,Exotic,Florida,
Pheidole_obscurithorax,Pheidole,Epigaeic,Exotic,Georgia US,
Pheidole_obscurithorax,Pheidole,Epigaeic,Exotic,Louisiana,
Pheidole_obscurithorax,Pheidole,Epigaeic,Exotic,Mississippi,
Pheidole_obscurithorax,Pheidole,Epigaeic,Exotic,Texas,
Pheidole_oceanica,Pheidole,Epigaeic,Intercepted,New Zealand,
Pheidole_pallidula,Pheidole,Epigaeic,Exotic,Canary Islands,
Pheidole_pallidula,Pheidole,Epigaeic,Indoor Introduced,Denmark,
Pheidole_pallidula,Pheidole,Epigaeic,Exotic,Germany,
Pheidole_pallidula,Pheidole,Epigaeic,Exotic,Madeira Islands,
Pheidole_pallidula,Pheidole,Epigaeic,Exotic,Netherlands,
Pheidole_pallidula,Pheidole,Epigaeic,Intercepted,Norway,
Pheidole_parva,Pheidole,Epigaeic,Indoor Introduced,Austria,
Pheidole_parva,Pheidole,Epigaeic,Indoor Introduced,Germany,
Pheidole_parva,Pheidole,Epigaeic,Exotic,Mascarene Islands,
Pheidole_parva,Pheidole,Epigaeic,Exotic,Ogasawara Islands,
Pheidole_parva,Pheidole,Epigaeic,Exotic,Okinawa,
Pheidole_parva,Pheidole,Epigaeic,Exotic,Oman,
Pheidole_parva,Pheidole,Epigaeic,Exotic,Satsunan Islands,
Pheidole_parva,Pheidole,Epigaeic,Exotic,Saudi Arabia,
Pheidole_parva,Pheidole,Epigaeic,Exotic,Seychelles,
Pheidole_parva,Pheidole,Epigaeic,Exotic,United Arab Emirates,
Pheidole_parva,Pheidole,Epigaeic,Exotic,Yaeyama Islands,
Pheidole_proxima,Pheidole,Epigaeic,Exotic,New Zealand,
Pheidole_pubiventris,Pheidole,Epigaeic,Exotic,Louisiana,
Pheidole_punctatissima,Pheidole,Epigaeic,Indoor Introduced,Denmark,
Pheidole_punctatissima,Pheidole,Epigaeic,Intercepted,Hawaii,
Pheidole_punctatissima,Pheidole,Epigaeic,Intercepted,Netherlands,
Pheidole_punctatissima,Pheidole,Epigaeic,Indoor Introduced,Norway,
Pheidole_punctatissima,Pheidole,Epigaeic,Exotic,Parana,
Pheidole_punctatissima,Pheidole,Epigaeic,Exotic,Santa Catarina,
Pheidole_punctatissima,Pheidole,Epigaeic,Indoor Introduced,United Kingdom,
Pheidole_punctatissima,Pheidole,Epigaeic,Intercepted,USA,
Pheidole_punctulata,Pheidole,Epigaeic,Indoor Introduced,United Kingdom,
Pheidole_radoszkowskii,Pheidole,Epigaeic,Intercepted,Netherlands,
Pheidole_rugosula,Pheidole,Epigaeic,Exotic,New Zealand,
Pheidole_sculpturata welgelegenensis,Pheidole,Epigaeic,Indoor Introduced,United Kingdom,
Pheidole_sexspinosa,Pheidole,Epigaeic,Intercepted,New Zealand,
Pheidole_sospes,Pheidole,Epigaeic,Exotic,Florida,
Pheidole_subarmata,Pheidole,Epigaeic,Intercepted,Netherlands,
Pheidole_susannae,Pheidole,Epigaeic,Exotic,Hispaniola,
Pheidole_susannae,Pheidole,Epigaeic,Intercepted,Netherlands,
Pheidole_umbonata,Pheidole,Epigaeic,Intercepted,New Zealand,
Pheidole_vafra,Pheidole,Epigaeic,Intercepted,Netherlands,
Pheidole_variabilis,Pheidole,Epigaeic,Intercepted,New Zealand,
Pheidole_vigilans,Pheidole,Epigaeic,Exotic,Lord Howe Island,
Pheidole_vigilans,Pheidole,Epigaeic,Exotic,New Zealand,
Pheidole_vigilans,Pheidole,Epigaeic,Exotic,Norfolk Island,
Pheidole_vigilans,Pheidole,Epigaeic,Exotic,South Western Australia,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Anhui,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Austral Islands,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Bahamas,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Indoor Introduced,Belgium,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Bermuda,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Borneo,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,California,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Cameroon,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Canary Islands,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Christmas Island,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Chubu,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Comoros,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Cook Islands,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Cuba,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Easter Island,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Indoor Introduced,Estonia,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Fiji,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Florida,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Indoor Introduced,France,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Gabon,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Gambier Islands,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Gansu,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Intercepted,Germany,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Guangdong,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Guangxi,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Hainan,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Hawaii,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Henan,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Hidalgo,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Hong Kong,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Hubei,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Hunan,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,India,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Iran,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Indoor Introduced,Ireland,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Ivory Coast,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Jamaica,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Jiangsu,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Indoor Introduced,Kanto,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Kermadec Islands,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Lesser Antilles,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Loyalty Islands,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Madagascar,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Marquesas Islands,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Mascarene Islands,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Indoor Introduced,Netherlands,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,New Caledonia,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,New Guinea,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Indoor Introduced,New Zealand,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Nigeria,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Ningxia,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Niue,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Norfolk Island,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Northern Territory,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Ogasawara Islands,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Okinawa,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Qinghai,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Queensland,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Saint Helena Ascension Tristan da Cunha,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Samoan Islands,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Seychelles,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Shaanxi,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Shandong,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Shanghai,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Sichuan,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Society Islands,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Solomon Islands,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Indoor Introduced,Switzerland,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Taiwan,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Tonga,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Trinidad and Tobago,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Tuamotu Islands,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Indoor Introduced,United Kingdom,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Volcano Islands,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Yunnan,
Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,Zhejiang,
Plagiolepis_exigua,Plagiolepis,Epigaeic,Intercepted,Germany,
Plagiolepis_exigua,Plagiolepis,Epigaeic,Exotic,Madagascar,
Plagiolepis_exigua,Plagiolepis,Epigaeic,Exotic,Saudi Arabia,
Plagiolepis_exigua,Plagiolepis,Epigaeic,Exotic,Seychelles,
Plagiolepis_exigua,Plagiolepis,Epigaeic,Exotic,United Arab Emirates,
Plagiolepis_exigua,Plagiolepis,Epigaeic,Indoor Introduced,United Kingdom,
Plagiolepis_exigua,Plagiolepis,Epigaeic,Exotic,Yemen,
Plagiolepis_exigua,Plagiolepis,Epigaeic,Exotic,Zaire,
Plagiolepis_pallescens,Plagiolepis,Epigaeic,Indoor Introduced,Netherlands,
Plagiolepis_pallescens,Plagiolepis,Epigaeic,Indoor Introduced,Norway,
Plagiolepis_pygmaea,Plagiolepis,Epigaeic,Indoor Introduced,Netherlands,
Plagiolepis_pygmaea,Plagiolepis,Epigaeic,Intercepted,Norway,
Plagiolepis_schmitzii,Plagiolepis,Epigaeic,Indoor Introduced,France,
Plagiolepis_schmitzii,Plagiolepis,Epigaeic,Indoor Introduced,Germany,
Plagiolepis_schmitzii,Plagiolepis,Epigaeic,Exotic,Netherlands,
Plagiolepis_schmitzii,Plagiolepis,Epigaeic,Exotic,United Kingdom,
Platythyrea_parallela,Platythyrea,Arboreal,Exotic,Fiji,
Platythyrea_parallela,Platythyrea,Arboreal,Exotic,Mariana Islands,
Platythyrea_parallela,Platythyrea,Arboreal,Intercepted,New Zealand,
Platythyrea_parallela,Platythyrea,Arboreal,Exotic,Samoan Islands,
Platythyrea_parallela,Platythyrea,Arboreal,Exotic,Seychelles,
Platythyrea_parallela,Platythyrea,Arboreal,Exotic,Society Islands,
Platythyrea_parallela,Platythyrea,Arboreal,Exotic,Tuamotu Islands,
Platythyrea_punctata,Platythyrea,Arboreal,Exotic,Florida,
Platythyrea_punctata,Platythyrea,Arboreal,Exotic,Louisiana,
Platythyrea_punctata,Platythyrea,Arboreal,Exotic,Texas,
Pogonomyrmex_occidentalis,Pogonomyrmex,Epigaeic,Intercepted,Hawaii,
Polyrhachis_ammon,Polyrhachis,Arboreal & Epigaeic,Intercepted,New Zealand,
Polyrhachis_atropos,Polyrhachis,Arboreal & Epigaeic,Intercepted,New Zealand,
Polyrhachis_dives,Polyrhachis,Arboreal & Epigaeic,Intercepted,Hawaii,
Polyrhachis_dives,Polyrhachis,Arboreal & Epigaeic,Exotic,Mariana Islands,
Polyrhachis_dives,Polyrhachis,Arboreal & Epigaeic,Intercepted,Netherlands,
Polyrhachis_erato,Polyrhachis,Arboreal & Epigaeic,Intercepted,New Zealand,
Polyrhachis_femorata,Polyrhachis,Arboreal & Epigaeic,Intercepted,Hawaii,
Polyrhachis_femorata,Polyrhachis,Arboreal & Epigaeic,Intercepted,New Zealand,
Polyrhachis_hector,Polyrhachis,Arboreal & Epigaeic,Intercepted,New Zealand,
Polyrhachis_nigrita,Polyrhachis,Arboreal & Epigaeic,Intercepted,Netherlands,
Polyrhachis_rastellata,Polyrhachis,Arboreal & Epigaeic,Intercepted,Andaman and Nicobar Islands,
Polyrhachis_rufifemur,Polyrhachis,Arboreal & Epigaeic,Intercepted,New Zealand,
Polyrhachis_saevissima argentea,Polyrhachis,Arboreal & Epigaeic,Intercepted,Hawaii,
Polyrhachis_semiaurata,Polyrhachis,Arboreal & Epigaeic,Intercepted,New Zealand,
Polyrhachis_thrinax,Polyrhachis,Arboreal & Epigaeic,Intercepted,Netherlands,
Polyrhachis_trapezoidea,Polyrhachis,Arboreal & Epigaeic,Intercepted,New Zealand,
Polyrhachis_viehmeyeri,Polyrhachis,Arboreal & Epigaeic,Intercepted,Australia,
Ponera_bableti,Ponera,Epigaeic & Hypogaeic,Exotic,Austral Islands,
Ponera_bableti,Ponera,Epigaeic & Hypogaeic,Exotic,Society Islands,
Ponera_bableti,Ponera,Epigaeic & Hypogaeic,Exotic,Tuamotu Islands,
Ponera_coarctata,Ponera,Epigaeic & Hypogaeic,Indoor Introduced,Denmark,
Ponera_coarctata,Ponera,Epigaeic & Hypogaeic,Intercepted,Hawaii,
Ponera_exotica,Ponera,Epigaeic & Hypogaeic,Exotic,Comoros,
Ponera_exotica,Ponera,Epigaeic & Hypogaeic,Exotic,Mascarene Islands,
Ponera_exotica,Ponera,Epigaeic & Hypogaeic,Exotic,Seychelles,
Ponera_leae,Ponera,Epigaeic & Hypogaeic,Exotic,New Caledonia,
Ponera_leae,Ponera,Epigaeic & Hypogaeic,Exotic,New Zealand,
Ponera_leae,Ponera,Epigaeic & Hypogaeic,Exotic,Norfolk Island,
Ponera_loi,Ponera,Epigaeic & Hypogaeic,Exotic,Hawaii,
Ponera_loi,Ponera,Epigaeic & Hypogaeic,Exotic,Mariana Islands,
Ponera_loi,Ponera,Epigaeic & Hypogaeic,Exotic,New Zealand,
Ponera_swezeyi,Ponera,Epigaeic & Hypogaeic,Exotic,Christmas Island,
Ponera_swezeyi,Ponera,Epigaeic & Hypogaeic,Exotic,Comoros,
Ponera_swezeyi,Ponera,Epigaeic & Hypogaeic,Exotic,Hawaii,
Ponera_swezeyi,Ponera,Epigaeic & Hypogaeic,Exotic,Madagascar,
Ponera_swezeyi,Ponera,Epigaeic & Hypogaeic,Exotic,Mascarene Islands,
Ponera_swezeyi,Ponera,Epigaeic & Hypogaeic,Intercepted,New Zealand,
Ponera_swezeyi,Ponera,Epigaeic & Hypogaeic,Exotic,Ogasawara Islands,
Ponera_swezeyi,Ponera,Epigaeic & Hypogaeic,Exotic,Seychelles,
Ponera_swezeyi,Ponera,Epigaeic & Hypogaeic,Exotic,Society Islands,
Ponera_swezeyi,Ponera,Epigaeic & Hypogaeic,Exotic,Tanzania,
Ponera_testacea,Ponera,Epigaeic & Hypogaeic,Intercepted,Norway,
Prenolepis_imparis,Prenolepis,Epigaeic,Intercepted,Hawaii,
Prenolepis_imparis,Prenolepis,Epigaeic,Intercepted,New Zealand,
Prenolepis_melanogaster,Prenolepis,Epigaeic,Intercepted,Hawaii,
Prenolepis_nitens,Prenolepis,Epigaeic,Intercepted,Netherlands,
Prenolepis_nitens,Prenolepis,Epigaeic,Indoor Introduced,United Kingdom,
Prionopelta_antillana,Prionopelta,Epigaeic & Hypogaeic,Exotic,Cuba,
Prionopelta_antillana,Prionopelta,Epigaeic & Hypogaeic,Exotic,Florida,
Prionopelta_kraepelini,Prionopelta,Epigaeic & Hypogaeic,Exotic,Caroline Islands,
Prionopelta_kraepelini,Prionopelta,Epigaeic & Hypogaeic,Exotic,Fiji,
Prionopelta_kraepelini,Prionopelta,Epigaeic & Hypogaeic,Intercepted,New Zealand,
Prionopelta_kraepelini,Prionopelta,Epigaeic & Hypogaeic,Exotic,Palau,
Prionopelta_kraepelini,Prionopelta,Epigaeic & Hypogaeic,Exotic,Samoan Islands,
Pristomyrmex_punctatus,Pristomyrmex,Epigaeic,Intercepted,New Zealand,
Pseudomyrmex_cubaensis,Pseudomyrmex,Arboreal,Exotic,Mississippi,
Pseudomyrmex_elongatus,Pseudomyrmex,Arboreal,Exotic,Florida,
Pseudomyrmex_gracilis,Pseudomyrmex,Arboreal,Exotic,Alabama,
Pseudomyrmex_gracilis,Pseudomyrmex,Arboreal,Indoor Introduced,California,
Pseudomyrmex_gracilis,Pseudomyrmex,Arboreal,Exotic,Florida,
Pseudomyrmex_gracilis,Pseudomyrmex,Arboreal,Exotic,Hawaii,
Pseudomyrmex_gracilis,Pseudomyrmex,Arboreal,Exotic,Hispaniola,
Pseudomyrmex_gracilis,Pseudomyrmex,Arboreal,Exotic,Jamaica,
Pseudomyrmex_gracilis,Pseudomyrmex,Arboreal,Exotic,Lesser Antilles,
Pseudomyrmex_gracilis,Pseudomyrmex,Arboreal,Exotic,Louisiana,
Pseudomyrmex_gracilis,Pseudomyrmex,Arboreal,Exotic,Mississippi,
Pseudomyrmex_gracilis,Pseudomyrmex,Arboreal,Intercepted,Netherlands,
Pseudomyrmex_gracilis,Pseudomyrmex,Arboreal,Exotic,South Carolina,
Pseudomyrmex_gracilis,Pseudomyrmex,Arboreal,Exotic,Tennessee,
Pseudomyrmex_gracilis,Pseudomyrmex,Arboreal,Exotic,Trinidad and Tobago,
Pseudomyrmex_gracilis,Pseudomyrmex,Arboreal,Indoor Introduced,United Kingdom,
Pseudomyrmex_major,Pseudomyrmex,Arboreal,Exotic,Chile_c,
Pseudoponera_stigma,Pseudoponera,Epigaeic & Hypogaeic,Exotic,Alabama,
Pseudoponera_stigma,Pseudoponera,Epigaeic & Hypogaeic,Exotic,Bismarck Archipelago,
Pseudoponera_stigma,Pseudoponera,Epigaeic & Hypogaeic,Exotic,Caroline Islands,
Pseudoponera_stigma,Pseudoponera,Epigaeic & Hypogaeic,Exotic,Cocos Island (Costa Rica),
Pseudoponera_stigma,Pseudoponera,Epigaeic & Hypogaeic,Exotic,Fiji,
Pseudoponera_stigma,Pseudoponera,Epigaeic & Hypogaeic,Exotic,Florida,
Pseudoponera_stigma,Pseudoponera,Epigaeic & Hypogaeic,Exotic,Fujian,
Pseudoponera_stigma,Pseudoponera,Epigaeic & Hypogaeic,Exotic,Louisiana,
Pseudoponera_stigma,Pseudoponera,Epigaeic & Hypogaeic,Exotic,Maluku Islands,
Pseudoponera_stigma,Pseudoponera,Epigaeic & Hypogaeic,Exotic,Micronesia,
Pseudoponera_stigma,Pseudoponera,Epigaeic & Hypogaeic,Exotic,New Guinea,
