Phy,Genus_name,Ecological Stratum,Exotic_status,bentity2_name,Notes
Crematogaster_scutellaris,Crematogaster,Arboreal & Epigaeic,Exotic,France,Native and exotic in the same bentity
Tapinoma_darioi,Tapinoma,Arboreal & Epigaeic,Exotic,France,Native and exotic in the same bentity
Tapinoma_magnum,Tapinoma,Arboreal & Epigaeic,Exotic,France,Native and exotic in the same bentity
Tapinoma_nigerrimum,Tapinoma,Arboreal & Epigaeic,Exotic,France,Native and exotic in the same bentity
Anoplolepis_custodiens,Anoplolepis,Epigaeic,Intercepted,Australia,Special geographic resolution as records are not available at a finer resolution)
Atta_laevigata,Atta,Epigaeic,Intercepted,Australia,Special geographic resolution as records are not available at a finer resolution)
Camponotus_modoc,Camponotus,Arboreal & Epigaeic,Intercepted,Australia,Special geographic resolution as records are not available at a finer resolution)
Camponotus_navigator,Camponotus,Arboreal & Epigaeic,Intercepted,Australia,Special geographic resolution as records are not available at a finer resolution)
Camponotus_sexguttatus biguttatus,Camponotus,Arboreal & Epigaeic,Exotic,USA,Special geographic resolution as records are not available at a finer resolution)
Cataulacus_intrudens,Cataulacus,Arboreal,Intercepted,Australia,Special geographic resolution as records are not available at a finer resolution)
Cephalotes_maculatus,Cephalotes,Arboreal,Intercepted,Australia,Special geographic resolution as records are not available at a finer resolution)
Chelaner_antarcticus,Chelaner,Epigaeic,Intercepted,Australia,Special geographic resolution as records are not available at a finer resolution)
Crematogaster_peringueyi,Crematogaster,Arboreal & Epigaeic,Intercepted,Australia,Special geographic resolution as records are not available at a finer resolution)
Myrmica_sabuleti,Myrmica,Epigaeic,Intercepted,Australia,Special geographic resolution as records are not available at a finer resolution)
Pheidole_bicarinata,Pheidole,Epigaeic,Intercepted,Australia,Special geographic resolution as records are not available at a finer resolution)
Pheidole_exigua,Pheidole,Epigaeic,Exotic,USA,Special geographic resolution as records are not available at a finer resolution)
Polyrhachis_viehmeyeri,Polyrhachis,Arboreal & Epigaeic,Intercepted,Australia,Special geographic resolution as records are not available at a finer resolution)
Acromyrmex_coronatus,Acromyrmex,Epigaeic,Intercepted,Netherlands,
Acromyrmex_lobicornis,Acromyrmex,Epigaeic,Intercepted,Ivory Coast,
Acromyrmex_lundii,Acromyrmex,Epigaeic,Intercepted,Netherlands,
Acromyrmex_octospinosus,Acromyrmex,Epigaeic,Exotic,Cuba,
Acromyrmex_octospinosus,Acromyrmex,Epigaeic,Exotic,Lesser Antilles,
Acromyrmex_octospinosus cubanus,Acromyrmex,Epigaeic,Exotic,Cuba,
Adelomyrmex_myops,Adelomyrmex,Epigaeic & Hypogaeic,Exotic,Galapagos Islands,
Amblyopone_australis,Amblyopone,Epigaeic & Hypogaeic,Exotic,Caroline Islands,
Amblyopone_australis,Amblyopone,Epigaeic & Hypogaeic,Exotic,New Zealand,
Anochetus_emarginatus,Anochetus,Arboreal & Epigaeic,Exotic,Bahamas,
Anochetus_ghilianii,Anochetus,Arboreal & Epigaeic,Exotic,Spain,
Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,Bismarck Archipelago,
Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,Caroline Islands,
Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,Cook Islands,
Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,Fiji,
Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,Kiribati,
Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,Mariana Islands,
Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,New Caledonia,
Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,New Guinea,
Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,New South Wales,
Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,North Western Australia,
Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,Northern Territory,
Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,Palau,
Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,Queensland,
Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,Samoan Islands,
Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,Seychelles,
Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,Society Islands,
Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,Solomon Islands,
Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,South Africa,
Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,Tokelau,
Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,Tonga,
Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,Vanuatu,
Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,Wallis and Futuna,
Anochetus_mayri,Anochetus,Arboreal & Epigaeic,Indoor Introduced,Denmark,
Anochetus_mayri,Anochetus,Arboreal & Epigaeic,Exotic,Florida,
Anochetus_mayri,Anochetus,Arboreal & Epigaeic,Indoor Introduced,United Kingdom,
Anochetus_sedilloti,Anochetus,Arboreal & Epigaeic,Exotic,Gujarat,
Anochetus_sedilloti,Anochetus,Arboreal & Epigaeic,Exotic,Karnataka,
Anochetus_sedilloti,Anochetus,Arboreal & Epigaeic,Exotic,Maharashtra,
Anochetus_sedilloti,Anochetus,Arboreal & Epigaeic,Exotic,Punjab,
Anochetus_sedilloti,Anochetus,Arboreal & Epigaeic,Exotic,Rajasthan,
Anochetus_sedilloti,Anochetus,Arboreal & Epigaeic,Exotic,Saudi Arabia,
Anochetus_sedilloti,Anochetus,Arboreal & Epigaeic,Exotic,Tamil Nadu,
Anonychomyrma_itinerans,Anonychomyrma,Arboreal & Epigaeic,Intercepted,New Zealand,
Anoplolepis_custodiens,Anoplolepis,Epigaeic,Intercepted,Australia,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Aguascalientes,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Austral Islands,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Baja California,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Baja California Sur,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Bismarck Archipelago,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Caroline Islands,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Intercepted,Chile_nc,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Christmas Island,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Cocos (Keeling) Islands,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Colima,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Cook Islands,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Daito Islands,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Distrito Federal Mexico,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Fiji,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Indoor Introduced,Finland,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Fujian,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Gambier Islands,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Intercepted,Germany,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Guerrero,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Hawaii,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Jalisco,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Johnston Atoll,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Kiribati,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Kyushu,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Lakshadweep,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Line Islands,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Mariana Islands,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Marquesas Islands,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Marshall Islands,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Mascarene Islands,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Michoacan,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Micronesia,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Nayarit,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Intercepted,Netherlands,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,New Caledonia,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,New Guinea,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,New South Wales,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Intercepted,New Zealand,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Niue,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Northern Territory,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Ogasawara Islands,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Okinawa,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Palau,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Queensland,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Samoan Islands,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Satsunan Islands,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Senkaku Islands,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Seychelles,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Sinaloa,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Society Islands,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Solomon Islands,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Indoor Introduced,South Africa,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Taiwan,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Tokelau,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Tonga,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Tuamotu Islands,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Tuvalu,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,United Arab Emirates,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Intercepted,United Kingdom,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Vanuatu,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Veracruz,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Volcano Islands,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Wallis and Futuna,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Yaeyama Islands,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Yucatan,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Zacatecas,
Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,Zanzibar Archipelago,
Anoplolepis_steingroeveri gertrudae,Anoplolepis,Epigaeic,Exotic,Mascarene Islands,
Aphaenogaster_gemella,Aphaenogaster,Epigaeic,Exotic,Balearic Islands,
Aphaenogaster_gemella,Aphaenogaster,Epigaeic,Indoor Introduced,France,
Aphaenogaster_iberica,Aphaenogaster,Epigaeic,Exotic,Balearic Islands,
Aphaenogaster_iberica,Aphaenogaster,Epigaeic,Exotic,Canary Islands,
Aphaenogaster_longiceps,Aphaenogaster,Epigaeic,Intercepted,Hawaii,
Aphaenogaster_ovaticeps ,Aphaenogaster,Epigaeic,Exotic,Italy,
Aphaenogaster_senilis,Aphaenogaster,Epigaeic,Exotic,Azores Islands,
Aphaenogaster_senilis,Aphaenogaster,Epigaeic,Intercepted,Denmark,
Aphaenogaster_senilis,Aphaenogaster,Epigaeic,Exotic,Slovakia,
Aphaenogaster_splendida,Aphaenogaster,Epigaeic,Exotic,Aegean Islands,
Aphaenogaster_splendida,Aphaenogaster,Epigaeic,Exotic,Crete,
Aphaenogaster_splendida,Aphaenogaster,Epigaeic,Exotic,Malta,
Aphaenogaster_splendida,Aphaenogaster,Epigaeic,Exotic,Pelagie Islands,
Aphaenogaster_splendida,Aphaenogaster,Epigaeic,Exotic,Sardinia,
Aphaenogaster_splendida,Aphaenogaster,Epigaeic,Exotic,Sicily,
Aphaenogaster_splendida,Aphaenogaster,Epigaeic,Exotic,Spain,
Aphaenogaster_subterranea,Aphaenogaster,Epigaeic,Intercepted,Madagascar,
Atta_laevigata,Atta,Epigaeic,Intercepted,Australia,
Azteca_constructor,Azteca,Arboreal,Indoor Introduced,Norway,
Azteca_flavigaster,Azteca,Arboreal,Indoor Introduced,Norway,
Brachymyrmex_aphidicola,Brachymyrmex,Arboreal & Epigaeic,Exotic,Guanajuato,
Brachymyrmex_aphidicola,Brachymyrmex,Arboreal & Epigaeic,Exotic,Louisiana,
Brachymyrmex_australis,Brachymyrmex,Arboreal & Epigaeic,Intercepted,Germany,
Brachymyrmex_australis,Brachymyrmex,Arboreal & Epigaeic,Exotic,Mascarene Islands,
Brachymyrmex_cordemoyi,Brachymyrmex,Arboreal & Epigaeic,Exotic,Arizona,
Brachymyrmex_cordemoyi,Brachymyrmex,Arboreal & Epigaeic,Exotic,Canary Islands,
Brachymyrmex_cordemoyi,Brachymyrmex,Arboreal & Epigaeic,Exotic,Comoros,
Brachymyrmex_cordemoyi,Brachymyrmex,Arboreal & Epigaeic,Indoor Introduced,Germany,
Brachymyrmex_cordemoyi,Brachymyrmex,Arboreal & Epigaeic,Exotic,Madagascar,
Brachymyrmex_cordemoyi,Brachymyrmex,Arboreal & Epigaeic,Exotic,Mascarene Islands,
Brachymyrmex_cordemoyi,Brachymyrmex,Arboreal & Epigaeic,Intercepted,Netherlands,
Brachymyrmex_cordemoyi,Brachymyrmex,Arboreal & Epigaeic,Exotic,New Caledonia,
Brachymyrmex_cordemoyi,Brachymyrmex,Arboreal & Epigaeic,Exotic,Saudi Arabia,
Brachymyrmex_cordemoyi,Brachymyrmex,Arboreal & Epigaeic,Exotic,Seychelles,
Brachymyrmex_cordemoyi,Brachymyrmex,Arboreal & Epigaeic,Exotic,Solomon Islands,
Brachymyrmex_cordemoyi,Brachymyrmex,Arboreal & Epigaeic,Exotic,Tanzania,
Brachymyrmex_cordemoyi,Brachymyrmex,Arboreal & Epigaeic,Exotic,Vanuatu,
Brachymyrmex_heeri,Brachymyrmex,Arboreal & Epigaeic,Exotic,Azores Islands,
Brachymyrmex_heeri,Brachymyrmex,Arboreal & Epigaeic,Exotic,Bermuda,
Brachymyrmex_heeri,Brachymyrmex,Arboreal & Epigaeic,Indoor Introduced,France,
Brachymyrmex_heeri,Brachymyrmex,Arboreal & Epigaeic,Exotic,Galapagos Islands,
Brachymyrmex_heeri,Brachymyrmex,Arboreal & Epigaeic,Indoor Introduced,Germany,
Brachymyrmex_heeri,Brachymyrmex,Arboreal & Epigaeic,Indoor Introduced,Switzerland,
Brachymyrmex_heeri,Brachymyrmex,Arboreal & Epigaeic,Indoor Introduced,Ukraine,
Brachymyrmex_minutus,Brachymyrmex,Arboreal & Epigaeic,Exotic,Florida,
Brachymyrmex_minutus,Brachymyrmex,Arboreal & Epigaeic,Exotic,Mississippi,
Brachymyrmex_obscurior,Brachymyrmex,Arboreal & Epigaeic,Exotic,Alabama,
Brachymyrmex_obscurior,Brachymyrmex,Arboreal & Epigaeic,Indoor Introduced,Alberta,
Brachymyrmex_obscurior,Brachymyrmex,Arboreal & Epigaeic,Exotic,Arizona,
Brachymyrmex_obscurior,Brachymyrmex,Arboreal & Epigaeic,Exotic,Bermuda,
Brachymyrmex_obscurior,Brachymyrmex,Arboreal & Epigaeic,Exotic,California,
Brachymyrmex_obscurior,Brachymyrmex,Arboreal & Epigaeic,Exotic,Chile_c,
Brachymyrmex_obscurior,Brachymyrmex,Arboreal & Epigaeic,Exotic,Chubut,
Brachymyrmex_obscurior,Brachymyrmex,Arboreal & Epigaeic,Exotic,Florida,
Brachymyrmex_obscurior,Brachymyrmex,Arboreal & Epigaeic,Exotic,Georgia US,
Brachymyrmex_obscurior,Brachymyrmex,Arboreal & Epigaeic,Exotic,Hawaii,
Brachymyrmex_obscurior,Brachymyrmex,Arboreal & Epigaeic,Exotic,Louisiana,
Brachymyrmex_obscurior,Brachymyrmex,Arboreal & Epigaeic,Exotic,Mariana Islands,
Brachymyrmex_obscurior,Brachymyrmex,Arboreal & Epigaeic,Exotic,Mississippi,
Brachymyrmex_obscurior,Brachymyrmex,Arboreal & Epigaeic,Intercepted,Netherlands,
Brachymyrmex_obscurior,Brachymyrmex,Arboreal & Epigaeic,Exotic,New Caledonia,
Brachymyrmex_obscurior,Brachymyrmex,Arboreal & Epigaeic,Intercepted,New Zealand,
Brachymyrmex_obscurior,Brachymyrmex,Arboreal & Epigaeic,Exotic,Samoan Islands,
Brachymyrmex_obscurior,Brachymyrmex,Arboreal & Epigaeic,Exotic,Solomon Islands,
Brachymyrmex_obscurior,Brachymyrmex,Arboreal & Epigaeic,Exotic,Texas,
Brachymyrmex_obscurior,Brachymyrmex,Arboreal & Epigaeic,Indoor Introduced,Virginia,
Brachymyrmex_obscurior,Brachymyrmex,Arboreal & Epigaeic,Indoor Introduced,Washington,
Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Exotic,Alabama,
Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Exotic,Arizona,
Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Exotic,Arkansas,
Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Exotic,Bahamas,
Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Exotic,California,
Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Exotic,Florida,
Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Exotic,Georgia US,
Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Intercepted,Germany,
Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Exotic,Guangdong,
Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Exotic,Hong Kong,
Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Exotic,Kinki,
Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Exotic,Lesser Antilles,
Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Exotic,Louisiana,
Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Exotic,Mississippi,
Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Exotic,Missouri,
Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Intercepted,Netherlands,
Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Exotic,Nevada,
Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Exotic,New Mexico,
Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Exotic,North Carolina,
Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Indoor Introduced,Norway,
Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Exotic,South Carolina,
Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Exotic,Spain,
Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Exotic,Tennessee,
Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Exotic,Texas,
Brachymyrmex_patagonicus,Brachymyrmex,Arboreal & Epigaeic,Indoor Introduced,United Kingdom,
Brachymyrmex_termitophilus,Brachymyrmex,Arboreal & Epigaeic,Exotic,Texas,
Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,Alabama,
Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,Arkansas,
Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,Connecticut,
Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,District of Columbia,
Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,Florida,
Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,Georgia US,
Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,Georgia_Europe(country),
Brachyponera_chinensis,Brachyponera,Epigaeic,Intercepted,Germany,
Brachyponera_chinensis,Brachyponera,Epigaeic,Intercepted,Hawaii,
Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,Kentucky,
Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,Maryland,
Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,Massachusetts,
Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,Mississippi,
Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,New York,
Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,New Zealand,
Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,North Carolina,
Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,Ohio,
Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,Pennsylvania,
Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,Rhode Island,
Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,Russia south,
Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,South Carolina,
Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,Tennessee,
Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,Virginia,
Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,Washington,
Brachyponera_chinensis,Brachyponera,Epigaeic,Exotic,Wisconsin,
Brachyponera_luteipes,Brachyponera,Epigaeic,Exotic,Caroline Islands,
Brachyponera_luteipes,Brachyponera,Epigaeic,Intercepted,Hawaii,
Brachyponera_luteipes,Brachyponera,Epigaeic,Exotic,New Zealand,
Brachyponera_luteipes,Brachyponera,Epigaeic,Exotic,Ogasawara Islands,
Brachyponera_luteipes,Brachyponera,Epigaeic,Exotic,Palau,
Brachyponera_obscurans,Brachyponera,Epigaeic,Exotic,Mascarene Islands,
Brachyponera_sennaarensis,Brachyponera,Epigaeic,Exotic,Egypt,
Brachyponera_sennaarensis,Brachyponera,Epigaeic,Exotic,India,
Brachyponera_sennaarensis,Brachyponera,Epigaeic,Exotic,Iran,
Brachyponera_sennaarensis,Brachyponera,Epigaeic,Exotic,Kuwait,
Brachyponera_sennaarensis,Brachyponera,Epigaeic,Exotic,Madagascar,
Brachyponera_sennaarensis,Brachyponera,Epigaeic,Exotic,Maharashtra,
Brachyponera_sennaarensis,Brachyponera,Epigaeic,Exotic,Oman,
Brachyponera_sennaarensis,Brachyponera,Epigaeic,Exotic,Qatar,
Brachyponera_sennaarensis,Brachyponera,Epigaeic,Exotic,Saudi Arabia,
Brachyponera_sennaarensis,Brachyponera,Epigaeic,Exotic,Socotra Archipelago,
Brachyponera_sennaarensis,Brachyponera,Epigaeic,Exotic,United Arab Emirates,
Brachyponera_sennaarensis,Brachyponera,Epigaeic,Intercepted,USA,
Brachyponera_sennaarensis,Brachyponera,Epigaeic,Exotic,Yemen,
Camponotus_aegyptiacus,Camponotus,Arboreal & Epigaeic,Intercepted,Netherlands,
Camponotus_aeneopilosus,Camponotus,Arboreal & Epigaeic,Intercepted,New Zealand,
Camponotus_atriceps,Camponotus,Arboreal & Epigaeic,Intercepted,Hawaii,
Camponotus_atriceps,Camponotus,Arboreal & Epigaeic,Indoor Introduced,Italy,
Camponotus_atriceps,Camponotus,Arboreal & Epigaeic,Intercepted,Mississippi,
Camponotus_atriceps,Camponotus,Arboreal & Epigaeic,Intercepted,Netherlands,
Camponotus_atriceps,Camponotus,Arboreal & Epigaeic,Indoor Introduced,United Kingdom,
Camponotus_barbaricus,Camponotus,Arboreal & Epigaeic,Indoor Introduced,France,
Camponotus_bishamon,Camponotus,Arboreal & Epigaeic,Intercepted,Taiwan,
Camponotus_brevis,Camponotus,Arboreal & Epigaeic,Indoor Introduced,Norway,
Camponotus_britteni,Camponotus,Arboreal & Epigaeic,Intercepted,New South Wales,
Camponotus_britteni,Camponotus,Arboreal & Epigaeic,Intercepted,United Kingdom,
Camponotus_bugnioni,Camponotus,Arboreal & Epigaeic,Indoor Introduced,France,
Camponotus_bugnioni,Camponotus,Arboreal & Epigaeic,Intercepted,Netherlands,
Camponotus_bugnioni,Camponotus,Arboreal & Epigaeic,Indoor Introduced,Switzerland,
Camponotus_canescens,Camponotus,Arboreal & Epigaeic,Intercepted,Netherlands,
Camponotus_chloroticus,Camponotus,Arboreal & Epigaeic,Intercepted,New Zealand,
Camponotus_chromaiodes,Camponotus,Arboreal & Epigaeic,Intercepted,New Zealand,
Camponotus_compressus,Camponotus,Arboreal & Epigaeic,Exotic,Maldives,
Camponotus_compressus,Camponotus,Arboreal & Epigaeic,Intercepted,New Zealand,
Camponotus_conspicuus zonatus,Camponotus,Arboreal & Epigaeic,Intercepted,Bermuda,
Camponotus_conspicuus zonatus,Camponotus,Arboreal & Epigaeic,Exotic,Cayman Islands,
Camponotus_conspicuus zonatus,Camponotus,Arboreal & Epigaeic,Exotic,Galapagos Islands,
Camponotus_essigi,Camponotus,Arboreal & Epigaeic,Exotic,Trinidad and Tobago,
Camponotus_exiguoguttatus,Camponotus,Arboreal & Epigaeic,Intercepted,Hawaii,
Camponotus_fabricator,Camponotus,Arboreal & Epigaeic,Exotic,Saint Helena Ascension Tristan da Cunha,
Camponotus_fallax,Camponotus,Arboreal & Epigaeic,Intercepted,Faroe Islands,
Camponotus_fallax,Camponotus,Arboreal & Epigaeic,Intercepted,Israel and Palestine,
Camponotus_fallax,Camponotus,Arboreal & Epigaeic,Intercepted,Lesser Antilles,
Camponotus_fallax,Camponotus,Arboreal & Epigaeic,Intercepted,Netherlands,
Camponotus_fastigatus,Camponotus,Arboreal & Epigaeic,Intercepted,Netherlands,
Camponotus_floridanus,Camponotus,Arboreal & Epigaeic,Intercepted,Bermuda,
Camponotus_floridanus,Camponotus,Arboreal & Epigaeic,Intercepted,Israel and Palestine,
Camponotus_hemichlaena,Camponotus,Arboreal & Epigaeic,Intercepted,Taiwan,
Camponotus_herculeanus,Camponotus,Arboreal & Epigaeic,Intercepted,Netherlands,
Camponotus_herculeanus,Camponotus,Arboreal & Epigaeic,Intercepted,New Zealand,
Camponotus_herculeanus,Camponotus,Arboreal & Epigaeic,Intercepted,Taiwan,
Camponotus_herculeanus,Camponotus,Arboreal & Epigaeic,Intercepted,United Kingdom,
Camponotus_hova,Camponotus,Arboreal & Epigaeic,Exotic,Socotra Archipelago,
Camponotus_irritans,Camponotus,Arboreal & Epigaeic,Intercepted,New Zealand,
Camponotus_irritans carinifer,Camponotus,Arboreal & Epigaeic,Intercepted,Israel and Palestine,
Camponotus_itoi,Camponotus,Arboreal & Epigaeic,Indoor Introduced,Hawaii,
Camponotus_keihitoi,Camponotus,Arboreal & Epigaeic,Intercepted,Taiwan,
Camponotus_maculatus,Camponotus,Arboreal & Epigaeic,Intercepted,Campeche,
Camponotus_maculatus,Camponotus,Arboreal & Epigaeic,Exotic,Caroline Islands,
Camponotus_maculatus,Camponotus,Arboreal & Epigaeic,Intercepted,Kanto,
